;avg #n classes+groups;min #n classes+groups;max #n classes+groups;avg #n groups;min #n groups;max #n groups;avg #c groups;min #c groups;max #c groups;Fishers DR (C);Fishers DRv (C);Class Overlap (C);Border Points (C);Inter/Intra Class Dist (C);NN Error (C);Fishers DR (G);Fishers DRv (G);Class Overlap (G);Border Points (G);Inter/Intra Class Dist (G);NN Error (G);Acc (X);Acc (G);Acc (G - X);n;c;gs;features_remove_percent;n_group_features;group_imbalance;cls_imbalance;n_features
0;15,151515151515152;3;33;34,48275862068966;7;153;2,2758620689655173;2;5;0,9778174808806096;0,2101330105809342;0,5830665221747073;0,7829999999999999;0,5290642597627201;0,628;0,944332746437194;0,0162590589145854;3,5738872196513204e-08;0,2888888888888888;0,4746872847049369;0,1777777777777777;0,2766666666666666;0,63;0,3533333333333333;1000;10;0,0;0,0;1;medium;very_balanced;50
0;15,151515151515152;3;42;34,48275862068966;7;153;2,2758620689655173;2;5;0,9777590920136228;0,2093438360143874;0,6561918980488849;0,807;0,5306499549555926;0,6609999999999999;0,9414008881861357;0,0245129916432445;1,0192372254393775e-07;0,2666666666666666;0,4751815736324541;0,1777777777777777;0,2633333333333333;0,6166666666666667;0,3533333333333334;1000;10;0,0;0,0;1;medium;balanced;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,9765931886565148;0,209122901133626;0,6494799299514962;0,785;0,5288542860170765;0,622;0,9454471727075328;0,0238543638510581;2,0848736449006526e-08;0,2888888888888888;0,4745869395368887;0,1777777777777777;0,2966666666666667;0,65;0,3533333333333333;1000;10;0,0;0,0;1;medium;medium;50
0;15,151515151515152;2;121;34,48275862068966;7;153;2,2758620689655173;2;5;0,9792215549092096;0,1606620783796189;0,3496421197537257;0,745;0,5268442512132724;0,5710000000000001;0,9615866876673326;0,0082314449888144;5,5690485367282455e-15;0,2222222222222222;0,4651355462050332;0,1333333333333333;0,37;0,8266666666666667;0,4566666666666666;1000;10;0,0;0,0;1;medium;imbalanced;50
0;15,151515151515152;2;145;34,48275862068966;7;153;2,2758620689655173;2;5;0,9762107753513416;0,1318897259443039;0,4003487030838727;0,723;0,5242079954164872;0,54;0,9784613060273284;0,0035708572817012;1,0425400671449672e-38;0,0888888888888888;0,4491246317702624;0,0444444444444444;0,4333333333333333;0,9133333333333332;0,48;1000;10;0,0;0,0;1;medium;very_imbalanced;50
0;16,393442622950822;1;50;40,0;3;257;2,44;2;10;0,9785417784693892;0,17286359315428687;0,28010183668697713;0,746;;0,591;0,945540411807008;0,034926810265720185;4,6520939313008466e-08;0,35;0,4754817928785474;0,2;0,3233333333333333;0,62;0,2966666666666667;1000;10;0,0;0,0;1;imbalanced;very_balanced;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,9765931886565148;0,20912290113362605;0,6494799299514962;0,785;0,5288542860170765;0,622;0,9454471727075328;0,02385436385105815;2,0848736449006526e-08;0,2888888888888889;0,4745869395368888;0,17777777777777778;0,25;0,6466666666666666;0,3966666666666666;1000;10;0,0;0,0;5;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,9765931886565148;0,20912290113362605;0,6494799299514962;0,785;0,5288542860170765;0,622;0,9454471727075328;0,02385436385105815;2,0848736449006526e-08;0,2888888888888889;0,4745869395368888;0,17777777777777778;0,27;0,6366666666666667;0,3666666666666667;1000;10;0,0;0,0;10;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,9765931886565148;0,20912290113362605;0,6494799299514962;0,785;0,5288542860170765;0,622;0,9454471727075328;0,02385436385105815;2,0848736449006526e-08;0,2888888888888889;0,4745869395368888;0,17777777777777778;0,27;0,6566666666666666;0,3866666666666666;1000;10;0,0;0,0;20;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,9777233814288782;0,20151022894415727;0,2324462951725721;0,804;0,5077032118998153;0,657;0,9596170053279254;0,014913985599638496;4,0916269730749936e-07;0,3333333333333333;0,477488044375689;0,15555555555555556;0,2966666666666667;0,71;0,4133333333333333;1000;10;0,0;0,05;1;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,9777233814288782;0,20151022894415727;0,2324462951725721;0,804;0,5077032118998153;0,657;0,9596170053279254;0,014913985599638496;4,0916269730749936e-07;0,3333333333333333;0,477488044375689;0,15555555555555556;0,32;0,6333333333333333;0,3133333333333333;1000;10;0,0;0,05;5;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,9777233814288782;0,20151022894415727;0,2324462951725721;0,804;0,5077032118998153;0,657;0,9596170053279254;0,014913985599638496;4,0916269730749936e-07;0,3333333333333333;0,477488044375689;0,15555555555555556;0,3033333333333333;0,6866666666666666;0,3833333333333333;1000;10;0,0;0,05;10;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,9777233814288782;0,20151022894415727;0,2324462951725721;0,804;0,5077032118998153;0,657;0,9596170053279254;0,014913985599638496;4,0916269730749936e-07;0,3333333333333333;0,477488044375689;0,15555555555555556;0,3;0,6833333333333333;0,38333333333333336;1000;10;0,0;0,05;20;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,9766549955595124;0,20187325590289146;0,16480933157217925;0,7929999999999999;0,5075412653178165;0,664;0,940693221479216;0,001173275415176115;9,478296292470032e-09;0,2;0,4796554436023045;0,17777777777777778;0,32666666666666666;0,6466666666666666;0,31999999999999995;1000;10;0,0;0,1;1;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,9766549955595124;0,20187325590289146;0,16480933157217925;0,7929999999999999;0,5075412653178165;0,664;0,940693221479216;0,001173275415176115;9,478296292470032e-09;0,2;0,4796554436023045;0,17777777777777778;0,3533333333333333;0,67;0,3166666666666667;1000;10;0,0;0,1;5;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,9766549955595124;0,20187325590289146;0,16480933157217925;0,7929999999999999;0,5075412653178165;0,664;0,940693221479216;0,001173275415176115;9,478296292470032e-09;0,2;0,4796554436023045;0,17777777777777778;0,3633333333333333;0,6833333333333333;0,32;1000;10;0,0;0,1;10;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,9766549955595124;0,20187325590289146;0,16480933157217925;0,7929999999999999;0,5075412653178165;0,664;0,940693221479216;0,001173275415176115;9,478296292470032e-09;0,2;0,4796554436023045;0,17777777777777778;0,3433333333333333;0,6133333333333333;0,27;1000;10;0,0;0,1;20;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,9787868117624716;0,21878667566766336;0,0577611642752652;0,792;0,506694888509048;0,649;0,9401031729020712;0,006883095186762503;2,1856482485281273e-07;0,2888888888888889;0,4768552812442354;0,13333333333333333;0,3633333333333333;0,6866666666666666;0,3233333333333333;1000;10;0,0;0,2;1;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,9787868117624716;0,21878667566766336;0,0577611642752652;0,792;0,506694888509048;0,649;0,9401031729020712;0,006883095186762503;2,1856482485281273e-07;0,2888888888888889;0,4768552812442354;0,13333333333333333;0,36666666666666653;0,6933333333333334;0,3266666666666667;1000;10;0,0;0,2;5;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,9787868117624716;0,21878667566766336;0,0577611642752652;0,792;0,506694888509048;0,649;0,9401031729020712;0,006883095186762503;2,1856482485281273e-07;0,2888888888888889;0,4768552812442354;0,13333333333333333;0,4066666666666667;0,64;0,2333333333333333;1000;10;0,0;0,2;10;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,9787868117624716;0,21878667566766336;0,0577611642752652;0,792;0,506694888509048;0,649;0,9401031729020712;0,006883095186762503;2,1856482485281273e-07;0,2888888888888889;0,4768552812442354;0,13333333333333333;0,43666666666666665;0,6333333333333333;0,19666666666666666;1000;10;0,0;0,2;20;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,9309043297334644;0,1058148679586294;0,0676027964299822;0,716;0,5114856727282412;0,546;0,9454471727075329;0,023854363851058397;2,0848736449006523e-08;0,28888888888888886;0,47458693953688874;0,17777777777777778;0,4266666666666667;0,6333333333333333;0,2066666666666666;1000;10;0,25;0,0;1;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,7160712234679021;0,0807605605288255;0,006123457780877981;0,625;0,49283614049154234;0,452;0,9454471727075329;0,02385436385105784;2,084873644900653e-08;0,28888888888888886;0,47458693953688874;0,17777777777777778;0,5133333333333333;0,6733333333333333;0,16000000000000003;1000;10;0,25;0,0;5;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,4995446353685622;0,07153112743685616;0,0020126739432090937;0,565;0,4849620768283512;0,387;0,9454471727075329;0,023854363851057055;2,084873644900652e-08;0,28888888888888886;0,47458693953688874;0,17777777777777778;0,55;0,66;0,10999999999999999;1000;10;0,25;0,0;10;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,3372010087347167;0,06544327294691812;0,00041044936675300764;0,474;0,47903666415915974;0,281;0,9454471727075326;0,023854363851058012;2,0848736449006486e-08;0,28888888888888886;0,47458693953688874;0,17777777777777778;0,5733333333333334;0,6466666666666666;0,07333333333333325;1000;10;0,25;0,0;20;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,9270806134359235;0,09982148368125687;0,03362132843696954;0,717;0,5017458171205321;0,564;0,9596170053279254;0,014913985599639277;4,091626973074993e-07;0,3333333333333333;0,477488044375689;0,15555555555555556;0,42;0,6633333333333333;0,24333333333333335;1000;10;0,25;0,05;1;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,7104874376972198;0,07088664340068454;0,005853635983370288;0,61;0,4913381083592489;0,445;0,9596170053279254;0,014913985599638415;4,0916269730749957e-07;0,3333333333333333;0,477488044375689;0,15555555555555556;0,5133333333333333;0,6066666666666667;0,09333333333333338;1000;10;0,25;0,05;5;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,4971839519541307;0,06455509064545095;0,0007736660941889374;0,533;0,4835572127895613;0,353;0,9596170053279254;0,014913985599639423;4,0916269730749867e-07;0,3333333333333333;0,477488044375689;0,15555555555555556;0,59;0,6433333333333333;0,053333333333333344;1000;10;0,25;0,05;10;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,3480101278886817;0,0587988681878559;0,00040703665396417307;0,489;0,4800792622537112;0,295;0,9596170053279254;0,0149139855996391;4,0916269730749904e-07;0,3333333333333333;0,477488044375689;0,15555555555555556;0,5933333333333334;0,6433333333333333;0,04999999999999993;1000;10;0,25;0,05;20;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,9284559683818082;0,10813742305188231;0,035346180289820735;0,693;0,500459659258528;0,53;0,940693221479216;0,001173275415171175;9,478296292470035e-09;0,2;0,47965544360230444;0,17777777777777778;0,4266666666666667;0,6766666666666666;0,24999999999999994;1000;10;0,25;0,1;1;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,7010300067485196;0,07748770979136745;0,002381138874625015;0,597;0,493868172191421;0,411;0,940693221479216;0,0011732754151842467;9,478296292470035e-09;0,2;0,47965544360230444;0,17777777777777778;0,5633333333333334;0,66;0,09666666666666668;1000;10;0,25;0,1;5;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,5015972277163528;0,06956639894101511;0,0009037417672573392;0,537;0,4891274078130443;0,357;0,9406932214792157;0,0011732754151702835;9,478296292470055e-09;0,2;0,47965544360230444;0,17777777777777778;0,56;0,7;0,1399999999999999;1000;10;0,25;0,1;10;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,3506195069355032;0,06038081360761307;0,0001978329063849735;0,438;0,4836623523757163;0,271;0,9406932214792161;0,0011732754151793452;9,478296292470033e-09;0,2;0,47965544360230444;0,17777777777777778;0,5833333333333334;0,6966666666666667;0,11333333333333329;1000;10;0,25;0,1;20;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,9258101353440522;0,10859810586334764;0,00840931427064663;0,696;0,4992579675036052;0,537;0,9401031729020713;0,006883095186762518;2,1856482485281262e-07;0,28888888888888886;0,47685528124423543;0,13333333333333333;0,4066666666666667;0,71;0,3033333333333333;1000;10;0,25;0,2;1;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,7107309462718358;0,07513082530644072;0,0013905378250216216;0,592;0,4910579388347419;0,393;0,9401031729020716;0,006883095186762381;2,1856482485281262e-07;0,28888888888888886;0,47685528124423543;0,13333333333333333;0,55;0,6433333333333333;0,09333333333333327;1000;10;0,25;0,2;5;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,5014737480169585;0,06829187597761124;0,00019978958931150896;0,527;0,4865262089772782;0,335;0,9401031729020713;0,006883095186762645;2,1856482485281246e-07;0,28888888888888886;0,4768552812442354;0,13333333333333333;0,5433333333333333;0,68;0,13666666666666671;1000;10;0,25;0,2;10;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,3720450025569198;0,06006426887969658;0,0001667148732503174;0,468;0,4815862172205429;0,283;0,9401031729020713;0,006883095186762805;2,185648248528131e-07;0,28888888888888886;0,4768552812442354;0,13333333333333333;0,5733333333333334;0,64;0,06666666666666665;1000;10;0,25;0,2;20;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,876225133475295;0,0804044990955649;0,044739872107900286;0,661;0,5024433917694745;0,483;0,945447172707533;0,023854363851057943;2,0848736449006533e-08;0,28888888888888886;0,47458693953688874;0,17777777777777778;0,5166666666666667;0,6366666666666667;0,12;1000;10;0,5;0,0;1;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,5646579095955385;0,06382112501897312;0,007744909801175521;0,555;0,48280584111518987;0,367;0,9454471727075326;0,02385436385105761;2,084873644900651e-08;0,28888888888888886;0,4745869395368888;0,17777777777777778;0,59;0,6733333333333333;0,08333333333333337;1000;10;0,5;0,0;5;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,37791858585999966;0,05740810264993284;0,002931762691236306;0,51;0,4815089861902263;0,328;0,9454471727075326;0,023854363851058834;2,084873644900648e-08;0,28888888888888886;0,47458693953688874;0,17777777777777778;0,6033333333333334;0,6366666666666667;0,033333333333333326;1000;10;0,5;0,0;10;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,28655109842796217;0,05503584118696609;0,0015919132597541606;0,467;0,4824395238722093;0,266;0,9454471727075329;0,02385436385105791;2,0848736449006655e-08;0,28888888888888886;0,4745869395368888;0,17777777777777778;0,63;0,6633333333333333;0,033333333333333326;1000;10;0,5;0,0;20;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,8705679550823586;0,07529911850687866;0,023031747526643345;0,643;0,49691024746751056;0,484;0,9596170053279254;0,014913985599639093;4,091626973074993e-07;0,3333333333333333;0,477488044375689;0,15555555555555556;0,4866666666666667;0,66;0,17333333333333334;1000;10;0,5;0,05;1;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,5702916315074935;0,05572290413484088;0,007867948643509074;0,57;0,48380248867527326;0,382;0,9596170053279254;0,01491398559963915;4,0916269730749925e-07;0,3333333333333333;0,477488044375689;0,15555555555555556;0,5466666666666666;0,6833333333333333;0,13666666666666671;1000;10;0,5;0,05;5;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,3769982243570182;0,05077825800985007;0,0010236225286014468;0,482;0,48100722853113725;0,304;0,9596170053279253;0,014913985599639511;4,0916269730749835e-07;0,3333333333333333;0,477488044375689;0,15555555555555556;0,61;0,6666666666666666;0,05666666666666664;1000;10;0,5;0,05;10;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,2985247652392507;0,048340843110731245;0,0009635033467331372;0,489;0,48435831646283073;0,293;0,9596170053279254;0,014913985599639126;4,091626973074988e-07;0,3333333333333333;0,477488044375689;0,15555555555555556;0,6433333333333333;0,6866666666666666;0,043333333333333335;1000;10;0,5;0,05;20;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,8718153944136562;0,08711951720173447;0,02531284866451091;0,617;0,49650394861468183;0,442;0,940693221479216;0,0011732754151813109;9,478296292470033e-09;0,2;0,47965544360230444;0,17777777777777778;0,54;0,6533333333333333;0,11333333333333329;1000;10;0,5;0,1;1;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,5667620728596313;0,06107881466171517;0,0027970432530942287;0,511;0,48810235288658393;0,327;0,9406932214792157;0,0011732754151716816;9,478296292470052e-09;0,2;0,47965544360230444;0,17777777777777778;0,6;0,66;0,06000000000000005;1000;10;0,5;0,1;5;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,38703232110261604;0,05623964281725065;0,0015374363523897238;0,499;0,48571949091380734;0,312;0,9406932214792157;0,001173275415175186;9,478296292470058e-09;0,2;0,47965544360230444;0,17777777777777778;0,63;0,6866666666666666;0,05666666666666664;1000;10;0,5;0,1;10;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,30371143568974823;0,050269943814210905;0,0007302050550492898;0,447;0,4828435615645335;0,271;0,940693221479216;0,0011732754151809236;9,478296292470037e-09;0,2;0,47965544360230444;0,17777777777777778;0,6366666666666667;0,7033333333333334;0,06666666666666665;1000;10;0,5;0,1;20;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,871466424696658;0,08248709930974826;0,006655201315402472;0,624;0,4952588958078988;0,46;0,9401031729020713;0,0068830951867623665;2,1856482485281262e-07;0,28888888888888886;0,47685528124423543;0,13333333333333333;0,5466666666666666;0,6766666666666666;0,13;1000;10;0,5;0,2;1;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,5799086217325659;0,05948996176899788;0,001857996577839925;0,533;0,4867969744698022;0,34;0,9401031729020713;0,006883095186762474;2,1856482485281267e-07;0,28888888888888886;0,47685528124423526;0,13333333333333333;0,5466666666666666;0,6866666666666666;0,14;1000;10;0,5;0,2;5;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,39712844759967303;0,0552512303616662;0,0005291144931312135;0,48;0,4828154875799421;0,295;0,9401031729020716;0,00688309518676267;2,18564824852813e-07;0,28888888888888886;0,47685528124423543;0,13333333333333333;0,6266666666666667;0,6433333333333333;0,016666666666666607;1000;10;0,5;0,2;10;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,332735455993937;0,05002799954283927;0,0008285736065444308;0,486;0,4825111924113172;0,297;0,9401031729020713;0,006883095186762504;2,185648248528142e-07;0,28888888888888886;0,47685528124423543;0,13333333333333333;0,6533333333333333;0,6833333333333333;0,030000000000000027;1000;10;0,5;0,2;20;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,8419981838736491;0,07032966914355716;0,04289261432859122;0,593;0,4971971828492161;0,428;0,9454471727075329;0,023854363851059008;2,0848736449006533e-08;0,28888888888888886;0,47458693953688874;0,17777777777777778;0,5333333333333333;0,6233333333333333;0,08999999999999997;1000;10;0,75;0,0;1;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,5016052538556205;0,05640385713409482;0,010618353347973161;0,529;0,48081580196694473;0,32;0,9454471727075329;0,023854363851057478;2,0848736449006526e-08;0,28888888888888886;0,47458693953688874;0,17777777777777778;0,64;0,6633333333333333;0,023333333333333317;1000;10;0,75;0,0;5;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,34293964158901225;0,051603414867138694;0,005192246403720186;0,526;0,4832051791608218;0,314;0,945447172707533;0,02385436385105729;2,0848736449006493e-08;0,28888888888888886;0,47458693953688874;0,17777777777777778;0,6466666666666666;0,66;0,01333333333333342;1000;10;0,75;0,0;10;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,2755346118456762;0,05043542388459855;0,003836620384750307;0,475;0,48424408752343107;0,28;0,9454471727075326;0,0238543638510579;2,0848736449006768e-08;0,28888888888888886;0,47458693953688874;0,17777777777777778;0,6233333333333333;0,66;0,036666666666666736;1000;10;0,75;0,0;20;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,8358316785348108;0,06537692338509114;0,020364776195122683;0,615;0,4936029742264614;0,456;0,9596170053279254;0,014913985599639357;4,0916269730749925e-07;0,3333333333333333;0,477488044375689;0,15555555555555556;0,5433333333333333;0,6366666666666667;0,09333333333333338;1000;10;0,75;0,05;1;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,5127418246643618;0,04992102037748762;0,008821479878904246;0,562;0,4822634548697057;0,357;0,9596170053279254;0,014913985599639188;4,091626973074997e-07;0,3333333333333333;0,477488044375689;0,15555555555555556;0,5933333333333334;0,6433333333333333;0,04999999999999993;1000;10;0,75;0,05;5;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,34307830247121773;0,045244282437646145;0,0019441183755978012;0,49;0,48305074778836826;0,29;0,9596170053279254;0,014913985599639324;4,0916269730749904e-07;0,3333333333333333;0,477488044375689;0,15555555555555556;0,6166666666666667;0,63;0,013333333333333308;1000;10;0,75;0,05;10;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,28729008485734914;0,04431789469619394;0,0022488846608671293;0,492;0,4864558811172033;0,314;0,959617005327925;0,014913985599639542;4,091626973075012e-07;0,3333333333333333;0,477488044375689;0,15555555555555556;0,6433333333333333;0,68;0,036666666666666736;1000;10;0,75;0,05;20;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,8384117681618974;0,07568634079685493;0,024902130195946684;0,58;0,4939935145913636;0,413;0,940693221479216;0,0011732754151820232;9,47829629247004e-09;0,2;0,47965544360230444;0,17777777777777778;0,56;0,6266666666666667;0,06666666666666665;1000;10;0,75;0,1;1;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,514403340178376;0,053100486128564196;0,004523861872730609;0,512;0,4864629900950164;0,32;0,9406932214792161;0,0011732754151722567;9,478296292470045e-09;0,2;0,47965544360230444;0,17777777777777778;0,64;0,6633333333333333;0,023333333333333317;1000;10;0,75;0,1;5;medium;medium;50
