Method,R_e,A@e,RA@e,Run,max info loss,n,f,n_clusters,algorithm,n_components,gini,p value
KMeans,5,0.6503496503496503,1.8602150537634408,1,,500,100,35.0,KMeans,,,
KMeans,6,0.6713286713286714,1.9895833333333333,1,,500,100,35.0,KMeans,,,
KMeans,7,0.6923076923076923,2.1414141414141414,1,,500,100,35.0,KMeans,,,
KMeans,8,0.7272727272727273,2.423076923076923,1,,500,100,35.0,KMeans,,,
KMeans,9,0.7412587412587412,2.547169811320755,1,,500,100,35.0,KMeans,,,
KMeans,10,0.7482517482517482,2.616822429906542,1,,500,100,35.0,KMeans,,,
KMeans,1,0.35664335664335667,1.0,1,,500,100,40.0,KMeans,,,
KMeans,2,0.5314685314685315,1.3289473684210527,1,,500,100,40.0,KMeans,,,
KMeans,3,0.6013986013986014,1.5232558139534884,1,,500,100,40.0,KMeans,,,
KMeans,4,0.6853146853146853,1.8265306122448979,1,,500,100,40.0,KMeans,,,
KMeans,5,0.7482517482517482,2.0934579439252334,1,,500,100,40.0,KMeans,,,
KMeans,6,0.7692307692307693,2.2,1,,500,100,40.0,KMeans,,,
KMeans,7,0.7832167832167832,2.2857142857142856,1,,500,100,40.0,KMeans,,,
KMeans,8,0.7972027972027972,2.3859649122807016,1,,500,100,40.0,KMeans,,,
KMeans,9,0.8041958041958042,2.4434782608695653,1,,500,100,40.0,KMeans,,,
KMeans,10,0.8111888111888111,2.5086206896551726,1,,500,100,40.0,KMeans,,,
KMeans,1,0.32867132867132864,1.0,1,,500,100,45.0,KMeans,,,
KMeans,2,0.48951048951048953,1.3285714285714285,1,,500,100,45.0,KMeans,,,
KMeans,3,0.5734265734265734,1.5731707317073171,1,,500,100,45.0,KMeans,,,
KMeans,4,0.6573426573426573,1.8829787234042554,1,,500,100,45.0,KMeans,,,
KMeans,5,0.6923076923076923,2.04040404040404,1,,500,100,45.0,KMeans,,,
KMeans,6,0.7132867132867133,2.156862745098039,1,,500,100,45.0,KMeans,,,
KMeans,7,0.7412587412587412,2.339622641509434,1,,500,100,45.0,KMeans,,,
KMeans,8,0.7622377622377622,2.4954128440366974,1,,500,100,45.0,KMeans,,,
KMeans,9,0.7692307692307693,2.5545454545454547,1,,500,100,45.0,KMeans,,,
KMeans,10,0.7832167832167832,2.6875,1,,500,100,45.0,KMeans,,,
KMeans,1,0.3076923076923077,1.0,1,,500,100,50.0,KMeans,,,
KMeans,2,0.5104895104895105,1.3972602739726028,1,,500,100,50.0,KMeans,,,
KMeans,3,0.6363636363636364,1.7142857142857142,1,,500,100,50.0,KMeans,,,
KMeans,4,0.6923076923076923,1.898989898989899,1,,500,100,50.0,KMeans,,,
KMeans,5,0.7412587412587412,2.1037735849056602,1,,500,100,50.0,KMeans,,,
KMeans,6,0.7692307692307693,2.2454545454545456,1,,500,100,50.0,KMeans,,,
KMeans,7,0.7832167832167832,2.330357142857143,1,,500,100,50.0,KMeans,,,
KMeans,8,0.8181818181818182,2.572649572649573,1,,500,100,50.0,KMeans,,,
KMeans,9,0.8321678321678322,2.680672268907563,1,,500,100,50.0,KMeans,,,
KMeans,10,0.8391608391608392,2.7416666666666667,1,,500,100,50.0,KMeans,,,
GMM,1,0.3076923076923077,1.0,1,,500,100,,GMM,10.0,,
GMM,2,0.4405594405594406,1.3015873015873016,1,,500,100,,GMM,10.0,,
GMM,3,0.5244755244755245,1.5733333333333333,1,,500,100,,GMM,10.0,,
GMM,4,0.5874125874125874,1.8333333333333333,1,,500,100,,GMM,10.0,,
GMM,5,0.6153846153846154,1.9772727272727273,1,,500,100,,GMM,10.0,,
GMM,6,0.6503496503496503,2.193548387096774,1,,500,100,,GMM,10.0,,
GMM,7,0.6643356643356644,2.294736842105263,1,,500,100,,GMM,10.0,,
GMM,8,0.7202797202797203,2.737864077669903,1,,500,100,,GMM,10.0,,
GMM,9,0.7482517482517482,2.97196261682243,1,,500,100,,GMM,10.0,,
GMM,10,0.7552447552447552,3.037037037037037,1,,500,100,,GMM,10.0,,
GMM,1,0.25874125874125875,1.0,1,,500,100,,GMM,15.0,,
GMM,2,0.46853146853146854,1.4477611940298507,1,,500,100,,GMM,15.0,,
GMM,3,0.5664335664335665,1.7160493827160495,1,,500,100,,GMM,15.0,,
GMM,4,0.5944055944055944,1.8235294117647058,1,,500,100,,GMM,15.0,,
GMM,5,0.6573426573426573,2.127659574468085,1,,500,100,,GMM,15.0,,
GMM,6,0.6923076923076923,2.323232323232323,1,,500,100,,GMM,15.0,,
GMM,7,0.6993006993006993,2.37,1,,500,100,,GMM,15.0,,
GMM,8,0.7202797202797203,2.533980582524272,1,,500,100,,GMM,15.0,,
GMM,9,0.7342657342657343,2.657142857142857,1,,500,100,,GMM,15.0,,
GMM,10,0.7482517482517482,2.794392523364486,1,,500,100,,GMM,15.0,,
GMM,1,0.26573426573426573,1.0,1,,500,100,,GMM,20.0,,
GMM,2,0.4125874125874126,1.3559322033898304,1,,500,100,,GMM,20.0,,
GMM,3,0.5314685314685315,1.7236842105263157,1,,500,100,,GMM,20.0,,
GMM,4,0.5664335664335665,1.8641975308641976,1,,500,100,,GMM,20.0,,
GMM,5,0.6993006993006993,2.46,1,,500,100,,GMM,20.0,,
GMM,6,0.7202797202797203,2.563106796116505,1,,500,100,,GMM,20.0,,
GMM,7,0.7412587412587412,2.688679245283019,1,,500,100,,GMM,20.0,,
GMM,8,0.7482517482517482,2.7383177570093458,1,,500,100,,GMM,20.0,,
GMM,9,0.7622377622377622,2.853211009174312,1,,500,100,,GMM,20.0,,
GMM,10,0.7692307692307693,2.918181818181818,1,,500,100,,GMM,20.0,,
GMM,1,0.32167832167832167,1.0,1,,500,100,,GMM,25.0,,
GMM,2,0.48951048951048953,1.3428571428571427,1,,500,100,,GMM,25.0,,
GMM,3,0.5594405594405595,1.55,1,,500,100,,GMM,25.0,,
GMM,4,0.6293706293706294,1.8222222222222222,1,,500,100,,GMM,25.0,,
GMM,5,0.6923076923076923,2.111111111111111,1,,500,100,,GMM,25.0,,
GMM,6,0.7202797202797203,2.262135922330097,1,,500,100,,GMM,25.0,,
GMM,7,0.7482517482517482,2.439252336448598,1,,500,100,,GMM,25.0,,
GMM,8,0.7692307692307693,2.590909090909091,1,,500,100,,GMM,25.0,,
GMM,9,0.7902097902097902,2.7610619469026547,1,,500,100,,GMM,25.0,,
GMM,10,0.8111888111888111,2.9482758620689653,1,,500,100,,GMM,25.0,,
GMM,1,0.3146853146853147,1.0,1,,500,100,,GMM,26.0,,
GMM,2,0.46853146853146854,1.328358208955224,1,,500,100,,GMM,26.0,,
GMM,3,0.5524475524475524,1.5822784810126582,1,,500,100,,GMM,26.0,,
GMM,4,0.6433566433566433,1.923913043478261,1,,500,100,,GMM,26.0,,
GMM,5,0.7062937062937062,2.198019801980198,1,,500,100,,GMM,26.0,,
GMM,6,0.7342657342657343,2.342857142857143,1,,500,100,,GMM,26.0,,
GMM,7,0.7622377622377622,2.5137614678899083,1,,500,100,,GMM,26.0,,
GMM,8,0.7692307692307693,2.5636363636363635,1,,500,100,,GMM,26.0,,
GMM,9,0.8041958041958042,2.8434782608695652,1,,500,100,,GMM,26.0,,
GMM,10,0.8111888111888111,2.9051724137931036,1,,500,100,,GMM,26.0,,
GMM,1,0.3146853146853147,1.0,1,,500,100,,GMM,30.0,,
GMM,2,0.43356643356643354,1.2741935483870968,1,,500,100,,GMM,30.0,,
GMM,3,0.5244755244755245,1.5733333333333333,1,,500,100,,GMM,30.0,,
GMM,4,0.6223776223776224,1.9550561797752808,1,,500,100,,GMM,30.0,,
GMM,5,0.6503496503496503,2.086021505376344,1,,500,100,,GMM,30.0,,
GMM,6,0.6643356643356644,2.168421052631579,1,,500,100,,GMM,30.0,,
GMM,7,0.6923076923076923,2.3636363636363638,1,,500,100,,GMM,30.0,,
GMM,8,0.6993006993006993,2.42,1,,500,100,,GMM,30.0,,
GMM,9,0.7202797202797203,2.6116504854368934,1,,500,100,,GMM,30.0,,
GMM,10,0.7622377622377622,3.018348623853211,1,,500,100,,GMM,30.0,,
GMM,1,0.2937062937062937,1.0,1,,500,100,,GMM,35.0,,
GMM,2,0.43356643356643354,1.3225806451612903,1,,500,100,,GMM,35.0,,
GMM,3,0.5594405594405595,1.7,1,,500,100,,GMM,35.0,,
GMM,4,0.6153846153846154,1.9090909090909092,1,,500,100,,GMM,35.0,,
GMM,5,0.6923076923076923,2.2525252525252526,1,,500,100,,GMM,35.0,,
GMM,6,0.7342657342657343,2.466666666666667,1,,500,100,,GMM,35.0,,
GMM,7,0.7762237762237763,2.7117117117117115,1,,500,100,,GMM,35.0,,
GMM,8,0.7972027972027972,2.8508771929824563,1,,500,100,,GMM,35.0,,
GMM,9,0.8041958041958042,2.9043478260869566,1,,500,100,,GMM,35.0,,
GMM,10,0.8181818181818182,3.0256410256410255,1,,500,100,,GMM,35.0,,
GMM,1,0.32867132867132864,1.0,1,,500,100,,GMM,40.0,,
GMM,2,0.45454545454545453,1.2769230769230768,1,,500,100,,GMM,40.0,,
GMM,3,0.5384615384615384,1.5454545454545454,1,,500,100,,GMM,40.0,,
GMM,4,0.6223776223776224,1.8764044943820224,1,,500,100,,GMM,40.0,,
GMM,5,0.6433566433566433,1.9782608695652173,1,,500,100,,GMM,40.0,,
GMM,6,0.6643356643356644,2.1052631578947367,1,,500,100,,GMM,40.0,,
GMM,7,0.6853146853146853,2.2551020408163267,1,,500,100,,GMM,40.0,,
GMM,8,0.7062937062937062,2.4257425742574257,1,,500,100,,GMM,40.0,,
GMM,9,0.7202797202797203,2.5533980582524274,1,,500,100,,GMM,40.0,,
GMM,10,0.7342657342657343,2.6952380952380954,1,,500,100,,GMM,40.0,,
GMM,1,0.2727272727272727,1.0,1,,500,100,,GMM,45.0,,
GMM,2,0.3916083916083916,1.3035714285714286,1,,500,100,,GMM,45.0,,
GMM,3,0.5244755244755245,1.7333333333333334,1,,500,100,,GMM,45.0,,
GMM,4,0.6223776223776224,2.0898876404494384,1,,500,100,,GMM,45.0,,
GMM,5,0.6713286713286714,2.3020833333333335,1,,500,100,,GMM,45.0,,
GMM,6,0.7062937062937062,2.485148514851485,1,,500,100,,GMM,45.0,,
GMM,7,0.7202797202797203,2.5728155339805827,1,,500,100,,GMM,45.0,,
GMM,8,0.7272727272727273,2.625,1,,500,100,,GMM,45.0,,
GMM,9,0.7552447552447552,2.861111111111111,1,,500,100,,GMM,45.0,,
GMM,10,0.7762237762237763,3.054054054054054,1,,500,100,,GMM,45.0,,
GMM,1,0.2937062937062937,1.0,1,,500,100,,GMM,50.0,,
GMM,2,0.4965034965034965,1.408450704225352,1,,500,100,,GMM,50.0,,
GMM,3,0.5524475524475524,1.5696202531645569,1,,500,100,,GMM,50.0,,
GMM,4,0.6223776223776224,1.8426966292134832,1,,500,100,,GMM,50.0,,
GMM,5,0.7132867132867133,2.2450980392156863,1,,500,100,,GMM,50.0,,
GMM,6,0.7412587412587412,2.3867924528301887,1,,500,100,,GMM,50.0,,
GMM,7,0.7692307692307693,2.5545454545454547,1,,500,100,,GMM,50.0,,
GMM,8,0.7832167832167832,2.6517857142857144,1,,500,100,,GMM,50.0,,
GMM,9,0.8041958041958042,2.8173913043478263,1,,500,100,,GMM,50.0,,
GMM,10,0.8251748251748252,3.0,1,,500,100,,GMM,50.0,,
Birch,1,0.32867132867132864,1.0,1,,500,100,10.0,Birch,,,
Birch,2,0.4825174825174825,1.318840579710145,1,,500,100,10.0,Birch,,,
Birch,3,0.5804195804195804,1.6024096385542168,1,,500,100,10.0,Birch,,,
Birch,4,0.6503496503496503,1.8602150537634408,1,,500,100,10.0,Birch,,,
Birch,5,0.6923076923076923,2.0505050505050506,1,,500,100,10.0,Birch,,,
Birch,6,0.7272727272727273,2.2403846153846154,1,,500,100,10.0,Birch,,,
Birch,7,0.7482517482517482,2.3738317757009346,1,,500,100,10.0,Birch,,,
Birch,8,0.7762237762237763,2.5765765765765765,1,,500,100,10.0,Birch,,,
Birch,9,0.7832167832167832,2.6339285714285716,1,,500,100,10.0,Birch,,,
Birch,10,0.8251748251748252,3.0084745762711864,1,,500,100,10.0,Birch,,,
Birch,1,0.3356643356643357,1.0,1,,500,100,15.0,Birch,,,
Birch,2,0.5244755244755245,1.36,1,,500,100,15.0,Birch,,,
Birch,3,0.6083916083916084,1.5862068965517242,1,,500,100,15.0,Birch,,,
Birch,4,0.6713286713286714,1.8125,1,,500,100,15.0,Birch,,,
Birch,5,0.7342657342657343,2.085714285714286,1,,500,100,15.0,Birch,,,
Birch,6,0.7622377622377622,2.229357798165138,1,,500,100,15.0,Birch,,,
Birch,7,0.7762237762237763,2.315315315315315,1,,500,100,15.0,Birch,,,
Birch,8,0.8041958041958042,2.5130434782608697,1,,500,100,15.0,Birch,,,
Birch,9,0.8111888111888111,2.5689655172413794,1,,500,100,15.0,Birch,,,
Birch,10,0.8461538461538461,2.87603305785124,1,,500,100,15.0,Birch,,,
Birch,1,0.34265734265734266,1.0,1,,500,100,20.0,Birch,,,
Birch,2,0.5244755244755245,1.3466666666666667,1,,500,100,20.0,Birch,,,
Birch,3,0.6293706293706294,1.6222222222222222,1,,500,100,20.0,Birch,,,
Birch,4,0.7132867132867133,1.9019607843137254,1,,500,100,20.0,Birch,,,
Birch,5,0.7622377622377622,2.1009174311926606,1,,500,100,20.0,Birch,,,
Birch,6,0.7972027972027972,2.2719298245614037,1,,500,100,20.0,Birch,,,
Birch,7,0.8111888111888111,2.353448275862069,1,,500,100,20.0,Birch,,,
Birch,8,0.8321678321678322,2.495798319327731,1,,500,100,20.0,Birch,,,
Birch,9,0.8531468531468531,2.6557377049180326,1,,500,100,20.0,Birch,,,
Birch,10,0.8741258741258742,2.832,1,,500,100,20.0,Birch,,,
Birch,1,0.3146853146853147,1.0,1,,500,100,25.0,Birch,,,
Birch,2,0.5314685314685315,1.4078947368421053,1,,500,100,25.0,Birch,,,
Birch,3,0.6223776223776224,1.6404494382022472,1,,500,100,25.0,Birch,,,
Birch,4,0.7132867132867133,1.9411764705882353,1,,500,100,25.0,Birch,,,
Birch,5,0.7692307692307693,2.1636363636363636,1,,500,100,25.0,Birch,,,
Birch,6,0.7972027972027972,2.2982456140350878,1,,500,100,25.0,Birch,,,
Birch,7,0.8111888111888111,2.3793103448275863,1,,500,100,25.0,Birch,,,
Birch,8,0.8251748251748252,2.4745762711864407,1,,500,100,25.0,Birch,,,
Birch,9,0.8601398601398601,2.7398373983739837,1,,500,100,25.0,Birch,,,
Birch,10,0.8881118881118881,2.968503937007874,1,,500,100,25.0,Birch,,,
Birch,1,0.3146853146853147,1.0,1,,500,100,26.0,Birch,,,
Birch,2,0.5314685314685315,1.4078947368421053,1,,500,100,26.0,Birch,,,
Birch,3,0.6223776223776224,1.6404494382022472,1,,500,100,26.0,Birch,,,
Birch,4,0.7132867132867133,1.9411764705882353,1,,500,100,26.0,Birch,,,
Birch,5,0.7692307692307693,2.1636363636363636,1,,500,100,26.0,Birch,,,
Birch,6,0.7972027972027972,2.2982456140350878,1,,500,100,26.0,Birch,,,
Birch,7,0.8111888111888111,2.3793103448275863,1,,500,100,26.0,Birch,,,
Birch,8,0.8251748251748252,2.4745762711864407,1,,500,100,26.0,Birch,,,
Birch,9,0.8601398601398601,2.7398373983739837,1,,500,100,26.0,Birch,,,
Birch,10,0.8881118881118881,2.968503937007874,1,,500,100,26.0,Birch,,,
Birch,1,0.32167832167832167,1.0,1,,500,100,30.0,Birch,,,
Birch,2,0.5524475524475524,1.4177215189873418,1,,500,100,30.0,Birch,,,
Birch,3,0.6293706293706294,1.6111111111111112,1,,500,100,30.0,Birch,,,
Birch,4,0.7202797202797203,1.912621359223301,1,,500,100,30.0,Birch,,,
Birch,5,0.7762237762237763,2.135135135135135,1,,500,100,30.0,Birch,,,
Birch,6,0.7972027972027972,2.236842105263158,1,,500,100,30.0,Birch,,,
Birch,7,0.8111888111888111,2.3189655172413794,1,,500,100,30.0,Birch,,,
Birch,8,0.8251748251748252,2.4152542372881354,1,,500,100,30.0,Birch,,,
Birch,9,0.8671328671328671,2.7338709677419355,1,,500,100,30.0,Birch,,,
Birch,10,0.8881118881118881,2.905511811023622,1,,500,100,30.0,Birch,,,
Birch,1,0.32867132867132864,1.0,1,,500,100,35.0,Birch,,,
