R_e,A@e,Method,gini,p value,Run,SPH Executed,info loss,SPH A@1,RF+B A@1,CPI A@1,Avg Acc SPH+CPI
10,0.78,CPI,0.3,0.8,,,,,,,
1,0.31666666666666665,Tailored Approach,0.3,0.8,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.30666666666666664,0.636
2,0.4533333333333333,Tailored Approach,0.3,0.8,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.30666666666666664,0.636
3,0.53,Tailored Approach,0.3,0.8,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.30666666666666664,0.636
4,0.6033333333333334,Tailored Approach,0.3,0.8,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.30666666666666664,0.636
5,0.6566666666666666,Tailored Approach,0.3,0.8,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.30666666666666664,0.636
6,0.7,Tailored Approach,0.3,0.8,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.30666666666666664,0.636
7,0.7466666666666667,Tailored Approach,0.3,0.8,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.30666666666666664,0.636
8,0.7633333333333333,Tailored Approach,0.3,0.8,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.30666666666666664,0.636
9,0.7833333333333333,Tailored Approach,0.3,0.8,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.30666666666666664,0.636
10,0.8066666666666666,Tailored Approach,0.3,0.8,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.30666666666666664,0.636
1,0.24333333333333335,CPI,0.3,0.9,,,,,,,
2,0.3433333333333333,CPI,0.3,0.9,,,,,,,
3,0.44666666666666666,CPI,0.3,0.9,,,,,,,
4,0.5133333333333333,CPI,0.3,0.9,,,,,,,
5,0.56,CPI,0.3,0.9,,,,,,,
6,0.5833333333333334,CPI,0.3,0.9,,,,,,,
7,0.6366666666666667,CPI,0.3,0.9,,,,,,,
8,0.6833333333333333,CPI,0.3,0.9,,,,,,,
9,0.7,CPI,0.3,0.9,,,,,,,
10,0.7366666666666667,CPI,0.3,0.9,,,,,,,
1,0.29,Tailored Approach,0.3,0.9,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.24333333333333335,0.6
2,0.39666666666666667,Tailored Approach,0.3,0.9,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.24333333333333335,0.6
3,0.47333333333333333,Tailored Approach,0.3,0.9,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.24333333333333335,0.6
4,0.54,Tailored Approach,0.3,0.9,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.24333333333333335,0.6
5,0.6066666666666667,Tailored Approach,0.3,0.9,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.24333333333333335,0.6
6,0.65,Tailored Approach,0.3,0.9,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.24333333333333335,0.6
7,0.7133333333333334,Tailored Approach,0.3,0.9,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.24333333333333335,0.6
8,0.7533333333333333,Tailored Approach,0.3,0.9,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.24333333333333335,0.6
9,0.78,Tailored Approach,0.3,0.9,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.24333333333333335,0.6
10,0.7966666666666666,Tailored Approach,0.3,0.9,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.24333333333333335,0.6
1,0.3233333333333333,CPI,0.35,0.7,,,,,,,
2,0.44,CPI,0.35,0.7,,,,,,,
3,0.53,CPI,0.35,0.7,,,,,,,
4,0.61,CPI,0.35,0.7,,,,,,,
5,0.6533333333333333,CPI,0.35,0.7,,,,,,,
6,0.6933333333333334,CPI,0.35,0.7,,,,,,,
7,0.7333333333333333,CPI,0.35,0.7,,,,,,,
8,0.7533333333333333,CPI,0.35,0.7,,,,,,,
9,0.77,CPI,0.35,0.7,,,,,,,
10,0.79,CPI,0.35,0.7,,,,,,,
1,0.33666666666666667,Tailored Approach,0.35,0.7,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.3233333333333333,0.643
2,0.44666666666666666,Tailored Approach,0.35,0.7,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.3233333333333333,0.643
3,0.53,Tailored Approach,0.35,0.7,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.3233333333333333,0.643
4,0.6266666666666667,Tailored Approach,0.35,0.7,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.3233333333333333,0.643
5,0.67,Tailored Approach,0.35,0.7,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.3233333333333333,0.643
6,0.7066666666666667,Tailored Approach,0.35,0.7,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.3233333333333333,0.643
7,0.7466666666666667,Tailored Approach,0.35,0.7,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.3233333333333333,0.643
8,0.7633333333333333,Tailored Approach,0.35,0.7,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.3233333333333333,0.643
9,0.7933333333333333,Tailored Approach,0.35,0.7,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.3233333333333333,0.643
10,0.81,Tailored Approach,0.35,0.7,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.3233333333333333,0.643
1,0.30666666666666664,CPI,0.35,0.8,,,,,,,
2,0.41333333333333333,CPI,0.35,0.8,,,,,,,
3,0.5066666666666667,CPI,0.35,0.8,,,,,,,
4,0.5633333333333334,CPI,0.35,0.8,,,,,,,
5,0.6133333333333333,CPI,0.35,0.8,,,,,,,
6,0.6533333333333333,CPI,0.35,0.8,,,,,,,
7,0.67,CPI,0.35,0.8,,,,,,,
8,0.7166666666666667,CPI,0.35,0.8,,,,,,,
9,0.75,CPI,0.35,0.8,,,,,,,
10,0.78,CPI,0.35,0.8,,,,,,,
1,0.33,Tailored Approach,0.35,0.8,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.30666666666666664,0.6463333333333334
2,0.45666666666666667,Tailored Approach,0.35,0.8,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.30666666666666664,0.6463333333333334
3,0.5433333333333333,Tailored Approach,0.35,0.8,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.30666666666666664,0.6463333333333334
4,0.6266666666666667,Tailored Approach,0.35,0.8,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.30666666666666664,0.6463333333333334
5,0.6733333333333333,Tailored Approach,0.35,0.8,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.30666666666666664,0.6463333333333334
6,0.7133333333333334,Tailored Approach,0.35,0.8,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.30666666666666664,0.6463333333333334
7,0.7533333333333333,Tailored Approach,0.35,0.8,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.30666666666666664,0.6463333333333334
8,0.7666666666666667,Tailored Approach,0.35,0.8,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.30666666666666664,0.6463333333333334
9,0.7866666666666666,Tailored Approach,0.35,0.8,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.30666666666666664,0.6463333333333334
10,0.8133333333333334,Tailored Approach,0.35,0.8,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.30666666666666664,0.6463333333333334
1,0.24333333333333335,CPI,0.35,0.9,,,,,,,
2,0.3433333333333333,CPI,0.35,0.9,,,,,,,
3,0.44666666666666666,CPI,0.35,0.9,,,,,,,
4,0.5133333333333333,CPI,0.35,0.9,,,,,,,
5,0.56,CPI,0.35,0.9,,,,,,,
6,0.5833333333333334,CPI,0.35,0.9,,,,,,,
7,0.6366666666666667,CPI,0.35,0.9,,,,,,,
8,0.6833333333333333,CPI,0.35,0.9,,,,,,,
9,0.7,CPI,0.35,0.9,,,,,,,
10,0.7366666666666667,CPI,0.35,0.9,,,,,,,
1,0.30666666666666664,Tailored Approach,0.35,0.9,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.24333333333333335,0.6303333333333333
2,0.42,Tailored Approach,0.35,0.9,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.24333333333333335,0.6303333333333333
3,0.51,Tailored Approach,0.35,0.9,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.24333333333333335,0.6303333333333333
4,0.5833333333333334,Tailored Approach,0.35,0.9,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.24333333333333335,0.6303333333333333
5,0.6466666666666666,Tailored Approach,0.35,0.9,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.24333333333333335,0.6303333333333333
6,0.6866666666666666,Tailored Approach,0.35,0.9,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.24333333333333335,0.6303333333333333
7,0.75,Tailored Approach,0.35,0.9,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.24333333333333335,0.6303333333333333
8,0.7766666666666666,Tailored Approach,0.35,0.9,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.24333333333333335,0.6303333333333333
9,0.8,Tailored Approach,0.35,0.9,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.24333333333333335,0.6303333333333333
10,0.8233333333333334,Tailored Approach,0.35,0.9,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.24333333333333335,0.6303333333333333
1,0.3233333333333333,CPI,0.4,0.7,,,,,,,
2,0.44,CPI,0.4,0.7,,,,,,,
3,0.53,CPI,0.4,0.7,,,,,,,
4,0.61,CPI,0.4,0.7,,,,,,,
5,0.6533333333333333,CPI,0.4,0.7,,,,,,,
6,0.6933333333333334,CPI,0.4,0.7,,,,,,,
7,0.7333333333333333,CPI,0.4,0.7,,,,,,,
8,0.7533333333333333,CPI,0.4,0.7,,,,,,,
9,0.77,CPI,0.4,0.7,,,,,,,
10,0.79,CPI,0.4,0.7,,,,,,,
1,0.32666666666666666,Tailored Approach,0.4,0.7,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.3233333333333333,0.6513333333333333
2,0.45666666666666667,Tailored Approach,0.4,0.7,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.3233333333333333,0.6513333333333333
3,0.5433333333333333,Tailored Approach,0.4,0.7,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.3233333333333333,0.6513333333333333
4,0.64,Tailored Approach,0.4,0.7,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.3233333333333333,0.6513333333333333
5,0.69,Tailored Approach,0.4,0.7,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.3233333333333333,0.6513333333333333
6,0.7266666666666667,Tailored Approach,0.4,0.7,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.3233333333333333,0.6513333333333333
7,0.7566666666666667,Tailored Approach,0.4,0.7,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.3233333333333333,0.6513333333333333
8,0.7666666666666667,Tailored Approach,0.4,0.7,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.3233333333333333,0.6513333333333333
9,0.7966666666666666,Tailored Approach,0.4,0.7,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.3233333333333333,0.6513333333333333
10,0.81,Tailored Approach,0.4,0.7,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.3233333333333333,0.6513333333333333
1,0.30666666666666664,CPI,0.4,0.8,,,,,,,
2,0.41333333333333333,CPI,0.4,0.8,,,,,,,
3,0.5066666666666667,CPI,0.4,0.8,,,,,,,
4,0.5633333333333334,CPI,0.4,0.8,,,,,,,
5,0.6133333333333333,CPI,0.4,0.8,,,,,,,
6,0.6533333333333333,CPI,0.4,0.8,,,,,,,
7,0.67,CPI,0.4,0.8,,,,,,,
8,0.7166666666666667,CPI,0.4,0.8,,,,,,,
9,0.75,CPI,0.4,0.8,,,,,,,
10,0.78,CPI,0.4,0.8,,,,,,,
1,0.32666666666666666,Tailored Approach,0.4,0.8,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.30666666666666664,0.6553333333333333
2,0.4766666666666667,Tailored Approach,0.4,0.8,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.30666666666666664,0.6553333333333333
3,0.5633333333333334,Tailored Approach,0.4,0.8,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.30666666666666664,0.6553333333333333
4,0.64,Tailored Approach,0.4,0.8,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.30666666666666664,0.6553333333333333
5,0.6833333333333333,Tailored Approach,0.4,0.8,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.30666666666666664,0.6553333333333333
6,0.7266666666666667,Tailored Approach,0.4,0.8,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.30666666666666664,0.6553333333333333
7,0.7566666666666667,Tailored Approach,0.4,0.8,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.30666666666666664,0.6553333333333333
8,0.77,Tailored Approach,0.4,0.8,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.30666666666666664,0.6553333333333333
9,0.7933333333333333,Tailored Approach,0.4,0.8,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.30666666666666664,0.6553333333333333
10,0.8166666666666667,Tailored Approach,0.4,0.8,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.30666666666666664,0.6553333333333333
1,0.24333333333333335,CPI,0.4,0.9,,,,,,,
2,0.3433333333333333,CPI,0.4,0.9,,,,,,,
3,0.44666666666666666,CPI,0.4,0.9,,,,,,,
4,0.5133333333333333,CPI,0.4,0.9,,,,,,,
5,0.56,CPI,0.4,0.9,,,,,,,
6,0.5833333333333334,CPI,0.4,0.9,,,,,,,
7,0.6366666666666667,CPI,0.4,0.9,,,,,,,
8,0.6833333333333333,CPI,0.4,0.9,,,,,,,
9,0.7,CPI,0.4,0.9,,,,,,,
10,0.7366666666666667,CPI,0.4,0.9,,,,,,,
1,0.30333333333333334,Tailored Approach,0.4,0.9,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.24333333333333335,0.638
2,0.44333333333333336,Tailored Approach,0.4,0.9,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.24333333333333335,0.638
3,0.5333333333333333,Tailored Approach,0.4,0.9,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.24333333333333335,0.638
4,0.6033333333333334,Tailored Approach,0.4,0.9,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.24333333333333335,0.638
5,0.66,Tailored Approach,0.4,0.9,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.24333333333333335,0.638
6,0.7,Tailored Approach,0.4,0.9,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.24333333333333335,0.638
7,0.75,Tailored Approach,0.4,0.9,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.24333333333333335,0.638
8,0.7733333333333333,Tailored Approach,0.4,0.9,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.24333333333333335,0.638
9,0.7966666666666666,Tailored Approach,0.4,0.9,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.24333333333333335,0.638
10,0.8166666666666667,Tailored Approach,0.4,0.9,1.0,34.0,0.1,0.3433333333333333,0.33666666666666667,0.24333333333333335,0.638
1,0.35,SPH,-1.0,-1.0,1.0,10.0,0.25,,,,
2,0.5266666666666666,SPH,-1.0,-1.0,1.0,10.0,0.25,,,,
3,0.6533333333333333,SPH,-1.0,-1.0,1.0,10.0,0.25,,,,
4,0.74,SPH,-1.0,-1.0,1.0,10.0,0.25,,,,
5,0.7833333333333333,SPH,-1.0,-1.0,1.0,10.0,0.25,,,,
6,0.81,SPH,-1.0,-1.0,1.0,10.0,0.25,,,,
7,0.8333333333333334,SPH,-1.0,-1.0,1.0,10.0,0.25,,,,
8,0.8566666666666667,SPH,-1.0,-1.0,1.0,10.0,0.25,,,,
9,0.8633333333333333,SPH,-1.0,-1.0,1.0,10.0,0.25,,,,
10,0.88,SPH,-1.0,-1.0,1.0,10.0,0.25,,,,
1,0.3233333333333333,RF+B,-1.0,-1.0,1.0,10.0,,,,,
2,0.4666666666666667,RF+B,-1.0,-1.0,1.0,10.0,,,,,
3,0.5533333333333333,RF+B,-1.0,-1.0,1.0,10.0,,,,,
4,0.6133333333333333,RF+B,-1.0,-1.0,1.0,10.0,,,,,
5,0.69,RF+B,-1.0,-1.0,1.0,10.0,,,,,
6,0.7233333333333334,RF+B,-1.0,-1.0,1.0,10.0,,,,,
7,0.7433333333333333,RF+B,-1.0,-1.0,1.0,10.0,,,,,
8,0.76,RF+B,-1.0,-1.0,1.0,10.0,,,,,
9,0.7833333333333333,RF+B,-1.0,-1.0,1.0,10.0,,,,,
10,0.8066666666666666,RF+B,-1.0,-1.0,1.0,10.0,,,,,
1,0.33666666666666667,CPI,0.3,0.7,,,,,,,
2,0.47333333333333333,CPI,0.3,0.7,,,,,,,
3,0.5633333333333334,CPI,0.3,0.7,,,,,,,
4,0.6266666666666667,CPI,0.3,0.7,,,,,,,
5,0.68,CPI,0.3,0.7,,,,,,,
6,0.7066666666666667,CPI,0.3,0.7,,,,,,,
7,0.73,CPI,0.3,0.7,,,,,,,
8,0.7633333333333333,CPI,0.3,0.7,,,,,,,
9,0.7733333333333333,CPI,0.3,0.7,,,,,,,
10,0.78,CPI,0.3,0.7,,,,,,,
1,0.2733333333333333,Tailored Approach,0.3,0.7,1.0,10.0,0.25,0.35,0.3233333333333333,0.33666666666666667,0.7113333333333333
2,0.48,Tailored Approach,0.3,0.7,1.0,10.0,0.25,0.35,0.3233333333333333,0.33666666666666667,0.7113333333333333
3,0.6233333333333333,Tailored Approach,0.3,0.7,1.0,10.0,0.25,0.35,0.3233333333333333,0.33666666666666667,0.7113333333333333
4,0.75,Tailored Approach,0.3,0.7,1.0,10.0,0.25,0.35,0.3233333333333333,0.33666666666666667,0.7113333333333333
5,0.7766666666666666,Tailored Approach,0.3,0.7,1.0,10.0,0.25,0.35,0.3233333333333333,0.33666666666666667,0.7113333333333333
6,0.8,Tailored Approach,0.3,0.7,1.0,10.0,0.25,0.35,0.3233333333333333,0.33666666666666667,0.7113333333333333
7,0.8266666666666667,Tailored Approach,0.3,0.7,1.0,10.0,0.25,0.35,0.3233333333333333,0.33666666666666667,0.7113333333333333
8,0.8466666666666667,Tailored Approach,0.3,0.7,1.0,10.0,0.25,0.35,0.3233333333333333,0.33666666666666667,0.7113333333333333
9,0.8566666666666667,Tailored Approach,0.3,0.7,1.0,10.0,0.25,0.35,0.3233333333333333,0.33666666666666667,0.7113333333333333
10,0.88,Tailored Approach,0.3,0.7,1.0,10.0,0.25,0.35,0.3233333333333333,0.33666666666666667,0.7113333333333333
1,0.30333333333333334,CPI,0.3,0.8,,,,,,,
2,0.44333333333333336,CPI,0.3,0.8,,,,,,,
3,0.54,CPI,0.3,0.8,,,,,,,
4,0.5833333333333334,CPI,0.3,0.8,,,,,,,
5,0.6266666666666667,CPI,0.3,0.8,,,,,,,
6,0.65,CPI,0.3,0.8,,,,,,,
7,0.6833333333333333,CPI,0.3,0.8,,,,,,,
8,0.7133333333333334,CPI,0.3,0.8,,,,,,,
9,0.7266666666666667,CPI,0.3,0.8,,,,,,,
10,0.7533333333333333,CPI,0.3,0.8,,,,,,,
1,0.31333333333333335,Tailored Approach,0.3,0.8,1.0,10.0,0.25,0.35,0.3233333333333333,0.30333333333333334,0.7153333333333334
2,0.5,Tailored Approach,0.3,0.8,1.0,10.0,0.25,0.35,0.3233333333333333,0.30333333333333334,0.7153333333333334
3,0.6366666666666667,Tailored Approach,0.3,0.8,1.0,10.0,0.25,0.35,0.3233333333333333,0.30333333333333334,0.7153333333333334
4,0.7266666666666667,Tailored Approach,0.3,0.8,1.0,10.0,0.25,0.35,0.3233333333333333,0.30333333333333334,0.7153333333333334
5,0.78,Tailored Approach,0.3,0.8,1.0,10.0,0.25,0.35,0.3233333333333333,0.30333333333333334,0.7153333333333334
6,0.8,Tailored Approach,0.3,0.8,1.0,10.0,0.25,0.35,0.3233333333333333,0.30333333333333334,0.7153333333333334
7,0.8266666666666667,Tailored Approach,0.3,0.8,1.0,10.0,0.25,0.35,0.3233333333333333,0.30333333333333334,0.7153333333333334
8,0.8433333333333334,Tailored Approach,0.3,0.8,1.0,10.0,0.25,0.35,0.3233333333333333,0.30333333333333334,0.7153333333333334
9,0.8533333333333334,Tailored Approach,0.3,0.8,1.0,10.0,0.25,0.35,0.3233333333333333,0.30333333333333334,0.7153333333333334
10,0.8733333333333333,Tailored Approach,0.3,0.8,1.0,10.0,0.25,0.35,0.3233333333333333,0.30333333333333334,0.7153333333333334
1,0.25333333333333335,CPI,0.3,0.9,,,,,,,
2,0.38666666666666666,CPI,0.3,0.9,,,,,,,
3,0.47,CPI,0.3,0.9,,,,,,,
4,0.53,CPI,0.3,0.9,,,,,,,
5,0.5733333333333334,CPI,0.3,0.9,,,,,,,
6,0.6033333333333334,CPI,0.3,0.9,,,,,,,
7,0.6233333333333333,CPI,0.3,0.9,,,,,,,
8,0.6733333333333333,CPI,0.3,0.9,,,,,,,
9,0.6966666666666667,CPI,0.3,0.9,,,,,,,
10,0.7066666666666667,CPI,0.3,0.9,,,,,,,
1,0.32,Tailored Approach,0.3,0.9,1.0,10.0,0.25,0.35,0.3233333333333333,0.25333333333333335,0.7236666666666667
2,0.54,Tailored Approach,0.3,0.9,1.0,10.0,0.25,0.35,0.3233333333333333,0.25333333333333335,0.7236666666666667
3,0.66,Tailored Approach,0.3,0.9,1.0,10.0,0.25,0.35,0.3233333333333333,0.25333333333333335,0.7236666666666667
4,0.7266666666666667,Tailored Approach,0.3,0.9,1.0,10.0,0.25,0.35,0.3233333333333333,0.25333333333333335,0.7236666666666667
5,0.7733333333333333,Tailored Approach,0.3,0.9,1.0,10.0,0.25,0.35,0.3233333333333333,0.25333333333333335,0.7236666666666667
6,0.8,Tailored Approach,0.3,0.9,1.0,10.0,0.25,0.35,0.3233333333333333,0.25333333333333335,0.7236666666666667
7,0.8266666666666667,Tailored Approach,0.3,0.9,1.0,10.0,0.25,0.35,0.3233333333333333,0.25333333333333335,0.7236666666666667
8,0.85,Tailored Approach,0.3,0.9,1.0,10.0,0.25,0.35,0.3233333333333333,0.25333333333333335,0.7236666666666667
9,0.8633333333333333,Tailored Approach,0.3,0.9,1.0,10.0,0.25,0.35,0.3233333333333333,0.25333333333333335,0.7236666666666667
10,0.8766666666666667,Tailored Approach,0.3,0.9,1.0,10.0,0.25,0.35,0.3233333333333333,0.25333333333333335,0.7236666666666667
1,0.33666666666666667,CPI,0.35,0.7,,,,,,,
2,0.47333333333333333,CPI,0.35,0.7,,,,,,,
3,0.5633333333333334,CPI,0.35,0.7,,,,,,,
4,0.6266666666666667,CPI,0.35,0.7,,,,,,,
5,0.68,CPI,0.35,0.7,,,,,,,
6,0.7066666666666667,CPI,0.35,0.7,,,,,,,
7,0.73,CPI,0.35,0.7,,,,,,,
8,0.7633333333333333,CPI,0.35,0.7,,,,,,,
9,0.7733333333333333,CPI,0.35,0.7,,,,,,,
10,0.78,CPI,0.35,0.7,,,,,,,
1,0.2733333333333333,Tailored Approach,0.35,0.7,1.0,10.0,0.25,0.35,0.3233333333333333,0.33666666666666667,0.7109999999999999
2,0.4866666666666667,Tailored Approach,0.35,0.7,1.0,10.0,0.25,0.35,0.3233333333333333,0.33666666666666667,0.7109999999999999
