R_e,A@e,Method,RA@e,gini,p value,Run,SPH Executed,info loss,SPH A@1,CPI A@1,Avg Acc SPH+CPI,Avg RA
1,0.06333333333333334,CPI,1.0,0.35,0.7,2.0,6.0,,,,,
2,0.14666666666666667,CPI,1.5681818181818181,0.35,0.7,2.0,6.0,,,,,
3,0.18,CPI,1.8333333333333333,0.35,0.7,2.0,6.0,,,,,
4,0.19333333333333333,CPI,1.9827586206896552,0.35,0.7,2.0,6.0,,,,,
5,0.21333333333333335,CPI,2.265625,0.35,0.7,2.0,6.0,,,,,
6,0.24333333333333335,CPI,2.7260273972602738,0.35,0.7,2.0,6.0,,,,,
7,0.28,CPI,3.2857142857142856,0.35,0.7,2.0,6.0,,,,,
8,0.30666666666666664,CPI,3.6956521739130435,0.35,0.7,2.0,6.0,,,,,
9,0.34,CPI,4.215686274509804,0.35,0.7,2.0,6.0,,,,,
10,0.36333333333333334,CPI,4.587155963302752,0.35,0.7,2.0,6.0,,,,,
1,0.12666666666666668,Tailored Approach,1.0,0.35,0.7,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
2,0.20666666666666667,Tailored Approach,1.3870967741935485,0.35,0.7,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
3,0.2966666666666667,Tailored Approach,1.8764044943820224,0.35,0.7,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
4,0.36333333333333334,Tailored Approach,2.2660550458715596,0.35,0.7,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
5,0.41,Tailored Approach,2.5772357723577235,0.35,0.7,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
6,0.45,Tailored Approach,2.8814814814814813,0.35,0.7,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
7,0.49,Tailored Approach,3.2176870748299318,0.35,0.7,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
8,0.5466666666666666,Tailored Approach,3.7134146341463414,0.35,0.7,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
9,0.5933333333333334,Tailored Approach,4.129213483146067,0.35,0.7,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
10,0.6266666666666667,Tailored Approach,4.441489361702128,0.35,0.7,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
1,0.06333333333333334,CPI,1.0,0.35,0.8,2.0,6.0,,,,,
2,0.14666666666666667,CPI,1.5681818181818181,0.35,0.8,2.0,6.0,,,,,
3,0.18,CPI,1.8333333333333333,0.35,0.8,2.0,6.0,,,,,
4,0.19333333333333333,CPI,1.9827586206896552,0.35,0.8,2.0,6.0,,,,,
5,0.21333333333333335,CPI,2.265625,0.35,0.8,2.0,6.0,,,,,
6,0.24333333333333335,CPI,2.7260273972602738,0.35,0.8,2.0,6.0,,,,,
7,0.28,CPI,3.2857142857142856,0.35,0.8,2.0,6.0,,,,,
8,0.30666666666666664,CPI,3.6956521739130435,0.35,0.8,2.0,6.0,,,,,
9,0.34,CPI,4.215686274509804,0.35,0.8,2.0,6.0,,,,,
10,0.36333333333333334,CPI,4.587155963302752,0.35,0.8,2.0,6.0,,,,,
1,0.12666666666666668,Tailored Approach,1.0,0.35,0.8,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
2,0.20666666666666667,Tailored Approach,1.3870967741935485,0.35,0.8,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
3,0.2966666666666667,Tailored Approach,1.8764044943820224,0.35,0.8,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
4,0.36333333333333334,Tailored Approach,2.2660550458715596,0.35,0.8,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
5,0.41,Tailored Approach,2.5772357723577235,0.35,0.8,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
6,0.45,Tailored Approach,2.8814814814814813,0.35,0.8,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
7,0.49,Tailored Approach,3.2176870748299318,0.35,0.8,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
8,0.5466666666666666,Tailored Approach,3.7134146341463414,0.35,0.8,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
9,0.5933333333333334,Tailored Approach,4.129213483146067,0.35,0.8,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
10,0.6266666666666667,Tailored Approach,4.441489361702128,0.35,0.8,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
1,0.06333333333333334,CPI,1.0,0.35,0.85,2.0,6.0,,,,,
2,0.14666666666666667,CPI,1.5681818181818181,0.35,0.85,2.0,6.0,,,,,
3,0.18,CPI,1.8333333333333333,0.35,0.85,2.0,6.0,,,,,
4,0.19333333333333333,CPI,1.9827586206896552,0.35,0.85,2.0,6.0,,,,,
5,0.21333333333333335,CPI,2.265625,0.35,0.85,2.0,6.0,,,,,
6,0.24333333333333335,CPI,2.7260273972602738,0.35,0.85,2.0,6.0,,,,,
7,0.28,CPI,3.2857142857142856,0.35,0.85,2.0,6.0,,,,,
8,0.30666666666666664,CPI,3.6956521739130435,0.35,0.85,2.0,6.0,,,,,
9,0.34,CPI,4.215686274509804,0.35,0.85,2.0,6.0,,,,,
10,0.36333333333333334,CPI,4.587155963302752,0.35,0.85,2.0,6.0,,,,,
1,0.12666666666666668,Tailored Approach,1.0,0.35,0.85,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
2,0.20666666666666667,Tailored Approach,1.3870967741935485,0.35,0.85,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
3,0.2966666666666667,Tailored Approach,1.8764044943820224,0.35,0.85,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
4,0.36333333333333334,Tailored Approach,2.2660550458715596,0.35,0.85,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
5,0.41,Tailored Approach,2.5772357723577235,0.35,0.85,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
6,0.45,Tailored Approach,2.8814814814814813,0.35,0.85,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
7,0.49,Tailored Approach,3.2176870748299318,0.35,0.85,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
8,0.5466666666666666,Tailored Approach,3.7134146341463414,0.35,0.85,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
9,0.5933333333333334,Tailored Approach,4.129213483146067,0.35,0.85,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
10,0.6266666666666667,Tailored Approach,4.441489361702128,0.35,0.85,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
1,0.06333333333333334,CPI,1.0,0.4,0.7,2.0,6.0,,,,,
2,0.14666666666666667,CPI,1.5681818181818181,0.4,0.7,2.0,6.0,,,,,
3,0.18,CPI,1.8333333333333333,0.4,0.7,2.0,6.0,,,,,
4,0.19333333333333333,CPI,1.9827586206896552,0.4,0.7,2.0,6.0,,,,,
5,0.21333333333333335,CPI,2.265625,0.4,0.7,2.0,6.0,,,,,
6,0.24333333333333335,CPI,2.7260273972602738,0.4,0.7,2.0,6.0,,,,,
7,0.28,CPI,3.2857142857142856,0.4,0.7,2.0,6.0,,,,,
8,0.30666666666666664,CPI,3.6956521739130435,0.4,0.7,2.0,6.0,,,,,
9,0.34,CPI,4.215686274509804,0.4,0.7,2.0,6.0,,,,,
10,0.36333333333333334,CPI,4.587155963302752,0.4,0.7,2.0,6.0,,,,,
1,0.12666666666666668,Tailored Approach,1.0,0.4,0.7,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
2,0.20666666666666667,Tailored Approach,1.3870967741935485,0.4,0.7,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
3,0.2966666666666667,Tailored Approach,1.8764044943820224,0.4,0.7,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
4,0.36333333333333334,Tailored Approach,2.2660550458715596,0.4,0.7,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
5,0.41,Tailored Approach,2.5772357723577235,0.4,0.7,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
6,0.45,Tailored Approach,2.8814814814814813,0.4,0.7,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
7,0.49,Tailored Approach,3.2176870748299318,0.4,0.7,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
8,0.5466666666666666,Tailored Approach,3.7134146341463414,0.4,0.7,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
9,0.5933333333333334,Tailored Approach,4.129213483146067,0.4,0.7,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
10,0.6266666666666667,Tailored Approach,4.441489361702128,0.4,0.7,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
1,0.06333333333333334,CPI,1.0,0.4,0.8,2.0,6.0,,,,,
2,0.14666666666666667,CPI,1.5681818181818181,0.4,0.8,2.0,6.0,,,,,
3,0.18,CPI,1.8333333333333333,0.4,0.8,2.0,6.0,,,,,
4,0.19333333333333333,CPI,1.9827586206896552,0.4,0.8,2.0,6.0,,,,,
5,0.21333333333333335,CPI,2.265625,0.4,0.8,2.0,6.0,,,,,
6,0.24333333333333335,CPI,2.7260273972602738,0.4,0.8,2.0,6.0,,,,,
7,0.28,CPI,3.2857142857142856,0.4,0.8,2.0,6.0,,,,,
8,0.30666666666666664,CPI,3.6956521739130435,0.4,0.8,2.0,6.0,,,,,
9,0.34,CPI,4.215686274509804,0.4,0.8,2.0,6.0,,,,,
10,0.36333333333333334,CPI,4.587155963302752,0.4,0.8,2.0,6.0,,,,,
1,0.12666666666666668,Tailored Approach,1.0,0.4,0.8,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
2,0.20666666666666667,Tailored Approach,1.3870967741935485,0.4,0.8,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
3,0.2966666666666667,Tailored Approach,1.8764044943820224,0.4,0.8,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
4,0.36333333333333334,Tailored Approach,2.2660550458715596,0.4,0.8,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
5,0.41,Tailored Approach,2.5772357723577235,0.4,0.8,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
6,0.45,Tailored Approach,2.8814814814814813,0.4,0.8,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
7,0.49,Tailored Approach,3.2176870748299318,0.4,0.8,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
8,0.5466666666666666,Tailored Approach,3.7134146341463414,0.4,0.8,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
9,0.5933333333333334,Tailored Approach,4.129213483146067,0.4,0.8,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
10,0.6266666666666667,Tailored Approach,4.441489361702128,0.4,0.8,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
1,0.06333333333333334,CPI,1.0,0.4,0.85,2.0,6.0,,,,,
2,0.14666666666666667,CPI,1.5681818181818181,0.4,0.85,2.0,6.0,,,,,
3,0.18,CPI,1.8333333333333333,0.4,0.85,2.0,6.0,,,,,
4,0.19333333333333333,CPI,1.9827586206896552,0.4,0.85,2.0,6.0,,,,,
5,0.21333333333333335,CPI,2.265625,0.4,0.85,2.0,6.0,,,,,
6,0.24333333333333335,CPI,2.7260273972602738,0.4,0.85,2.0,6.0,,,,,
7,0.28,CPI,3.2857142857142856,0.4,0.85,2.0,6.0,,,,,
8,0.30666666666666664,CPI,3.6956521739130435,0.4,0.85,2.0,6.0,,,,,
9,0.34,CPI,4.215686274509804,0.4,0.85,2.0,6.0,,,,,
10,0.36333333333333334,CPI,4.587155963302752,0.4,0.85,2.0,6.0,,,,,
1,0.12666666666666668,Tailored Approach,1.0,0.4,0.85,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
2,0.20666666666666667,Tailored Approach,1.3870967741935485,0.4,0.85,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
3,0.2966666666666667,Tailored Approach,1.8764044943820224,0.4,0.85,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
4,0.36333333333333334,Tailored Approach,2.2660550458715596,0.4,0.85,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
5,0.41,Tailored Approach,2.5772357723577235,0.4,0.85,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
6,0.45,Tailored Approach,2.8814814814814813,0.4,0.85,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
7,0.49,Tailored Approach,3.2176870748299318,0.4,0.85,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
8,0.5466666666666666,Tailored Approach,3.7134146341463414,0.4,0.85,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
9,0.5933333333333334,Tailored Approach,4.129213483146067,0.4,0.85,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
10,0.6266666666666667,Tailored Approach,4.441489361702128,0.4,0.85,2.0,6.0,0.3,0.12666666666666668,0.06333333333333334,0.4109999999999999,2.7490078122110804
