#Samples,missing,#Features,#Classes,Gini,#SPH,#CPI,max info loss,gini,p value,Method,Run
83.00000000000001,9.770735161633652,84.37777777777775,12.799999999999999,0.2492070640323514,16,16,0.2,0.35,0.7,SPH+CPI,1
83.00000000000001,9.788659167144942,84.37777777777775,12.799999999999995,0.24340814838774436,16,16,0.2,0.35,0.75,SPH+CPI,1
82.99999999999999,9.78425645899411,84.37777777777775,12.799999999999995,0.24838593783148438,16,16,0.2,0.35,0.8,SPH+CPI,1
83.00000000000001,9.73362509250982,84.33333333333331,12.799999999999995,0.23935526024036238,16,16,0.2,0.35,0.85,SPH+CPI,1
83.00000000000004,9.510085619083846,84.13333333333331,12.799999999999995,0.22672146543230207,16,16,0.2,0.35,0.9,SPH+CPI,1
91.09756097560978,9.443374386590737,84.02439024390247,14.04878048780488,0.27944724770322504,16,12,0.2,0.4,0.7,SPH+CPI,1
91.09756097560978,9.461907084686471,84.02439024390247,14.048780487804878,0.27336269623566933,16,12,0.2,0.4,0.75,SPH+CPI,1
91.09756097560975,9.45813525325959,84.02439024390247,14.048780487804878,0.2792359777051587,16,12,0.2,0.4,0.8,SPH+CPI,1
91.09756097560974,9.446329471932616,84.02439024390247,14.048780487804871,0.26917009721519775,16,12,0.2,0.4,0.85,SPH+CPI,1
91.09756097560972,9.36321967960458,83.95121951219517,14.048780487804871,0.2593548127656614,16,12,0.2,0.4,0.9,SPH+CPI,1
62.277777777777764,8.252794666530553,82.92592592592595,9.11111111111111,0.16441033430120505,12,25,0.25,0.2,0.7,SPH+CPI,1
62.277777777777764,8.269000767288011,82.92592592592595,9.111111111111109,0.15724823881885733,12,25,0.25,0.2,0.75,SPH+CPI,1
62.277777777777764,8.264908058450805,82.92592592592595,9.111111111111109,0.16151208885069587,12,25,0.25,0.2,0.8,SPH+CPI,1
62.277777777777764,8.23816622499266,82.90740740740745,9.111111111111109,0.15520573031832555,12,25,0.25,0.2,0.85,SPH+CPI,1
62.277777777777786,8.071660230084332,82.7592592592593,9.111111111111112,0.14684199314548932,12,25,0.25,0.2,0.9,SPH+CPI,1
67.26000000000002,8.247125172059649,82.91999999999997,9.84,0.18480815390410502,12,21,0.25,0.25,0.7,SPH+CPI,1
67.26,8.264627760877703,82.91999999999997,9.84,0.1770730907831695,12,21,0.25,0.25,0.75,SPH+CPI,1
67.25999999999999,8.260207635333527,82.91999999999997,9.84,0.1816780488175551,12,21,0.25,0.25,0.8,SPH+CPI,1
67.26000000000002,8.231326455198724,82.89999999999996,9.839999999999998,0.17486718160259512,12,21,0.25,0.25,0.85,SPH+CPI,1
67.26000000000002,8.050447931971261,82.73999999999998,9.839999999999996,0.16690101212259872,12,21,0.25,0.25,0.9,SPH+CPI,1
70.0625,8.377663211391257,83.02083333333333,10.25,0.19659414179825754,12,19,0.25,0.3,0.7,SPH+CPI,1
70.0625,8.393001556224874,83.02083333333333,10.25,0.19223222088855285,12,19,0.25,0.3,0.75,SPH+CPI,1
70.0625,8.38839725878302,83.02083333333333,10.25,0.19702905217437125,12,19,0.25,0.3,0.8,SPH+CPI,1
70.06249999999999,8.358312696142605,83.0,10.25,0.18993439882545454,12,19,0.25,0.3,0.85,SPH+CPI,1
70.06249999999999,8.169897567780668,82.83333333333334,10.249999999999998,0.18163630561712496,12,19,0.25,0.3,0.9,SPH+CPI,1
74.73333333333335,8.590617334093915,83.2222222222222,10.933333333333332,0.22917516539288899,12,16,0.25,0.35,0.7,SPH+CPI,1
74.73333333333335,8.606978235249777,83.2222222222222,10.933333333333332,0.22452244975587063,12,16,0.25,0.35,0.75,SPH+CPI,1
74.73333333333333,8.60206698464513,83.2222222222222,10.93333333333333,0.2296390697940768,12,16,0.25,0.35,0.8,SPH+CPI,1
74.73333333333335,8.569976784495354,83.19999999999999,10.93333333333333,0.22207143955523234,12,16,0.25,0.35,0.85,SPH+CPI,1
74.73333333333336,8.369000647575954,83.0222222222222,10.93333333333333,0.21322014013301419,12,16,0.25,0.35,0.9,SPH+CPI,1
80.07142857142856,8.54264904157109,83.16666666666661,11.714285714285717,0.2569541260003695,12,13,0.25,0.4,0.7,SPH+CPI,1
80.07142857142857,8.559610343403401,83.16666666666661,11.714285714285715,0.25267947391664475,12,13,0.25,0.4,0.75,SPH+CPI,1
80.07142857142857,8.55592831748669,83.16666666666661,11.714285714285714,0.2584129153511462,12,13,0.25,0.4,0.8,SPH+CPI,1
80.07142857142854,8.544403626191304,83.16666666666661,11.714285714285714,0.2485866986823746,12,13,0.25,0.4,0.85,SPH+CPI,1
80.07142857142857,8.488084679918385,83.11904761904758,11.71428571428571,0.24379003833704088,12,13,0.25,0.4,0.9,SPH+CPI,1
45.886792452830186,7.291171505781065,82.00000000000007,6.886792452830192,0.12952285985182288,8,24,0.3,0.2,0.7,SPH+CPI,1
45.88679245283018,7.30678779815719,82.00000000000007,6.886792452830192,0.12354508752364485,8,24,0.3,0.2,0.75,SPH+CPI,1
45.88679245283018,7.303590479018039,82.00000000000007,6.886792452830192,0.1263748935922535,8,24,0.3,0.2,0.8,SPH+CPI,1
45.88679245283018,7.278275186624934,81.98113207547178,6.886792452830191,0.1194312878857773,8,24,0.3,0.2,0.85,SPH+CPI,1
45.88679245283019,7.129562146724396,81.84905660377366,6.886792452830194,0.11394387430358573,8,24,0.3,0.2,0.9,SPH+CPI,1
48.64,7.293811851258166,81.99999999999997,7.299999999999999,0.14361943820547915,8,21,0.3,0.25,0.7,SPH+CPI,1
48.64,7.3103651211768605,81.99999999999997,7.299999999999998,0.13728299953761045,8,21,0.3,0.25,0.75,SPH+CPI,1
48.63999999999999,7.306975962889363,81.99999999999997,7.299999999999998,0.14028259397033566,8,21,0.3,0.25,0.8,SPH+CPI,1
48.64,7.2801417529526695,81.97999999999996,7.299999999999998,0.13292237192147088,8,21,0.3,0.25,0.85,SPH+CPI,1
48.64000000000001,7.12197990629487,81.83999999999997,7.299999999999998,0.1276390468576811,8,21,0.3,0.25,0.9,SPH+CPI,1
51.74468085106382,7.413392127903574,82.10638297872342,7.76595744680851,0.1607417191311244,8,18,0.3,0.3,0.7,SPH+CPI,1
51.74468085106382,7.428046906776889,82.10638297872342,7.76595744680851,0.15777488974788012,8,18,0.3,0.3,0.75,SPH+CPI,1
51.744680851063826,7.424441419236998,82.10638297872342,7.76595744680851,0.1609659476550346,8,18,0.3,0.3,0.8,SPH+CPI,1
51.74468085106383,7.395894387389452,82.08510638297874,7.765957446808508,0.15313592419879538,8,18,0.3,0.3,0.85,SPH+CPI,1
51.74468085106383,7.227637103710942,81.93617021276597,7.765957446808511,0.14751536562029563,8,18,0.3,0.3,0.9,SPH+CPI,1
56.55813953488372,7.612737675692046,82.30232558139538,8.488372093023255,0.20312220322225083,8,14,0.3,0.35,0.7,SPH+CPI,1
56.55813953488372,7.628755689809391,82.30232558139538,8.488372093023255,0.19987938971033264,8,14,0.3,0.35,0.75,SPH+CPI,1
56.55813953488372,7.6248148080797415,82.30232558139538,8.488372093023258,0.20336729021350147,8,14,0.3,0.35,0.8,SPH+CPI,1
56.558139534883715,7.593612238385916,82.27906976744188,8.488372093023258,0.19480889248226332,8,14,0.3,0.35,0.85,SPH+CPI,1
56.55813953488371,7.409703114365218,82.11627906976747,8.488372093023258,0.18866549124529844,8,14,0.3,0.35,0.9,SPH+CPI,1
62.358974358974365,7.544222084743059,82.2307692307692,9.358974358974356,0.24523904566345534,8,10,0.3,0.4,0.7,SPH+CPI,1
62.358974358974365,7.561271026588934,82.2307692307692,9.358974358974356,0.2424286824618374,8,10,0.3,0.4,0.75,SPH+CPI,1
62.358974358974365,7.558627520802578,82.2307692307692,9.358974358974354,0.2465449993891719,8,10,0.3,0.4,0.8,SPH+CPI,1
62.358974358974365,7.548840635558967,82.2307692307692,9.358974358974354,0.23525861883061697,8,10,0.3,0.4,0.85,SPH+CPI,1
62.358974358974365,7.517313406969749,82.20512820512818,9.358974358974354,0.23353252873590694,8,10,0.3,0.4,0.9,SPH+CPI,1
38.0377358490566,6.732591719890364,81.50943396226424,5.867924528301889,0.11238994218545335,6,24,0.35,0.2,0.7,SPH+CPI,1
38.037735849056595,6.748208012266489,81.50943396226424,5.867924528301889,0.10641216985727533,6,24,0.35,0.2,0.75,SPH+CPI,1
38.037735849056595,6.745496998437093,81.50943396226424,5.867924528301889,0.10848472894396871,6,24,0.35,0.2,0.8,SPH+CPI,1
38.037735849056595,6.721147258024227,81.49056603773593,5.867924528301889,0.10128199359885814,6,24,0.35,0.2,0.85,SPH+CPI,1
38.03773584905661,6.572822195955513,81.35849056603783,5.86792452830189,0.09566730290550328,6,24,0.35,0.2,0.9,SPH+CPI,1
40.32000000000001,6.844566115423326,81.59999999999997,6.22,0.1288244736685851,6,21,0.35,0.25,0.7,SPH+CPI,1
40.32,6.861119385342021,81.59999999999997,6.219999999999999,0.12248803500071635,6,21,0.35,0.25,0.75,SPH+CPI,1
40.32,6.858245710682863,81.59999999999997,6.219999999999999,0.12468494763261134,6,21,0.35,0.25,0.8,SPH+CPI,1
40.32,6.832434985845223,81.57999999999997,6.220000000000001,0.11705004816679418,6,21,0.35,0.25,0.85,SPH+CPI,1
40.32,6.675210420052387,81.43999999999997,6.219999999999999,0.11109847603183798,6,21,0.35,0.25,0.9,SPH+CPI,1
42.8936170212766,6.9354711323345954,81.68085106382979,6.617021276595744,0.14500239515570518,6,18,0.35,0.3,0.7,SPH+CPI,1
42.8936170212766,6.950125911207911,81.68085106382979,6.617021276595744,0.14203556577246088,6,18,0.35,0.3,0.75,SPH+CPI,1
42.8936170212766,6.9470688105066785,81.68085106382979,6.617021276595744,0.1443727068702215,6,18,0.35,0.3,0.8,SPH+CPI,1
42.8936170212766,6.919610592594297,81.65957446808511,6.617021276595742,0.13625047339594784,6,18,0.35,0.3,0.85,SPH+CPI,1
42.89361702127659,6.752350416218939,81.51063829787235,6.617021276595744,0.12991901367790934,6,18,0.35,0.3,0.9,SPH+CPI,1
46.883720930232556,7.090358913093396,81.83720930232562,7.232558139534884,0.18591875608632746,6,14,0.35,0.35,0.7,SPH+CPI,1
46.883720930232556,7.10637692721074,81.83720930232562,7.232558139534884,0.18267594257440928,6,14,0.35,0.35,0.75,SPH+CPI,1
46.883720930232556,7.103035445048927,81.83720930232562,7.232558139534887,0.1852304921463802,6,14,0.35,0.35,0.8,SPH+CPI,1
46.88372093023255,7.073022974307488,81.81395348837212,7.232558139534887,0.17635270206984857,6,14,0.35,0.35,0.85,SPH+CPI,1
46.88372093023255,6.89020371175768,81.65116279069771,7.232558139534887,0.16943226935478325,6,14,0.35,0.35,0.9,SPH+CPI,1
51.692307692307686,6.9682660131599325,81.71794871794867,7.974358974358973,0.22627114241102703,6,10,0.35,0.4,0.7,SPH+CPI,1
51.692307692307686,6.985314955005806,81.71794871794867,7.974358974358973,0.2234607792094091,6,10,0.35,0.4,0.75,SPH+CPI,1
51.69230769230768,6.983332325666038,81.71794871794867,7.974358974358974,0.22654801690490997,6,10,0.35,0.4,0.8,SPH+CPI,1
51.69230769230769,6.974857600805831,81.71794871794867,7.974358974358974,0.21490948581180067,6,10,0.35,0.4,0.85,SPH+CPI,1
51.69230769230768,6.944532014351183,81.69230769230765,7.974358974358972,0.21232666870277475,6,10,0.35,0.4,0.9,SPH+CPI,1
38.0377358490566,6.732591719890364,81.50943396226424,5.867924528301889,0.11238994218545335,6,24,0.4,0.2,0.7,SPH+CPI,1
38.037735849056595,6.748208012266489,81.50943396226424,5.867924528301889,0.10641216985727533,6,24,0.4,0.2,0.75,SPH+CPI,1
38.037735849056595,6.745496998437093,81.50943396226424,5.867924528301889,0.10848472894396871,6,24,0.4,0.2,0.8,SPH+CPI,1
38.037735849056595,6.721147258024227,81.49056603773593,5.867924528301889,0.10128199359885814,6,24,0.4,0.2,0.85,SPH+CPI,1
38.03773584905661,6.572822195955513,81.35849056603783,5.86792452830189,0.09566730290550328,6,24,0.4,0.2,0.9,SPH+CPI,1
40.32000000000001,6.844566115423326,81.59999999999997,6.22,0.1288244736685851,6,21,0.4,0.25,0.7,SPH+CPI,1
40.32,6.861119385342021,81.59999999999997,6.219999999999999,0.12248803500071635,6,21,0.4,0.25,0.75,SPH+CPI,1
40.32,6.858245710682863,81.59999999999997,6.219999999999999,0.12468494763261134,6,21,0.4,0.25,0.8,SPH+CPI,1
40.32,6.832434985845223,81.57999999999997,6.220000000000001,0.11705004816679418,6,21,0.4,0.25,0.85,SPH+CPI,1
40.32,6.675210420052387,81.43999999999997,6.219999999999999,0.11109847603183798,6,21,0.4,0.25,0.9,SPH+CPI,1
42.8936170212766,6.9354711323345954,81.68085106382979,6.617021276595744,0.14500239515570518,6,18,0.4,0.3,0.7,SPH+CPI,1
42.8936170212766,6.950125911207911,81.68085106382979,6.617021276595744,0.14203556577246088,6,18,0.4,0.3,0.75,SPH+CPI,1
42.8936170212766,6.9470688105066785,81.68085106382979,6.617021276595744,0.1443727068702215,6,18,0.4,0.3,0.8,SPH+CPI,1
42.8936170212766,6.919610592594297,81.65957446808511,6.617021276595742,0.13625047339594784,6,18,0.4,0.3,0.85,SPH+CPI,1
42.89361702127659,6.752350416218939,81.51063829787235,6.617021276595744,0.12991901367790934,6,18,0.4,0.3,0.9,SPH+CPI,1
46.883720930232556,7.090358913093396,81.83720930232562,7.232558139534884,0.18591875608632746,6,14,0.4,0.35,0.7,SPH+CPI,1
46.883720930232556,7.10637692721074,81.83720930232562,7.232558139534884,0.18267594257440928,6,14,0.4,0.35,0.75,SPH+CPI,1
46.883720930232556,7.103035445048927,81.83720930232562,7.232558139534887,0.1852304921463802,6,14,0.4,0.35,0.8,SPH+CPI,1
46.88372093023255,7.073022974307488,81.81395348837212,7.232558139534887,0.17635270206984857,6,14,0.4,0.35,0.85,SPH+CPI,1
46.88372093023255,6.89020371175768,81.65116279069771,7.232558139534887,0.16943226935478325,6,14,0.4,0.35,0.9,SPH+CPI,1
51.692307692307686,6.9682660131599325,81.71794871794867,7.974358974358973,0.22627114241102703,6,10,0.4,0.4,0.7,SPH+CPI,1
51.692307692307686,6.985314955005806,81.71794871794867,7.974358974358973,0.2234607792094091,6,10,0.4,0.4,0.75,SPH+CPI,1
51.69230769230768,6.983332325666038,81.71794871794867,7.974358974358974,0.22654801690490997,6,10,0.4,0.4,0.8,SPH+CPI,1
51.69230769230769,6.974857600805831,81.71794871794867,7.974358974358974,0.21490948581180067,6,10,0.4,0.4,0.85,SPH+CPI,1
51.69230769230768,6.944532014351183,81.69230769230765,7.974358974358972,0.21232666870277475,6,10,0.4,0.4,0.9,SPH+CPI,1
217.03448275862064,12.933243075612129,87.44827586206897,34.37931034482757,0.4390394614801063,33,0,0.1,,,SPH,1
174.5862068965517,10.576679854139224,85.24137931034484,26.86206896551723,0.41771033135797214,23,0,0.15,,,SPH,1
128.79310344827584,8.897399281206475,83.62068965517243,19.86206896551724,0.3814677809771914,16,0,0.2,,,SPH,1
115.96551724137929,7.980599846958462,82.7241379310345,16.96551724137931,0.3870173644850428,12,0,0.25,,,SPH,1
83.86206896551725,7.051160201126212,81.82758620689658,12.586206896551724,0.35344053116378565,8,0,0.3,,,SPH,1
69.51724137931036,6.541246333498449,81.37931034482762,10.724137931034484,0.3468388233993279,6,0,0.35,,,SPH,1
69.51724137931036,6.541246333498449,81.37931034482762,10.724137931034484,0.3468388233993279,6,0,0.4,,,SPH,1
751.0,24.069241011984023,100.0,84.0,0.5508686830258068,0,0,,,,RF,1
751.0,0.0,39.0,84.0,0.5508686830258068,0,0,,,,RF+B,1
375.4999999999998,24.080161854768143,99.99999999999991,42.000000000000036,0.3400360413702495,0,29,,0.2,0.7,CPI,1
375.50000000000034,24.08176095617529,99.99999999999991,42.0,0.3397636122177953,0,29,,0.2,0.75,CPI,1
375.5,24.0756355994909,99.99999999999991,41.99999999999996,0.34538649567619994,0,29,,0.2,0.8,CPI,1
375.4999999999998,24.07288748078221,99.99999999999991,42.000000000000036,0.3463742763223859,0,29,,0.2,0.85,CPI,1
375.5,24.066616465863465,99.99999999999991,42.0,0.37534097857595794,0,29,,0.2,0.9,CPI,1
375.4999999999998,24.080161854768143,99.99999999999991,42.000000000000036,0.3400360413702495,0,29,,0.25,0.7,CPI,1
375.50000000000034,24.08176095617529,99.99999999999991,42.0,0.3397636122177953,0,29,,0.25,0.75,CPI,1
375.5,24.0756355994909,99.99999999999991,41.99999999999996,0.34538649567619994,0,29,,0.25,0.8,CPI,1
375.4999999999998,24.07288748078221,99.99999999999991,42.000000000000036,0.3463742763223859,0,29,,0.25,0.85,CPI,1
375.5,24.066616465863465,99.99999999999991,42.0,0.37534097857595794,0,29,,0.25,0.9,CPI,1
375.4999999999998,24.080161854768143,99.99999999999991,42.000000000000036,0.3400360413702495,0,29,,0.3,0.7,CPI,1
375.50000000000034,24.08176095617529,99.99999999999991,42.0,0.3397636122177953,0,29,,0.3,0.75,CPI,1
375.5,24.0756355994909,99.99999999999991,41.99999999999996,0.34538649567619994,0,29,,0.3,0.8,CPI,1
375.4999999999998,24.07288748078221,99.99999999999991,42.000000000000036,0.3463742763223859,0,29,,0.3,0.85,CPI,1
375.5,24.066616465863465,99.99999999999991,42.0,0.37534097857595794,0,29,,0.3,0.9,CPI,1
375.4999999999998,24.080161854768143,99.99999999999991,42.000000000000036,0.3400360413702495,0,29,,0.35,0.7,CPI,1
375.50000000000034,24.08176095617529,99.99999999999991,42.0,0.3397636122177953,0,29,,0.35,0.75,CPI,1
375.5,24.0756355994909,99.99999999999991,41.99999999999996,0.34538649567619994,0,29,,0.35,0.8,CPI,1
375.4999999999998,24.07288748078221,99.99999999999991,42.000000000000036,0.3463742763223859,0,29,,0.35,0.85,CPI,1
375.5,24.066616465863465,99.99999999999991,42.0,0.37534097857595794,0,29,,0.35,0.9,CPI,1
375.4999999999998,24.080161854768143,99.99999999999991,42.000000000000036,0.3400360413702495,0,29,,0.4,0.7,CPI,1
375.50000000000034,24.08176095617529,99.99999999999991,42.0,0.3397636122177953,0,29,,0.4,0.75,CPI,1
375.5,24.0756355994909,99.99999999999991,41.99999999999996,0.34538649567619994,0,29,,0.4,0.8,CPI,1
375.4999999999998,24.07288748078221,99.99999999999991,42.000000000000036,0.3463742763223859,0,29,,0.4,0.85,CPI,1
375.5,24.066616465863465,99.99999999999991,42.0,0.37534097857595794,0,29,,0.4,0.9,CPI,1
