,#Samples,missing,#Features,#Classes,Gini,#SPH,#CPI,Method,Run,n_clusters,algorithm,n_components,max info loss,gini,p value
0,15.3408,7.983967825697261,84.00720000000001,7.5276,0.2633025408368702,0,0,GMM,1,,GMM,50.0,,,
0,237.13793103448276,10.822537609566245,86.13793103448276,17.482758620689655,0.27395585311587545,9,0,SPH,1,,,,0.25,,
0,181.79310344827587,9.479764413121485,84.75862068965517,14.344827586206897,0.26643596195358005,7,0,SPH,1,,,,0.3,,
0,175.0344827586207,8.86423679105403,84.10344827586206,13.448275862068966,0.26002352777657994,6,0,SPH,1,,,,0.35,,
0,175.0344827586207,8.86423679105403,84.10344827586206,13.448275862068966,0.26002352777657994,6,0,SPH,1,,,,0.4,,
0,171.925,11.587148535282527,86.95,12.675,0.19986248705784718,9,11,SPH+CPI,1,,,,0.25,0.3,0.7
0,171.925,11.592105589260777,86.95,12.675,0.19730739143364176,9,11,SPH+CPI,1,,,,0.25,0.3,0.75
0,171.925,11.586892822258427,86.95,12.675,0.18635351530277505,9,11,SPH+CPI,1,,,,0.25,0.3,0.8
0,171.925,11.58594969862386,86.95,12.675,0.18364966850279343,9,11,SPH+CPI,1,,,,0.25,0.3,0.85
0,171.925,11.581250710496326,86.95,12.675,0.1729774846679251,9,11,SPH+CPI,1,,,,0.25,0.3,0.9
0,191.02777777777777,11.79847075504709,87.16666666666667,14.083333333333334,0.22792804959655122,9,7,SPH+CPI,1,,,,0.25,0.35,0.7
0,191.02777777777777,11.797593008153054,87.16666666666667,14.083333333333334,0.22796545843144037,9,7,SPH+CPI,1,,,,0.25,0.35,0.75
0,191.02777777777777,11.79205088727879,87.16666666666667,14.083333333333334,0.2158969567082938,9,7,SPH+CPI,1,,,,0.25,0.35,0.8
0,191.02777777777777,11.79100297212927,87.16666666666667,14.083333333333334,0.21289268248609194,9,7,SPH+CPI,1,,,,0.25,0.35,0.85
0,191.02777777777777,11.784501161540023,87.16666666666667,14.083333333333334,0.20134702461904247,9,7,SPH+CPI,1,,,,0.25,0.35,0.9
0,196.4857142857143,11.989945305995251,87.37142857142857,14.485714285714286,0.24192327278230305,9,6,SPH+CPI,1,,,,0.25,0.4,0.7
0,196.4857142857143,11.989042480618528,87.37142857142857,14.485714285714286,0.24196175044104618,9,6,SPH+CPI,1,,,,0.25,0.4,0.75
0,196.4857142857143,11.983342013433571,87.37142857142857,14.485714285714286,0.2295484343829525,9,6,SPH+CPI,1,,,,0.25,0.4,0.8
0,196.4857142857143,11.982264157851208,87.37142857142857,14.485714285714286,0.22645832375440206,9,6,SPH+CPI,1,,,,0.25,0.4,0.85
0,196.4857142857143,11.975576581245123,87.37142857142857,14.485714285714286,0.214582789948294,9,6,SPH+CPI,1,,,,0.25,0.4,0.9
0,131.8,10.136507402328554,85.45,10.4,0.186438479365657,7,11,SPH+CPI,1,,,,0.3,0.3,0.7
0,131.8,10.141661949357962,85.45,10.4,0.1838749667536015,7,11,SPH+CPI,1,,,,0.3,0.3,0.75
0,131.8,10.136715833309193,85.45,10.4,0.17303426406526157,7,11,SPH+CPI,1,,,,0.3,0.3,0.8
0,131.8,10.136008490583269,85.45,10.4,0.17100637896527532,7,11,SPH+CPI,1,,,,0.3,0.3,0.85
0,131.8,10.132242188657708,85.45,10.4,0.16176033211101987,7,11,SPH+CPI,1,,,,0.3,0.3,0.9
0,150.62857142857143,10.337298707021196,85.65714285714286,11.885714285714286,0.2260802965726822,7,6,SPH+CPI,1,,,,0.3,0.35,0.7
0,150.62857142857143,10.336621587988654,85.65714285714286,11.885714285714286,0.22610915481673954,7,6,SPH+CPI,1,,,,0.3,0.35,0.75
0,150.62857142857143,10.331225864750646,85.65714285714286,11.885714285714286,0.21382517983581928,7,6,SPH+CPI,1,,,,0.3,0.35,0.8
0,150.62857142857143,10.330417473063875,85.65714285714286,11.885714285714286,0.21150759686440646,7,6,SPH+CPI,1,,,,0.3,0.35,0.85
0,150.62857142857143,10.324795823545761,85.65714285714286,11.885714285714286,0.20126193389328456,7,6,SPH+CPI,1,,,,0.3,0.35,0.9
0,155.05882352941177,10.491429213937657,85.82352941176471,12.235294117647058,0.24043279829260703,7,5,SPH+CPI,1,,,,0.3,0.4,0.7
0,155.05882352941177,10.490732179639453,85.82352941176471,12.235294117647058,0.24046250530854837,7,5,SPH+CPI,1,,,,0.3,0.4,0.75
0,155.05882352941177,10.485177758659152,85.82352941176471,12.235294117647058,0.2278172369458364,7,5,SPH+CPI,1,,,,0.3,0.4,0.8
0,155.05882352941177,10.484345590746297,85.82352941176471,12.235294117647058,0.225431489769382,7,5,SPH+CPI,1,,,,0.3,0.4,0.85
0,155.05882352941177,10.4785585985953,85.82352941176471,12.235294117647058,0.21488448376969765,7,5,SPH+CPI,1,,,,0.3,0.4,0.9
0,126.9,9.690249876329649,84.975,9.75,0.18178946458733186,6,11,SPH+CPI,1,,,,0.35,0.3,0.7
0,126.9,9.695404423359056,84.975,9.75,0.17922595197527635,6,11,SPH+CPI,1,,,,0.35,0.3,0.75
0,126.9,9.690458307310287,84.975,9.75,0.1683852492869365,6,11,SPH+CPI,1,,,,0.35,0.3,0.8
0,126.9,9.689750964584361,84.975,9.75,0.16635736418695024,6,11,SPH+CPI,1,,,,0.35,0.3,0.85
0,126.9,9.685984662658802,84.975,9.75,0.15711131733269476,6,11,SPH+CPI,1,,,,0.35,0.3,0.9
0,145.02857142857144,9.82729010587959,85.11428571428571,11.142857142857142,0.2207671368260249,6,6,SPH+CPI,1,,,,0.35,0.35,0.7
0,145.02857142857144,9.826612986847048,85.11428571428571,11.142857142857142,0.22079599507008227,6,6,SPH+CPI,1,,,,0.35,0.35,0.75
0,145.02857142857144,9.821217263609041,85.11428571428571,11.142857142857142,0.20851202008916203,6,6,SPH+CPI,1,,,,0.35,0.35,0.8
0,145.02857142857144,9.820408871922268,85.11428571428571,11.142857142857142,0.2061944371177492,6,6,SPH+CPI,1,,,,0.35,0.35,0.85
0,145.02857142857144,9.814787222404155,85.11428571428571,11.142857142857142,0.19594877414662726,6,6,SPH+CPI,1,,,,0.35,0.35,0.9
0,149.2941176470588,9.9664203598213,85.26470588235294,11.470588235294118,0.23496336914163626,6,5,SPH+CPI,1,,,,0.35,0.4,0.7
0,149.2941176470588,9.965723325523093,85.26470588235294,11.470588235294118,0.23499307615757764,6,5,SPH+CPI,1,,,,0.35,0.4,0.75
0,149.2941176470588,9.960168904542792,85.26470588235294,11.470588235294118,0.22234780779486565,6,5,SPH+CPI,1,,,,0.35,0.4,0.8
0,149.2941176470588,9.959336736629938,85.26470588235294,11.470588235294118,0.21996206061841125,6,5,SPH+CPI,1,,,,0.35,0.4,0.85
0,149.2941176470588,9.95354974447894,85.26470588235294,11.470588235294118,0.20941505461872695,6,5,SPH+CPI,1,,,,0.35,0.4,0.9
0,126.9,9.690249876329649,84.975,9.75,0.18178946458733186,6,11,SPH+CPI,1,,,,0.4,0.3,0.7
0,126.9,9.695404423359056,84.975,9.75,0.17922595197527635,6,11,SPH+CPI,1,,,,0.4,0.3,0.75
0,126.9,9.690458307310287,84.975,9.75,0.1683852492869365,6,11,SPH+CPI,1,,,,0.4,0.3,0.8
0,126.9,9.689750964584361,84.975,9.75,0.16635736418695024,6,11,SPH+CPI,1,,,,0.4,0.3,0.85
0,126.9,9.685984662658802,84.975,9.75,0.15711131733269476,6,11,SPH+CPI,1,,,,0.4,0.3,0.9
0,145.02857142857144,9.82729010587959,85.11428571428571,11.142857142857142,0.2207671368260249,6,6,SPH+CPI,1,,,,0.4,0.35,0.7
0,145.02857142857144,9.826612986847048,85.11428571428571,11.142857142857142,0.22079599507008227,6,6,SPH+CPI,1,,,,0.4,0.35,0.75
0,145.02857142857144,9.821217263609041,85.11428571428571,11.142857142857142,0.20851202008916203,6,6,SPH+CPI,1,,,,0.4,0.35,0.8
0,145.02857142857144,9.820408871922268,85.11428571428571,11.142857142857142,0.2061944371177492,6,6,SPH+CPI,1,,,,0.4,0.35,0.85
0,145.02857142857144,9.814787222404155,85.11428571428571,11.142857142857142,0.19594877414662726,6,6,SPH+CPI,1,,,,0.4,0.35,0.9
0,149.2941176470588,9.9664203598213,85.26470588235294,11.470588235294118,0.23496336914163626,6,5,SPH+CPI,1,,,,0.4,0.4,0.7
0,149.2941176470588,9.965723325523093,85.26470588235294,11.470588235294118,0.23499307615757764,6,5,SPH+CPI,1,,,,0.4,0.4,0.75
0,149.2941176470588,9.960168904542792,85.26470588235294,11.470588235294118,0.22234780779486565,6,5,SPH+CPI,1,,,,0.4,0.4,0.8
0,149.2941176470588,9.959336736629938,85.26470588235294,11.470588235294118,0.21996206061841125,6,5,SPH+CPI,1,,,,0.4,0.4,0.85
0,149.2941176470588,9.95354974447894,85.26470588235294,11.470588235294118,0.20941505461872695,6,5,SPH+CPI,1,,,,0.4,0.4,0.9
0,752.0,24.007978723404253,100.0,84.0,0.5022796352583587,0,0,RF,1,,,,,,
