,index,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,target,noisy target,group,level-0,level-1,marker
816,75,,,0.3588361810366268,,1.5252188302357017,3.447510751112427,1.3574588448955618,0.4160953034328341,0.4164022876767879,,2.3592109941909163,1.7059084483258111,0.32009199922257664,,0.4877504262984134,,0.4665035740879568,0.34414605247569074,0.7238528110393996,0.6969891553025273,0.47730698705386004,0.5741513226216471,,0.42181942878046036,1.304973720483799,1.5979194294357755,0.6116103651170377,0.459728314906784,,,0.4483608637020829,0.5651929852070262,1.6292470236913068,0.6038055297651861,0.45759805820392413,0.48063958860638073,,1.5890134138003236,0.6851922570470045,1.4913970197325388,,2.5481881526079317,,0.45843690374247614,0.7246827470488506,3.532698345163869,2.310172036387077,1.6072961029231565,0.63899419262835,0.532963855149437,45,45,mde-OM3-13,Engine,mde,
225,14,1.3992223730114617,0.0,,,0.7294731682066263,0.0,1.6397164988334056,0.6780093519853384,0.7202734169877266,0.774841449024504,1.1933817855278068,,0.25292557796343224,0.9579135286020194,0.18664318930825657,0.4789995012941702,0.6568070575136382,0.5314445961755752,0.34360706474124136,0.38461373048414904,0.09307570440600942,0.5082641122149052,1.5221416240347032,0.8007313605395935,1.5718569208417028,1.3593388225180139,0.676507580108681,,0.0,0.6194561096969257,,0.4552701902102451,0.36595046480481747,,0.8166163596778144,0.3394908311930463,,,0.6734706279996344,1.5028072948743318,0.9871898073122308,0.625455045747741,,0.3848401966105183,0.7543629794706118,1.731328011126092,2.0,1.0,,,45,45,hde-OM2-6,Engine,hde,
768,27,,,,,1.4923267540547775,3.4972978811129463,1.6338559289044157,0.44813652774486423,0.6846487143907586,,2.996714370313989,1.359889070015662,0.8408671760840492,,0.3631457553602716,,0.49679509385206416,0.793285694864796,0.3366164140414605,0.642637338966635,0.42777748273490246,,1.2901374729080204,0.2702073406048825,1.446770910553804,1.4700117920466764,0.613305914033667,0.6051541756856639,,,0.8656481947109924,0.4941513409700231,1.3224101906960448,0.3672532167417297,0.29463694903904303,0.507083580631887,,1.642663406407688,0.3315982639782446,1.4383323504548597,,2.6406550735012373,,0.702273636753497,0.6051641886584569,3.4118299050529006,2.658512510263833,1.2117110675216023,0.3818664462832922,0.7424570855005642,45,45,mde-OM3-13,Engine,mde,
310,8,,0.5333108406488244,0.4693457303112344,,,0.3128912922036777,1.6767708009685118,0.17005906559863548,0.3695499269847896,0.17640528251787313,1.7112696705199928,,0.23820890856019825,,0.2469806527599332,0.32614914314721877,0.6383426700667763,,1.0,,0.4536952052677767,0.6400314850578934,1.1972559881444564,0.6285046037833532,1.4930282053520387,,0.6102219686023468,0.10656091166674285,0.8876127840139253,,0.4949184843626321,0.5834688762861133,,0.30989277971971796,0.0882156929571541,0.6578030005872696,,0.36524100052474867,0.3669883917959249,1.4740084625788301,1.281646750737897,0.4923424339749198,1.4413952523878777,,0.3197585064450467,2.548809274768054,1.21911811369436,0.5552207424234471,0.49159835715978073,0.4270702954652139,51,51,mde-OM1-3,Engine,mde,
301,24,,0.37517479531608716,0.369244910337145,,0.7804357389347484,0.8221875341507253,1.7679010304088014,1.0,0.5517400790356999,0.6742139967768762,1.5793598949885856,0.21474610456773346,,,0.1482335178840564,0.5645327596781246,0.28179982636988116,,,0.2725859492973661,0.8169875274087268,0.18086356792206545,1.4453676713821464,0.26597280119463745,1.8297049295401078,,0.5938891071530193,0.3016514986108612,0.5622841046227885,,0.32358831188274106,0.5471858526163706,0.416695746112573,0.17687884547499413,,0.3878432248395531,,0.0,0.5693417107855867,,1.243623273784673,0.5404269814734075,1.5397171157035139,0.0,0.5546775307533311,2.794980522261715,1.2618436241520103,0.3993927447463814,0.3764575144648659,0.423240855802801,34,34,mde-OM1-2,Engine,mde,
163,3,1.0,0.8495165182291098,,,0.8562341637371674,1.0,1.6624762426128596,1.0,1.0,0.5188500597106539,0.20371210686967303,,0.0,,0.6926465362168982,,1.0,0.0007449593008023309,0.09645714109394048,0.0,0.36859431731273845,0.3941725433585661,,1.0,2.0,2.0,0.7544239378644434,,0.6067263431525939,0.15589926599414408,,0.04114657619999305,0.4778643044287944,0.3804032336702749,0.6562655187116604,0.45909042589293847,,,1.0,1.7232295882391107,0.07475729357278657,,2.0,0.8163392906804326,0.744555511434595,1.0,2.0,0.5191857831817404,0.2512153962620164,,33,33,hde-OM2-3,Engine,hde,
133,37,0.45612542604547524,0.467497844340969,,,,0.4718856214356381,,0.44005780502676584,,0.58917944318683,0.2660619073670717,,0.3217562514316416,0.5562607363413535,0.30728381675213096,0.6514317285699387,0.19588907660028526,0.5420723017594232,0.6120172243579418,0.24294853799090066,0.5175122649065291,0.4304176023921975,1.280395669617208,0.26531612311399605,0.2020558407370952,1.1719432093785558,0.8726079234272981,,,0.4667165702213128,,0.17696025120667405,0.9388067295545117,0.4036829590948521,0.32721074755997065,0.7638057175762093,,,1.0,,0.8044059866460824,0.28847072324296474,1.2751947591856345,,,0.3210442664076327,1.4527052893975312,0.3797355378245239,0.41150406799461586,,11,11,hde-OM2-1,Engine,hde,
876,135,,,0.3169701349257998,,1.4667818461060913,3.164617827805112,1.374653163578159,0.39849459240211105,0.20761202098006315,,2.7621034833794877,1.2462775080528081,,,0.6732720606550414,1.5614391332428539,0.5973344346402719,0.1837699484220566,0.4346562827879925,0.47218252237547487,0.08702101053388671,0.564988383336855,1.651439778423458,0.26729816393394995,1.581791056219359,1.6608754836120936,0.4410639987319622,0.3368701258489988,,,0.5071422687888918,0.6235165561169949,1.3391596745130157,0.2606703045547536,0.4321986344099186,,,1.7673505080893037,0.6146939455877445,1.8935929538896512,,2.3956888227259343,,0.4243879098000296,0.402817521381322,3.541432507631572,2.333653587935936,1.4657298967310204,0.7613512525586128,0.4824841422319982,60,60,mde-OM3-13,Engine,mde,
69,7,0.716122579758245,0.27439885756262883,,0.553563954754088,0.0,0.0,0.3930768596117343,0.4207943323604244,0.758814615249486,,0.2795626909064115,0.2080282919477167,0.07720845708159114,0.4020687613964074,0.7819569540304009,0.3036962774641577,0.3727551873813811,0.29999044034296457,,0.42647214405978207,0.44877409937041374,0.0,0.0,0.7819391723492856,0.41986913425469635,,0.4351966051149267,,0.10187109876073869,0.9334198122032872,,0.7767883661323544,0.6592509434018329,,,0.4586269934577576,,0.634442612520975,0.2022840263352001,1.238938373797524,0.5341726946385706,0.5174977203698664,1.56512803328854,0.22260852170299913,0.7262384685407807,,1.484468214910553,0.5914131584046209,0.0,0.654456532607641,21,21,hde-OM1-5,Engine,hde,
100,4,0.44558457216205644,0.3551647996576226,,,,0.13230711584009483,1.133841155029641,0.5014144623088264,0.838671031164121,0.6748850381572093,0.5226762816128002,,0.333527754956297,0.7407209385020388,0.2772722983303537,0.34216961263992174,0.2447313922014085,0.4669209862078619,0.49339558942221406,0.7046412248285667,0.4277557609131421,0.44544331912662927,1.6672708417001338,0.24121235350819853,0.4428135761883809,,0.5286041790791721,,,0.5844422974189436,,0.5956779743720622,0.4066877620205268,0.3338554279306384,0.3628874784280695,0.19084611041211325,,,0.6205492210463227,1.8448928438055692,0.5159912694997097,0.4737019438301784,1.9506676403798928,0.42426998055623966,,0.5306308255634374,,,0.6741523183231162,0.7292895272173873,11,11,hde-OM2-1,Engine,hde,
351,49,,0.5358567811562995,0.48159345320201935,,,0.2740708771048514,1.5698499010479394,0.5013105233605215,1.0,0.5742233319177028,1.8115057930277263,1.4984521692472503,0.6514281750591125,,0.8145740296668413,0.386428130995742,0.8340712481647823,,0.07760171353231032,,0.6572075380314795,0.54386793435429,1.089589429455048,0.300663430402521,1.571291098828067,,0.19656640973671197,,0.8185357131943755,,0.622770483840506,,,0.36623444484483114,0.6850288980540968,0.3652755934899587,,0.0,0.3498263624301615,1.6101970108561354,1.3949281312413833,0.38533330737999144,1.4738459994293063,0.5675956951133958,0.6405693229259047,,1.3127032963536074,0.4926908808957515,0.44933703487220233,0.4256538723152094,52,52,mde-OM1-3,Engine,mde,
361,59,,0.7380017468053828,0.7415661384315717,,,0.18407270858217362,1.3913942002962147,0.07283282132632986,0.421862119126844,0.3776553493965427,1.6281626004016383,1.394045268976083,0.6640430119831048,,0.06388653183320685,0.5019159421173987,0.6264451250645198,,0.445987611598057,,0.4335732234859713,0.636997426399982,1.4661524627042435,0.3389705590223787,1.8761418859685037,,0.1261944547034641,0.49040962863663534,0.7640801170255451,,0.6639377149553907,0.5803502307371083,,0.37821689958487575,0.3236706288908696,0.22252674539179337,,0.3652276525266854,0.12919479787848076,1.905044934004981,1.9196393864242967,0.355897700035094,1.6950406781288645,0.4455677763254686,0.6026982678747289,2.2192753266535017,1.6076996161644024,0.45077012608901945,0.47619128888060763,0.42833212934464227,52,52,mde-OM1-3,Engine,mde,
485,0,,0.49528840589223583,0.7756617556391278,1.3324959178450353,0.774200482679229,0.5771326970656837,1.3900890793204006,,,,1.2679082218736695,1.5854777103369997,,,0.315441879366202,1.4405537005210036,0.40908661298866944,0.5545793237546638,0.43959862939870564,0.28659871870997194,0.5373428734906355,,1.6699619086929138,,1.286482599886431,1.3418763163942384,0.43146036571738045,0.505869294698255,,,0.5291959638259586,0.5473828048160492,1.0771993588413376,,0.8469896823299384,0.7598821297773788,,1.5993128256539828,0.6939912298815338,1.3762594680349816,2.308538503115341,1.5442498267941063,,0.0,0.28054099678172695,2.312962470074686,1.9434391550061298,0.4667395909192812,0.4923054299804741,,33,33,mde-OM3-4,Engine,mde,
555,9,,,0.3090277832748971,1.0302927015617587,0.5746770417877133,0.3594653260894202,1.0,0.542120839285094,0.6434277134822824,,1.9302350332932479,1.3761295636545972,0.6932794681444133,,0.3747232360082819,,0.6292416240116734,0.0,0.8182710111219728,0.5367948202954338,0.37293467010127895,0.42886818806184984,1.2864060531270687,0.5907711171166494,1.63674870276552,,0.27974150338237747,0.47863966501348804,,,1.0,0.7792724580087212,,0.554268001099402,0.7290761612619747,0.31193512397937495,,1.0,0.32232914379185956,1.98983425984417,2.246771215924257,2.7623151005343565,,0.47465041359593624,0.4561924527083702,,1.9334187528049525,0.3882633419435165,0.18177455313347235,0.6509021892367208,53,53,mde-OM3-5,Engine,mde,
623,9,,0.8548394374561002,0.4888824405581308,1.3722381070319607,1.5714187711760175,1.5733064909174146,1.4392891428526642,0.2364270675578046,0.8019879105239954,,1.6988622533671744,,0.6795855767190973,,0.635069346372882,1.5202504618670152,0.22330778688063602,0.7127647477040765,0.6624224157230254,1.0,,0.05711688343658197,1.3790401685411284,0.31528931427194284,1.9542865793270285,1.9018073373686288,0.14327484813081143,0.5246056380584804,,,0.20515462947061508,0.6965828756452851,2.0,0.6895267284924418,0.9873212702828762,0.0608679716642319,0.5835662382424837,1.5176739644187043,0.14360202565253202,1.7275206711140838,2.5779446917658793,2.638717608199255,,0.7103419961387265,0.23591014275301428,2.3214011508400576,,0.28678570552955285,0.6852471487649624,0.32338438917657947,60,60,mde-OM3-7,Engine,mde,
803,62,,,0.4244155417576749,,1.4668285997175903,3.3620885342292426,1.5408368819945366,0.5310795235670815,0.30278555158024323,,2.5338957511784836,1.513043988429151,0.3222152074103347,,0.44484148414374436,1.6348498009643673,,0.3366004814855287,0.5792477642310211,0.635612393570576,0.6431003845720271,0.45169090468212886,1.2018667692166196,0.49414096259234447,1.589274481890504,1.5075900704958443,0.3767063948122335,0.35721718823659204,,,0.4421480988229683,0.5706486356416953,1.3138411217354946,0.43072349023499973,0.4206376742971175,0.816866910403174,,1.696612654657698,0.8139860144509553,1.486451560998907,,2.514039452916105,,0.27503493125387013,0.7965565713039597,3.220956966991287,2.4905854424670633,1.421827717448208,0.3245132547449468,0.6562078719968765,46,46,mde-OM3-13,Engine,mde,
683,31,,1.0,0.5993402008713141,1.9819008816040382,,2.7120829528258676,,0.19844886540452145,0.7530329740508032,,1.2309477853475566,1.4639355646830543,0.13495098851181508,,0.5796830684156382,1.9877517469270947,0.5989240644648745,0.6165509764552333,0.38085065992688716,0.0,,0.37031621207916404,,0.12038131444349831,1.8135581653253416,1.3628740186278172,0.31409598537871314,0.3805945418768058,,,0.5079824560755811,0.31944062930176303,1.3518513417691849,0.4398581846983096,,0.4596369129882439,,1.2235805583191495,0.4832276314649499,,2.5186885179691547,2.970226504235118,,0.7370508173702309,0.22075663956655023,2.0901906193641597,1.5026182926394582,,0.0,0.6267499210851173,63,63,mde-OM3-9,Engine,mde,
681,29,,0.4018246833961033,0.3675483889844826,1.4287968311068415,1.9609794390958268,2.6049442785635986,1.3508769502648637,0.5110396415668776,0.939134171304208,,1.6586206784357793,1.48984998364551,0.8688705846517053,,0.282904865426305,1.9233718216114943,0.2040196406011545,0.3077127122687726,0.7990114536891515,0.8075573635860508,,0.39287574204026215,,0.15454971578841178,2.0,1.4725593366748644,0.5307809460594426,0.0,,,0.7304726953767045,0.7571586507661722,1.9724811993186897,0.15744317699670177,,0.47486599714831856,,1.5324357466087601,0.34382128392876227,1.814439642004419,2.562424301208117,2.4763249203683944,,0.17065683735356937,0.7913987956483919,2.5629003590176302,1.38399724005252,1.4745664392520674,0.9785109700713553,0.8605361739071259,63,63,mde-OM3-9,Engine,mde,
499,14,,0.6291779100088553,0.3424942022038998,1.33664677358738,0.1356267696582164,0.40511800990890423,1.778494944252261,,0.9312571685541554,,1.0819690694245134,1.9371377917413821,,,0.6520545536393111,1.3733075002269377,0.41343091757602596,0.3391977107367699,0.5714414194755328,0.3888478855175772,0.4716251571554688,0.3243466755545055,1.2416312763112884,0.517537448633092,1.0739231053951328,1.462028200995737,0.6947305634488583,0.20817512051212556,,,0.7198925403102671,0.520972529388826,1.5952874064647697,,0.6118861965530663,,,1.9917002147744327,0.0,1.2326601136424158,2.463297878837746,1.3484530643223698,,0.4179852482315404,0.35823594428465844,2.6759150770833884,1.5880387699034417,0.816914480620345,0.4293289696403624,1.0,42,42,mde-OM3-4,Engine,mde,
863,122,,,0.57758830100414,,1.4843514513003635,3.6399891397305306,1.787820086699233,0.09709246216145352,0.3948547851719809,,,1.7282826413560106,0.5252540213464016,,0.6728159338018478,1.2924865902636498,0.7614299800300139,0.37231810662881754,0.35217409013270196,0.2661236492326705,0.5159676262839065,0.22811519723124002,1.4357518043362825,0.31917563912492525,1.2123658492655383,1.461302371559798,0.5190678951889419,0.4036253711802777,,,0.4178520018888277,0.6390520531145426,1.5591397451787246,0.5258455186090202,0.37170429506950825,0.8360311996920289,,1.38586052715908,0.46413563421421367,1.5720687139343967,,2.622115688563387,,0.49499926762310065,0.1662784420283989,3.555899061509344,2.284725248758551,1.2921844728323588,0.6761517086547725,0.5000584026373993,46,46,mde-OM3-13,Engine,mde,
66,4,0.47288161484991464,0.1773433724654769,,0.3497495291039536,0.9104241208170842,0.9087581211162288,0.44265193027124916,0.5036875058333709,0.796960555831716,,0.11546992557706484,0.4434300443024638,0.20994040259214625,0.5650768565480015,0.31719802986585716,0.21358059892256492,0.5833027362251384,0.14896077108855846,,,0.2550536479572931,0.7628434842770435,0.3644565151316784,0.36977570902351575,0.7981842195289591,,0.4783536045618326,,0.2186501033650708,0.7869865726563102,,,0.6669594448726313,,,0.6953462362827081,,,0.5142497643273026,1.5240533655194048,0.6192485636508589,0.19544922114877278,,0.7450446220552226,,,1.559476155445192,0.5887199522441274,0.4986737270451353,0.5960275630044861,20,20,hde-OM1-5,Engine,hde,
641,5,,1.0,0.37507853639899724,1.440981054604915,,1.4875586939117702,1.412482520065198,0.5713730450368121,,,1.5152323562453276,1.5384922576672726,0.0,,,1.6420311342672127,0.6770802551134778,0.6470386139411514,0.20587713696960377,0.4206758105448359,0.8483888231376668,0.7654640474438023,1.3139194259723919,,1.1956377831803118,1.9365458276237084,0.7134821190603221,0.680427641550382,,,0.8923985536385733,0.4993076839306618,1.5170806078286243,0.7576378083036135,0.5845994626975447,0.3802434652217215,,1.8745962433960568,0.4858900925250022,,2.2100592409342483,2.0,,0.388328285916369,0.5918407484588329,2.4142556686617054,1.26620763776963,1.907091785855891,0.5492343355331406,1.0,66,66,mde-OM3-8,Engine,mde,
47,0,0.5179237889091762,0.9026165262862406,,0.03493243469080034,0.20185713693158028,0.4098961821488501,0.5595144522803763,0.49896637622765583,0.5803724483825524,0.3866596457302341,1.0,0.0,,0.609132395335871,0.009445588344596119,0.5758077130080854,0.16408210842953375,0.5538592158211768,,0.9079579635858708,0.3151854291394424,,1.0,0.35861944137711715,,1.3962322737377955,0.5780032516624423,,0.18161084979567438,0.8454344794026023,,0.8572707860286357,0.5107293958690953,0.04284995538979319,,0.7773945747981577,,,0.34984509408723274,0.0,0.6563963900565044,1.0,1.0,0.8900045845505732,0.03646234552529637,,1.2358579305126318,,0.5168427514669875,,16,16,hde-OM1-4,Engine,hde,
147,51,0.46542728050821885,0.33585490696535236,,,,0.5576774468062242,,0.36783489880982495,0.389992023593732,0.7142429320562638,0.2764605219306955,,0.4608811136192088,0.3681431975246082,0.5380603706706912,0.5111827618775002,0.2759811563268043,0.2513684653280453,0.37512796363012685,,0.3304404929566054,0.30623132129188746,1.4517950286428183,0.5382916919887325,0.4293393188527163,1.56245903628204,0.6423298303650062,,,,,0.2811874024379466,0.4423191095731083,0.6302855802504922,0.46029391039792483,0.569018577254102,,,0.43728339650093767,1.2791566865948854,0.5335905569453244,0.5351205793736955,1.6452412261481448,,,0.24074708823683938,1.5029330089892416,0.6052084411576373,0.6088034770799653,0.3826729564298298,10,10,hde-OM2-1,Engine,hde,
240,5,1.4916121027650622,0.4851634326899132,,0.21996936241158457,0.46748951919083787,,1.5178454043905265,0.4137896084868235,0.1860783050213418,0.22909511311004865,1.0790039445298394,0.9632348488966975,0.4862838048577125,1.4136768299423348,0.6198288490023367,0.6027750252148473,0.9836618070672634,0.5493112742335325,0.8898537106228783,0.4897263870622619,,,1.2495487515957557,,1.1369541424253535,1.47680629611843,0.7570927436252731,,0.16120449332484812,,,0.6478956837331037,0.5268651851993102,0.500326458935625,,0.40306686688297977,,0.45392818725252576,0.6014734586011307,1.4966076265941408,1.5218906859639851,1.0,1.6484964027989453,0.9723322844075233,,1.0512636168616243,1.8191238455022138,0.3125979970238411,,0.2185362608471746,44,44,hde-OM3-3,Engine,hde,
8,8,0.48362115218671275,0.15300431900962247,,0.4644317481921853,0.0,0.0,1.0,0.5510536265997122,0.20346787704694538,0.2282730291580249,0.3653762620342572,0.0,0.7904168311373205,0.0,0.0,,0.4389725242618965,0.8831170101236265,,0.20022209293832222,0.3256453868155843,0.6496933047292761,0.0,0.5256752799989398,,0.03635645365453074,,,0.5819585710516847,,,0.0,0.9479372195319488,0.0,,0.9168417556228871,,0.7087086680987507,0.8750236284965069,0.5961286609821342,0.096719430339497,0.4721284797409593,0.5729006557034155,0.5322801515839923,0.7278284316378506,,1.6945584646304395,0.5593535825865688,1.0,0.44575386383886173,1,1,hde-OM1-2,Engine,hde,
189,21,1.8633344716165927,0.8358418374620751,,,0.43650714884524194,0.483904855536689,1.577357276233041,0.44652702913170844,0.645184476486317,0.6763049286205897,0.4712759305683863,,0.2259722748491413,0.19541815952739922,1.0,0.5262506862070104,,0.5157834508923257,,0.4483507316354351,0.38645179031604027,0.6060832510116329,1.8543891392445893,,1.545371235485007,1.5454199940325326,,,0.31772935895962073,0.4192552861384534,,0.7561428765652948,0.586066860608207,0.7017908804986296,0.6193966854922427,0.7436565546155564,,,0.5188782363233112,1.2051496077743509,0.7572629320168718,0.5591601500690394,1.241228864355302,,0.6656414853136499,1.106486791303089,1.6970535897380674,0.9620943323875283,,0.45319676728689123,33,33,hde-OM2-5,Engine,hde,
