,index,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,target,noisy target,group,level-0,level-1,level-2,marker
516,31,,0.689643946400084,0.15352572142549342,1.37540677033686,0.6042753385457856,0.39573379493065514,1.235646255945325,,0.33134839664844634,,1.5520783895588939,1.6412721879801997,,,0.7227103655246768,1.8417571236934136,0.3148085150078322,0.7950661954565689,0.5252015816650887,0.6891248511686561,0.22128996111262658,,1.445251583468784,0.6383314126152358,1.5180659136156964,1.4749597676616018,0.3283614405434202,0.5862353890356328,,,0.5172376586337188,0.33254852456295975,1.569966535817019,,0.47519409903762316,0.4791513133977931,,1.3991204161609043,0.708506041648924,,2.353998576485841,1.720134809838445,,0.5628679480591532,0.6815872210052618,2.4053185508285435,1.6392974952790729,0.3694611552865529,0.6598532925351168,0.5603544415387363,41,41,mde-OM3-4,Engine,mde,mde-OM3,
510,25,,0.7085274031468312,0.6002321231080773,1.2342663087451984,0.4782686963597176,0.4911948916782249,1.1400028068816512,,0.34271439537770976,,1.7852812270791711,1.4661185651304094,,,0.46084112321168313,1.3459930019026498,0.5452654389407514,0.48833782013833676,0.20119502389879432,0.20004893345883154,0.22264803103566722,0.5467584177415327,1.9168286941079704,0.4407646076963125,1.683629358304016,,0.5875487878374709,0.7125466164854746,,,,0.5833314019754531,1.5734600339378386,,0.43533395828976335,0.7886804913044169,,1.6739387295573975,0.629093774256076,1.737923456250238,2.6822898576997676,1.375763482351559,,,0.6160997826174198,2.3709242856763617,1.632425368909825,0.7013558684226425,0.2793153313251496,0.40344214518875327,31,31,mde-OM3-4,Engine,mde,mde-OM3,
382,80,,0.2530470749595496,0.5858193132662626,,,0.47191301202882374,1.2903642454397433,,0.5431620722077727,0.48343851804718724,1.3781610145666077,1.413376378964809,0.5032987462006562,,0.7301071282511031,0.0,0.2897886718759232,,0.31985164036762165,,0.5543497185168508,0.535762056042033,1.503501421285354,0.9425483412493485,2.0,,0.25690390396543256,0.472265637186156,0.47244080325039506,,0.6354781488003799,0.269482698899501,,0.3263993244653496,0.4159118695753249,0.7858055591678844,,0.7814931934198643,0.18229578922913708,1.8919148243930808,1.547085803067496,0.4189255200224582,1.1793076368611084,0.5351684207731034,0.6176129878393314,2.369868327237265,1.5510536897786207,0.5082860812941541,0.1504628104798269,0.5304905369018651,52,52,mde-OM1-3,Engine,mde,mde-OM1,
552,6,,0.5990326632854883,0.23163352792054925,1.5028320247597584,,0.6663574178039617,1.4785896616124365,0.4141329205891374,0.2715182659876194,,1.6142329444752024,1.425765126695907,0.36560472589989507,,0.6370676524327383,,0.6743250213526418,0.34130874114463733,0.0,0.0,,0.2526917002665894,1.6799573524874938,0.4798330806607318,1.74615441266524,,0.7918085905648212,0.6820662244536876,,,0.7709227316579891,0.6018818981421564,,0.5560205277008209,0.4184992874260773,0.7526103405722151,,1.6972032891590272,0.7664561376377084,1.670505082685621,2.5619339278304385,2.0,,0.8942617456040882,0.48735837779415325,2.3976781713988973,2.0,0.45465280808717873,0.6659112122795445,0.1642336986981956,48,48,mde-OM3-5,Engine,mde,mde-OM3,
471,2,,0.28918052066492067,0.6324841078412504,,0.5633110821219456,0.007772591777769192,1.729003250805759,1.0,0.7036670808208506,0.7471245921359505,1.7578509286524562,1.7191664718397173,0.0,,0.8399142631639089,0.08506425841698881,1.0,,0.6019420410243661,0.42152583159985374,,0.5243805350250618,1.7153644015866174,0.885593202233998,1.6691204439403398,,0.14531561591538875,,,,,0.6055199191990929,1.0011393310721743,0.0,,0.4181328013633028,,1.9018161388690886,1.0,1.3793756833017787,,1.864860052592147,1.7627331336794214,,0.4915146907623296,,2.0,0.3813876301226593,0.4089146972585481,0.4726220459077831,68,68,mde-OM1-7,Engine,mde,mde-OM1,
801,60,,,0.567959389854427,,1.3222983217738147,3.6292083793004517,1.3105191814685915,0.6864825014600858,0.32122001018666574,,2.4013656932713836,1.3882990407395108,0.932982835596817,,0.3012046447519992,1.6856544231645574,,0.4547769019739351,0.3041068367696351,0.6736671846050127,0.5236971576497799,0.4679988844590656,1.7239804265812104,0.653361369209015,1.3554301701854892,1.8063922492829831,0.580133822318917,0.5353674719613448,,,0.5701300144373638,0.6678713026730746,1.4321940716462,0.5426032323591586,0.6250352156168834,0.43065615679650365,,1.263732153350657,0.22700413336339914,1.6098911850579731,,2.5218803874162736,,0.672294487277484,0.5609320802870184,3.5397045819195014,2.4978013169628963,1.5555437982332494,,0.48652913966080563,79,79,mde-OM3-13,Engine,mde,mde-OM3,
107,11,0.563696057034067,0.23493664106053577,,,,0.43209177581027264,1.5009138938646396,0.4182239135015617,,0.7421149494036516,0.3578798308267199,,0.29611155870121775,0.42817345247825284,0.6866071209223445,0.537083135903617,0.547972865142725,0.7613421971461433,0.6352034283233036,0.18124326481087605,0.3566193968525813,0.7337091045896224,1.6140910676820504,0.6566736760257861,0.4839762587244703,1.3426176919919242,0.6001306178482239,,,0.9173849165342892,,0.30573289146783156,0.23707655479007564,0.6205846458459698,0.2967857563845233,0.46327772288929314,,,0.7913182171560924,,0.6321292070415911,0.5403790746398548,1.481288050247861,,,0.3610223580156123,1.2524855102069257,0.29085394532493114,0.36213493114374823,0.262256295952552,5,5,hde-OM2-1,Engine,hde,hde-OM2,
1048,307,,,0.6379405346782921,,,3.5876450835654574,1.640072507272542,,0.023364921989676626,,2.3143124970299485,1.5306922678679733,0.5696076711291068,,0.46386105957242063,1.45240571840185,0.20651534302627197,0.4231229164301405,0.6820283027547576,0.47473188867621086,0.4241258539880463,0.6454793028576493,1.5578963797231027,0.3601085262454392,1.346472745458775,1.527154791488764,0.2757352764963422,0.5933541297393458,,,0.6715142119126025,0.45834885578002077,1.4232032165214175,0.3553870619773936,0.2947115013215035,0.371776273076069,,1.5808355397293647,0.6508670005296513,,,2.594677163910508,,0.3735695297915063,0.6090781948396707,3.6641939158082617,2.3910141687635096,1.5116497920698095,0.3568821238613889,0.7863428680243928,82,82,mde-OM3-13,Engine,mde,mde-OM3,
209,41,1.5342631347800528,0.10717794618002019,,,0.37646602836373233,0.5653515533932344,1.2631053590510537,0.9633655387862041,0.4183365126104805,0.561869309932038,,,0.009839392297310852,0.38580191401725794,0.5768514010229082,,0.10049621367915186,0.4322219873172843,,0.30325654228692067,0.4540510159885371,,1.7919350119315287,,,1.0,,,0.37244129615667426,0.2584146160914141,,0.5657180086764537,0.7027154343730471,0.4555027923726851,0.3979307829832432,0.2470437318020563,,,0.7266336213566704,1.366633207135137,0.5867231485881815,0.25053588535545424,1.561862126222748,0.5589653920304106,0.6688329387783855,1.5968667576313025,1.067571684396702,0.5893594859836325,0.8661404101112955,0.301312571039569,44,44,hde-OM2-5,Engine,hde,hde-OM2,
428,45,,0.36924660549116345,0.733378664796188,,,0.33819663200694,1.2660908672372257,0.4726218139202714,0.5029156373131248,,1.7755080876344713,1.547379386028311,0.10798532946800517,,0.5628214882342323,0.5396761788491709,0.431802347608123,,0.6641331698217614,0.08051249796186565,0.5514658029695387,0.6646311192822387,1.4853603508941708,,1.2035954230066477,,0.47194876184097423,0.8737542095291727,0.24781707930899005,,,,0.3351480168572587,0.45643624338421623,0.5761717854124455,0.5434194426925801,,0.3452555001680044,,1.6331804254493232,2.578508544688071,0.46761823021322185,1.4689443266033648,0.32103406803084905,0.13582183119699096,2.60845237133053,1.1654864320756761,0.4634271131959664,0.7766720662118941,,57,57,mde-OM1-4,Engine,mde,mde-OM1,
43,33,0.6313688037643346,0.5769226130550255,,0.32922592780890736,0.6801482261799621,0.6573730815070966,0.502637974288927,0.158088212601573,0.1522554816329597,0.18852421615630094,0.46148438869818165,0.24365403629040347,0.5810663509724261,0.4319596642051077,0.45166171646955416,0.2713094718464716,0.2107268483368198,,,0.9290314891915558,,0.661166368264343,0.16426948120810478,0.8030615161862389,0.7413618139156151,1.5189758035399714,0.08004724789528177,,0.0,0.6649218260421704,,0.592229318862425,0.5908041585392236,,,0.47013350552558403,,0.9026878769225114,,0.38203820733752547,0.4617500637012698,0.2541767882080521,0.4517080327511241,0.3255954922961695,0.2302163388607747,,1.1225081420311867,0.80121877732929,0.26474839353439383,0.2249985052319909,7,7,hde-OM1-3,Engine,hde,hde-OM1,
848,107,,,0.6923279841519593,,1.4048551193848682,3.589425421895121,1.6744809775111917,0.47485977198624546,,,2.556494757829711,1.432563889929696,0.22778331016636064,,0.6295355180252726,1.7588861598954297,0.645667391689831,1.0,0.9426080069846983,0.5515075703212341,0.2950543794038742,0.4796137203365824,1.520041091034521,0.516526533081115,1.4672006387291159,1.7915647529752836,0.37606769276591756,0.0,,,0.4655054396121336,0.5448529954227812,1.3309731902380288,0.5210146241737802,0.5240871077799361,0.8184418348330208,,1.5893549789318995,0.11899024589550362,1.654328418131691,,2.4323644033849265,,0.5376387141282963,0.38149111417162196,3.650746967960154,2.6079921315570633,1.6079779100244829,0.6209831915598779,0.44682319092771083,45,45,mde-OM3-13,Engine,mde,mde-OM3,
369,67,,0.5044204740606388,0.5041173006240486,,,0.9571396498252114,1.3382343900739144,0.37660033265420195,0.6528517170647341,0.6237887363169398,1.4933582247011428,1.6064762330114453,0.7463506836758185,,0.9031804460260309,0.43370830560033635,0.8775363098390245,,0.6929317431261431,,0.09604317511690602,0.704664484853021,1.825835895100831,0.6630211797474999,1.5456530769306993,,0.6963878696405236,0.5971564633003271,0.8398191892674033,,0.35165608687058675,0.3923337514243948,,0.0,0.20144549133896408,0.48838469979572097,,0.7528985682472816,0.5938907448731727,1.5692021700953327,1.2695664418098918,0.576293618898006,1.4212945575320928,,0.5275500506355839,2.048223116737816,1.5226185958917955,0.2723628818609522,0.0,0.4501872450194729,52,52,mde-OM1-3,Engine,mde,mde-OM1,
370,68,,0.028402019973084267,0.40213309592676205,,,0.7101810206429433,1.5780780267783485,0.4766705574675854,0.3998380582180089,0.4871326977788632,1.6950422538640453,1.5565506367586281,0.37376232607619253,,0.92432462876724,0.5211066084824875,0.21602211803735388,,0.36713094257028855,,0.22946427799479555,0.7867772656307053,1.317641175802952,0.5458491726083978,1.3785277955776865,,0.5999055377693604,0.5720766870452489,0.430626850557552,,0.7211516101149534,0.984166697089548,,0.5742990698486167,0.44233821566911125,0.41919134421001003,,0.5645050783379285,0.8812471669851684,1.476788011888302,1.326854498843252,,1.3657631793726177,0.41472811960919403,0.6663481799557134,2.6500948222907557,1.3060061872146034,0.6222139192476147,0.5818858860228162,0.4622221188676823,53,53,mde-OM1-3,Engine,mde,mde-OM1,
70,8,0.6409576458063048,0.7107903023105775,,0.7905345833337952,0.5511702203315023,0.13991689845612126,0.6645323024188075,0.43511052260066274,0.5489937853654915,,0.3337385595127579,0.820300056270166,0.6906829576421128,0.5962243441829169,0.4830810258054987,0.712934960500225,0.5025827654086447,0.32967762735427475,,0.6305756860954536,0.5436018338522755,0.3005685693991087,0.16358009189734085,0.28018356087475976,,,0.19981760058013612,,0.49133876433414386,0.7621538383312462,,,0.562833708041658,,,0.13055945493087096,,0.4072784574239267,0.44106220404561114,1.920553647726556,0.34854792271286505,0.4680176982395446,1.3492997128911877,0.6130501034142248,0.0,,1.3036860711902993,0.3547938028782143,0.848252520813874,0.6652074893048476,22,22,hde-OM1-5,Engine,hde,hde-OM1,
781,40,,,0.11101526533169193,,1.5702390335657017,3.7135931417088917,1.5069493276104127,0.2407203709962098,0.6444655887086143,,2.045814043722179,1.691682702179619,0.380166921196101,,0.406492174565435,1.542274825900844,0.6177899666458601,0.5834201613097787,0.3425934033436037,0.34850990188287356,0.5780006487878161,0.6861587401397761,1.4103039263002244,0.778464456593342,,1.5525660213898829,,0.3721461568577292,,,0.8592855299621609,,1.2313474757520555,0.46458085158207313,0.5728840742991004,0.3422689228131161,,1.4279071894977042,0.4072835533349975,1.8184237449864522,,2.6259540506363876,,0.6326959105589706,0.6957759970887863,3.5226043211719227,2.6015488308188113,1.4392924794386954,0.6774769023939395,,45,45,mde-OM3-13,Engine,mde,mde-OM3,
473,4,,0.567601549142614,0.2305199529603773,,0.0,0.4317719566179722,1.0,0.6521333266021188,,1.0,1.842501855224707,1.2520110259583686,0.48170073062489266,,0.0,0.0,0.936221844761094,,0.6841915327332443,0.7920023677494029,1.0,0.5015880843036217,1.5378101470143495,0.0929500108232759,1.4482930907810538,,0.3110500870268008,0.4981129345868124,,,,0.32466710835471974,2.0,0.4190525050878024,0.9293259467118418,0.5599711244500583,,1.596192008035108,0.4682629087546819,1.0822527873781218,2.0,1.0,1.0,,0.37591500876831807,2.547666714833067,1.5130340666787152,0.3394171504705438,0.0,0.2475921840130077,68,68,mde-OM1-7,Engine,mde,mde-OM1,
255,20,1.8142737288913635,0.4169363137995416,,0.2314776508661126,0.7387025079229186,,1.4123503229320478,0.9095414370342707,0.9200328769018172,0.7388999103387219,1.7353010064416794,0.29583408583627285,0.2662135864632999,1.6867491654917588,0.3217346163670573,0.7958088847976962,0.8021064176285605,0.4977258541070739,0.2611211614272287,0.03642137900416941,0.48241017110068135,,1.4991792805516375,,1.1505396760691204,1.581534447387591,0.5133517876741349,,0.3653431036506712,0.6356637845673732,,,,0.2854202135307425,,0.32405325808201846,,0.5863848939248252,0.432636881806502,1.437691026627434,2.0,0.5836702943291344,1.634781853854383,0.0,,1.333645301749967,1.7604535506213157,0.5910886978744944,,0.0,51,51,hde-OM3-3,Engine,hde,hde-OM3,
237,2,1.7400070292484031,0.3370893865431948,,0.6738420688817851,0.5529685870079267,,1.9740505855115122,0.4333454570883412,,0.32737088012532667,1.1333708734256205,0.0,0.12094658536631042,1.3507937132004133,0.9468571236388356,0.6125988535747878,0.9068263242853236,0.4585013344752276,0.8342025391568673,0.4912560964235772,0.1295882198165532,,1.2147896829421627,,1.6864512957715208,1.3201429650737857,0.48225010628540105,,0.2241695686349226,0.8342963846069017,,0.44889026285968914,,0.8861957317599363,,0.13400354836411926,,0.4452300583498432,0.79548004887604,1.6870273631134651,1.8840596397006621,0.5194590059740336,1.589526681738462,0.6303049007104141,,1.4123992956328764,1.3591398505744166,0.3955913658891561,,0.7833712380241563,43,43,hde-OM3-3,Engine,hde,hde-OM3,
810,69,,,0.24245157853353821,,1.4707171539228014,3.7463984673895294,1.380772203653061,,0.29443501361409763,,,1.4724767809107702,0.3934515830348654,,0.5087972605187007,1.776361514181148,0.40160686137615564,0.3933878574317723,0.5215629194433193,0.5705180735413856,0.5336437959242795,0.6368679894403115,1.893663477925669,0.4378476036802428,1.6248621713856584,1.561397352972985,0.3503954354919576,0.8103610640212161,,,0.6029247040329463,0.51122255153428,1.662664544154548,,0.4623637261470251,0.29779679106396584,,,0.5580181591290947,1.626771182508927,,2.6779451454089496,,0.5646296411927862,0.5050699944111438,3.7198871295958886,2.9936422453600233,1.8165603881925487,0.5146195906192723,0.8414089042007843,45,45,mde-OM3-13,Engine,mde,mde-OM3,
834,93,,,0.4981635343092197,,1.4149760260265503,3.3031995770320957,1.503776134958177,0.320462971535305,0.06860555658644461,,2.6542086098454116,1.5015699222678895,0.26183424032365044,,0.5937577789218033,1.5549707349637858,0.2858411138169011,0.5075413791835609,0.5403322273885174,0.3934206578826953,0.6087095561144181,0.7144733055135766,1.3799472193155364,0.31207055827300445,1.230031099332299,1.6554605021943658,0.5413680803406788,0.33024197114739473,,,0.20351368564993508,0.3320203665214778,,0.362392276140272,0.36505231379381325,0.3022182949623071,,1.5143148650393936,0.7420873489498624,1.5253815195067082,,2.670646082354888,,0.4169331532697407,0.32326310013551196,3.5759469330507825,2.626552497612555,1.7212100236103254,0.6199662445375429,0.7585514859725688,48,48,mde-OM3-13,Engine,mde,mde-OM3,
285,8,,0.3493829004512361,0.6921958683246896,,0.372358868927111,0.3103372117168469,1.3939720853492499,0.35313138117043624,0.2504721928173279,0.12781823102793688,1.8594458956107789,0.17491289854792624,,,0.12461236962379856,0.625778657923954,0.3763187158981915,,,0.3382797603407983,0.6542121885798822,0.7453379967569063,1.9766486489611617,0.25739023897981184,1.622216607688355,,0.2151751159917239,0.7437425396828226,0.4175951945493022,,0.42729105239332144,0.3420710916716307,0.5530322861643119,0.6205316426458678,0.9898334191375775,0.6729898994959574,,0.7968314888009851,0.7821344990713051,,1.9584485217451655,0.3436634495057713,1.4128875963227587,0.5440972458053444,0.2987803906591885,2.3451680249213434,1.3657767012655921,0.0,0.0,0.6792075654015058,34,34,mde-OM1-2,Engine,mde,mde-OM1,
25,15,0.4281382876526103,0.4189948154680092,,0.2623431140486936,0.715003681286012,0.548730939937978,0.6233331158919554,0.6071012990684699,0.38319430968514523,0.42046040997388195,0.4744402348935435,0.972502571767941,,0.2741547188171847,0.2083816787728438,,0.31868947357725985,,,0.6419454758233193,,0.515560151264291,0.2636045897259356,0.3768067833164109,0.5829833237418357,1.5936478027411374,0.43955388172743415,,0.4453803976001122,0.5115407003927394,,0.502271378111286,0.4770281053431862,,,0.35899598109847725,,0.7697235039009486,0.671443110805261,0.17797745086311365,0.5355738590497167,0.26040397160250184,0.5131794801034509,0.3325467707708792,0.13100668079727368,,1.4703728319451899,0.33010933562783007,,0.6455594638016321,5,5,hde-OM1-3,Engine,hde,hde-OM1,
201,33,,0.7522794131911131,,,0.3747910355413938,0.49652456480684115,1.7780739757343522,0.12350830501189572,0.1599707298914243,0.44635720656654915,0.42574921975355895,,,0.44287907896774775,0.6431277875383055,0.4382276818013244,0.6331255313299952,0.32541118208888203,,0.46961993891631215,0.25587555413744356,0.4204874165036465,,,,1.5268291674887622,,,0.0,0.5415661326270331,,0.3825813105107383,0.8034127503103666,0.0,0.8123934568621148,0.4149939193752758,,,0.08444660578530255,1.2151545764590512,0.0052386921316826575,0.4464389286672675,1.4188170670956322,0.6960643117655189,0.41197461323976753,1.4714768835253296,1.7851848536014392,0.2077874662435009,,0.0,36,36,hde-OM2-5,Engine,hde,hde-OM2,
727,13,,1.0,0.2639816928493708,1.281807153855902,1.2987594160845115,3.7103410682736166,2.0,0.5112320460782384,0.0132668504410583,,1.2461310510287131,1.2447033416392628,0.29708225143946687,,0.7665757240400685,1.144170503262508,0.3553506543863418,,1.0,0.704380658781332,0.73228598925809,0.05744330783151836,1.268070706925087,,1.5653294400212943,1.3694572783296304,0.5840649729422349,1.0,,,0.7235192043903866,0.19556843967968093,,0.2534371250528053,0.6374407486482098,0.7974700805226829,,1.3253701996176175,,1.5276632427128982,2.0,2.783503553913143,,0.18736766955251713,0.9435588174838346,,2.7730816208620324,1.9673068878578786,0.5440285312416598,,72,72,mde-OM3-12,Engine,mde,mde-OM3,
682,30,,0.684036732284477,0.5006261497816304,,1.4628093183878685,2.879086949581321,1.9025441969903691,0.44326682226539865,0.05425022063229653,,1.4387202048537397,1.597886926742463,0.6327231973261885,,0.5848917316815359,1.7923174320703321,0.9476999930076232,0.6307910806114844,0.5510864240079133,0.6109418897066455,,0.28050082776758606,,0.0,1.785654727492191,1.499933363279564,0.46868784476553105,0.38363230861292613,,,0.35918887474964734,0.7566741333345093,1.3367788779458505,0.253972673016183,,1.0,,1.7407152338955871,0.8008032247947486,1.5641987764472822,2.5009801196125805,2.8642940923401614,,0.13984558105776668,0.5327360202588811,2.172236972701021,1.5289032340412316,1.8667161218971673,0.24042615518995952,0.7081710353945642,63,63,mde-OM3-9,Engine,mde,mde-OM3,
214,3,1.2221883984831743,0.3271520584287176,,,0.15488214619447851,0.31448457365308563,1.3498357585300955,0.0,1.0,0.5719851785535216,1.8520829028611714,,0.650752258508762,0.42036254368985415,0.9485669482237089,0.6256825860029036,0.09104708602422977,0.0,,0.6461762420522658,0.6423170175504755,0.9248986734393635,1.5182779463301164,0.09124703639120314,1.4571408134298285,1.0,1.0,,0.9450494145451401,0.0,,0.7191233015215536,0.4614929000058162,,0.2580447026281031,0.6012298465370477,,,0.624109698337365,1.6106599527580086,0.42416884035016755,0.3762842417321174,,0.5875261910312178,0.5177566137262792,1.326082458008732,1.2330713430017959,0.7243418708879064,0.6044007042933116,,46,46,hde-OM2-6,Engine,hde,hde-OM2,
414,31,,0.5911476694001901,1.0,,,0.41526765500796836,1.0740331401694554,0.4504570384775822,0.7060518625320813,,1.4125195833940714,1.5255730992060548,0.15119343397490856,,,0.6250100907767191,0.4534668028901346,,0.3524517014277154,0.4114955343582338,0.3229959963524799,0.7541366311595337,1.45342346613466,,1.6949268742122219,,0.4162368701818785,0.6637512557240925,,,0.42116101315679727,0.8019754557782155,0.5690630787812365,0.35120764908066376,0.6394852030238348,0.45846934099742565,,0.4541324207377231,,1.3403319809224914,2.499259196150525,0.4817252009737461,1.4400462342825506,0.0,1.0,2.661806873131039,1.4745814851034398,0.667470549060144,0.433346692362711,0.6508543828750925,61,61,mde-OM1-4,Engine,mde,mde-OM1,
966,225,,,0.43115561637302763,,1.432256459676621,3.578155204242041,1.4686764630756877,0.5719158339895393,0.4848930356489641,,2.6613955809312793,1.5991908870930747,0.5262433004604147,,0.7014112490053938,,0.8397302642960317,0.5838045270923342,0.2603033618395435,0.35011488431815785,0.531917677789013,0.7503002469900824,1.341224335751728,0.4344005923188428,1.5025135322554277,1.3262753008162156,0.4419288764642776,0.43125011189191637,,,0.6494818284160306,0.3210349104158676,1.3876967961030233,0.3435728495289412,0.503417547635347,,,1.407299788619663,0.7069440781986536,1.7029642701466794,,2.4884422346226764,,0.5204988039271466,,3.647942179116918,2.3946116086897993,1.3037519146204064,0.5312205492168472,0.5213604408318062,45,45,mde-OM3-13,Engine,mde,mde-OM3,
159,11,,0.0,,,0.6058768321589288,0.4883526629191409,1.3806437370543168,0.5019435056925775,1.0,0.6495071222754871,,,0.561659303416891,0.9356738981954714,0.34984144204276135,0.28287653463396945,0.5628790442592511,0.5699233083687918,,0.6882197787943982,0.7608728897550057,0.3516667624763768,1.677546082307632,0.35117387185167,2.0,1.7635128284749162,0.7924821616608589,,0.22130213172801677,0.3044781421358859,,0.02223965086846663,0.291898554085764,0.39716469822751405,0.5826093820847867,0.3028584520250884,,,,1.5702646159616398,0.0,0.8291674941652171,1.546397288475091,0.6574533587410063,0.6132631807651535,0.6417561261480278,1.345153356676904,0.7783079566294621,,0.8064502488982475,28,28,hde-OM2-2,Engine,hde,hde-OM2,
74,12,0.749612556781451,0.32664908664757275,,0.0,0.21199276622673993,0.7778516142437819,0.72230774476794,0.25968223560111814,0.39205759230917103,,0.29264842698951815,0.8258570960129226,0.18095523065262412,0.12398293144020985,0.7954995462027596,0.5120502906863154,0.7287444621609543,0.7424660717506427,,1.0,0.9774319284190833,0.7326022059312467,0.776284614619479,1.0,0.41080800798559813,,0.5756935539534903,,0.23153025053236156,0.7306806533545728,,0.5427225753583637,0.3873698157385484,,,0.813728805225084,,0.5490912500475458,,1.3374552774295414,0.5989081559941088,0.4066558049175882,1.5331322057279415,0.4784016682066358,0.2444621631439775,,1.1705524292016471,0.39867984374042253,0.26375985008563335,0.6689525528643542,20,20,hde-OM1-5,Engine,hde,hde-OM1,
413,30,,0.8466610669157453,0.3853346993868832,,,0.4135826219771161,,0.2748932648276957,0.6097318588079541,0.363363568486683,1.3961482162875531,1.3586542477671013,0.30739140184854996,,0.0,,0.36304107326159923,,0.33427236941964883,0.5930188945586795,0.5104090813971687,0.0,1.4957091065591537,,1.5925119752831531,,0.7969059534742748,0.5317801422835025,0.24858617834624597,,0.1547753734666593,0.6899083948136269,0.7622115379125718,0.644650264405186,0.3558708586243793,0.5455897640091164,,0.27472414096102704,,,2.042514989047184,0.5042668098988462,1.8342993480662044,0.5110893571836945,0.8265402402302036,2.466011924942464,1.5090100052086495,0.4222147149213198,0.7295800609275224,0.5643833395231778,55,55,mde-OM1-4,Engine,mde,mde-OM1,
861,120,,,0.4937495149780816,,1.3989953592352564,3.4387409930113466,1.4924528628585831,0.3959545737302573,0.7276417751973886,,2.7875223995122154,1.2978031536976984,0.3633622991270277,,0.7911909950815125,1.4029924837651893,0.04825736958647092,0.7440776887818407,0.30727883358459523,0.547577877841349,0.5798706749227176,0.5690616373994934,1.5769036675662143,0.6860043355040433,1.6688159144991388,1.6047717511472486,0.5675350335749683,0.38221805301583067,,,0.7153336897383216,0.3516657082224258,1.7528697525517067,0.478314329516912,0.6411244925788768,0.6794125934401606,,1.2878721893187652,0.6952049117325947,,,2.406391156115881,,0.6824582643575051,,3.8206840244123557,2.6238657288777953,1.7928758336141666,0.762798795623614,1.0,45,45,mde-OM3-13,Engine,mde,mde-OM3,
210,42,1.4569307696025193,0.7912818536431236,,,,0.29022321771090137,1.914514084155386,0.9041819356403324,0.4395116616058671,0.5196266471657195,0.6256519856708727,,0.4260246863413553,0.062374221329755654,0.3163380542466038,0.46858908993701326,0.2827937224225305,0.49338095445001257,,0.5069284583526792,0.50359217893324,0.15140730802889016,1.9714499712709388,,1.8879805469420161,,,,0.45109554714921896,0.701332200664198,,0.6449331231838631,0.5576146103173876,0.5165115676728903,0.6475349121839046,0.38490552237460623,,,0.1504873215705648,1.7780297984997167,0.760976443891776,0.593362503002565,1.4655465496974172,0.9199211363350823,0.13728332778005078,1.4993572641668254,1.0,0.47961794818524567,0.43899256351677973,0.809941697699252,36,36,hde-OM2-5,Engine,hde,hde-OM2,
741,0,,,0.7694911450428276,,1.5942598471320317,3.6007557485797803,1.6396204071327274,0.5225767381044929,0.353716194189909,,2.3490409940920016,1.4305316182737744,0.32683304140722025,,0.6773340768138051,1.3456490065567113,0.4754035173687985,0.4483688260054929,0.495889479932798,0.5326634524977687,0.527470408736864,0.5169854747951514,1.5734741834296717,0.5359697139448402,1.3328992422174555,,0.441293994276427,0.1276807091543736,,,0.5666249305157947,0.5527188073405059,1.6328034504212707,0.536890612207593,0.5012983120451593,0.3522987883044194,,1.5729495235865723,0.6256630514269087,1.4276201725693252,,2.6649184844391596,,0.6488649148240663,0.41271922305561326,3.6474565178585925,,1.5260871437076973,,0.8554706376011011,45,45,mde-OM3-13,Engine,mde,mde-OM3,
880,139,,,0.7554728005459111,,1.432562158100417,3.6893014877183616,1.1943643393999024,0.3199584158796291,,,2.5097239712104398,1.5146615869008653,0.7299303530088285,,0.1351381929995768,1.7703119712688242,0.5210316690577621,0.6282937808539424,0.8154623670627261,0.6682000110020458,0.44874837854088967,0.2928606311040189,1.210143011292853,0.8319020850447075,1.4656192616092203,1.5365832366358532,0.5441094341841982,,,,0.5475064305655031,0.31269527423214094,1.385130929154057,0.7241340963307733,0.25060845865408005,0.3477284664790361,,1.7019625631461057,0.3792457441304178,1.666540846176411,,2.4783740466799666,,0.6413106220013371,0.4801023727224367,3.3659106750432928,2.596798405844194,1.4871195764749094,0.3328292842982895,0.888892641320332,46,46,mde-OM3-13,Engine,mde,mde-OM3,
441,58,,0.6688954956351162,0.6765884054384725,,,0.48361811996144605,1.57824757164418,0.3403682520491395,0.9681841870934113,0.5026741618582746,1.7072077906032113,1.338457385484933,0.7702417350139302,,0.2858619687255739,0.3323283116658886,,,0.37664966919484366,0.32532250909947874,0.4681784146142175,0.25984077894697105,1.0772015853007149,,1.6401873461325895,,0.6052920715736634,0.0,0.0,,0.9258762720698694,0.5800616995652299,0.8901430134059081,0.4230732379592095,0.5703600750122755,0.5362898582169874,,0.452164453252541,,1.2490719603663571,2.6814937319299226,0.4110977344680567,1.6554965788790614,0.7739158984967801,0.3514402260956102,2.4610603217260714,1.321661147331323,0.9477674730792058,0.42826523232381697,0.8443519917051983,64,64,mde-OM1-4,Engine,mde,mde-OM1,
