index;F0;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;F17;F18;F19;F20;F21;F22;F23;F24;F25;F26;F27;F28;F29;F30;F31;F32;F33;F34;F35;F36;F37;F38;F39;F40;F41;F42;F43;F44;F45;F46;F47;F48;F49;F50;F51;F52;F53;F54;F55;F56;F57;F58;F59;F60;F61;F62;F63;F64;F65;F66;F67;F68;F69;F70;F71;F72;F73;F74;F75;F76;F77;F78;F79;F80;F81;F82;F83;F84;F85;F86;F87;F88;F89;F90;F91;F92;F93;F94;F95;F96;F97;F98;F99;target;noisy target;group;level-0;level-1;level-2;marker
231;0.6848967015328852;0.34821264140860486;0.537616988698534;1.7020196553307165;0.4041926898438157;0.3735960740351879;1.7047233228004608;1.6599755218569234;;0.5207904236439158;;0.42300012938424436;;0.2582762323271927;0.4748646031232239;0.43517761910742103;1.4482644589842202;0.5289697481926543;0.588604457820613;0.5767748104908209;0.6723183090341059;1.2526183787175085;;0.6335945841935076;;0.7019342316768814;0.6852444171493718;3.559132876740897;0.1698450590299398;0.6487965257397639;;0.1770074632796543;0.2864937577181678;;;0.30134361692870554;0.5696884467877125;;0.4496248915425502;0.6437223087661624;1.5840228035476254;;1.6060633517014973;0.7438065938977914;0.32502219091523826;;0.27406438495647745;0.4181701636910708;0.4997690298680108;;2.545203377654593;0.4391536473709686;;0.4258498809740674;0.5189825556969877;1.6685908197504942;;0.34230111334583696;1.6940765181101598;0.5100503057373103;0.5639588786285493;0.27044096431531517;0.45806034552091923;1.4564736269564276;;;;0.5301521514125903;1.6529488441626579;2.617894987903401;0.2846501967115742;;0.3264730173157143;0.39860273473681135;;;0.5136297349285024;0.6768845009394492;0.5812804982578325;0.4585571549729542;1.6248959536815326;1.5156776777293184;0.4830714713688825;0.8587799722428797;0.5673944012965745;;0.67606783101057;;;1.426120902322996;0.48986613603307944;0.1869174087546064;1.4724621283509898;0.633839991021779;0.21549153945512114;;1.512376941286512;1.2635756996916012;;0.47526717294903775;45;45;mde-OM3-13;Engine;mde;mde-OM3;
2;;0.7307063233886463;0.3283561394980612;;;;0.4891864217549441;;;0.527823646234319;;;0.3832504605426043;0.3835630862665129;;0.8134659966712279;0.048415774997358205;0.2404677561740505;0.5109193813866404;0.6462366838031552;0.8171615689502758;0.3413643729368547;0.16502913015777085;0.8803012023467783;;0.6755760287882923;0.18404995765548926;;0.39937982142081757;0.6099980095471256;1.0;0.6580489400990073;0.591734602539396;0.362901969912829;2.0;0.4562079981852297;1.0;0.49700978401912305;0.6910710126356512;0.4923657105933834;0.7377073641227438;0.4387666073216441;0.08311239646596247;0.2718813227054929;0.7735222613293441;0.22746553852560933;;0.40004026496652356;;0.21682694240760786;0.7389355797797774;0.0;0.5006865070536684;0.641108491793105;0.0;;;0.484102187193908;1.721443240292452;;0.4188685288376634;0.24643593141553483;0.7845603749175059;1.8707443244908486;0.7284068567615526;0.38711833732685497;;0.7461768048606061;0.6571893912585546;;0.19669565542490836;0.8518710670978481;0.8527591589862584;1.0;;0.11581365390746877;0.2962530846259701;0.0;0.9419165280820074;0.3924846767920828;0.39422425363839414;1.0;;0.7036028146653497;;;0.4971621227096054;0.44010311826320087;;0.7025265509696949;0.7170379554435656;0.28707772893171757;0.6995539536056566;0.5876499504487507;0.6832200039881791;0.6086579862493444;0.72859594114844;;0.13181733056029765;;17;17;hde-OM1-4;Engine;hde;hde-OM1;
7;0.15669737520960708;0.8215381064418592;0.2975416905817451;0.31210818277845304;0.5209050473962531;0.2528194854160816;0.0;;;0.12847057018621771;;0.6457656668461702;;0.32593974472438414;0.4363650321755256;0.21632602196889608;;0.3908441716544057;0.3925020873229213;1.0;0.7296774217695923;1.5607504607587588;0.40199513636022066;0.9340852596648723;1.0;;0.3734457864673752;3.441099519636196;0.2559783856852337;;;0.4583344647883301;0.3533805718159106;0.0;1.1382705876338424;0.02014246254863204;1.0;;0.3695384172575922;0.13710624615404596;0.7215090194152421;;1.0;0.2543280182901769;;;0.42640781616358087;0.0;0.9767510977432154;;2.1579745915392206;0.1378834147757676;0.13544325353852985;;0.547856330684917;1.5767107577866477;0.5953104294809389;0.5838521898590288;1.77074753261598;0.0;0.3031356321601161;0.6948980719208182;0.15537451419066967;1.7097636957937907;1.0;;1.0;0.10560304464133065;0.6554235227499182;1.0197845486758446;0.5806030016432169;;0.4869374928718626;0.5564476420185658;1.0;;0.43940856710970094;0.8501749121517973;0.0;0.9018130703052829;1.9115146658936535;1.8383988533680917;0.09490752644987653;1.0;;;0.5023248546392852;;;1.0;1.0;0.9698345218442289;0.44837908008909866;0.18455367424484448;0.6779716338662698;0.03641631726394542;1.5119114407323673;0.41852794938494425;;0.6958482359127044;31;31;mde-OM3-1;Engine;mde;mde-OM3;
103;0.25435947146855187;0.593798061830835;0.4042666139154731;1.96888062054298;0.5854353829202757;0.23709462359014966;1.6893470038570089;1.424125222382549;;0.41592094452387174;;0.3123567183534703;;0.3724711634386047;0.7092052857126782;0.2799514810593107;1.4712905212020488;0.5749225512509766;0.593848379679633;0.7568996729884866;0.4620339715487813;1.7608775302603434;0.5455835379812161;0.34740891679582264;;;0.28759464781850463;3.6366219545967615;;0.43727142899420385;;0.29364576153617195;0.4096884095019682;;1.5682703720903715;0.6606291194914268;0.6801962065875821;;0.5477274397912839;0.6361684130826412;;;1.9812754867126803;0.03918417254002535;0.3538242659821885;;0.6667216002477923;0.5921239104914454;0.4468015083017942;;2.252050232013934;0.4820385324316844;;0.4598177063613637;0.996198685667914;1.6898756753545943;;;;0.5439122308257982;0.36987296238601514;0.38969092768992825;0.502129519061587;1.6882602896470913;;;2.744519003621917;0.16884262114709725;1.7345777033030925;2.5078028421647347;;;0.6559191823876226;0.23343885957719407;0.6141825833717619;;;0.7520967438530145;0.3862772221818684;0.5763588452796968;1.1685281013762094;1.3653899891968162;0.77376759414857;0.4893154474025149;0.6553091113358944;;0.24165144158129612;;;1.7398899318890169;;0.40594676929096635;1.5017973752636138;0.3139247911177744;0.6753271159728211;0.37913386282339384;1.671813738115597;1.667891653909677;;0.654930696705815;46;46;mde-OM3-13;Engine;mde;mde-OM3;
1;0.09799973031966965;1.0;0.2947166544168307;0.9182214284868634;0.6606315755373051;;0.3287301429366649;0.3413909489067039;;0.4675234690951232;;0.10180982056315005;;;0.26038755278194275;0.39307360644664857;1.0;0.5044721392675934;;0.6438374046847829;0.5495986028745429;0.0;0.19650925384080337;0.7550470421159917;;;0.1413646929896249;1.8530809000397332;0.7420638067949484;0.30943399984762665;;0.5216203777649921;0.4807134023409345;0.40336037118979834;1.5645947771361817;1.0;0.29843534284015766;0.4200834593213513;1.0;;;1.0;1.509654380671641;0.47262800548708783;0.677588839417554;;0.6345916964173566;0.4283164714629732;;0.9274710291363953;;;0.543093169645049;0.7390588645019388;0.6330489242759727;1.6048598296501924;0.6413583492919469;0.4954517799536909;1.8934462693866396;0.8440680530603076;0.38703065363838557;1.0;0.15599709021169667;1.3775077846003723;0.13537116743553715;0.9398652787943538;1.1265117251339747;0.7791275885268975;0.7038067542978378;;0.48223163632906657;0.5399027983424055;0.5287209143529039;0.4129622105250748;0.020908145928490628;0.12017129567814258;0.0;0.7357101972647645;;0.5702443191772666;;1.3725663852208263;0.6330836646802487;0.5110401963233462;;;0.6983524656451054;0.5833451308460961;;0.5644839974549342;0.5789036039784516;0.33388852416358816;;1.0;0.5448732188952143;0.11687388260514436;1.5128259004260793;0.4872747717361863;;0.6721916488620833;30;30;mde-OM1-2;Engine;mde;mde-OM1;
10;0.4638589476697183;0.10440173353878648;0.48969499596821203;0.02931349047181993;0.7287532621769334;;1.8045078948921551;;;0.5592503815356027;;0.199426508966566;;0.20160599382951383;;0.5775217643797194;1.4643911693541005;0.770499665870916;0.0;0.36571073566682505;0.4952511659996126;;0.6781626215538367;0.49036753451629933;0.0;0.6413951790619934;0.31984074064950957;3.769041149263825;0.648175573078239;0.33775608089250597;;;0.0;;1.597874606256246;;0.4503495873927657;;0.16432302868294787;0.6321850820200329;1.2048462871927246;;1.5102978204818176;0.48111446609430464;0.5153911987485904;;0.32783791898526954;;0.7915860453972875;;2.8212274398375152;0.6907923466209911;0.11893209525330481;0.8618120303572554;0.4507844108102108;1.761176347476959;0.8915927032893214;0.5079780530397555;1.1308607219016769;0.11449359035983651;0.6599710801026053;0.2600566709733653;0.4854435723658372;2.0;0.4258940817911056;;;0.3904048554287511;0.25184396044072493;;0.7568000166582612;0.032052834273713963;0.5087023147958157;0.028790134119998353;0.28876313883686894;;0.6533250116600915;0.5347343363770731;;0.4413409829063388;1.2351084420359488;1.4025438964968489;0.793434473417799;0.35466346266634424;;;0.17869235475713946;;;1.7574143665316617;0.1578279287531113;0.7844016346601763;1.1303186063460677;0.5568961310344734;;0.8254161652721307;1.0;0.6306182530375163;;0.5823873548401571;61;61;mde-OM3-7;Engine;mde;mde-OM3;
27;0.4589663054823734;0.46940727524270826;0.6939040015290434;0.46450400939543823;0.39329080554742446;0.3691587790960755;1.3619180340574597;1.4397782931645458;;1.0;;0.3882042160330369;;0.5009545136306504;0.5585484243400294;;1.7490349352437553;0.2774179226907357;0.2203476725317742;0.6893493143979607;0.8594534679090929;1.6408425475091684;0.543758458392312;0.5983345277523927;0.6303839041670148;0.483399174207641;0.8492040912507521;3.5446473528933495;0.1528611516292657;0.0370740944678886;;0.2985221092843094;0.6032020310630434;0.3120831469534993;1.5582048062469722;0.4293771631262274;;;0.35937269736785343;0.19429172422708313;2.0;;1.297463254819922;0.2439463075171854;;;0.0;;0.5761259858258915;;2.5846462156832613;0.3369703946194025;0.0;0.12496964467811648;0.19092917725472305;1.510507524488575;0.3266418974517116;;1.3836053877318906;0.739444006949892;0.5239476335036468;0.33225035205160963;;1.3889051406671293;0.7880578440346717;;1.6981784239294822;0.3731382422936075;0.38882918820981016;2.0;0.6959351846580558;0.6313432834359127;0.17846140984963674;0.5664446468146276;0.7542167295693136;;1.0;0.51952007446613;;;1.2582745792874188;1.7571007845603785;0.31285251596342356;;;;0.4268876184510544;;;1.6467236495095214;0.9688959272145832;0.6922915120286565;1.4788631688078588;;0.5182231656493209;0.9351368687087876;1.607020965599562;1.7087942251492438;;0.29769313375933215;64;64;mde-OM3-9;Engine;mde;mde-OM3;
4;0.3189504679279895;0.0;0.0;;0.3925598469897677;;0.7340384962197967;0.9693515312432444;;0.7721391149919918;;0.42624479537471704;;;0.53443927155093;0.35013150914053914;0.8343044663100287;0.27055916211209996;1.0;;0.16873400333963412;1.0;0.24225175064110735;0.41436595897543116;;0.0;0.0;3.0;0.0;0.7213116258858128;;0.21136918198432583;;0.3710674762114853;1.4811117770253168;0.3499434304547192;;0.0;1.0;1.0;1.0;0.0;2.0;0.6614191070270878;0.0;;0.3105825893196704;0.8947876568386823;0.2200468791704465;0.7292625449857436;2.7808015427497645;0.5982579340816103;0.38236317600396263;;0.0;1.9911143064341519;1.0;0.11201927313986229;1.0091840102292342;0.7365106089414376;;0.1650785874312086;1.0;2.0;0.6011960693932298;0.37152393086010216;1.3708192635159373;0.6438789458158972;0.0;;0.7024236856193966;0.3455241425721402;;;0.5278084716108935;1.205093283436194;0.03604848497552356;0.25508217339609857;;0.06016292450214463;;1.7052244225648763;1.0;;1.0;;0.1502701883686609;0.48375961944446844;;1.289018940586114;0.5430408271192068;1.0;;0.44793654191004206;0.0;0.0;1.867250531079263;0.6940669199544172;;0.5191463841356047;69;69;mde-OM1-7;Engine;mde;mde-OM1;
196;0.5312013015187763;0.47292564044978175;0.7863700857488725;1.4324474224501176;0.7418504255743079;0.5262676703676648;1.3358037092434691;1.2974650681066642;;0.5090699173229315;;0.6409489599827247;;0.5387092510820531;;0.3784319474884367;1.2726363601584758;0.40574822687781403;0.3860509108762222;0.5041073137633554;0.2579543517255955;1.501369578858068;0.48914133986260294;0.5197218219840045;;0.19175510010110183;0.2518338545670459;3.5667139313199123;0.41329542161507965;0.5410727377975237;;0.4784156086311267;0.35136546132286317;;1.5329957473334588;0.3322304965171132;0.606787269093557;;0.5187175580629432;0.6385530546030658;1.6461319099603346;;1.541964681493572;0.26067019541629266;0.4625686005069677;;;0.2409594670735981;0.2522274397833865;;;0.40080368188492893;;0.2739834504222079;0.5966018498273871;1.5345088774804991;;0.6912338006466661;1.1935024646070036;0.4915282199113928;0.5125853773636588;0.5242363587883049;0.45004115335897305;1.5490558831856558;;;2.655933837280455;0.4703491037968252;1.66025890813239;2.4965237861610747;0.6318971810986865;;0.36704424223685433;0.40173959176181745;0.3468573573792977;;0.7914346349355134;0.4282856901351809;0.38308750726251795;0.5210869262030152;1.5686710962745398;1.4897213523716364;0.29504450831487017;0.28511844863394387;0.6966460592139564;;0.5955266082803663;;;1.4369815300983202;0.054922661064818044;0.3708668592351796;1.6789561253009886;0.5380209425825574;0.7045220995033125;0.42243006187975707;1.94163264762187;1.5991094140084114;;0.6929435918605606;80;80;mde-OM3-13;Engine;mde;mde-OM3;
8;0.12939266606815955;0.08880637291674767;0.32809191827872947;0.6821706288635913;0.612178039927686;;1.3294977894017879;;;1.0;;0.6557932280070854;;0.638013161073763;;0.5231016329902513;;0.5416169478253954;0.9162497943475403;0.5257410923150722;0.23966386768382072;;0.5409127453813366;0.5973830131785031;0.7854127207415136;0.3456289649767159;0.6668156542557659;3.0;0.8566689646830639;0.5827033800834445;;;0.5857801755056534;0.1742647723665925;1.2237735575558457;0.6759385605214807;0.944787146909025;;0.410183609963365;0.0;1.8718768537832138;;;0.4506255382438624;0.10900548634986668;;0.544609484921451;0.08875561823018446;0.36035011692264707;;2.364240059651831;0.6172847554304904;0.5154023586507575;0.5596470494876448;0.7039009789109232;1.2780949513893778;0.9429147824571671;0.526682497142528;1.6848302377668896;0.220406856133562;0.27056128599570417;0.017520625665646855;0.3139633230123316;1.5636962229361697;0.5826309944331135;;1.4064280159158733;0.9328527376857076;0.6514527187122076;1.69766725673849;0.37571247797991647;0.640780181276185;0.6897051934283088;0.8472217233931669;1.0;;0.29307219236575865;0.6462776458768141;0.7662149498710198;0.5925173951944771;1.2129754590041015;1.6536809229088822;0.5473302794705501;0.5950695960396898;0.31536986774384296;;0.7334471266866546;;;1.5803816112507025;0.7036406746267119;0.46012848273284784;1.8100996941882568;0.45204351027979994;;0.6709838646678059;1.7143177367623275;0.8082107822592091;;0.6104246458720598;61;61;mde-OM3-7;Engine;mde;mde-OM3;
173;0.6253905176794115;0.6577342470366094;0.5403638104202455;1.403474005308575;0.5462024762500212;0.5904756891285241;1.2620427216070693;1.1805732852810034;;0.34946705827644525;;0.3664617391628748;;0.33901943545354746;0.4669639825663315;0.31023051693150006;1.1768328370241121;0.5264791180580078;0.7027230031050679;0.3665728995120725;;1.4058586850798094;0.5284342750064749;0.43334539743202677;;0.6976211270762929;0.6333232669977626;3.614471601498817;;0.22639883666629165;;;0.6220516516837594;;;0.47257805680260023;;;0.6181798548366921;0.49915062508431984;1.8298251247821948;;1.377423287663024;0.43446919937279216;0.6324107510050181;;0.5689156388365508;0.4458943612870008;0.5175314436631299;;2.503778797833791;;;0.3206554042192227;0.40487204754308415;1.819251857513607;;0.13803304441925002;1.648064164945553;0.5892992808991901;0.5099834437598783;0.5369527216813357;0.66014794076297;1.7545091034584726;;;2.4662881493508646;0.27743357549504605;1.2721088094400634;2.569596302297685;0.6138470459537326;;0.48767729662014975;0.5866363019333221;0.418731951385059;;0.4748705952824049;0.3028337947154902;0.996119937405111;0.6802355814283588;1.410278842544114;1.329925498549177;0.4111947140754717;0.133315296320956;0.6124727935547478;;0.45497328046353686;;;1.3442185467904757;0.5322426697674307;;1.6100160364722402;0.3853657313917568;0.7120744511604098;0.5566322568098818;1.884962282933171;1.8529445802051243;;0.6174059918972262;48;48;mde-OM3-13;Engine;mde;mde-OM3;
9;;0.38128703640278105;;0.3845705698628617;;;0.45272576430292233;0.42859184624008595;0.5744502848109211;0.24761607552657536;0.4724367193294783;;1.0;0.13548271271721912;;;0.0;0.0;;0.7298154916964503;0.863484005169823;0.1846124418604532;;;1.0;0.7978373461780537;0.0;;0.10731462947793231;0.4133240016846101;0.5369646990025196;0.5977366838102645;;0.8232454690323149;1.74383492123361;0.46888544429962853;0.1230485847454169;0.31941019678978727;0.5976808532749088;0.9569064321482847;0.07367267305893015;0.7463594240486723;0.25233571929189585;0.11868925306777271;;2.0;;0.23705029474533734;0.0;0.6822483123989109;1.375451860479904;0.24510972052643049;0.1580351486700685;1.0;0.39025648044648203;1.2642965605054337;;0.7010758693288627;1.2101788420944875;0.546467095272286;0.3431250389464226;0.1130389248066917;0.5386398050119169;1.3413763240072956;;0.5007324493567422;1.9508160517700817;;0.6202605081072053;1.529973328948707;0.7011590317851031;0.41699138684111864;0.29159489135324884;0.0;;1.0;0.0;0.19311634341832398;;1.0;0.14608043760664816;1.727446341429506;0.6539161199731125;0.6478445897021607;1.0;0.5503183968306401;0.2964570584495671;0.18819267465803377;;0.5603514311360352;0.056782514768493136;0.4581671023305016;0.3347022458207621;0.4996998293164713;0.446905793585546;0.9344708140787689;1.6774527275235793;;0.8423392581495494;;46;46;hde-OM2-6;Engine;hde;hde-OM2;
7;;0.6070466366967074;0.46452692909620397;0.8703047119661679;;;0.6528474015834325;0.7164070925545258;0.5013095266400419;0.45639000081601827;;;0.604380885828321;0.716331855268561;;0.4671323945424498;0.49249355769806563;0.5020953907640227;0.8177959779255359;0.15131271775101238;0.48694055485411486;0.24368602442988407;0.873164548767518;0.35350423557682314;0.3547211026150527;0.5772611475279966;0.3214518898469092;1.650784875556476;0.33282032633558634;;0.2963038470744522;0.6866884284993926;0.8394639034291095;0.40636830858040945;1.2821517352675327;;0.26656127855117945;0.7055311692454932;;0.3899991720111096;0.7309509134664575;0.5956642686296183;1.0;0.26414366520536525;0.45075364706004906;1.4898535656764285;0.9526518159184811;0.4156682766954993;0.7645513785954324;0.45421603841535807;;0.7080253223232743;0.3640925617044927;0.5934841326414453;;1.5954493977482544;;0.5320255485379624;1.47933357570429;0.3834075372239759;0.5543971196607674;0.07737586950212232;0.7147714866528475;1.4534726491457208;;0.3666461011235391;1.4692589649594787;;0.8560384666828594;;0.5996314287540864;0.5724049679563813;0.5434420745502035;0.5193889603663395;;;0.5448038826761011;0.5904191064515314;0.15006391705604633;0.5244311233058113;1.5065930417983395;1.4776284717617612;0.4297326302812805;0.22714919704061182;0.532382997574598;0.5208600177403799;0.21559722437523066;0.4983680571857207;0.002706645420474766;0.16898023900730527;0.1193773809405519;;0.36615406101718556;0.7110233694505467;0.4532180407966954;;;;0.6799539315521721;;44;44;hde-OM3-3;Engine;hde;hde-OM3;
6;0.7041672639383105;0.6373643652592839;0.7536891758970748;1.1617468582633745;0.0;0.36068517182507903;;1.5264574574622274;;0.18493023048674487;;0.26371965382739804;;0.45127026066208925;0.4809477513834164;0.6568454536825798;1.5799326396452094;0.940792471716206;0.6284413478274666;0.6130397950859505;0.37503232590557095;1.9150317798158683;0.08396170528617344;0.3648400086752569;0.5566808552937088;0.30972147730348865;;3.279491874035206;0.5638731816495859;0.4599645841699592;;;0.5031366028500304;0.22789199186907694;1.2286395627519053;0.5561812950895966;0.21112468011058796;;0.4484585175336516;0.46046037261660183;;;1.3588884963656849;0.34191109627114724;;;;0.1775157246918538;0.4239048461890376;;2.465967580694319;0.6389458366294556;;0.30269715369922506;0.36336862260499075;1.8867403915801495;0.40368152545047753;0.47807763092073324;;0.5508777132968726;1.0;0.008685815342698236;0.674484625421839;1.5136556955971594;0.42341944410543625;;2.20520116871928;0.37684094478401164;1.2281196863934722;1.551594302566419;0.0;0.4068747657218326;0.16676700108320436;0.5941139720928185;1.0;;0.3867834642130298;0.5374000520741041;0.32900729019050406;0.7666666448245112;1.7191968697419482;1.1369909784308923;0.5758887937897572;0.3534140881399405;0.626552616935051;;;;;1.8101114437713974;0.8041051789213838;0.0;1.368007775580755;0.2781203703892379;0.8185435859221942;0.04323229276560523;1.6510656971573487;1.5498010043728203;;0.22110306051145753;73;73;mde-OM3-12;Engine;mde;mde-OM3;
33;0.9305438099990467;0.19356816486914807;0.7317117207453048;0.8072830618103121;;;0.5567907061598881;0.25074380492530857;;0.709830960386743;;0.0;;;0.559446925139903;0.3047896145588062;;0.706070834065681;0.769134975781582;0.39835134989101384;0.55856883081146;0.6461918387809261;0.7119266676022334;0.5835271724143852;0.7914363212719046;0.6533170160868703;0.31711363149712934;2.717812815820006;0.32051260014121274;0.5308998525737857;;0.14907109569952287;0.6736147166055979;0.4713072980486121;;0.25574793468418006;;;0.5434167725575216;0.34227944668812327;0.47844017336628963;0.4158557092020247;;0.2561157392121319;0.7252675195483775;;0.8485553163690372;;0.7377750927164854;0.7340927404955168;2.3852587664141467;0.4078893544083835;0.30601644537851325;0.39513999636439323;0.8779583035863794;1.38292622202327;0.3003660605070181;0.17568667784747358;1.8939622464606265;0.5470040296916412;0.4874428140213286;0.26493092415419667;0.44620457164179955;1.2912428528397908;0.6216374255732918;0.9180374426633862;1.6943004268462838;0.6750912766885447;0.5198602297770842;;0.9846337730734623;0.7686035442292833;;0.8308438996215759;0.6934481283630844;0.7008064630550231;0.7194852312018761;0.4826138243388761;;0.1087909859613978;;1.3701200077356392;0.19205438262396154;0.4456011154495607;0.7314101406382797;;0.13330351536175916;0.3899476754336165;;0.5488299396787587;0.2832637545131552;0.498256184098929;;0.8336359830895721;0.7581903384533594;0.4677379270750884;1.3772527601802302;;;0.520023446530402;55;55;mde-OM1-4;Engine;mde;mde-OM1;
22;0.8426336467931262;0.7815411391248256;0.2987704288993342;0.689927389586625;;0.8208054538990036;1.2622400545330505;2.0;;0.9267859181521702;;1.0;;0.5226015040124009;1.0;;1.15527119960408;0.3514341694287303;0.48811474024023715;0.43792067856027983;0.42386295637356947;1.9925696357986347;0.5181420487876733;;0.6031656412691198;0.8326114857023214;;3.562316053272058;0.07117853223486131;0.6334380329931784;;0.532999113101765;0.0;0.9758294519003269;1.924968364645589;0.0;0.09056362282830822;;0.07941402640144517;0.0;;;1.7571945424083943;0.41241042657601984;;;0.5312897588283501;;0.6564078491194736;;2.0295448554795543;0.14522081657373787;0.43422964061034053;0.44137193467316316;0.8054180394748766;1.0576411849781853;0.06713824824413049;0.6495345601925192;1.1269348352299597;0.5628946044133527;0.675616607877899;0.36648180459902857;;1.0;0.20155970631446804;;1.4276452040506755;0.4187722526014269;;1.131517644501984;0.46069607102687354;1.0;0.3764420943013703;0.9306729684203859;0.8616653202848181;;0.5376726852781352;0.23857217508350567;;0.2709610437426685;1.538861086274928;1.483249635435279;0.19261167874355034;;0.4078296399642048;;0.5539241784102861;;;1.4543100869124532;0.5000395423218073;0.8156680944841921;1.4286000914557941;;0.6117871377529117;0.4734123606417702;1.7032804510160091;1.2123814484857178;;0.564249879410131;63;63;mde-OM3-9;Engine;mde;mde-OM3;
17;;0.6015673057977573;;0.19582349695565165;;0.981061057454756;0.6224381218031898;0.3440685701201271;;0.4417993027151835;0.394079922393858;;0.14498968558047373;0.5344737757142147;;;0.4657666753573066;0.038352065722783546;;0.3748064804600157;0.3906122878269825;0.3657192220498209;0.9242083751842544;;0.5190581187841161;0.08164257649549587;0.11166811295758228;;1.0;0.5824024560083475;0.5757447941960739;0.21713042189440826;0.5577221677626087;0.6583585456307236;1.6474347849920634;0.6078547106518235;0.3619397100983035;0.4156563654598407;;0.34367370664999847;0.4569288318046569;0.23773568674827777;0.47445198219248064;0.6728555734487188;;0.9894123605934027;0.49782971749612204;0.5925301585776769;;0.9302585285603457;1.5287100142711485;0.4521569639880593;0.6087688363907251;0.8640184431589338;0.659649797510774;1.6658667146733248;;0.2534842292750674;1.6536534408220256;0.29897540503795483;0.48554063723502044;0.5798582935729722;0.26723421267784453;;;0.22667923594909112;0.2081678048536987;0.5025012668443438;0.39444374851790537;;0.58706575202207;0.7082119613068362;0.29379902306019484;0.034712363633131085;;0.1471827416419586;0.3289935531825272;0.13087561824362307;0.456656021285679;0.14548497430317456;0.0;0.47255320642927146;0.5529035965760151;0.35262050956273033;0.4793316605252748;0.5966939007951492;;0.38531981240089686;0.5302311702251065;0.573076413198119;0.8407147948407778;0.541723087449109;0.6080520492930429;0.496645610187028;0.45041826170947874;0.44900385545892085;;;0.2928468605337367;;23;23;hde-OM2-1;Engine;hde;hde-OM2;
1;;0.8570786232511072;;0.7616360281016246;;0.48920834589158796;0.19700389171913854;0.7263448186822467;;;0.4006261586557143;;0.4757226154058393;0.6591551228437629;;;0.16970025634825225;0.7802042259403948;;0.6335801903256469;0.0;0.7479499147188752;0.2067903949120127;;0.4036018525039963;0.3285986803588703;0.23985578168119534;;;0.4721643242791101;0.5857849482642611;;0.3958489371766107;0.7458273411915125;1.3250274748403084;0.0;0.0;0.9654170872743257;0.7683376985348217;0.34861494102788904;0.4661073553120016;0.4340898075179258;0.6997423406469002;;0.08015947103793004;0.15783273236866757;1.0;;0.9287130083235822;0.4408994027016787;1.294715868155294;0.5969229139315066;0.6556957519289012;0.5741990699678698;0.6652755758431207;1.6907904671181044;;0.696523882297744;1.0;0.3388977766840044;;0.7161144035205625;0.47821722757280577;1.9765573636861204;;0.0;0.462844719080621;0.6464900794832683;0.6377855405646728;1.3060704589127188;;0.587652369069681;0.0;0.5480470194137694;;0.061323113804390934;0.0;0.7658215104379508;0.7846763295791713;0.2887069409614051;1.0;0.19059687340357573;0.6641796430271999;1.0;0.37148955437768455;0.07936949383083093;;;1.0;;0.3360482045140923;0.3100571419067718;0.3666992239141619;0.1812883478401441;0.48250184674296936;0.3958523771774421;1.790288278310456;;0.19161023710539943;;26;26;hde-OM2-2;Engine;hde;hde-OM2;
105;0.8640444456357471;0.5636873202755096;0.6816974638850133;2.0;0.7198237387238469;0.3742619679801292;;1.367273792266074;;0.6039760441647003;;0.4404527363969172;;0.849703616801822;0.34494162360496683;0.491416521830561;1.390926292506761;0.1309822158079521;0.7275048947632836;0.5522889338981984;0.5703480195005648;1.2358449328521801;0.4163140400347251;0.6384825429008438;;0.45066157954039443;0.4295592011569663;3.4968105127252103;0.5498514296928948;0.32087502512660343;;0.5286180835560046;0.34631347393298517;;1.305424141595558;0.2682958353773991;0.5701137591144175;;0.5546211246558155;0.3769148553913995;1.6665062618706867;;1.2509562884547993;0.635675589021852;0.24954595064420765;;0.24318883425803364;0.4604245697420515;0.6729620307215386;;2.5815944970740943;0.5110492357930205;;0.3258567755286022;0.5996805354544082;1.8120890471119757;;0.4096884695637408;1.5144105255595077;0.6689592285277292;0.33438994018100104;0.7748174550383747;0.4003210491884079;1.697712421122651;;;2.3509992004244693;0.5743832510974411;1.6055394726473615;2.3289721133848396;0.00928945959622703;;0.6345263734975666;0.42519087564105995;0.28226675564885295;;0.3974199761428517;0.6206827875308382;0.8229145274784998;0.704192709914166;1.593383410343979;1.6841158446285371;0.8710007135469892;0.652699027201321;0.7880019092552718;;0.6914978579627132;;;1.5790583923113386;;0.1873638005222612;1.5658770269379318;0.6216539217451675;0.4685554969682223;0.5623824431322091;1.705487043134403;1.807024449954488;;0.510240765366249;45;45;mde-OM3-13;Engine;mde;mde-OM3;
