R_e,A@e,Method,RA@e,gini,p value,Run,SPH Executed,info loss,SPH A@1,CPI A@1,Avg Acc SPH+CPI,Avg RA
4,0.6466666666666666,CPI,1.3608247422680413,0.3,0.85,,,,,,,
5,0.67,CPI,1.4875621890547264,0.3,0.85,,,,,,,
6,0.6966666666666667,CPI,1.6602870813397128,0.3,0.85,,,,,,,
7,0.7133333333333334,CPI,1.7850467289719627,0.3,0.85,,,,,,,
8,0.7466666666666667,CPI,2.0625,0.3,0.85,,,,,,,
9,0.7566666666666667,CPI,2.154185022026432,0.3,0.85,,,,,,,
10,0.7766666666666666,CPI,2.356223175965665,0.3,0.85,,,,,,,
1,0.5533333333333333,Tailored Approach,1.0,0.3,0.85,1.0,11.0,0.35,0.5833333333333334,0.49666666666666665,0.7256666666666666,1.5289496685838397
2,0.63,Tailored Approach,1.1216931216931216,0.3,0.85,1.0,11.0,0.35,0.5833333333333334,0.49666666666666665,0.7256666666666666,1.5289496685838397
3,0.6766666666666666,Tailored Approach,1.251231527093596,0.3,0.85,1.0,11.0,0.35,0.5833333333333334,0.49666666666666665,0.7256666666666666,1.5289496685838397
4,0.7233333333333334,Tailored Approach,1.4285714285714286,0.3,0.85,1.0,11.0,0.35,0.5833333333333334,0.49666666666666665,0.7256666666666666,1.5289496685838397
5,0.75,Tailored Approach,1.5555555555555556,0.3,0.85,1.0,11.0,0.35,0.5833333333333334,0.49666666666666665,0.7256666666666666,1.5289496685838397
6,0.7666666666666667,Tailored Approach,1.6521739130434783,0.3,0.85,1.0,11.0,0.35,0.5833333333333334,0.49666666666666665,0.7256666666666666,1.5289496685838397
7,0.7833333333333333,Tailored Approach,1.7659574468085106,0.3,0.85,1.0,11.0,0.35,0.5833333333333334,0.49666666666666665,0.7256666666666666,1.5289496685838397
8,0.7833333333333333,Tailored Approach,1.7659574468085106,0.3,0.85,1.0,11.0,0.35,0.5833333333333334,0.49666666666666665,0.7256666666666666,1.5289496685838397
9,0.7933333333333333,Tailored Approach,1.8571428571428572,0.3,0.85,1.0,11.0,0.35,0.5833333333333334,0.49666666666666665,0.7256666666666666,1.5289496685838397
10,0.7966666666666666,Tailored Approach,1.891213389121339,0.3,0.85,1.0,11.0,0.35,0.5833333333333334,0.49666666666666665,0.7256666666666666,1.5289496685838397
1,0.5266666666666666,CPI,1.0,0.2,0.7,,,,,,,
2,0.5733333333333334,CPI,1.0813953488372092,0.2,0.7,,,,,,,
3,0.62,CPI,1.2258064516129032,0.2,0.7,,,,,,,
4,0.66,CPI,1.393939393939394,0.2,0.7,,,,,,,
5,0.6866666666666666,CPI,1.5339805825242718,0.2,0.7,,,,,,,
6,0.7066666666666667,CPI,1.6603773584905661,0.2,0.7,,,,,,,
7,0.7233333333333334,CPI,1.7834101382488479,0.2,0.7,,,,,,,
8,0.7466666666666667,CPI,1.9776785714285714,0.2,0.7,,,,,,,
9,0.76,CPI,2.1008771929824563,0.2,0.7,,,,,,,
10,0.7766666666666666,CPI,2.2703862660944205,0.2,0.7,,,,,,,
1,0.5533333333333333,Tailored Approach,1.0,0.2,0.7,1.0,11.0,0.35,0.5833333333333334,0.5266666666666666,0.7286666666666666,1.5194058896536453
2,0.64,Tailored Approach,1.1354166666666667,0.2,0.7,1.0,11.0,0.35,0.5833333333333334,0.5266666666666666,0.7286666666666666,1.5194058896536453
3,0.69,Tailored Approach,1.2705314009661837,0.2,0.7,1.0,11.0,0.35,0.5833333333333334,0.5266666666666666,0.7286666666666666,1.5194058896536453
4,0.7233333333333334,Tailored Approach,1.3963133640552996,0.2,0.7,1.0,11.0,0.35,0.5833333333333334,0.5266666666666666,0.7286666666666666,1.5194058896536453
5,0.7466666666666667,Tailored Approach,1.5089285714285714,0.2,0.7,1.0,11.0,0.35,0.5833333333333334,0.5266666666666666,0.7286666666666666,1.5194058896536453
6,0.7666666666666667,Tailored Approach,1.626086956521739,0.2,0.7,1.0,11.0,0.35,0.5833333333333334,0.5266666666666666,0.7286666666666666,1.5194058896536453
7,0.7833333333333333,Tailored Approach,1.7404255319148936,0.2,0.7,1.0,11.0,0.35,0.5833333333333334,0.5266666666666666,0.7286666666666666,1.5194058896536453
8,0.7866666666666666,Tailored Approach,1.7669491525423728,0.2,0.7,1.0,11.0,0.35,0.5833333333333334,0.5266666666666666,0.7286666666666666,1.5194058896536453
9,0.7966666666666666,Tailored Approach,1.8577405857740585,0.2,0.7,1.0,11.0,0.35,0.5833333333333334,0.5266666666666666,0.7286666666666666,1.5194058896536453
10,0.8,Tailored Approach,1.8916666666666666,0.2,0.7,1.0,11.0,0.35,0.5833333333333334,0.5266666666666666,0.7286666666666666,1.5194058896536453
1,0.51,CPI,1.0,0.2,0.8,,,,,,,
2,0.5633333333333334,CPI,1.0946745562130178,0.2,0.8,,,,,,,
3,0.6033333333333334,CPI,1.2209944751381216,0.2,0.8,,,,,,,
4,0.64,CPI,1.3802083333333333,0.2,0.8,,,,,,,
5,0.6633333333333333,CPI,1.5075376884422111,0.2,0.8,,,,,,,
6,0.6933333333333334,CPI,1.7019230769230769,0.2,0.8,,,,,,,
7,0.7266666666666667,CPI,1.944954128440367,0.2,0.8,,,,,,,
8,0.74,CPI,2.054054054054054,0.2,0.8,,,,,,,
9,0.75,CPI,2.1466666666666665,0.2,0.8,,,,,,,
10,0.7633333333333333,CPI,2.2838427947598254,0.2,0.8,,,,,,,
1,0.5533333333333333,Tailored Approach,1.0,0.2,0.8,1.0,11.0,0.35,0.5833333333333334,0.51,0.7296666666666667,1.5231399164425166
2,0.64,Tailored Approach,1.1354166666666667,0.2,0.8,1.0,11.0,0.35,0.5833333333333334,0.51,0.7296666666666667,1.5231399164425166
3,0.6933333333333334,Tailored Approach,1.2788461538461537,0.2,0.8,1.0,11.0,0.35,0.5833333333333334,0.51,0.7296666666666667,1.5231399164425166
4,0.7233333333333334,Tailored Approach,1.391705069124424,0.2,0.8,1.0,11.0,0.35,0.5833333333333334,0.51,0.7296666666666667,1.5231399164425166
5,0.7466666666666667,Tailored Approach,1.5044642857142858,0.2,0.8,1.0,11.0,0.35,0.5833333333333334,0.51,0.7296666666666667,1.5231399164425166
6,0.7666666666666667,Tailored Approach,1.6217391304347826,0.2,0.8,1.0,11.0,0.35,0.5833333333333334,0.51,0.7296666666666667,1.5231399164425166
7,0.7833333333333333,Tailored Approach,1.7361702127659575,0.2,0.8,1.0,11.0,0.35,0.5833333333333334,0.51,0.7296666666666667,1.5231399164425166
8,0.7866666666666666,Tailored Approach,1.7627118644067796,0.2,0.8,1.0,11.0,0.35,0.5833333333333334,0.51,0.7296666666666667,1.5231399164425166
9,0.8,Tailored Approach,1.8833333333333333,0.2,0.8,1.0,11.0,0.35,0.5833333333333334,0.51,0.7296666666666667,1.5231399164425166
10,0.8033333333333333,Tailored Approach,1.9170124481327802,0.2,0.8,1.0,11.0,0.35,0.5833333333333334,0.51,0.7296666666666667,1.5231399164425166
1,0.5133333333333333,CPI,1.0,0.2,0.75,,,,,,,
2,0.5666666666666667,CPI,1.0941176470588236,0.2,0.75,,,,,,,
3,0.6033333333333334,CPI,1.2099447513812154,0.2,0.75,,,,,,,
4,0.6233333333333333,CPI,1.2994652406417113,0.2,0.75,,,,,,,
5,0.6533333333333333,CPI,1.469387755102041,0.2,0.75,,,,,,,
6,0.6766666666666666,CPI,1.625615763546798,0.2,0.75,,,,,,,
7,0.7066666666666667,CPI,1.8537735849056605,0.2,0.75,,,,,,,
8,0.73,CPI,2.050228310502283,0.2,0.75,,,,,,,
9,0.7566666666666667,CPI,2.2951541850220263,0.2,0.75,,,,,,,
10,0.7766666666666666,CPI,2.4935622317596566,0.2,0.75,,,,,,,
1,0.5533333333333333,Tailored Approach,1.0,0.2,0.75,1.0,11.0,0.35,0.5833333333333334,0.5133333333333333,0.729,1.5172109868314698
2,0.64,Tailored Approach,1.1354166666666667,0.2,0.75,1.0,11.0,0.35,0.5833333333333334,0.5133333333333333,0.729,1.5172109868314698
3,0.6933333333333334,Tailored Approach,1.2788461538461537,0.2,0.75,1.0,11.0,0.35,0.5833333333333334,0.5133333333333333,0.729,1.5172109868314698
4,0.7233333333333334,Tailored Approach,1.391705069124424,0.2,0.75,1.0,11.0,0.35,0.5833333333333334,0.5133333333333333,0.729,1.5172109868314698
5,0.7466666666666667,Tailored Approach,1.5044642857142858,0.2,0.75,1.0,11.0,0.35,0.5833333333333334,0.5133333333333333,0.729,1.5172109868314698
6,0.7666666666666667,Tailored Approach,1.6217391304347826,0.2,0.75,1.0,11.0,0.35,0.5833333333333334,0.5133333333333333,0.729,1.5172109868314698
7,0.7833333333333333,Tailored Approach,1.7361702127659575,0.2,0.75,1.0,11.0,0.35,0.5833333333333334,0.5133333333333333,0.729,1.5172109868314698
8,0.7866666666666666,Tailored Approach,1.7627118644067796,0.2,0.75,1.0,11.0,0.35,0.5833333333333334,0.5133333333333333,0.729,1.5172109868314698
9,0.7966666666666666,Tailored Approach,1.8535564853556485,0.2,0.75,1.0,11.0,0.35,0.5833333333333334,0.5133333333333333,0.729,1.5172109868314698
10,0.8,Tailored Approach,1.8875,0.2,0.75,1.0,11.0,0.35,0.5833333333333334,0.5133333333333333,0.729,1.5172109868314698
1,0.49666666666666665,CPI,1.0,0.2,0.85,,,,,,,
2,0.59,CPI,1.1581920903954803,0.2,0.85,,,,,,,
3,0.62,CPI,1.2473118279569892,0.2,0.85,,,,,,,
4,0.6466666666666666,CPI,1.3608247422680413,0.2,0.85,,,,,,,
5,0.67,CPI,1.4875621890547264,0.2,0.85,,,,,,,
6,0.6966666666666667,CPI,1.6602870813397128,0.2,0.85,,,,,,,
7,0.7133333333333334,CPI,1.7850467289719627,0.2,0.85,,,,,,,
8,0.7466666666666667,CPI,2.0625,0.2,0.85,,,,,,,
9,0.7566666666666667,CPI,2.154185022026432,0.2,0.85,,,,,,,
10,0.7766666666666666,CPI,2.356223175965665,0.2,0.85,,,,,,,
1,0.55,Tailored Approach,1.0,0.2,0.85,1.0,11.0,0.35,0.5833333333333334,0.49666666666666665,0.7236666666666667,1.5359778815258451
2,0.63,Tailored Approach,1.126984126984127,0.2,0.85,1.0,11.0,0.35,0.5833333333333334,0.49666666666666665,0.7236666666666667,1.5359778815258451
3,0.6733333333333333,Tailored Approach,1.2475247524752475,0.2,0.85,1.0,11.0,0.35,0.5833333333333334,0.49666666666666665,0.7236666666666667,1.5359778815258451
4,0.72,Tailored Approach,1.4259259259259258,0.2,0.85,1.0,11.0,0.35,0.5833333333333334,0.49666666666666665,0.7236666666666667,1.5359778815258451
5,0.7466666666666667,Tailored Approach,1.5535714285714286,0.2,0.85,1.0,11.0,0.35,0.5833333333333334,0.49666666666666665,0.7236666666666667,1.5359778815258451
6,0.7633333333333333,Tailored Approach,1.6506550218340612,0.2,0.85,1.0,11.0,0.35,0.5833333333333334,0.49666666666666665,0.7236666666666667,1.5359778815258451
7,0.78,Tailored Approach,1.764957264957265,0.2,0.85,1.0,11.0,0.35,0.5833333333333334,0.49666666666666665,0.7236666666666667,1.5359778815258451
8,0.7833333333333333,Tailored Approach,1.7914893617021277,0.2,0.85,1.0,11.0,0.35,0.5833333333333334,0.49666666666666665,0.7236666666666667,1.5359778815258451
9,0.7933333333333333,Tailored Approach,1.8823529411764706,0.2,0.85,1.0,11.0,0.35,0.5833333333333334,0.49666666666666665,0.7236666666666667,1.5359778815258451
10,0.7966666666666666,Tailored Approach,1.9163179916317992,0.2,0.85,1.0,11.0,0.35,0.5833333333333334,0.49666666666666665,0.7236666666666667,1.5359778815258451
1,0.5266666666666666,CPI,1.0,0.4,0.7,,,,,,,
2,0.5733333333333334,CPI,1.0813953488372092,0.4,0.7,,,,,,,
3,0.62,CPI,1.2258064516129032,0.4,0.7,,,,,,,
4,0.66,CPI,1.393939393939394,0.4,0.7,,,,,,,
5,0.6866666666666666,CPI,1.5339805825242718,0.4,0.7,,,,,,,
6,0.7066666666666667,CPI,1.6603773584905661,0.4,0.7,,,,,,,
7,0.7233333333333334,CPI,1.7834101382488479,0.4,0.7,,,,,,,
8,0.7466666666666667,CPI,1.9776785714285714,0.4,0.7,,,,,,,
9,0.76,CPI,2.1008771929824563,0.4,0.7,,,,,,,
10,0.7766666666666666,CPI,2.2703862660944205,0.4,0.7,,,,,,,
1,0.5833333333333334,Tailored Approach,1.0,0.4,0.7,1.0,11.0,0.35,0.5833333333333334,0.5266666666666666,0.7346666666666668,1.473644337606506
2,0.6533333333333333,Tailored Approach,1.1071428571428572,0.4,0.7,1.0,11.0,0.35,0.5833333333333334,0.5266666666666666,0.7346666666666668,1.473644337606506
3,0.6833333333333333,Tailored Approach,1.1902439024390243,0.4,0.7,1.0,11.0,0.35,0.5833333333333334,0.5266666666666666,0.7346666666666668,1.473644337606506
4,0.7266666666666667,Tailored Approach,1.3577981651376148,0.4,0.7,1.0,11.0,0.35,0.5833333333333334,0.5266666666666666,0.7346666666666668,1.473644337606506
5,0.7533333333333333,Tailored Approach,1.4867256637168142,0.4,0.7,1.0,11.0,0.35,0.5833333333333334,0.5266666666666666,0.7346666666666668,1.473644337606506
6,0.7733333333333333,Tailored Approach,1.603448275862069,0.4,0.7,1.0,11.0,0.35,0.5833333333333334,0.5266666666666666,0.7346666666666668,1.473644337606506
7,0.79,Tailored Approach,1.7172995780590716,0.4,0.7,1.0,11.0,0.35,0.5833333333333334,0.5266666666666666,0.7346666666666668,1.473644337606506
8,0.79,Tailored Approach,1.7172995780590716,0.4,0.7,1.0,11.0,0.35,0.5833333333333334,0.5266666666666666,0.7346666666666668,1.473644337606506
9,0.7966666666666666,Tailored Approach,1.7782426778242677,0.4,0.7,1.0,11.0,0.35,0.5833333333333334,0.5266666666666666,0.7346666666666668,1.473644337606506
10,0.7966666666666666,Tailored Approach,1.7782426778242677,0.4,0.7,1.0,11.0,0.35,0.5833333333333334,0.5266666666666666,0.7346666666666668,1.473644337606506
1,0.51,CPI,1.0,0.4,0.8,,,,,,,
2,0.5633333333333334,CPI,1.0946745562130178,0.4,0.8,,,,,,,
3,0.6033333333333334,CPI,1.2209944751381216,0.4,0.8,,,,,,,
4,0.64,CPI,1.3802083333333333,0.4,0.8,,,,,,,
5,0.6633333333333333,CPI,1.5075376884422111,0.4,0.8,,,,,,,
6,0.6933333333333334,CPI,1.7019230769230769,0.4,0.8,,,,,,,
7,0.7266666666666667,CPI,1.944954128440367,0.4,0.8,,,,,,,
8,0.74,CPI,2.054054054054054,0.4,0.8,,,,,,,
9,0.75,CPI,2.1466666666666665,0.4,0.8,,,,,,,
10,0.7633333333333333,CPI,2.2838427947598254,0.4,0.8,,,,,,,
1,0.5833333333333334,Tailored Approach,1.0,0.4,0.8,1.0,11.0,0.35,0.5833333333333334,0.51,0.7356666666666667,1.4775315479407074
2,0.6533333333333333,Tailored Approach,1.1071428571428572,0.4,0.8,1.0,11.0,0.35,0.5833333333333334,0.51,0.7356666666666667,1.4775315479407074
3,0.6866666666666666,Tailored Approach,1.1990291262135921,0.4,0.8,1.0,11.0,0.35,0.5833333333333334,0.51,0.7356666666666667,1.4775315479407074
4,0.7266666666666667,Tailored Approach,1.353211009174312,0.4,0.8,1.0,11.0,0.35,0.5833333333333334,0.51,0.7356666666666667,1.4775315479407074
5,0.7533333333333333,Tailored Approach,1.4823008849557522,0.4,0.8,1.0,11.0,0.35,0.5833333333333334,0.51,0.7356666666666667,1.4775315479407074
6,0.7733333333333333,Tailored Approach,1.5991379310344827,0.4,0.8,1.0,11.0,0.35,0.5833333333333334,0.51,0.7356666666666667,1.4775315479407074
7,0.79,Tailored Approach,1.7130801687763713,0.4,0.8,1.0,11.0,0.35,0.5833333333333334,0.51,0.7356666666666667,1.4775315479407074
8,0.79,Tailored Approach,1.7130801687763713,0.4,0.8,1.0,11.0,0.35,0.5833333333333334,0.51,0.7356666666666667,1.4775315479407074
9,0.8,Tailored Approach,1.8041666666666667,0.4,0.8,1.0,11.0,0.35,0.5833333333333334,0.51,0.7356666666666667,1.4775315479407074
10,0.8,Tailored Approach,1.8041666666666667,0.4,0.8,1.0,11.0,0.35,0.5833333333333334,0.51,0.7356666666666667,1.4775315479407074
1,0.5133333333333333,CPI,1.0,0.4,0.75,,,,,,,
2,0.5666666666666667,CPI,1.0941176470588236,0.4,0.75,,,,,,,
3,0.6033333333333334,CPI,1.2099447513812154,0.4,0.75,,,,,,,
4,0.6233333333333333,CPI,1.2994652406417113,0.4,0.75,,,,,,,
5,0.6533333333333333,CPI,1.469387755102041,0.4,0.75,,,,,,,
6,0.6766666666666666,CPI,1.625615763546798,0.4,0.75,,,,,,,
7,0.7066666666666667,CPI,1.8537735849056605,0.4,0.75,,,,,,,
8,0.73,CPI,2.050228310502283,0.4,0.75,,,,,,,
9,0.7566666666666667,CPI,2.2951541850220263,0.4,0.75,,,,,,,
10,0.7766666666666666,CPI,2.4935622317596566,0.4,0.75,,,,,,,
1,0.5833333333333334,Tailored Approach,1.0,0.4,0.75,1.0,11.0,0.35,0.5833333333333334,0.5133333333333333,0.7350000000000001,1.4715099300885455
2,0.6533333333333333,Tailored Approach,1.1071428571428572,0.4,0.75,1.0,11.0,0.35,0.5833333333333334,0.5133333333333333,0.7350000000000001,1.4715099300885455
3,0.6866666666666666,Tailored Approach,1.1990291262135921,0.4,0.75,1.0,11.0,0.35,0.5833333333333334,0.5133333333333333,0.7350000000000001,1.4715099300885455
4,0.7266666666666667,Tailored Approach,1.353211009174312,0.4,0.75,1.0,11.0,0.35,0.5833333333333334,0.5133333333333333,0.7350000000000001,1.4715099300885455
5,0.7533333333333333,Tailored Approach,1.4823008849557522,0.4,0.75,1.0,11.0,0.35,0.5833333333333334,0.5133333333333333,0.7350000000000001,1.4715099300885455
6,0.7733333333333333,Tailored Approach,1.5991379310344827,0.4,0.75,1.0,11.0,0.35,0.5833333333333334,0.5133333333333333,0.7350000000000001,1.4715099300885455
7,0.79,Tailored Approach,1.7130801687763713,0.4,0.75,1.0,11.0,0.35,0.5833333333333334,0.5133333333333333,0.7350000000000001,1.4715099300885455
8,0.79,Tailored Approach,1.7130801687763713,0.4,0.75,1.0,11.0,0.35,0.5833333333333334,0.5133333333333333,0.7350000000000001,1.4715099300885455
9,0.7966666666666666,Tailored Approach,1.7740585774058577,0.4,0.75,1.0,11.0,0.35,0.5833333333333334,0.5133333333333333,0.7350000000000001,1.4715099300885455
10,0.7966666666666666,Tailored Approach,1.7740585774058577,0.4,0.75,1.0,11.0,0.35,0.5833333333333334,0.5133333333333333,0.7350000000000001,1.4715099300885455
1,0.49666666666666665,CPI,1.0,0.4,0.85,,,,,,,
2,0.59,CPI,1.1581920903954803,0.4,0.85,,,,,,,
3,0.62,CPI,1.2473118279569892,0.4,0.85,,,,,,,
4,0.6466666666666666,CPI,1.3608247422680413,0.4,0.85,,,,,,,
5,0.67,CPI,1.4875621890547264,0.4,0.85,,,,,,,
