;Unnamed: 0;Unnamed: 0.1;Class entropy (C);Imbalance Degree (C);Fishers DR (C);Class Overlap (C);Border Points (C);Inter/Intra Class Dist (C);NN Error (C);Class entropy (G);Imbalance Degree (G);Fishers DR (G);Class Overlap (G);Border Points (G);Inter/Intra Class Dist (G);NN Error (G);CHI;SIL;Dunn Index;Gini (C);Gini (G);avg #n groups;avg #n classes+groups;min #n groups;max #n groups;Acc (X);Acc (G);Acc (G - X);c;gs;n;group_imbalance;cls_imbalance
10;10,0;0,0;0,9495423632691712;0,02606090700853048;0.07301872679951521;0,2986379459299203;0,79;0.5112156291605935;0,555;0,9935791317825196;0,010797800520517377;0,1039364241597035;4,735283707614307e-13;0,5060240963855421;0,4952355876566767;0,40963855421686746;2,6157450704300023;-0,013868718567358308;0,0;0,26180000000000003;0,28703448275862065;34,48275862068966;16,393442622950822;15;107;0,36;0,59;0,23;10;0,0;1000;medium;very_balanced
11;11,0;0,0;0,9567344634768928;0,025067614011260786;0.07229274660358925;0,34705984023110564;0,7759999999999999;0.5106227657613547;0,545;0,9117260809888984;0,12749884845693227;0,07724708898834524;1,905577001319147e-13;0,4819277108433735;0,4916496708858279;0,3373493975903614;2,655593250281992;-0,022898945451615603;0,0;0,24839999999999995;0,28703448275862065;34,48275862068966;16,393442622950822;15;107;0,37333333333333335;0,6333333333333333;0,25999999999999995;10;0,0;1000;medium;balanced
12;12,0;0,0;0,9560643144068908;0,0267025124517134;0.06823937658011227;0,3658983035735034;0,7929999999999999;0.5107304743577797;0,552;0,8326831574105775;0,299083997283464;0,12342724500710672;3,780806592718548e-16;0,40963855421686746;0,4906090785687106;0,3012048192771085;2,738946764210493;-0,03349552049860389;0,0;0,2478000000000001;0,28703448275862065;34,48275862068966;16,393442622950822;15;107;0,36;0,6666666666666666;0,30666666666666664;10;0,0;1000;medium;medium
13;13,0;0,0;0,9077904849952064;0,0493648827664509;0.06374438626046246;0,2631350127600911;0,7440000000000001;0.5094187632298879;0,4920000000000001;0,5448857356748718;0,6596437556097745;0,17041567080681164;3,781653627323564e-21;0,24096385542168675;0,4768225066620737;0,12048192771084335;3,162670528247824;-0,04499310401982151;0,0;0,35600000000000004;0,28703448275862065;34,48275862068966;16,393442622950822;15;107;0,4266666666666667;0,8533333333333334;0,4266666666666667;10;0,0;1000;medium;imbalanced
14;14,0;0,0;0,8873579139749169;0,056109317612448965;0.06591825952238772;0,3271989855744565;0,7759999999999999;0.5080962036351261;0,489;0,20622732367454386;0,9242400623538579;0,3162037700368808;2,978602622937163e-75;0,08433734939759037;0,4607921883993858;0,060240963855421686;3,290110870528788;-0,04516409423764222;0,0;0,3856000000000001;0,28703448275862065;34,48275862068966;16,393442622950822;15;107;0,4566666666666666;0,9533333333333334;0,4966666666666667;10;0,0;1000;medium;very_imbalanced
15;15,0;0,0;0,9552703747901302;0,024181982439885008;0.09520145598385593;0,3683453460659024;0,8170000000000001;0.6267132661821858;0,746;0,9837862137454579;0,016351939314709574;0,1503264122621825;1,2340402799501629e-14;0,7321428571428571;0,5025388227923514;0,5982142857142857;1,9362507129903528;-0,04363176250935508;0,0;0,23639999999999994;0,3495862068965517;34,48275862068966;15,151515151515152;9;115;0,19666666666666666;0,5433333333333333;0,3466666666666667;10;0,0;1000;imbalanced;very_balanced
16;16,0;0,0;0,9606789059769404;0,02307077922503564;0.0918935536794811;0,3619355752726869;0,804;0.6259501178485192;0,7140000000000001;0,9137104536170648;0,08162126796568092;0,17018927878987392;6,520667482238607e-15;0,5625;0,4988502977149689;0,4642857142857143;2,083804750797284;-0,048279012266350674;0,0;0,2390000000000001;0,3495862068965517;34,48275862068966;15,151515151515152;9;115;0,23;0,65;0,42;10;0,0;1000;imbalanced;balanced
17;17,0;0,0;0,9532465979202868;0,028925246125095838;0.08718162434449947;0,36338501855206495;0,807;0.626084261082974;0,708;0,8210412696053423;0,2183728803987559;0,21838612173879474;5,758573966481303e-16;0,4642857142857143;0,4962835588340895;0,3392857142857143;2,2720357372754325;-0,05116809083294795;0,0;0,2564;0,3495862068965517;34,48275862068966;15,151515151515152;9;115;0,27;0,62;0,35;10;0,0;1000;imbalanced;medium
18;18,0;0,0;0,8864495326160401;0,06526690362484866;0.08512382456323794;0,28017455047344425;0,772;0.6242622147395269;0,667;0,4556465093686736;0,70942178763517;0,3977956354434999;2,7036551904574954e-23;0,29464285714285715;0,4836059617975317;0,21428571428571427;2,3442819417980827;-0,05416939403789813;0,0;0,3971999999999999;0,3495862068965517;34,48275862068966;15,151515151515152;9;115;0,31666666666666665;0,8333333333333334;0,5166666666666667;10;0,0;1000;imbalanced;imbalanced
19;19,0;0,0;0,8525538182820216;0,08480669073186542;0.09190493770276703;0,2961413731254084;0,708;0.6224465882635137;0,605;0,2214062832651833;0,9043810848400556;0,585577484731957;2,6062891547199048e-77;0,125;0,4646249313887515;0,07142857142857142;2,5093877077781124;-0,05133762685034462;0,0;0,4458;0,3495862068965517;34,48275862068966;15,151515151515152;9;115;0,3366666666666667;0,9133333333333332;0,5766666666666667;10;0,0;1000;imbalanced;very_imbalanced
20;20,0;0,0;0,93050210432796;0,03519062215778468;0.09072894700105727;0,2915489450633263;0,7879999999999999;;0,669;0,9968861445473436;0,0020911792119241435;0,05737927247356318;2,2017621448962422e-13;0,6150793650793651;0,5002916660923873;0,5277777777777778;2,1101727646053554;-0,06109680443384447;0,0;0,3002;0,6017241379310345;34,48275862068966;14,705882352941178;2;252;0,2733333333333333;0,4833333333333333;0,21;10;0,0;1000;very_imbalanced;very_balanced
21;21,0;0,0;0,9014118713835768;0,049154209310582016;0.0886410322682859;0,2783782456546699;0,7859999999999999;;0,6709999999999999;0,9132110779987878;0,07602805162305093;0,10184379247443397;5,658425493953299e-13;0,6150793650793651;0,5011400626667305;0,5277777777777778;2,049072569892279;-0,061290548046462924;0,0;0,3618;0,6017241379310345;34,48275862068966;14,705882352941178;2;252;0,2866666666666667;0,49;0,2033333333333333;10;0,0;1000;very_imbalanced;balanced
22;22,0;0,0;0,8760311959657097;0,06447333222887874;0.08255262525693227;0,2340312063380104;0,759;;0,62;0,7801926413804927;0,2092328376020344;0,15827064186247747;8,420903817638708e-14;0,4880952380952381;0,49427262626262897;0,3531746031746032;2,146902698178532;-0,05763650276028753;0,0;0,4112;0,6017241379310345;34,48275862068966;14,705882352941178;2;252;0,3366666666666667;0,5866666666666667;0,25;10;0,0;1000;very_imbalanced;medium
23;23,0;0,0;0,7207390539801587;0,17499278511296246;0.09735578899303253;0,09538321815505947;0,644;;0,49;0,4103298997926476;0,7005001101599178;0,425881964537513;1,9839235194797518e-18;0,2976190476190476;0,4815788546124193;0,1984126984126984;2,092523446649664;-0,026864833643487376;0,0;0,5902000000000001;0,6017241379310345;34,48275862068966;14,705882352941178;2;252;0,4233333333333333;0,8166666666666667;0,3933333333333333;10;0,0;1000;very_imbalanced;imbalanced
24;24,0;0,0;0,633588336300743;0,2194024912970656;0.1507079340256196;0,0790928521684937;0,605;;0,43;0,15516919716228625;0,93299383543286;0,7182740770531483;1,0303038621250495e-80;0,10317460317460317;0,4669001076526718;0,05555555555555555;2,4667401050139883;-0,011493831326869977;0,0;0,653;0,6017241379310345;34,48275862068966;14,705882352941178;2;252;0,58;0,9233333333333332;0,3433333333333334;10;0,0;1000;very_imbalanced;very_imbalanced
25;25,0;0,0;0,9479037710044858;0,021079330153712217;0.03779528630617085;0,0004570150782305539;0,667;0.5316747207055103;0,531;0,9711844102057636;0,03402575931308505;0,5856268054375248;9,509677749763223e-21;0,8125;0,5067295189375265;0,65625;70,16828587560794;-0,01920141158212987;1,573975041504228e-05;0,2225999999999999;0,2079310344827585;34,48275862068966;15,151515151515152;17;90;0,47;0,5566666666666666;0,08666666666666667;10;0,25;1000;very_balanced;very_balanced
26;26,0;0,0;0,9509177706181122;0,02324941207433462;0.03424143784711752;0,00021224673990961893;0,6609999999999999;0.5310695470953815;0,527;0,9499943831869078;0,057156242679784475;0,5887688585614627;3,094033715762755e-23;0,5625;0,5019825482492357;0,4375;69,01154654777503;-0,016604849002695817;1,3921675239670545e-05;0,2491999999999999;0,2079310344827585;34,48275862068966;15,151515151515152;17;90;0,5533333333333333;0,6266666666666667;0,07333333333333336;10;0,25;1000;very_balanced;balanced
27;27,0;0,0;0,9402562519594756;0,032172431719527106;0.030853539819695807;0,0002265157488356148;0,647;0.5301221940930162;0,513;0,865976134606799;0,15782584581253467;0,5275370049848034;4,257552844583564e-21;0,625;0,5029661979770955;0,53125;68,24660034084052;-0,015020478233292691;1,1562051687585095e-05;0,2916000000000001;0,2079310344827585;34,48275862068966;15,151515151515152;17;90;0,5566666666666666;0,65;0,09333333333333338;10;0,25;1000;very_balanced;medium
28;28,0;0,0;0,8655325813569005;0,08006748616856563;0.02300246155429507;3,000756182965769e-05;0,545;0.524939011103656;0,428;0,6437998048207069;0,5351854678675012;0,5708115576256;4,028194770931476e-34;0,5625;0,4942815913202971;0,34375;68,11203817383011;-0,006960669874330961;7,030491777127147e-06;0,431;0,2079310344827585;34,48275862068966;15,151515151515152;17;90;0,7;0,8533333333333334;0,15333333333333346;10;0,25;1000;very_balanced;imbalanced
29;29,0;0,0;0,8280129308256351;0,10376560287974868;0.020221190655620447;2,886962588785172e-05;0,469;0.5203753269291648;0,362;0,4966963645051813;0,7058823529411764;0,5508903964453613;1,1310364041575285e-70;0,28125;0,4823230905960621;0,15625;70,52297834731465;-0,000288356966979893;6,432380618115996e-06;0,4815999999999999;0,2079310344827585;34,48275862068966;15,151515151515152;17;90;0,79;0,9166666666666666;0,1266666666666666;10;0,25;1000;very_balanced;very_imbalanced
30;30,0;0,0;0,9094237217707808;0,04452958557607722;0.03340896767634517;0,0003949040034780978;0,551;0.49556512472831626;0,392;0,9967063787007636;0,0038363171355499937;0,3747130922757946;1,5769498872759637e-18;0,6346153846153846;0,49835963878852;0,4423076923076923;65,3706171852957;-0,02431843616221965;7,671175990906754e-06;0,3446;0,2284827586206897;34,48275862068966;15,384615384615385;17;93;0,5033333333333333;0,62;0,1166666666666667;10;0,25;1000;balanced;very_balanced
31;31,0;0,0;0,9085360661256688;0,0491137741756672;0.03044634236603645;0,00018264236892215802;0,563;0.4958566774252161;0,404;0,9424083187778801;0,07374679866405065;0,33398125156261144;3,749041939946298e-18;0,4807692307692308;0,4968278166204763;0,38461538461538464;65,41165638220185;-0,02358321815278758;6,995951730309244e-06;0,35439999999999994;0,2284827586206897;34,48275862068966;15,384615384615385;17;93;0,4966666666666666;0,62;0,12333333333333335;10;0,25;1000;balanced;balanced
32;32,0;0,0;0,8980637818794327;0,058695812547547965;0.028399374515125687;0,00011239018262558647;0,5579999999999999;0.49497270615432387;0,395;0,8526440013900524;0,1714614499424626;0,3621740441986016;2,898834426735813e-17;0,4423076923076923;0,4976580191079429;0,4230769230769231;65,37288075624289;-0,021887975116196244;6,385151321277543e-06;0,3720000000000001;0,2284827586206897;34,48275862068966;15,384615384615385;17;93;0,5633333333333334;0,6666666666666666;0,10333333333333328;10;0,25;1000;balanced;medium
33;33,0;0,0;0,8171003688190108;0,11355536049069505;0.02926341743842208;0,00014855268066130616;0,428;0.48870583703239584;0,279;0,5724739548610158;0,5938726764468757;0,3929400062753163;4,9216815662975815e-24;0,3076923076923077;0,4825496334836184;0,25;66,03434078845545;-0,011650024127381642;4,865486002964743e-06;0,4984000000000001;0,2284827586206897;34,48275862068966;15,384615384615385;17;93;0,7333333333333333;0,8533333333333334;0,1200000000000001;10;0,25;1000;balanced;imbalanced
34;34,0;0,0;0,7752998007972657;0,1432960915597069;0.027832116467264464;3,804804772505023e-05;0,35700000000000004;0.4837165657004299;0,232;0,34941360927609805;0,8287671232876712;0,4981250913192177;3,072093144494276e-68;0,21153846153846154;0,4775805711851182;0,1346153846153846;67,76007588322597;-0,002815342682599536;4,395609614278442e-06;0,5448000000000001;0,2284827586206897;34,48275862068966;15,384615384615385;17;93;0,75;0,92;0,17000000000000004;10;0,25;1000;balanced;very_imbalanced
35;35,0;0,0;0,9495423632691712;0,02606090700853048;0.02334100096951993;0,0008532332973007337;0,53;0.44830280168484304;0,355;0,9935791317825196;0,010797800520517377;0,10393642415970318;4,735283707614297e-13;0,5060240963855421;0,4952355876566767;0,40963855421686746;82,70546740050852;-0,012391626053561393;1,176577549836586e-05;0,26180000000000003;0,28703448275862065;34,48275862068966;16,393442622950822;15;107;0,5666666666666667;0,6266666666666667;0,06000000000000005;10;0,25;1000;medium;very_balanced
36;36,0;0,0;0,9567344634768928;0,025067614011260786;0.022423487319085292;0,0009811635439401028;0,516;0.4470186028247905;0,342;0,9117260809888984;0,12749884845693227;0,0772470889883452;1,905577001319147e-13;0,4819277108433735;0,4916496708858279;0,3373493975903614;83,01175208980635;-0,009419055924740237;1,107714885730726e-05;0,24839999999999995;0,28703448275862065;34,48275862068966;16,393442622950822;15;107;0,5633333333333334;0,6566666666666666;0,09333333333333327;10;0,25;1000;medium;balanced
37;37,0;0,0;0,9560643144068908;0,0267025124517134;0.02107097355050491;0,001128525161463883;0,511;0.44653479419250275;0,342;0,8326831574105775;0,299083997283464;0,12342724500710685;3,780806592718555e-16;0,40963855421686746;0,4906090785687106;0,3012048192771085;85,17310732294838;-0,0042268046226986355;1,1441410682763664e-05;0,2478000000000001;0,28703448275862065;34,48275862068966;16,393442622950822;15;107;0,66;0,6766666666666666;0,01666666666666661;10;0,25;1000;medium;medium
38;38,0;0,0;0,9077904849952064;0,0493648827664509;0.017074068791859246;4,790303572996866e-05;0,458;0.44326637431438853;0,295;0,5448857356748718;0,6596437556097745;0,17041567080681175;3,781653627323562e-21;0,24096385542168675;0,4768225066620737;0,12048192771084335;90,47524971535765;0,014385812548142737;9,15637397509858e-06;0,35600000000000004;0,28703448275862065;34,48275862068966;16,393442622950822;15;107;0,78;0,8533333333333334;0,07333333333333336;10;0,25;1000;medium;imbalanced
39;39,0;0,0;0,8873579139749169;0,056109317612448965;0.014382502956325332;1,5674153562082778e-05;0,416;0.43743906155052686;0,25;0,20622732367454386;0,9242400623538579;0,3162037700368808;2,97860262293728e-75;0,08433734939759037;0,4607921883993858;0,060240963855421686;92,97136895717337;0,032771959872052274;9,551646889637855e-06;0,3856000000000001;0,28703448275862065;34,48275862068966;16,393442622950822;15;107;0,86;0,9366666666666666;0,07666666666666666;10;0,25;1000;medium;very_imbalanced
40;40,0;0,0;0,9552703747901302;0,024181982439885008;0.03543187927027529;0,0007148610019694353;0,6559999999999999;0.5114628368133769;0,52;0,9837862137454579;0,016351939314709574;0,1503264122621825;1,234040279950158e-14;0,7321428571428571;0,5025388227923514;0,5982142857142857;70,86282551103706;-0,01976235080342923;9,080151204790484e-06;0,23639999999999994;0,3495862068965517;34,48275862068966;15,151515151515152;9;115;0,4633333333333333;0,5333333333333333;0,07;10;0,25;1000;imbalanced;very_balanced
41;41,0;0,0;0,9606789059769404;0,02307077922503564;0.030649117290376688;0,0004225621456615169;0,684;0.5113541117894562;0,524;0,9137104536170648;0,08162126796568092;0,17018927878987375;6,520667482238607e-15;0,5625;0,4988502977149689;0,4642857142857143;70,89896569106348;-0,021850789993794358;9,114405259881591e-06;0,2390000000000001;0,3495862068965517;34,48275862068966;15,151515151515152;9;115;0,47;0,59;0,12;10;0,25;1000;imbalanced;balanced
42;42,0;0,0;0,9532465979202868;0,028925246125095838;0.029517439736558605;0,00032186796164180534;0,6559999999999999;0.5099771930440118;0,495;0,8210412696053423;0,2183728803987559;0,2183861217387948;5,758573966481294e-16;0,4642857142857143;0,4962835588340895;0,3392857142857143;70,62217136648783;-0,02041411842430233;7,988242464142509e-06;0,2564;0,3495862068965517;34,48275862068966;15,151515151515152;9;115;0,5066666666666667;0,6166666666666667;0,11;10;0,25;1000;imbalanced;medium
43;43,0;0,0;0,8864495326160401;0,06526690362484866;0.025774622874960497;2,585982796015011e-05;0,5329999999999999;0.5032873504209208;0,396;0,4556465093686736;0,70942178763517;0,3977956354435013;2,703655190457498e-23;0,29464285714285715;0,4836059617975317;0,21428571428571427;77,69925179515647;0,0019799914590994945;6,152428073384657e-06;0,3971999999999999;0,3495862068965517;34,48275862068966;15,151515151515152;9;115;0,73;0,8333333333333334;0,1033333333333334;10;0,25;1000;imbalanced;imbalanced
44;44,0;0,0;0,8525538182820216;0,08480669073186542;0.023672938965120845;8,996492425668108e-06;0,455;0.4956312955442079;0,316;0,2214062832651833;0,9043810848400556;0,585577484731957;2,6062891547199478e-77;0,125;0,4646249313887515;0,07142857142857142;81,70407826755061;0,021400502612753024;5,556129179431758e-06;0,4458;0,3495862068965517;34,48275862068966;15,151515151515152;9;115;0,7733333333333333;0,9133333333333332;0,14;10;0,25;1000;imbalanced;very_imbalanced
45;45,0;0,0;0,93050210432796;0,03519062215778468;0.05422302272996103;0,0010861218657426566;0,609;0.5032795616804496;0,465;0,9968861445473436;0,0020911792119241435;0,05737927247356313;2,2017621448962422e-13;0,6150793650793651;0,5002916660923873;0,5277777777777778;51,791921244467524;-0,05893125828357947;4,648802857331953e-06;0,3002;0,6017241379310345;34,48275862068966;14,705882352941178;2;252;0,4233333333333333;0,4533333333333333;0,029999999999999968;10;0,25;1000;very_imbalanced;very_balanced
46;46,0;0,0;0,9014118713835768;0,049154209310582016;0.05866223272745533;0,000653003831159337;0,622;0.5029546238896553;0,472;0,9132110779987878;0,07602805162305093;0,10184379247443408;5,658425493953307e-13;0,6150793650793651;0,5011400626667304;0,5277777777777778;40,72258975108728;-0,08501691827248635;2,923006817883838e-06;0,3618;0,6017241379310345;34,48275862068966;14,705882352941178;2;252;0,4233333333333333;0,54;0,1166666666666667;10;0,25;1000;very_imbalanced;balanced
47;47,0;0,0;0,8760311959657097;0,06447333222887874;0.05324464923212629;0,00023967039355226162;0,5820000000000001;0.5005734331943106;0,428;0,7801926413804927;0,2092328376020344;0,1582706418624775;8,420903817638708e-14;0,4880952380952381;0,494272626262629;0,3531746031746032;37,77001977904837;-0,0909919396748997;2,19018422222561e-06;0,4112;0,6017241379310345;34,48275862068966;14,705882352941178;2;252;0,5333333333333333;0,5733333333333334;0,040000000000000036;10;0,25;1000;very_imbalanced;medium
48;48,0;0,0;0,7207390539801587;0,17499278511296246;0.0605306212632413;2,619216376620353e-06;0,455;0.49414554828298296;0,304;0,4103298997926476;0,7005001101599178;0,4258819645375131;1,9839235194797487e-18;0,2976190476190476;0,4815788546124194;0,1984126984126984;36,112715740652156;-0,055886163644601125;9,99810689128372e-07;0,5902000000000001;0,6017241379310345;34,48275862068966;14,705882352941178;2;252;0,7533333333333333;0,8166666666666667;0,06333333333333335;10;0,25;1000;very_imbalanced;imbalanced
49;49,0;0,0;0,633588336300743;0,2194024912970656;0.09953463308619863;1,019802158443546e-05;0,353;0.4839405863215538;0,204;0,15516919716228625;0,93299383543286;0,7182740770531486;1,0303038621250525e-80;0,10317460317460317;0,4669001076526718;0,05555555555555555;40,10489447781799;-0,024786811577835743;8,190282069296495e-07;0,653;0,6017241379310345;34,48275862068966;14,705882352941178;2;252;0,84;0,9133333333333332;0,07333333333333336;10;0,25;1000;very_imbalanced;very_imbalanced
50;50,0;0,0;0,9479037710044858;0,021079330153712217;0.0313433237092768;0,0008496147024087831;0,565;0.49818015421194345;0,412;0,9711844102057636;0,03402575931308505;0,5856268054375249;9,509677749763228e-21;0,8125;0,5067295189375265;0,65625;166,76897612868802;-0,03827512844708104;1,0809694285811735e-05;0,2225999999999999;0,2079310344827585;34,48275862068966;15,151515151515152;17;90;0,51;0,6366666666666667;0,1266666666666667;10;0,5;1000;very_balanced;very_balanced
51;51,0;0,0;0,9509177706181122;0,02324941207433462;0.026973213373179438;0,00030355389532946934;0,556;0.4974539779968346;0,395;0,9499943831869078;0,057156242679784475;0,5887688585614624;3,094033715762774e-23;0,5625;0,5019825482492357;0,4375;162,73459275622002;-0,034007467202136134;9,496655167778167e-06;0,2491999999999999;0,2079310344827585;34,48275862068966;15,151515151515152;17;90;0,6066666666666667;0,65;0,043333333333333335;10;0,5;1000;very_balanced;balanced
52;52,0;0,0;0,9402562519594756;0,032172431719527106;0.023577120968440543;0,0002693890462737957;0,5670000000000001;0.49640741615429806;0,386;0,865976134606799;0,15782584581253467;0,5275370049848035;4,257552844583571e-21;0,625;0,5029661979770955;0,53125;160,7926107559328;-0,029949576358567175;7,419033434863664e-06;0,2916000000000001;0,2079310344827585;34,48275862068966;15,151515151515152;17;90;0,6366666666666667;0,6733333333333333;0,03666666666666663;10;0,5;1000;very_balanced;medium
53;53,0;0,0;0,8655325813569005;0,08006748616856563;0.01657177744776888;1,6039402131569675e-05;0,394;0.48744155110129544;0,285;0,6437998048207069;0,5351854678675012;0,5708115576255998;4,028194770931455e-34;0,5625;0,4942815913202971;0,34375;163,62748602873538;-0,010036919403173177;4,88074954779869e-06;0,431;0,2079310344827585;34,48275862068966;15,151515151515152;17;90;0,82;0,85;0,030000000000000027;10;0,5;1000;very_balanced;imbalanced
54;54,0;0,0;0,8280129308256351;0,10376560287974868;0.014309210827638131;8,453357649181131e-06;0,294;0.4801659271065381;0,201;0,4966963645051813;0,7058823529411764;0,5508903964453614;1,1310364041575471e-70;0,28125;0,4823230905960619;0,15625;169,81016330250162;0,005846637517027329;4,412957057462095e-06;0,4815999999999999;0,2079310344827585;34,48275862068966;15,151515151515152;17;90;0,8933333333333333;0,9166666666666666;0,023333333333333317;10;0,5;1000;very_balanced;very_imbalanced
55;55,0;0,0;0,9094237217707808;0,04452958557607722;0.026873689628646228;0,0007171460644918541;0,512;0.4925308955015031;0,336;0,9967063787007636;0,0038363171355499937;0,3747130922757944;1,5769498872759618e-18;0,6346153846153846;0,49835963878852;0,4423076923076923;142,38808615430568;-0,058195265604656;4,5807307937277015e-06;0,3446;0,2284827586206897;34,48275862068966;15,384615384615385;17;93;0,5566666666666666;0,61;0,053333333333333344;10;0,5;1000;balanced;very_balanced
56;56,0;0,0;0,9085360661256688;0,0491137741756672;0.02394439656633966;0,0003234063829896264;0,514;0.4929134689066228;0,353;0,9424083187778801;0,07374679866405065;0,33398125156261144;3,7490419399462974e-18;0,4807692307692308;0,4968278166204762;0,38461538461538464;141,93777862379778;-0,057700761297506536;4,168873293628923e-06;0,35439999999999994;0,2284827586206897;34,48275862068966;15,384615384615385;17;93;0,56;0,61;0,04999999999999993;10;0,5;1000;balanced;balanced
57;57,0;0,0;0,8980637818794327;0,058695812547547965;0.02165525351396686;0,00020566832945182668;0,514;0.491771058313862;0,349;0,8526440013900524;0,1714614499424626;0,3621740441986015;2,898834426735807e-17;0,4423076923076923;0,4976580191079429;0,4230769230769231;142,11548060544825;-0,0531378083588647;3,824553281642711e-06;0,3720000000000001;0,2284827586206897;34,48275862068966;15,384615384615385;17;93;0,6133333333333333;0,6566666666666666;0,043333333333333335;10;0,5;1000;balanced;medium
