,index,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,target,noisy target,group,level-0,level-1,level-2,marker
216,5,2.0,0.9255754041281732,,,0.0,0.3031851352618956,1.2834670582074448,0.0239670019848638,0.5320256673179589,0.32891848352610914,,,0.13416918870008618,0.16099094436831343,1.0,0.8738323855908673,0.024290850014056346,0.6514652977388438,,0.8319555420257405,0.1580626532700967,0.69874129248845,1.234664529177953,0.6494496083143786,1.4144057675505106,1.5877208554019304,0.08593633540555033,,0.34287561308184966,0.5514299296226967,,0.29272688217280973,0.6125990607921495,,0.0,0.0,,,0.37132186005774903,1.4826553977292212,0.3581571803869516,,,0.34828528236403733,0.47408934008400133,1.9293409125780325,1.2233985652121346,0.0,0.5657290420647965,,47,47,hde-OM2-6,Engine,hde,hde-OM2,
41,31,0.1952377026020939,0.30693611915310215,,0.48701174727813384,0.2672308662785806,0.37043895053544007,0.28628502792371285,0.28478236015099684,0.46582995281817324,0.3113013344832527,0.36576227620062773,0.509051907307182,0.45200561470588896,0.570014274328855,0.26573051797977226,0.6327553044572024,0.4150405933105544,,,0.5480097804636774,,0.3519607402125508,0.4445306492957984,0.8049107063019536,0.40525084923529336,1.499213693729575,0.31486590229737177,,0.6362900638625717,,,0.4895459954129876,0.584111633718772,,,0.6951024756826533,,0.06797839475352557,0.3573236602098214,0.6952920730872388,0.6936786205366772,0.24263707169390072,0.38178365353811283,0.31347960786593887,0.6681110089917089,,1.4118580615551417,0.3209775125930639,0.6262960764998053,0.7105540231306701,10,10,hde-OM1-3,Engine,hde,hde-OM1,
79,17,1.0,0.33085972335237845,,0.8184555299555585,0.44696303608492316,0.4699353675806807,0.9301023499319898,0.28055476957105807,0.34373050912253955,,1.0,0.3115638781288769,0.7087504271922941,0.46927228490990935,0.7056294561860001,0.5557886560255293,0.6575507010646027,0.8206455507879895,,0.2805426707902879,0.40461970520707974,0.741291282473493,0.3677730446217092,0.8440346411413208,0.5102837464156509,,0.15614904635653704,,0.5182500906162351,0.7480541875507616,,0.3970374654232058,1.0,,,0.26951070268697885,,0.15395508285152656,,1.5784201039713772,,0.2996919455838647,1.4882706847836569,0.18129780282807556,0.0,,1.6123531170573484,0.7445936839401522,0.5415541220954863,0.32838426661671954,21,21,hde-OM1-5,Engine,hde,hde-OM1,
689,37,,0.060005632535818185,0.31636752289403586,1.5287721139273613,1.557422275984596,2.484541130610207,1.8157353789568123,0.2901804296836999,0.4843754748319165,,1.4555817944934242,,0.5371422436835116,,0.4168394686556901,1.4819907301212036,0.6958031424036476,0.8104182260776818,0.5851711148607844,0.21997700840292783,,0.2506733159916017,,0.23863916062537882,1.0811168723282067,1.6354768457325577,0.4851333570817296,0.41755421723969394,,,0.6332586785369266,0.7179161297312002,1.8589247056105784,0.48964264602872404,,0.7052441358783245,,1.6567445875519993,,1.5029095798979941,2.402483609439063,2.483400616923414,,,0.6336934315723147,2.140812586869542,1.3535183334521659,1.5322728905948266,0.2534684282498938,0.44641600095224204,67,67,mde-OM3-9,Engine,mde,mde-OM3,
125,29,0.5660476594201586,0.0,,,,,1.584214758217441,0.19022858081374647,0.4317556746064583,1.0,0.32014914107665104,,0.3482059580226927,0.20701465837461425,,0.7709293266909751,0.20252518083024756,0.7346551878062397,0.39489556618000105,0.8210823803235114,0.6180509532473775,0.490363465604574,1.4249066278139604,0.6287490453001549,0.42653961130428386,1.4351723815754096,0.4996923912048641,,,0.6889074982366523,,0.5234067245135864,0.5808989573981218,0.6286645783471128,0.0,0.6219272251986514,,,0.33058718044691254,1.1188760989285964,0.5997134001527351,0.5522503597067021,1.9397897712457464,0.6206455513044008,,0.7827737962054626,1.399871088220214,0.4622200612072058,0.6157156270125383,0.7835847056594248,14,14,hde-OM2-1,Engine,hde,hde-OM2,
860,119,,,0.4738695960991684,,1.7442542917763437,3.229928814028292,1.4401825123674152,0.5476918267009828,0.700448311214652,,2.319828299883794,1.3411559043962906,0.11328935637096924,,0.5574431670752914,1.6222602225912697,0.4891689149070592,0.5375626506453222,0.938365262286182,0.20246020977723647,0.6889117788273921,0.628062345035664,1.8885501009142918,,1.7639615840872007,1.5767071358548606,0.6666414089628793,0.5373979180884662,,,0.12249599122907506,0.06805161567875243,1.7802807929123747,0.07619587469599333,0.4615723449391384,0.42030216548331395,,1.5826632118831423,0.290509745994567,1.357969250034647,,2.70094108406396,,,0.5285046590081887,3.6914954470330055,2.806684567083521,1.9012032902628584,0.4826678101499234,0.457237430021592,56,56,mde-OM3-13,Engine,mde,mde-OM3,
28,18,0.2178564909565808,,,0.231412750682852,0.3816515039148217,0.3103460784093359,0.0,0.9731879999422431,0.6476524735586962,0.9074390943317624,0.4633655399324351,0.45965307845717085,0.14501201409956546,0.2850029743780347,0.410710814995055,0.7715359240100215,0.39988245546856005,,,0.5978894377769789,,0.410551901361721,0.4759234819503467,0.6256758405182317,0.15443759322886932,1.2420121476214343,0.5118122875530535,,0.4580013408022491,0.41987387904821116,,0.5398404677404508,0.7020281064882178,,,0.38947213570508227,,0.5284095430203248,0.07985525992075583,0.1953133057764379,0.44116064991641596,0.32285843583820617,0.21255268771110614,0.3598667286315647,0.4762091206557308,,,0.39894026925015613,0.7338385252886073,0.4265379972740088,6,6,hde-OM1-3,Engine,hde,hde-OM1,
916,175,,,0.597324166088591,,1.6393549194413934,3.9145790656705977,1.052288308427365,0.534547536964252,0.3120767642585076,,2.629976053799939,,0.4973906936691754,,0.6310633128961638,1.3467032061201907,0.4358294554372838,0.48650963808028896,0.5257085409657704,0.45927235044648695,0.36644695696832896,0.34970031835585813,1.3054361394722447,0.37126515682098,1.533694266105417,1.3652132398243948,0.3667191685295824,0.5217850323893014,,,0.7948311196574985,0.07181830715082804,1.7990653625162571,,0.4196525482630784,0.47806090112631483,,1.4667180200083951,0.7366436489883492,1.4396009253948445,,2.4592628393990594,,0.3583479301043048,0.328027769441899,3.747706843974739,2.5526924638756268,1.3659595126545137,0.765617185656406,,48,48,mde-OM3-13,Engine,mde,mde-OM3,
419,36,,0.4406739080811617,0.5509925026522564,,,0.43051839665315556,1.335659550284434,0.4056790875035089,0.2919153725451145,0.5281060897050749,1.315278719418993,1.5182154074502177,0.6837506915033926,,0.3396435844003588,0.5921044836605905,0.535457743961552,,0.43845720300655616,0.2545121691017515,0.41859154541038657,0.5782076738839373,1.3982724436653382,,1.0,,0.3096375021484267,0.5292941656385156,0.4305670215769519,,,0.5989719525728114,0.18769829649136147,0.6957057349817344,0.9005121689455982,0.5812035409038068,,0.5578968360715678,,1.7475532982010362,2.1130200479079493,0.47921657377494525,1.5581593289504778,0.1406047860429871,0.43236059328212656,,1.1549272971893663,0.7987433519501547,0.4244217915779444,,60,60,mde-OM1-4,Engine,mde,mde-OM1,
546,0,,0.07235766040796647,0.9426186906934908,1.9145883614165857,0.5116487717423189,0.41786699582101444,1.5712152402518473,0.02917531845124364,0.720137726657011,,1.2296460855879847,1.5513198859020725,0.3980358253767124,,0.47118553504301774,,0.3422140995563536,0.4800656800188753,0.198701712230038,0.20356027056718518,0.47916587438313635,0.6265905675925121,1.2056889699806985,0.1950041652467509,1.5542012799484743,,0.6578485897763271,0.5989488507199046,,,0.1645644228548519,0.23320797943869986,,0.5360335551626625,0.7346260282325574,0.5337768935976147,,2.0,0.5994693132249945,1.0527817182547123,2.471948881929353,2.645767058060396,,0.12944979117431493,0.6998438150046865,2.371916248077472,1.3311752450673437,0.6252378595693906,0.43001248026622724,0.525142091431957,48,48,mde-OM3-5,Engine,mde,mde-OM3,
804,63,,,0.4985592268843769,,1.6079626092796169,3.355117203981804,1.2449910187629476,0.48697647065712957,0.5119639423771482,,2.486426694000248,1.5670751695697933,0.5415346162264258,,0.45740236953601693,1.4460865516404526,0.30793166356403706,0.7086381409749324,0.41106009409295946,0.3315168638613453,0.40627567814310656,0.3614082985715478,1.4588926089137417,0.2970808189816653,1.517719538022806,1.5490314102272857,0.49314961694367365,0.2798267952975723,,,0.6621570813165952,0.1222528436527525,1.4840840226645267,0.3888502605517886,0.21824643617981443,0.85562294263764,,1.4587578638966125,0.30436605190334787,1.320667081132861,,2.6867441837634845,,0.41164097514090253,0.5655006333171425,3.6042695877439836,2.7985564669700533,1.2899823833639756,0.7676802898230045,0.44448941372781053,74,74,mde-OM3-13,Engine,mde,mde-OM3,
258,23,,0.715312401878982,,0.6558584320159094,0.24447831226329164,,2.0,,1.0,0.441688130072824,1.654106456588565,0.06382836776332317,0.05814002488236022,1.6823225070893029,0.5357651681598374,0.64565776340452,0.6437153939108977,0.23111866548313206,0.4044557001586991,0.4844618262785944,0.6678891722822045,,1.3456727667361674,,1.5972160977981296,1.2874612178650437,0.5401012591217056,,0.7084665677429537,0.1695764979523001,,0.46698607160614547,0.529748308381914,0.528078171736049,,0.911336821671901,,0.6374567559510537,0.23972567324384314,2.0,1.4943672645085828,0.5503811639586943,1.6203200891698848,0.45954774557635103,,1.4334509800819937,1.3985836502837337,0.4723540830259001,,0.4358162612618292,51,51,hde-OM3-3,Engine,hde,hde-OM3,
681,29,,0.40848384466563564,0.7894445909122325,1.9018587739373782,1.1481936674392685,2.854949421492848,2.0,1.0,0.3412101526550359,,1.5007037458646195,1.0415562498602333,0.0,,0.5044817829121829,1.3643705802339572,0.5637615630726419,0.3842465942614374,0.23768447470478918,0.3420036211416541,,0.09727077987602607,,0.29213405327279207,1.42589700939761,1.3481105204414083,0.39331956403957463,1.0,,,0.5351874221557426,0.4606152849971994,1.889320699868597,0.5461118872943485,,0.7667918975125316,,1.658236774125422,0.7049119827988035,1.1609741757155734,2.4348161990704282,2.465595390228574,,0.5489373384766544,0.5486451410595496,2.620609241297523,1.0,1.741690857360426,0.5504254120275386,0.0,63,63,mde-OM3-9,Engine,mde,mde-OM3,
971,230,,,0.6715456254233667,,1.332328637933696,3.041284052804117,1.667200517209182,0.4648607475449324,0.5505611845608787,,2.568300100633367,1.3447382677877828,0.2830119060813824,,0.24604349618547317,1.4614020587910512,0.2151980852438617,0.3260998058372093,0.45821734398074077,0.533312380029161,0.4731380866329815,0.40508106874875793,1.8147904110040192,0.4284829567971217,1.5018713511562982,1.3565032663108778,,0.48476796183867055,,,0.34434504896410745,0.2249304318797394,1.3493317580050534,0.6147106711109188,0.3385617642161274,0.3219585005685048,,,0.7107954094778386,1.0840719930291578,,2.6487675552808962,,,0.4527070406118082,3.478726348483023,2.682883013265995,1.7209750434817301,0.5014757559206147,0.4166254000485541,66,66,mde-OM3-13,Engine,mde,mde-OM3,
993,252,,,0.24839783416216166,,1.4365121664008222,3.833629487499275,1.5124025502418244,0.37593264785630515,0.7289538268635465,,2.1753975053233705,1.546885204799053,0.6604381529193648,,0.839186648028892,1.0898192441267485,0.4602404995762564,,0.3404160966348475,0.20734985068977851,0.4796097166251969,0.9493784902040737,1.4195585237401611,0.3543128435960711,1.6924701649523453,1.6176808583400644,0.41312421362894913,0.4505738992902818,,,0.8588983270421218,0.5322678513440234,1.515555676391843,0.4128441448110682,0.5096767805165388,0.3300682840866449,,1.8256170095047342,0.40661903089990237,1.7199494665955197,,2.1935721154865786,,0.15970812154678432,0.5833689922460072,3.1582257437546057,2.2191309177393004,1.2833894228060312,0.7607591131220717,0.1955316862227058,72,72,mde-OM3-13,Engine,mde,mde-OM3,
263,28,1.4903653971959896,0.1609268729757245,,,0.7031555272716153,,1.7735759524970587,0.22080255794147885,0.3966705004405263,0.33805651626158145,1.3470718797322447,0.6366235174462808,1.0,1.958394874861253,0.3228741099702584,0.8620146624025391,0.0,0.472272980261276,0.65750992317938,0.25391364433559305,0.7720808088676381,,1.836176174007996,,1.677761245726086,1.7946088034167695,0.2319692553299025,,0.3646751238316623,0.7307646853471587,,0.4166842467694713,0.4753307642388347,0.05492328125322159,,0.403928233576188,,0.39886378197454814,0.5535682607229919,1.575801383371004,1.906626723918083,1.0,1.5427570802796287,0.17618982155181193,,1.4450820423028943,1.566610274398926,0.4357744192177665,,0.6157654537864928,46,46,hde-OM3-3,Engine,hde,hde-OM3,
271,36,1.4174519978722095,0.4149711568575381,,0.6848239589875627,0.513762046738486,,1.5744508115470621,0.1185134953236285,0.32130326551537863,0.38412982731475875,1.769137812080928,,0.38827844687761087,1.777797231670717,0.6848930086218267,0.8848861805244143,0.13545579814815142,0.4206016020007308,0.46134439831336727,,0.4969024282454054,,1.3920869917646688,,1.71656051950183,1.07605964529828,0.3561014510953088,,0.40588242332323904,0.7781781404165077,,0.20002890348739097,0.025519722634253547,0.8438623294962492,,0.30193362663703815,,0.7076603338048604,0.5046494662370417,1.458990323035599,1.3077044147233499,0.47641492887352077,1.7839944340946023,0.0881027653380474,,1.3377014154989086,1.2552061899790539,0.5116767831346378,,0.4124136795785985,43,43,hde-OM3-3,Engine,hde,hde-OM3,
968,227,,,0.33530264989962366,,1.5809542901522446,3.586667734827477,1.5063855732807734,0.4291501795560863,0.5528231331640531,,2.3342213647423944,1.607420343127174,0.36377373894131665,,0.7312119708719594,1.3680070252468477,0.41846371267938004,0.7539216184852883,0.47715143485604206,0.12204807577364345,,0.8027759295482626,1.64172404373934,0.635784748861977,,1.541159185252499,0.4937748462542682,0.2876221555003627,,,0.32133014536037036,0.5182300128590325,1.4369616105503429,0.54289515147281,0.5279183490281627,0.44674294642975815,,1.3101725588877706,0.24393498202149466,1.6029158759339204,,2.8235805715317066,,0.5800533756253234,0.3568341702393651,3.5232862485884024,2.5855877329632517,1.3783155415300623,0.40206143230161767,0.489907237471808,45,45,mde-OM3-13,Engine,mde,mde-OM3,
764,23,,,0.4910958325165027,,1.3212622393781948,3.9371571584985796,1.2611276634275081,0.3626336457393837,0.3944634107348152,,2.683241416546546,1.8573060533131238,0.27103339668243626,,,1.2537244976892168,0.3013499021397605,0.300575766768006,0.7247818493735325,0.40170145799774903,0.6218912161184054,0.20739681406230565,1.5757934415168902,0.2844651706400203,1.0571499505819821,1.782056288426939,,0.44734614557362273,,,0.6558799141388513,0.3764552518016937,1.7893326570983903,0.39950410296342265,0.5602645491830366,0.35285718060101845,,1.5569033406404615,0.5467764340599667,1.5283068265006676,,2.7992898002832187,,0.3102463149749677,0.6112073100473443,3.4987859169006663,2.4229156262990568,1.5211180955328316,0.3266463959048012,0.5097783160453143,72,72,mde-OM3-13,Engine,mde,mde-OM3,
78,16,0.8666189983303129,0.7205080609084401,,0.2938610539105712,0.5749156993565326,0.0,0.17107019937130888,0.1799977744820411,0.0699078736631534,,0.4028486126078156,0.2191908016735535,0.46372822614236153,0.17103687569266002,0.3087671687216577,0.6831229586728427,0.543427093611546,0.2121497211887731,,0.38883496124901773,0.6445234972388737,0.38246373264187383,0.5262741333397566,0.7461967977741579,0.23325499005107186,,0.7579647358978661,,0.47840436757268273,,,0.6288950611676509,0.21394986095882632,,,0.5585266600916476,,0.7939765626250146,0.46292069730639007,1.6344824845169645,0.5278517112455116,0.28143520471929123,1.1170825606826038,0.65347177656824,0.7045341481221818,,1.4412469704976436,0.7157463620975635,,0.23379946193069054,20,20,hde-OM1-5,Engine,hde,hde-OM1,
517,32,,0.5527738237488359,0.5894285824566234,1.0199040157583892,0.773933959742842,0.42955571895915345,1.317283383063684,,0.18252639689565606,,1.3971382366036698,1.0,,,0.2621027633349757,1.6410371266670332,0.7620563162625038,0.777232028524399,0.24866873814188623,0.5082609158523023,1.0,0.6847969090012822,1.3651306301918693,0.6269450941087152,1.2349770376286247,1.4162953382008954,0.48672671024970565,,,,0.32590756740502574,0.8920662600899462,1.3678924614086965,,0.9714502474566474,0.0,,1.4146026440118011,0.0,1.2572590385327715,2.2516652584003856,1.134470211696166,,0.6975009192386572,0.329107707397472,2.1083173211265014,1.086433175706705,0.38367038513630697,0.38400851401205677,0.45443207286105,37,37,mde-OM3-4,Engine,mde,mde-OM3,
184,16,1.6563256035964942,0.445014093870955,,,0.5001431842723232,0.38383323346396875,1.727191517304321,0.6957638602000825,0.2798600209193304,0.4543350320733042,0.19340574518624765,,0.1959579859089633,0.8565861753896231,0.6129566778032707,0.21245365494644983,1.0,0.6685568258292418,,0.37209337617497035,0.507745462515841,0.0,1.6628546142198477,,1.2659545810805615,1.2929394456109913,,,0.22707243405492403,0.21453442607995904,,0.6052752080177083,0.3905687214929211,1.0,0.6927531643393826,0.7813602876598409,,,0.4841890162466257,1.4824323191089357,0.8130990965598728,0.5902675118142339,1.1980783782198032,0.18784408630108337,,1.8308620719426438,1.3453230409407153,0.18423395239651572,0.5366955502948284,0.7399315482322115,32,32,hde-OM2-5,Engine,hde,hde-OM2,
697,3,,0.0,1.0,1.2993438796203427,1.34115105653774,2.4819436956759935,1.590711606675944,1.0,0.9522927095660336,,1.0,1.4362874713869689,,,0.4324644955604352,1.4013356602284248,0.706089042834376,1.0,0.2826387937065921,0.5110168752464024,0.0,0.8447602991016245,1.4301188715211999,1.0,1.226848268151962,1.901608099361141,0.004661510234828166,0.22151198669586733,,,0.6951133209729239,0.3479463919466628,2.0,,0.8822418445328217,0.02566957770165744,,1.59848140101476,0.16180210275166354,1.3287869321809331,,2.0,,0.8576513659780074,0.0,3.8137138244155286,1.0,1.1106289962409228,,,67,67,mde-OM3-10,Engine,mde,mde-OM3,
261,26,1.4009779339116222,0.357180433287606,,0.6354063857735044,0.9149660051123101,,1.6828553822911525,0.39047867507750605,0.5387323036172834,0.0055875173464347725,1.5915435585152942,0.0446096598027501,0.298980241985345,1.8466926805776906,0.3798926500814014,0.7585235667095459,0.4635463245396312,0.4143439268787494,0.45101754818488915,0.20751191578675598,0.6081909399378357,,1.0369499048342807,,1.6033018427335657,1.331256868870132,0.868745295603259,,0.2541401814636076,0.5688122208608012,,0.17691209449662046,0.48438192916094835,0.3521553132453374,,0.25751806200871213,,0.589130758290579,0.25527678672660153,1.3174279202244523,1.2382309830589127,0.3809888197864979,1.4243409568694179,0.26353812370083074,,1.2966852380798404,1.4912647584648988,0.17658691715177569,,0.5107815269700507,47,47,hde-OM3-3,Engine,hde,hde-OM3,
