,index,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,target,noisy target,group,level-0,level-1,marker
576,30,,0.5540599742982422,0.8911779304318281,1.0,0.9102365885513218,0.7062420581978904,1.2127108554013526,0.0006976439484769216,0.0,,1.3566731999847925,1.0,0.8233015540945804,,0.05691875012304551,,1.0,0.3558699655800092,0.2546023191369465,0.5885618465383925,0.4713395726395891,0.5580047149006051,1.4907005399574014,0.6175051955836132,,,0.8755435695242445,0.48194137551846583,,,0.4037320354609114,,,0.5302384585924865,0.6363672916754588,0.429495560402005,,1.8564205206308428,0.9000859277599995,1.410307430135069,2.364072725102253,2.0249860254982055,,0.7372260592543833,0.8178462348041484,2.142234465488253,2.0,0.710014419475211,0.2373828430134909,0.5129028669638804,54,54,mde-OM3-5,Engine,mde,
154,6,,0.8856852354072202,,,0.006479604614135367,0.6866418173703677,1.7057962837140113,0.7449058408461937,0.3326149199250616,0.2018153676274375,,,0.8205302316886606,0.6739461608807963,0.32763390908599693,0.675929743982839,0.33337537939869877,0.442742578606774,,1.0,0.3034704197625878,,1.4652875534666603,0.0,1.3227741018811057,1.4907956449424753,,,0.0,0.24100702384095612,,1.0,0.4923386396207476,0.7250750311037703,0.3378128953876255,0.15786438097228012,,,0.7617104471655362,1.6598602870812686,0.5558627568674421,0.22314792496874222,1.708289490108259,0.29713560824597673,0.551270411253026,0.6003228916140423,1.9279443760291648,0.4037400253871311,0.9400619168752562,0.8390767130655307,30,30,hde-OM2-2,Engine,hde,
126,30,0.5181159243607916,0.27980213569387224,,,,0.639080840577206,1.3423410810266843,0.2986619133510475,0.20624380249327287,0.6294107816799427,0.4833782849292359,,0.10122785227331915,0.4253854536076822,0.5001322221292838,0.6028782464025835,0.800556744630374,0.6726172424724718,0.47227561853878414,0.4139579238295957,0.6726215774877298,0.04831973342183668,1.6891401461730466,0.44918729687164416,0.34737778752993115,1.3472285628602134,0.634007305978217,,,0.6108011224910226,,0.44882653254490634,0.7556696892857764,0.8053660328102996,0.25156679666261245,0.828160242998311,,,0.17337549221541165,1.4545079804459349,0.8913966808507339,0.361980121382438,1.3493269550998521,0.15235675408059682,,0.0,1.474952823566992,0.47001030200063515,0.5935725636300385,0.49976200950932315,10,10,hde-OM2-1,Engine,hde,
816,75,,,0.6009303147371237,,1.5121632653288113,3.5617656749418507,1.4597195312139415,0.3997712650751454,0.5244399755385653,,2.5969948203020805,1.5975809137094927,0.4589239488558735,,0.3170188181952826,,0.1203260742047124,0.5964257911995213,0.588700902277327,0.43499075552396443,0.16829739574249306,0.44469566591798054,,0.755970574657013,1.6660716244732652,1.4966669509184123,0.6116103651170377,0.4732819818994215,,,0.2617211230877329,0.33356067448464977,1.5172618557357578,0.44205510118476427,0.2717583590172609,0.6051662926514559,,1.5930855003987705,0.5448208940908623,1.6575323902905796,,2.500385478041,,0.5955472636175785,0.8160693458681363,3.381362891071044,2.4626021999859677,1.4309733151476758,0.3509198485699236,0.3155543199765037,46,46,mde-OM3-13,Engine,mde,
225,14,1.4250916882282345,0.9719659220589851,,,1.0,0.6218606834132245,1.6494429873563694,0.4429287275569401,0.298633795696509,0.8001992629737117,1.0267322068194082,,0.7383496659768749,0.8012363544898603,0.3231040844094949,0.41385614348644423,0.6932334611744358,0.464934228291118,0.5076080258756958,0.5011465875697807,0.64180826143312,0.4856784379832888,1.7098874976162999,0.6833272237875497,2.0,1.496432527690137,0.38098382979097334,,0.11500723419273211,0.665305547031237,,0.3251783153389134,1.0,,0.21379226666861925,0.45546731757192693,,,0.7471641018695382,1.5852821611348022,0.7687879487116226,0.8276526803890426,,0.030625200948969714,0.38646581818774084,1.731328011126092,1.2083316929403287,0.041050649479837706,,,47,47,hde-OM2-6,Engine,hde,
768,27,,,,,1.4722633192151386,3.4707787778646613,1.5628636026503364,0.5189073638220267,0.5762491886285832,,2.4355639053771454,1.5231750907547856,0.6580060666350092,,0.5869782772015777,,0.3879422358858847,0.408043682563942,0.510714521587567,0.24497753857595708,0.6970918482667551,,1.5873854922442099,0.6268480360528754,1.3475652512167786,1.9504181141771282,0.613305914033667,0.49398047590420696,,,0.5811090764455988,0.8089274928218244,1.3082761599822057,0.3954343144186967,0.28230680093387933,0.22444179780653195,,1.303771562631575,0.4759291924127212,1.6265272334729226,,2.6080640444212424,,0.5149656121406944,0.14203177778620768,3.2062594913213376,2.5099768873541763,1.590113507639356,0.2885605209867625,0.4780129929456121,54,54,mde-OM3-13,Engine,mde,
310,8,,0.5802785737994737,0.5563264012434997,,,0.34259576239475154,1.6953208262120902,0.5932108028355322,0.07363861169837127,0.2160415188650454,1.2640260582836178,,0.2933679330546318,,0.33657716098157653,0.7608151986307439,0.4547135543061063,,0.46192256144266963,,0.7415932964988379,0.4846395310224966,1.2627251266473882,0.7468521998682235,1.1799710319455117,,0.3601113616070046,0.6425259045649254,0.30054002358355,,0.4534165332934477,0.4279750585342381,,0.4132768174231121,0.40780084294071145,0.540413929326719,,0.39533460694369765,0.7414632631166234,1.32858873338508,1.2427030496663949,0.3349012642005993,1.6233481913093297,,0.8049494311910715,2.4633245124861394,1.4923096393438202,0.423003573422318,0.5823646835855456,0.4270702954652139,43,43,mde-OM1-3,Engine,mde,
301,24,,0.1664880872229044,0.40234178703218937,,0.8366649481325688,0.8092929029478781,1.7788798647794533,1.0,0.5370022272447403,0.8405104182711272,1.6137520554554063,0.20538276986555765,,,0.31862263139558283,0.5321687105944309,0.22123088480002276,,,0.15860575875849792,0.7743513191743016,0.293572665045822,1.5843670490959045,0.2305608418451777,1.6673654507367028,,0.3909258252202014,0.3416518904397842,0.5205944997645888,,0.19213252344839518,0.45475358123214465,0.416695746112573,0.07146887003223346,,0.3014861892083254,,0.0,0.4779084231092134,,1.2087365684621902,0.6190054625036105,1.4243737426334222,0.025025453802154627,0.3472155686528106,2.8440291932979407,1.0842749972178585,0.6764413202947954,0.07599497801919641,0.40993701569540875,34,34,mde-OM1-2,Engine,mde,
163,3,1.0,0.8495165182291098,,,0.8562341637371674,1.0,1.6624762426128596,1.0,1.0,0.5188500597106539,0.20371210686967303,,0.0,,0.6926465362168982,,1.0,0.0007449593008023309,0.09645714109394048,0.0,0.36859431731273845,0.3941725433585661,,1.0,2.0,2.0,0.7544239378644434,,0.6067263431525939,0.15589926599414408,,0.04114657619999305,0.4778643044287944,0.3804032336702749,0.6562655187116604,0.45909042589293847,,,1.0,1.7232295882391107,0.07475729357278657,,2.0,0.8163392906804326,0.744555511434595,1.0,2.0,0.5191857831817404,0.2512153962620164,,33,33,hde-OM2-3,Engine,hde,
133,37,0.45612542604547524,0.467497844340969,,,,0.4718856214356381,,0.44005780502676584,,0.58917944318683,0.2660619073670717,,0.3217562514316416,0.5562607363413535,0.30728381675213096,0.6514317285699387,0.19588907660028526,0.5420723017594232,0.6120172243579418,0.24294853799090066,0.5175122649065291,0.4304176023921975,1.280395669617208,0.26531612311399605,0.2020558407370952,1.1719432093785558,0.8726079234272981,,,0.4667165702213128,,0.17696025120667405,0.9388067295545117,0.4036829590948521,0.32721074755997065,0.7638057175762093,,,1.0,,0.8044059866460824,0.28847072324296474,1.2751947591856345,,,0.3210442664076327,1.4527052893975312,0.3797355378245239,0.41150406799461586,,11,11,hde-OM2-1,Engine,hde,
876,135,,,0.5546200960832403,,1.8816795746166894,3.565276010437616,1.458333285719946,0.5613968732087463,0.2963895256285084,,2.601746935750584,1.4687533003936093,,,0.7819391414759138,1.2950508972865888,0.5834778994041766,0.6780298020829741,0.37307258535743143,0.6132017540285017,0.5214022728076362,0.5289223378109987,1.348718591410176,0.6241377532539635,1.648785102126895,1.6731896318121646,0.4410639987319622,0.6203055156677015,,,0.3411064299326672,0.34449843776743905,1.3924276835833278,0.6842452884517571,0.3835166015885915,,,1.4586542275855066,0.4375414537569306,1.6971386978848453,,2.353397109573176,,0.5068489663573505,0.6038505792722214,3.3873747080565413,2.472153294621517,1.6995046847218331,0.6445077268774558,0.4974959756839778,78,78,mde-OM3-13,Engine,mde,
69,7,0.8485705796510219,0.4472294879343004,,0.5766766988506628,0.0,0.0,0.4573005637722078,0.4207943323604244,0.758814615249486,,0.32384811021411364,0.18364373158924338,0.07720845708159114,0.45260066561067913,0.7520432723914384,0.30715667945043523,0.3727551873813811,0.1893017518617812,,0.39260094457560246,0.44877409937041385,0.0,0.0,0.6635275741900458,0.3349728551160651,,0.27731714398929275,,0.2353216831386637,0.8513813940128826,,0.7264488235959807,0.7306287340873442,,,0.46606919500172306,,0.6607600393097834,0.2022840263352001,1.2491467556650226,0.5341726946385705,0.5174977203698664,1.5575289103457037,0.18927206124931242,0.801823624483286,,1.4426029032659846,0.5765834605974794,0.0,0.4423205893169396,21,21,hde-OM1-5,Engine,hde,
1049,308,,,0.41127399899246253,,1.6994567000713245,3.66918534181418,1.5703972234455574,0.4419046007614321,0.7042715380017867,,2.52127088224873,1.542794509584619,0.42262543252279655,,0.6152395781366626,1.6163831378755598,0.5728901522674105,0.37340860954051,0.45649487467771394,0.4112703209284101,,0.3718020078673217,1.5213327872350173,0.6566586932798869,1.419672289893416,1.6104683842073744,0.35446513571809024,0.7523496821465661,,,0.432802052122479,0.5131606975111506,1.535930365130822,0.4439309487679479,0.5952444070594011,0.4535865474200044,,1.5518456762948567,0.6756740038429774,1.650670675887894,,2.4899930694858528,,,0.4635125488210535,,2.2901712697776118,1.2254512140297127,0.7424616212295789,0.7674726805477451,73,73,mde-OM3-13,Engine,mde,
100,4,0.44558457216205644,0.3551647996576226,,,,0.13230711584009483,1.133841155029641,0.5014144623088264,0.838671031164121,0.6748850381572093,0.5226762816128002,,0.333527754956297,0.7407209385020388,0.2772722983303537,0.34216961263992174,0.2447313922014085,0.4669209862078619,0.49339558942221406,0.7046412248285667,0.4277557609131421,0.44544331912662927,1.6672708417001338,0.24121235350819853,0.4428135761883809,,0.5286041790791721,,,0.5844422974189436,,0.5956779743720622,0.4066877620205268,0.3338554279306384,0.3628874784280695,0.19084611041211325,,,0.6205492210463227,1.8448928438055692,0.5159912694997097,0.4737019438301784,1.9506676403798928,0.42426998055623966,,0.5306308255634374,,,0.6741523183231162,0.7292895272173873,11,11,hde-OM2-1,Engine,hde,
351,49,,0.7909194491436122,1.0,,,0.590956169153128,1.4881910570678836,0.2880356126696904,0.57221717608243,0.23334190796593368,1.7741401049130834,1.7350258943796013,0.7845557744170695,,0.5353164846697187,0.6775757684830732,0.6734350759755333,,0.1273711073577266,,0.6742085550218073,1.0,1.4701081960923648,0.8091340944729872,1.4346246764595065,,0.6829487525079877,,0.11998993229065559,,0.5234880403047327,,,0.7820679177305596,0.45495357001226155,0.6915661714565713,,0.5987664634833136,0.47087547154968584,1.63014990075289,1.0205666456039573,0.4432383534539137,1.2278487870900245,0.4126552910410258,0.3740352240033119,,1.2786444523967513,0.6191220376762434,0.37034266762677803,0.4256538723152094,46,46,mde-OM1-3,Engine,mde,
361,59,,0.23432034132246288,0.6722269859843016,,,0.5706073886894103,1.5475547624929615,0.7727361262556949,0.4714343597183202,0.32175136293333656,1.4599085896127886,1.396950383929829,0.4130654859854427,,0.07220853970521073,0.6857534967232326,0.3975744971252571,,0.6011696490963451,,0.0,0.09177792987144083,1.4572052551510843,0.4318073601575887,1.6910272058487301,,0.7967663342628148,0.6367659407332028,0.43214523914456526,,0.5478556587487723,0.7683035860905841,,0.30612494989356426,0.6245869267652407,0.5182256928141132,,0.29618960505932757,0.41521389985156887,1.8260906035159328,1.6284120814342589,0.5403982665897588,1.6448876419412717,0.6810010932626172,0.6676028389611854,2.2910210838126326,1.8377197280169928,0.5919644666475854,0.5853000199033268,0.42833212934464227,50,50,mde-OM1-3,Engine,mde,
485,0,,0.6381686401769261,0.3684541634580596,1.3842032153980686,0.5585433763299341,0.41862921512245627,1.4467146224979714,,,,1.9552850835731146,1.412091080929143,,,0.6243942303699689,1.508812519151935,0.4400260179979718,0.6209243878384231,0.3115275263529657,0.5056132511229,0.4299880004420726,,1.9331989296642318,,1.9327890154024536,1.1692166947789424,0.575782506808735,0.32620995349566734,,,0.6437877058841407,0.3339073037196844,1.5173042333486602,,0.6465586598282279,0.3909617443421954,,1.538090633783388,0.4948504304288523,1.3535126747085506,2.4324408114125253,1.579959248952251,,0.6735778101507667,0.11391919359298898,2.7071382421711947,1.9781094812362556,0.39338733709107304,0.4923054299804741,,35,35,mde-OM3-4,Engine,mde,
555,9,,,0.3626841595756323,1.42198467525103,0.70529294458691,0.6465870476734487,1.0,0.4980880732655962,0.9130497777430536,,1.2054513307248877,1.5350553888365641,0.5530887022011882,,0.3937046702299663,,0.3786792108092564,0.5367747475533424,0.4972536803096012,0.643716298940415,0.22169423806595284,0.5645253421069548,1.2864060531270687,0.48239115605487526,1.528443567939466,,0.5395722376366784,0.6449149143315328,,,0.32509126834814717,0.10468099627945927,,0.6537061154542287,0.3146891419937512,0.3529156755393217,,1.7203525215165594,0.5810459696676838,1.7004762378424947,2.5039078186577535,2.416425651159293,,0.5065305674364156,0.5937361845726599,,1.5170194384200384,0.46644083596622626,0.13112983132913084,0.572621423717802,55,55,mde-OM3-5,Engine,mde,
623,9,,0.8748481747735914,0.3752833771844407,1.3405984653194165,1.560227657491758,1.5733064909174146,1.4392891428526642,0.28452125055694144,0.8781117227666361,,1.5601520681539716,,0.693018679383693,,0.5722740536748401,1.566674072429442,0.2564384825823455,0.7532457014378068,0.6938221933623435,1.0,,0.20443526822475624,1.3898262495336287,0.36343062002794463,1.6217347502973762,2.0,0.11722179201630355,0.40293781786178,,,0.08847181245696595,0.6721810840005767,2.0,0.5503368418318747,0.9195817194063922,0.14727806240685484,0.6068296243619641,1.5163687792527218,0.26441971775869144,1.6915379422966175,2.7337688365197392,2.7700057714379316,,0.7103419961387265,0.5242588539142145,2.154086604629095,,0.2935365806065774,0.49827711929422364,0.32058423252573104,60,60,mde-OM3-7,Engine,mde,
803,62,,,0.589343782133005,,1.7049846216856146,3.721964587793714,1.334032683188964,0.2572486754502442,0.647805991409749,,2.403471002306496,1.3886972644032272,0.7693495591562335,,0.6919964604298651,1.2922602886146781,,0.7370424831198376,0.5717219166741965,0.8263334933427882,0.8642555838115775,0.48870332617671663,1.4360544400274893,0.6988015434609977,1.6650475621915577,1.8023590779625387,0.3767063948122335,0.36839662372540055,,,0.5853788377952317,0.748060944507577,1.3782987299705693,0.6684306369602367,0.7039594771981363,0.5239925575042825,,1.181304647470646,0.6331638468370377,1.3843854037272316,,2.6397402523942946,,0.7738644413431829,0.7636158319559719,3.33301752927192,2.4646595251843872,1.5015247665536662,0.4932126713571399,0.5441103966077687,55,55,mde-OM3-13,Engine,mde,
683,31,,0.05889405215738242,0.23313312216878665,1.610930886941271,,2.854695438198099,,0.954044844525469,0.38153478270441926,,1.7870526333717733,1.695272520314266,0.6808037985625602,,0.3345632166839304,1.8558294470663628,0.3611686049420019,0.5691088901031672,0.39744274491560533,0.8139008917835916,,0.49925675251150486,,0.13182678333797793,1.8301780250584796,1.3985122669073198,0.8044601407138323,0.735831553560251,,,0.6738931388662889,0.5293550518984188,1.5334839052776914,0.3465801884933903,,1.0,,1.9774500869324894,0.03834735179542186,,2.390316710566931,3.0,,0.6960402164002102,0.2701131719545147,2.6121365877629863,1.0,,0.24680354472899027,0.6267499210851173,65,65,mde-OM3-9,Engine,mde,
681,29,,0.453669114632305,0.6365221185464445,1.4231285041228903,1.284184283324974,2.930594754827975,1.8577485196179375,0.2672368387435267,1.0,,1.9917001309841311,1.7044415624335183,0.4830543680420253,,0.34407108100378736,1.811255413737563,0.505052696550278,0.2312206569342948,0.13761316617382807,0.8792437121969071,,0.5064333785676632,,0.3838866693646077,1.1486109962596385,1.399718780116728,1.0,0.31168631535518776,,,0.6522493129600764,0.6379031204751562,1.7663440084179571,0.3389176853559053,,0.39993809109026274,,1.0,0.4628737694808041,1.29980850131329,2.6304531772345743,2.271306101543648,,0.03738572974303355,0.5886394108639976,2.7974632973369373,1.5873709227477515,2.0,0.7628656463504898,0.8605361739071259,66,66,mde-OM3-9,Engine,mde,
499,14,,0.7719576226971622,0.3838119848943015,1.3133423363986358,0.26633823647750166,0.4630440978789662,1.7806341814716804,,0.857409790098668,,1.1104831753689535,1.838385589016682,,,0.6520545536393111,1.3374498123484324,0.41343091757602596,0.28209552266904786,0.5975030373699114,0.44320535815907114,0.4716251571554688,0.3243466755545055,1.2711130502537489,0.47527431236298845,1.100058420005854,1.4269290455621837,0.613427928225847,0.1051451151599448,,,0.7186864222385292,0.48070310011255724,1.577568863434188,,0.6204917505847178,,,1.9917002147744327,0.0,1.153798382006447,2.4145047150610863,1.349113921890017,,0.3917254160823932,0.4155323535298838,2.491003720740512,1.6001860792597227,0.9200375731793528,0.4293289696403624,1.0,42,42,mde-OM3-4,Engine,mde,
863,122,,,0.6688861345588306,,1.5912437410385762,3.730026213537545,1.6653734895399426,0.4022512217621483,0.39474102494535,,,1.499133759152702,0.35921179076763454,,0.5153948268712625,1.1437013347748703,0.4983767106791485,0.6385728944996365,0.7836329800565354,0.7322961318762012,0.16827982014201887,0.23570064870945556,1.3562008279815612,0.9259226146007298,1.3555829671838533,1.5795345517131736,0.5190678951889419,0.6863179378398162,,,0.522210726220379,0.44962685997238516,1.9421831187894834,0.8199976131440448,0.8455198631334594,0.6031941013477994,,1.6727863937648708,0.6799405249575154,1.645835849614325,,2.80051643160336,,0.37188314013562623,0.3748339123208735,3.4002694388885595,2.6856720538444963,1.5270421981121394,0.4466723917106124,0.49118684004512975,57,57,mde-OM3-13,Engine,mde,
66,4,0.5603418148817046,0.3732916079363121,,0.3834140884345494,0.9104241208170842,0.9087581211162286,0.4982564393603659,0.5036875058333709,0.796960555831716,,0.16984215858284335,0.39145227445771846,0.20994040259214625,0.601832746199816,0.22352331226033953,0.23086576062440986,0.5833027362251384,0.01439058587509099,,,0.25505364795729313,0.7628434842770435,0.3644565151316784,0.33408805135751224,0.6367937652735733,,0.3325378170581734,,0.3347488060854553,0.7178181955619631,,,0.7391718430926307,,,0.706629712630749,,,0.5142497643273026,1.5304374017472884,0.6192485636508588,0.19544922114877278,,0.6334713975022417,,,1.5111290340354984,0.5737925042663331,0.4986737270451353,0.4028308218833808,20,20,hde-OM1-5,Engine,hde,
641,5,,0.8192786046112431,0.37507853639899735,1.440981054604915,,1.940063157926072,1.4086517577784112,0.5713730450368121,,,1.5250461208073132,1.6895511801352883,0.0,,,1.6420311342672127,0.6072558847094643,0.6470386139411513,0.2251761111800473,0.3610819213018727,0.788315546977742,0.765464047443802,1.3004073940268701,,1.237863553165704,1.9597570546415204,0.6618356703478905,0.8460404916838726,,,0.7299385925037691,0.4476675202029141,1.5108867352451023,0.7576378083036135,0.6058368034891639,0.44278435521095466,,1.6049487012122758,0.3312075020834946,,2.098557193161244,2.254763100882744,,0.35936336159007887,0.503008163007025,2.350356502142632,1.3803894917976085,1.9593998839677838,0.5241555303358842,1.0,66,66,mde-OM3-8,Engine,mde,
47,0,0.4150246317031857,0.896384481333233,,0.07617217417436563,0.0,0.4474947965890663,0.4354107215236023,0.49896637622765583,0.7552253543561592,0.19425691584764848,1.0,0.0,,0.3436813592270418,0.0,0.5758077130080854,0.15164467582904503,0.4947956251709572,,0.907957963585871,0.5490308217106746,,1.0,0.42357553551738847,,1.3962322737377955,0.6280400127556666,,0.19209952181480205,0.7733196114336979,,0.5925971707393128,0.3672656499541087,0.09805024132673242,,0.7773945747981577,,,0.3808981866309101,0.27299211193413814,0.6563963900565044,1.0,1.0,0.6831941691832901,0.08275594362554234,,1.2747941007624455,,0.5309148339237176,,16,16,hde-OM1-4,Engine,hde,
