R_e,A@e,Method,gini,p value,Run,SPH Executed,info loss,SPH A@1,RF+B A@1,CPI A@1,Avg Acc SPH+CPI
2,0.19,Tailored Approach,0.3,0.8,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.03666666666666667,0.368
3,0.24333333333333335,Tailored Approach,0.3,0.8,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.03666666666666667,0.368
4,0.2866666666666667,Tailored Approach,0.3,0.8,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.03666666666666667,0.368
5,0.36,Tailored Approach,0.3,0.8,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.03666666666666667,0.368
6,0.4166666666666667,Tailored Approach,0.3,0.8,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.03666666666666667,0.368
7,0.47,Tailored Approach,0.3,0.8,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.03666666666666667,0.368
8,0.5066666666666667,Tailored Approach,0.3,0.8,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.03666666666666667,0.368
9,0.5333333333333333,Tailored Approach,0.3,0.8,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.03666666666666667,0.368
10,0.56,Tailored Approach,0.3,0.8,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.03666666666666667,0.368
1,0.04,CPI,0.3,0.9,,,,,,,
2,0.07333333333333333,CPI,0.3,0.9,,,,,,,
3,0.11333333333333333,CPI,0.3,0.9,,,,,,,
4,0.13,CPI,0.3,0.9,,,,,,,
5,0.16333333333333333,CPI,0.3,0.9,,,,,,,
6,0.17333333333333334,CPI,0.3,0.9,,,,,,,
7,0.23,CPI,0.3,0.9,,,,,,,
8,0.25666666666666665,CPI,0.3,0.9,,,,,,,
9,0.3,CPI,0.3,0.9,,,,,,,
10,0.34,CPI,0.3,0.9,,,,,,,
1,0.11333333333333333,Tailored Approach,0.3,0.9,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.04,0.368
2,0.19,Tailored Approach,0.3,0.9,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.04,0.368
3,0.24333333333333335,Tailored Approach,0.3,0.9,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.04,0.368
4,0.2866666666666667,Tailored Approach,0.3,0.9,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.04,0.368
5,0.36,Tailored Approach,0.3,0.9,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.04,0.368
6,0.4166666666666667,Tailored Approach,0.3,0.9,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.04,0.368
7,0.47,Tailored Approach,0.3,0.9,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.04,0.368
8,0.5066666666666667,Tailored Approach,0.3,0.9,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.04,0.368
9,0.5333333333333333,Tailored Approach,0.3,0.9,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.04,0.368
10,0.56,Tailored Approach,0.3,0.9,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.04,0.368
1,0.07666666666666666,CPI,0.35,0.7,1.0,22.0,,,,,
2,0.13333333333333333,CPI,0.35,0.7,1.0,22.0,,,,,
3,0.18666666666666668,CPI,0.35,0.7,1.0,22.0,,,,,
4,0.22666666666666666,CPI,0.35,0.7,1.0,22.0,,,,,
5,0.29333333333333333,CPI,0.35,0.7,1.0,22.0,,,,,
6,0.3333333333333333,CPI,0.35,0.7,1.0,22.0,,,,,
7,0.38,CPI,0.35,0.7,1.0,22.0,,,,,
8,0.4166666666666667,CPI,0.35,0.7,1.0,22.0,,,,,
9,0.48333333333333334,CPI,0.35,0.7,1.0,22.0,,,,,
10,0.5133333333333333,CPI,0.35,0.7,1.0,22.0,,,,,
1,0.11333333333333333,Tailored Approach,0.35,0.7,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
2,0.19,Tailored Approach,0.35,0.7,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
3,0.24333333333333335,Tailored Approach,0.35,0.7,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
4,0.2866666666666667,Tailored Approach,0.35,0.7,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
5,0.36,Tailored Approach,0.35,0.7,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
6,0.4166666666666667,Tailored Approach,0.35,0.7,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
7,0.47,Tailored Approach,0.35,0.7,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
8,0.5066666666666667,Tailored Approach,0.35,0.7,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
9,0.5333333333333333,Tailored Approach,0.35,0.7,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
10,0.56,Tailored Approach,0.35,0.7,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
1,0.07666666666666666,CPI,0.35,0.8,1.0,22.0,,,,,
2,0.13333333333333333,CPI,0.35,0.8,1.0,22.0,,,,,
3,0.18666666666666668,CPI,0.35,0.8,1.0,22.0,,,,,
4,0.22666666666666666,CPI,0.35,0.8,1.0,22.0,,,,,
5,0.29333333333333333,CPI,0.35,0.8,1.0,22.0,,,,,
6,0.3333333333333333,CPI,0.35,0.8,1.0,22.0,,,,,
7,0.38,CPI,0.35,0.8,1.0,22.0,,,,,
8,0.4166666666666667,CPI,0.35,0.8,1.0,22.0,,,,,
9,0.48333333333333334,CPI,0.35,0.8,1.0,22.0,,,,,
10,0.5133333333333333,CPI,0.35,0.8,1.0,22.0,,,,,
1,0.11333333333333333,Tailored Approach,0.35,0.8,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
2,0.19,Tailored Approach,0.35,0.8,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
3,0.24333333333333335,Tailored Approach,0.35,0.8,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
4,0.2866666666666667,Tailored Approach,0.35,0.8,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
5,0.36,Tailored Approach,0.35,0.8,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
6,0.4166666666666667,Tailored Approach,0.35,0.8,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
7,0.47,Tailored Approach,0.35,0.8,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
8,0.5066666666666667,Tailored Approach,0.35,0.8,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
9,0.5333333333333333,Tailored Approach,0.35,0.8,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
10,0.56,Tailored Approach,0.35,0.8,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
1,0.07666666666666666,CPI,0.35,0.9,1.0,22.0,,,,,
2,0.13333333333333333,CPI,0.35,0.9,1.0,22.0,,,,,
3,0.18666666666666668,CPI,0.35,0.9,1.0,22.0,,,,,
4,0.22666666666666666,CPI,0.35,0.9,1.0,22.0,,,,,
5,0.29333333333333333,CPI,0.35,0.9,1.0,22.0,,,,,
6,0.3333333333333333,CPI,0.35,0.9,1.0,22.0,,,,,
7,0.38,CPI,0.35,0.9,1.0,22.0,,,,,
8,0.4166666666666667,CPI,0.35,0.9,1.0,22.0,,,,,
9,0.48333333333333334,CPI,0.35,0.9,1.0,22.0,,,,,
10,0.5133333333333333,CPI,0.35,0.9,1.0,22.0,,,,,
1,0.11333333333333333,Tailored Approach,0.35,0.9,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
2,0.19,Tailored Approach,0.35,0.9,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
3,0.24333333333333335,Tailored Approach,0.35,0.9,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
4,0.2866666666666667,Tailored Approach,0.35,0.9,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
5,0.36,Tailored Approach,0.35,0.9,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
6,0.4166666666666667,Tailored Approach,0.35,0.9,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
7,0.47,Tailored Approach,0.35,0.9,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
8,0.5066666666666667,Tailored Approach,0.35,0.9,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
9,0.5333333333333333,Tailored Approach,0.35,0.9,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
10,0.56,Tailored Approach,0.35,0.9,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
1,0.07666666666666666,CPI,0.4,0.7,1.0,22.0,,,,,
2,0.13333333333333333,CPI,0.4,0.7,1.0,22.0,,,,,
3,0.18666666666666668,CPI,0.4,0.7,1.0,22.0,,,,,
4,0.22666666666666666,CPI,0.4,0.7,1.0,22.0,,,,,
5,0.29333333333333333,CPI,0.4,0.7,1.0,22.0,,,,,
6,0.3333333333333333,CPI,0.4,0.7,1.0,22.0,,,,,
7,0.38,CPI,0.4,0.7,1.0,22.0,,,,,
8,0.4166666666666667,CPI,0.4,0.7,1.0,22.0,,,,,
9,0.48333333333333334,CPI,0.4,0.7,1.0,22.0,,,,,
10,0.5133333333333333,CPI,0.4,0.7,1.0,22.0,,,,,
1,0.11333333333333333,Tailored Approach,0.4,0.7,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
2,0.19,Tailored Approach,0.4,0.7,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
3,0.24333333333333335,Tailored Approach,0.4,0.7,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
4,0.2866666666666667,Tailored Approach,0.4,0.7,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
5,0.36,Tailored Approach,0.4,0.7,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
6,0.4166666666666667,Tailored Approach,0.4,0.7,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
7,0.47,Tailored Approach,0.4,0.7,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
8,0.5066666666666667,Tailored Approach,0.4,0.7,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
9,0.5333333333333333,Tailored Approach,0.4,0.7,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
10,0.56,Tailored Approach,0.4,0.7,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
1,0.07666666666666666,CPI,0.4,0.8,1.0,22.0,,,,,
2,0.13333333333333333,CPI,0.4,0.8,1.0,22.0,,,,,
3,0.18666666666666668,CPI,0.4,0.8,1.0,22.0,,,,,
4,0.22666666666666666,CPI,0.4,0.8,1.0,22.0,,,,,
5,0.29333333333333333,CPI,0.4,0.8,1.0,22.0,,,,,
6,0.3333333333333333,CPI,0.4,0.8,1.0,22.0,,,,,
7,0.38,CPI,0.4,0.8,1.0,22.0,,,,,
8,0.4166666666666667,CPI,0.4,0.8,1.0,22.0,,,,,
9,0.48333333333333334,CPI,0.4,0.8,1.0,22.0,,,,,
10,0.5133333333333333,CPI,0.4,0.8,1.0,22.0,,,,,
1,0.11333333333333333,Tailored Approach,0.4,0.8,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
2,0.19,Tailored Approach,0.4,0.8,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
3,0.24333333333333335,Tailored Approach,0.4,0.8,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
4,0.2866666666666667,Tailored Approach,0.4,0.8,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
5,0.36,Tailored Approach,0.4,0.8,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
6,0.4166666666666667,Tailored Approach,0.4,0.8,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
7,0.47,Tailored Approach,0.4,0.8,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
8,0.5066666666666667,Tailored Approach,0.4,0.8,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
9,0.5333333333333333,Tailored Approach,0.4,0.8,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
10,0.56,Tailored Approach,0.4,0.8,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
1,0.07666666666666666,CPI,0.4,0.9,1.0,22.0,,,,,
2,0.13333333333333333,CPI,0.4,0.9,1.0,22.0,,,,,
3,0.18666666666666668,CPI,0.4,0.9,1.0,22.0,,,,,
4,0.22666666666666666,CPI,0.4,0.9,1.0,22.0,,,,,
5,0.29333333333333333,CPI,0.4,0.9,1.0,22.0,,,,,
6,0.3333333333333333,CPI,0.4,0.9,1.0,22.0,,,,,
7,0.38,CPI,0.4,0.9,1.0,22.0,,,,,
8,0.4166666666666667,CPI,0.4,0.9,1.0,22.0,,,,,
9,0.48333333333333334,CPI,0.4,0.9,1.0,22.0,,,,,
10,0.5133333333333333,CPI,0.4,0.9,1.0,22.0,,,,,
1,0.11333333333333333,Tailored Approach,0.4,0.9,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
2,0.19,Tailored Approach,0.4,0.9,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
3,0.24333333333333335,Tailored Approach,0.4,0.9,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
4,0.2866666666666667,Tailored Approach,0.4,0.9,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
5,0.36,Tailored Approach,0.4,0.9,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
6,0.4166666666666667,Tailored Approach,0.4,0.9,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
7,0.47,Tailored Approach,0.4,0.9,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
8,0.5066666666666667,Tailored Approach,0.4,0.9,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
9,0.5333333333333333,Tailored Approach,0.4,0.9,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
10,0.56,Tailored Approach,0.4,0.9,1.0,22.0,0.1,0.11333333333333333,0.07666666666666666,0.07666666666666666,0.368
1,0.1,SPH,-1.0,-1.0,1.0,9.0,0.25,,,,
2,0.19666666666666666,SPH,-1.0,-1.0,1.0,9.0,0.25,,,,
3,0.2833333333333333,SPH,-1.0,-1.0,1.0,9.0,0.25,,,,
4,0.35,SPH,-1.0,-1.0,1.0,9.0,0.25,,,,
5,0.3933333333333333,SPH,-1.0,-1.0,1.0,9.0,0.25,,,,
6,0.45,SPH,-1.0,-1.0,1.0,9.0,0.25,,,,
7,0.48333333333333334,SPH,-1.0,-1.0,1.0,9.0,0.25,,,,
8,0.53,SPH,-1.0,-1.0,1.0,9.0,0.25,,,,
9,0.5666666666666667,SPH,-1.0,-1.0,1.0,9.0,0.25,,,,
10,0.5933333333333334,SPH,-1.0,-1.0,1.0,9.0,0.25,,,,
1,0.07333333333333333,RF+B,-1.0,-1.0,1.0,9.0,,,,,
2,0.17,RF+B,-1.0,-1.0,1.0,9.0,,,,,
3,0.23,RF+B,-1.0,-1.0,1.0,9.0,,,,,
4,0.29333333333333333,RF+B,-1.0,-1.0,1.0,9.0,,,,,
5,0.32,RF+B,-1.0,-1.0,1.0,9.0,,,,,
6,0.36,RF+B,-1.0,-1.0,1.0,9.0,,,,,
7,0.3933333333333333,RF+B,-1.0,-1.0,1.0,9.0,,,,,
8,0.43,RF+B,-1.0,-1.0,1.0,9.0,,,,,
9,0.4666666666666667,RF+B,-1.0,-1.0,1.0,9.0,,,,,
10,0.49,RF+B,-1.0,-1.0,1.0,9.0,,,,,
1,0.05333333333333334,CPI,0.3,0.7,,,,,,,
2,0.11,CPI,0.3,0.7,,,,,,,
3,0.17666666666666667,CPI,0.3,0.7,,,,,,,
4,0.22333333333333333,CPI,0.3,0.7,,,,,,,
5,0.28,CPI,0.3,0.7,,,,,,,
6,0.30666666666666664,CPI,0.3,0.7,,,,,,,
7,0.34,CPI,0.3,0.7,,,,,,,
8,0.38,CPI,0.3,0.7,,,,,,,
9,0.42,CPI,0.3,0.7,,,,,,,
10,0.4533333333333333,CPI,0.3,0.7,,,,,,,
1,0.1,Tailored Approach,0.3,0.7,1.0,9.0,0.25,0.1,0.07333333333333333,0.05333333333333334,0.3946666666666666
2,0.19666666666666666,Tailored Approach,0.3,0.7,1.0,9.0,0.25,0.1,0.07333333333333333,0.05333333333333334,0.3946666666666666
3,0.2833333333333333,Tailored Approach,0.3,0.7,1.0,9.0,0.25,0.1,0.07333333333333333,0.05333333333333334,0.3946666666666666
4,0.35,Tailored Approach,0.3,0.7,1.0,9.0,0.25,0.1,0.07333333333333333,0.05333333333333334,0.3946666666666666
5,0.3933333333333333,Tailored Approach,0.3,0.7,1.0,9.0,0.25,0.1,0.07333333333333333,0.05333333333333334,0.3946666666666666
6,0.45,Tailored Approach,0.3,0.7,1.0,9.0,0.25,0.1,0.07333333333333333,0.05333333333333334,0.3946666666666666
7,0.48333333333333334,Tailored Approach,0.3,0.7,1.0,9.0,0.25,0.1,0.07333333333333333,0.05333333333333334,0.3946666666666666
8,0.53,Tailored Approach,0.3,0.7,1.0,9.0,0.25,0.1,0.07333333333333333,0.05333333333333334,0.3946666666666666
9,0.5666666666666667,Tailored Approach,0.3,0.7,1.0,9.0,0.25,0.1,0.07333333333333333,0.05333333333333334,0.3946666666666666
10,0.5933333333333334,Tailored Approach,0.3,0.7,1.0,9.0,0.25,0.1,0.07333333333333333,0.05333333333333334,0.3946666666666666
1,0.06666666666666667,CPI,0.3,0.8,,,,,,,
2,0.11666666666666667,CPI,0.3,0.8,,,,,,,
3,0.16333333333333333,CPI,0.3,0.8,,,,,,,
4,0.21333333333333335,CPI,0.3,0.8,,,,,,,
5,0.24,CPI,0.3,0.8,,,,,,,
6,0.27666666666666667,CPI,0.3,0.8,,,,,,,
7,0.30333333333333334,CPI,0.3,0.8,,,,,,,
8,0.3433333333333333,CPI,0.3,0.8,,,,,,,
9,0.36666666666666664,CPI,0.3,0.8,,,,,,,
10,0.3933333333333333,CPI,0.3,0.8,,,,,,,
1,0.1,Tailored Approach,0.3,0.8,1.0,9.0,0.25,0.1,0.07333333333333333,0.06666666666666667,0.3946666666666666
2,0.19666666666666666,Tailored Approach,0.3,0.8,1.0,9.0,0.25,0.1,0.07333333333333333,0.06666666666666667,0.3946666666666666
3,0.2833333333333333,Tailored Approach,0.3,0.8,1.0,9.0,0.25,0.1,0.07333333333333333,0.06666666666666667,0.3946666666666666
4,0.35,Tailored Approach,0.3,0.8,1.0,9.0,0.25,0.1,0.07333333333333333,0.06666666666666667,0.3946666666666666
5,0.3933333333333333,Tailored Approach,0.3,0.8,1.0,9.0,0.25,0.1,0.07333333333333333,0.06666666666666667,0.3946666666666666
6,0.45,Tailored Approach,0.3,0.8,1.0,9.0,0.25,0.1,0.07333333333333333,0.06666666666666667,0.3946666666666666
7,0.48333333333333334,Tailored Approach,0.3,0.8,1.0,9.0,0.25,0.1,0.07333333333333333,0.06666666666666667,0.3946666666666666
8,0.53,Tailored Approach,0.3,0.8,1.0,9.0,0.25,0.1,0.07333333333333333,0.06666666666666667,0.3946666666666666
9,0.5666666666666667,Tailored Approach,0.3,0.8,1.0,9.0,0.25,0.1,0.07333333333333333,0.06666666666666667,0.3946666666666666
10,0.5933333333333334,Tailored Approach,0.3,0.8,1.0,9.0,0.25,0.1,0.07333333333333333,0.06666666666666667,0.3946666666666666
1,0.03333333333333333,CPI,0.3,0.9,,,,,,,
2,0.05,CPI,0.3,0.9,,,,,,,
3,0.08333333333333333,CPI,0.3,0.9,,,,,,,
4,0.12,CPI,0.3,0.9,,,,,,,
5,0.15666666666666668,CPI,0.3,0.9,,,,,,,
6,0.21,CPI,0.3,0.9,,,,,,,
7,0.24666666666666667,CPI,0.3,0.9,,,,,,,
8,0.2866666666666667,CPI,0.3,0.9,,,,,,,
9,0.32666666666666666,CPI,0.3,0.9,,,,,,,
10,0.36,CPI,0.3,0.9,,,,,,,
1,0.1,Tailored Approach,0.3,0.9,1.0,9.0,0.25,0.1,0.07333333333333333,0.03333333333333333,0.3946666666666666
2,0.19666666666666666,Tailored Approach,0.3,0.9,1.0,9.0,0.25,0.1,0.07333333333333333,0.03333333333333333,0.3946666666666666
3,0.2833333333333333,Tailored Approach,0.3,0.9,1.0,9.0,0.25,0.1,0.07333333333333333,0.03333333333333333,0.3946666666666666
4,0.35,Tailored Approach,0.3,0.9,1.0,9.0,0.25,0.1,0.07333333333333333,0.03333333333333333,0.3946666666666666
5,0.3933333333333333,Tailored Approach,0.3,0.9,1.0,9.0,0.25,0.1,0.07333333333333333,0.03333333333333333,0.3946666666666666
6,0.45,Tailored Approach,0.3,0.9,1.0,9.0,0.25,0.1,0.07333333333333333,0.03333333333333333,0.3946666666666666
7,0.48333333333333334,Tailored Approach,0.3,0.9,1.0,9.0,0.25,0.1,0.07333333333333333,0.03333333333333333,0.3946666666666666
8,0.53,Tailored Approach,0.3,0.9,1.0,9.0,0.25,0.1,0.07333333333333333,0.03333333333333333,0.3946666666666666
9,0.5666666666666667,Tailored Approach,0.3,0.9,1.0,9.0,0.25,0.1,0.07333333333333333,0.03333333333333333,0.3946666666666666
10,0.5933333333333334,Tailored Approach,0.3,0.9,1.0,9.0,0.25,0.1,0.07333333333333333,0.03333333333333333,0.3946666666666666
1,0.07333333333333333,CPI,0.35,0.7,1.0,9.0,,,,,
2,0.17,CPI,0.35,0.7,1.0,9.0,,,,,
3,0.23,CPI,0.35,0.7,1.0,9.0,,,,,
4,0.29333333333333333,CPI,0.35,0.7,1.0,9.0,,,,,
5,0.32,CPI,0.35,0.7,1.0,9.0,,,,,
6,0.36,CPI,0.35,0.7,1.0,9.0,,,,,
7,0.3933333333333333,CPI,0.35,0.7,1.0,9.0,,,,,
8,0.43,CPI,0.35,0.7,1.0,9.0,,,,,
9,0.4666666666666667,CPI,0.35,0.7,1.0,9.0,,,,,
10,0.49,CPI,0.35,0.7,1.0,9.0,,,,,
1,0.1,Tailored Approach,0.35,0.7,1.0,9.0,0.25,0.1,0.07333333333333333,0.07333333333333333,0.3946666666666666
