;Unnamed: 0;Unnamed: 0.1;Unnamed: 0.1.1;Unnamed: 0.1.1.1;Unnamed: 0.1.1.1.1;group;target;RA@10;gini;p;max info loss;imb;Method
49;49,0;49,0;49,0;49,0;987,0;mde-OM3-13;81;0;-1;-1;-1;normal;RF+B
50;50,0;50,0;50,0;50,0;241,0;hde-OM3-3;44;2;-1;-1;-1;normal;RF+B
51;51,0;51,0;51,0;51,0;414,0;mde-OM1-4;57;4;-1;-1;-1;normal;RF+B
52;52,0;52,0;52,0;52,0;676,0;mde-OM3-9;65;0;-1;-1;-1;normal;RF+B
53;53,0;53,0;53,0;53,0;395,0;mde-OM1-4;56;0;-1;-1;-1;normal;RF+B
54;54,0;54,0;54,0;54,0;964,0;mde-OM3-13;47;3;-1;-1;-1;normal;RF+B
55;55,0;55,0;55,0;55,0;267,0;hde-OM3-3;44;1;-1;-1;-1;normal;RF+B
56;56,0;56,0;56,0;56,0;275,0;hde-OM3-3;44;2;-1;-1;-1;normal;RF+B
57;57,0;57,0;57,0;57,0;206,0;hde-OM2-5;42;7;-1;-1;-1;normal;RF+B
58;58,0;58,0;58,0;58,0;1019,0;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
59;59,0;59,0;59,0;59,0;29,0;hde-OM1-3;14;0;-1;-1;-1;normal;RF+B
60;60,0;60,0;60,0;60,0;61,0;hde-OM1-4;16;0;-1;-1;-1;normal;RF+B
61;61,0;61,0;61,0;61,0;315,0;mde-OM1-3;52;1;-1;-1;-1;normal;RF+B
62;62,0;62,0;62,0;62,0;199,0;hde-OM2-5;35;0;-1;-1;-1;normal;RF+B
63;63,0;63,0;63,0;63,0;146,0;hde-OM2-1;5;1;-1;-1;-1;normal;RF+B
64;64,0;64,0;64,0;64,0;603,0;mde-OM3-6;54;5;-1;-1;-1;normal;RF+B
65;65,0;65,0;65,0;65,0;444,0;mde-OM1-4;55;0;-1;-1;-1;normal;RF+B
66;66,0;66,0;66,0;66,0;930,0;mde-OM3-13;60;5;-1;-1;-1;normal;RF+B
67;67,0;67,0;67,0;67,0;34,0;hde-OM1-3;6;4;-1;-1;-1;normal;RF+B
68;68,0;68,0;68,0;68,0;767,0;mde-OM3-13;60;4;-1;-1;-1;normal;RF+B
69;69,0;69,0;69,0;69,0;973,0;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
70;70,0;70,0;70,0;70,0;357,0;mde-OM1-3;53;0;-1;-1;-1;normal;RF+B
71;71,0;71,0;71,0;71,0;845,0;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
72;72,0;72,0;72,0;72,0;112,0;hde-OM2-1;13;0;-1;-1;-1;normal;RF+B
73;73,0;73,0;73,0;73,0;99,0;hde-OM2-1;8;1;-1;-1;-1;normal;RF+B
74;74,0;74,0;74,0;74,0;355,0;mde-OM1-3;50;0;-1;-1;-1;normal;RF+B
75;75,0;75,0;75,0;75,0;709,0;mde-OM3-11;71;3;-1;-1;-1;normal;RF+B
76;76,0;76,0;76,0;76,0;747,0;mde-OM3-13;46;2;-1;-1;-1;normal;RF+B
77;77,0;77,0;77,0;77,0;923,0;mde-OM3-13;46;1;-1;-1;-1;normal;RF+B
78;78,0;78,0;78,0;78,0;578,0;mde-OM3-5;48;1;-1;-1;-1;normal;RF+B
79;79,0;79,0;79,0;79,0;762,0;mde-OM3-13;48;4;-1;-1;-1;normal;RF+B
80;80,0;80,0;80,0;80,0;204,0;hde-OM2-5;43;0;-1;-1;-1;normal;RF+B
81;81,0;81,0;81,0;81,0;39,0;hde-OM1-3;6;0;-1;-1;-1;normal;RF+B
82;82,0;82,0;82,0;82,0;363,0;mde-OM1-3;53;0;-1;-1;-1;normal;RF+B
83;83,0;83,0;83,0;83,0;382,0;mde-OM1-3;38;0;-1;-1;-1;normal;RF+B
84;84,0;84,0;84,0;84,0;831,0;mde-OM3-13;45;2;-1;-1;-1;normal;RF+B
85;85,0;85,0;85,0;85,0;523,0;mde-OM3-4;31;1;-1;-1;-1;normal;RF+B
86;86,0;86,0;86,0;86,0;701,0;mde-OM3-10;65;5;-1;-1;-1;normal;RF+B
87;87,0;87,0;87,0;87,0;367,0;mde-OM1-3;43;4;-1;-1;-1;normal;RF+B
88;88,0;88,0;88,0;88,0;248,0;hde-OM3-3;44;1;-1;-1;-1;normal;RF+B
89;89,0;89,0;89,0;89,0;366,0;mde-OM1-3;52;1;-1;-1;-1;normal;RF+B
90;90,0;90,0;90,0;90,0;406,0;mde-OM1-4;55;4;-1;-1;-1;normal;RF+B
91;91,0;91,0;91,0;91,0;11,0;hde-OM1-3;12;0;-1;-1;-1;normal;RF+B
92;92,0;92,0;92,0;92,0;160,0;hde-OM2-3;34;0;-1;-1;-1;normal;RF+B
93;93,0;93,0;93,0;93,0;281,0;mde-OM1-2;31;1;-1;-1;-1;normal;RF+B
94;94,0;94,0;94,0;94,0;118,0;hde-OM2-1;16;0;-1;-1;-1;normal;RF+B
95;95,0;95,0;95,0;95,0;537,0;mde-OM3-4;40;9;-1;-1;-1;normal;RF+B
96;96,0;96,0;96,0;96,0;795,0;mde-OM3-13;45;2;-1;-1;-1;normal;RF+B
97;97,0;97,0;97,0;97,0;570,0;mde-OM3-5;48;1;-1;-1;-1;normal;RF+B
98;98,0;98,0;98,0;98,0;804,0;mde-OM3-13;48;5;-1;-1;-1;normal;RF+B
99;99,0;99,0;99,0;99,0;421,0;mde-OM1-4;56;2;-1;-1;-1;normal;RF+B
100;100,0;100,0;100,0;100,0;680,0;mde-OM3-9;65;3;-1;-1;-1;normal;RF+B
101;101,0;101,0;101,0;101,0;736,0;mde-OM3-12;73;6;-1;-1;-1;normal;RF+B
102;102,0;102,0;102,0;102,0;202,0;hde-OM2-5;33;2;-1;-1;-1;normal;RF+B
103;103,0;103,0;103,0;103,0;205,0;hde-OM2-5;37;0;-1;-1;-1;normal;RF+B
104;104,0;104,0;104,0;104,0;978,0;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
105;105,0;105,0;105,0;105,0;83,0;hde-OM1-5;20;1;-1;-1;-1;normal;RF+B
106;106,0;106,0;106,0;106,0;963,0;mde-OM3-13;47;2;-1;-1;-1;normal;RF+B
107;107,0;107,0;107,0;107,0;631,0;mde-OM3-7;61;7;-1;-1;-1;normal;RF+B
108;108,0;108,0;108,0;108,0;829,0;mde-OM3-13;60;4;-1;-1;-1;normal;RF+B
109;109,0;109,0;109,0;109,0;607,0;mde-OM3-6;50;1;-1;-1;-1;normal;RF+B
110;110,0;110,0;110,0;110,0;732,0;mde-OM3-12;72;6;-1;-1;-1;normal;RF+B
111;111,0;111,0;111,0;111,0;415,0;mde-OM1-4;57;0;-1;-1;-1;normal;RF+B
112;112,0;112,0;112,0;112,0;741,0;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
113;113,0;113,0;113,0;113,0;397,0;mde-OM1-4;55;4;-1;-1;-1;normal;RF+B
114;114,0;114,0;114,0;114,0;968,0;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
115;115,0;115,0;115,0;115,0;880,0;mde-OM3-13;45;2;-1;-1;-1;normal;RF+B
116;116,0;116,0;116,0;116,0;320,0;mde-OM1-3;46;0;-1;-1;-1;normal;RF+B
117;117,0;117,0;117,0;117,0;594,0;mde-OM3-6;50;1;-1;-1;-1;normal;RF+B
118;118,0;118,0;118,0;118,0;1020,0;mde-OM3-13;46;2;-1;-1;-1;normal;RF+B
119;119,0;119,0;119,0;119,0;258,0;hde-OM3-3;44;7;-1;-1;-1;normal;RF+B
120;120,0;120,0;120,0;120,0;188,0;hde-OM2-5;35;7;-1;-1;-1;normal;RF+B
121;121,0;121,0;121,0;121,0;470,0;mde-OM1-7;69;0;-1;-1;-1;normal;RF+B
122;122,0;122,0;122,0;122,0;808,0;mde-OM3-13;47;2;-1;-1;-1;normal;RF+B
123;123,0;123,0;123,0;123,0;714,0;mde-OM3-12;73;7;-1;-1;-1;normal;RF+B
124;124,0;124,0;124,0;124,0;875,0;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
125;125,0;125,0;125,0;125,0;810,0;mde-OM3-13;48;2;-1;-1;-1;normal;RF+B
126;126,0;126,0;126,0;126,0;227,0;hde-OM3-1;41;0;-1;-1;-1;normal;RF+B
127;127,0;127,0;127,0;127,0;166,0;hde-OM2-3;34;8;-1;-1;-1;normal;RF+B
128;128,0;128,0;128,0;128,0;985,0;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
129;129,0;129,0;129,0;129,0;335,0;mde-OM1-3;52;1;-1;-1;-1;normal;RF+B
130;130,0;130,0;130,0;130,0;790,0;mde-OM3-13;47;2;-1;-1;-1;normal;RF+B
131;131,0;131,0;131,0;131,0;897,0;mde-OM3-13;47;4;-1;-1;-1;normal;RF+B
132;132,0;132,0;132,0;132,0;1045,0;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
133;133,0;133,0;133,0;133,0;854,0;mde-OM3-13;47;2;-1;-1;-1;normal;RF+B
134;134,0;134,0;134,0;134,0;918,0;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
135;135,0;135,0;135,0;135,0;618,0;mde-OM3-7;60;1;-1;-1;-1;normal;RF+B
136;136,0;136,0;136,0;136,0;1037,0;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
137;137,0;137,0;137,0;137,0;538,0;mde-OM3-4;44;0;-1;-1;-1;normal;RF+B
138;138,0;138,0;138,0;138,0;605,0;mde-OM3-6;52;0;-1;-1;-1;normal;RF+B
139;139,0;139,0;139,0;139,0;441,0;mde-OM1-4;57;3;-1;-1;-1;normal;RF+B
140;140,0;140,0;140,0;140,0;27,0;hde-OM1-3;6;9;-1;-1;-1;normal;RF+B
141;141,0;141,0;141,0;141,0;495,0;mde-OM3-4;41;0;-1;-1;-1;normal;RF+B
142;142,0;142,0;142,0;142,0;21,0;hde-OM1-3;5;1;-1;-1;-1;normal;RF+B
143;143,0;143,0;143,0;143,0;836,0;mde-OM3-13;46;1;-1;-1;-1;normal;RF+B
144;144,0;144,0;144,0;144,0;376,0;mde-OM1-3;54;3;-1;-1;-1;normal;RF+B
145;145,0;145,0;145,0;145,0;519,0;mde-OM3-4;44;0;-1;-1;-1;normal;RF+B
146;146,0;146,0;146,0;146,0;461,0;mde-OM1-6;62;6;-1;-1;-1;normal;RF+B
147;147,0;147,0;147,0;147,0;650,0;mde-OM3-8;66;7;-1;-1;-1;normal;RF+B
148;148,0;148,0;148,0;148,0;871,0;mde-OM3-13;47;2;-1;-1;-1;normal;RF+B
149;149,0;149,0;149,0;149,0;7,0;hde-OM1-2;2;0;-1;-1;-1;normal;RF+B
150;150,0;150,0;150,0;150,0;1011,0;mde-OM3-13;46;3;-1;-1;-1;normal;RF+B
151;151,0;151,0;151,0;151,0;939,0;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
152;152,0;152,0;152,0;152,0;535,0;mde-OM3-4;39;0;-1;-1;-1;normal;RF+B
153;153,0;153,0;153,0;153,0;809,0;mde-OM3-13;46;1;-1;-1;-1;normal;RF+B
154;154,0;154,0;154,0;154,0;141,0;hde-OM2-1;14;1;-1;-1;-1;normal;RF+B
155;155,0;155,0;155,0;155,0;93,0;hde-OM1-6;27;1;-1;-1;-1;normal;RF+B
156;156,0;156,0;156,0;156,0;860,0;mde-OM3-13;48;4;-1;-1;-1;normal;RF+B
157;157,0;157,0;157,0;157,0;708,0;mde-OM3-11;71;7;-1;-1;-1;normal;RF+B
158;158,0;158,0;158,0;158,0;92,0;hde-OM1-6;28;0;-1;-1;-1;normal;RF+B
159;159,0;159,0;159,0;159,0;887,0;mde-OM3-13;47;1;-1;-1;-1;normal;RF+B
160;160,0;160,0;160,0;160,0;672,0;mde-OM3-9;64;2;-1;-1;-1;normal;RF+B
161;161,0;161,0;161,0;161,0;288,0;mde-OM1-2;33;2;-1;-1;-1;normal;RF+B
162;162,0;162,0;162,0;162,0;872,0;mde-OM3-13;48;4;-1;-1;-1;normal;RF+B
163;163,0;163,0;163,0;163,0;996,0;mde-OM3-13;48;5;-1;-1;-1;normal;RF+B
164;164,0;164,0;164,0;164,0;738,0;mde-OM3-12;73;10;-1;-1;-1;normal;RF+B
165;165,0;165,0;165,0;165,0;394,0;mde-OM1-4;54;5;-1;-1;-1;normal;RF+B
166;166,0;166,0;166,0;166,0;9,0;hde-OM1-2;4;0;-1;-1;-1;normal;RF+B
167;167,0;167,0;167,0;167,0;387,0;mde-OM1-4;54;0;-1;-1;-1;normal;RF+B
168;168,0;168,0;168,0;168,0;297,0;mde-OM1-2;34;1;-1;-1;-1;normal;RF+B
169;169,0;169,0;169,0;169,0;207,0;hde-OM2-5;38;0;-1;-1;-1;normal;RF+B
170;170,0;170,0;170,0;170,0;285,0;mde-OM1-2;32;2;-1;-1;-1;normal;RF+B
171;171,0;171,0;171,0;171,0;725,0;mde-OM3-12;72;2;-1;-1;-1;normal;RF+B
172;172,0;172,0;172,0;172,0;410,0;mde-OM1-4;55;5;-1;-1;-1;normal;RF+B
173;173,0;173,0;173,0;173,0;588,0;mde-OM3-6;53;3;-1;-1;-1;normal;RF+B
174;174,0;174,0;174,0;174,0;214,0;hde-OM2-6;45;3;-1;-1;-1;normal;RF+B
175;175,0;175,0;175,0;175,0;175,0;hde-OM2-5;33;2;-1;-1;-1;normal;RF+B
176;176,0;176,0;176,0;176,0;1042,0;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
177;177,0;177,0;177,0;177,0;807,0;mde-OM3-13;81;0;-1;-1;-1;normal;RF+B
178;178,0;178,0;178,0;178,0;1035,0;mde-OM3-13;48;5;-1;-1;-1;normal;RF+B
179;179,0;179,0;179,0;179,0;234,0;hde-OM3-1;41;3;-1;-1;-1;normal;RF+B
180;180,0;180,0;180,0;180,0;271,0;hde-OM3-3;44;1;-1;-1;-1;normal;RF+B
181;181,0;181,0;181,0;181,0;125,0;hde-OM2-1;16;0;-1;-1;-1;normal;RF+B
182;182,0;182,0;182,0;182,0;1044,0;mde-OM3-13;48;3;-1;-1;-1;normal;RF+B
183;183,0;183,0;183,0;183,0;67,0;hde-OM1-5;20;1;-1;-1;-1;normal;RF+B
184;184,0;184,0;184,0;184,0;956,0;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
185;185,0;185,0;185,0;185,0;219,0;hde-OM2-6;45;1;-1;-1;-1;normal;RF+B
186;186,0;186,0;186,0;186,0;137,0;hde-OM2-1;12;8;-1;-1;-1;normal;RF+B
187;187,0;187,0;187,0;187,0;148,0;hde-OM2-2;30;8;-1;-1;-1;normal;RF+B
188;188,0;188,0;188,0;188,0;571,0;mde-OM3-5;48;1;-1;-1;-1;normal;RF+B
189;189,0;189,0;189,0;189,0;51,0;hde-OM1-4;15;2;-1;-1;-1;normal;RF+B
190;190,0;190,0;190,0;190,0;813,0;mde-OM3-13;48;3;-1;-1;-1;normal;RF+B
191;191,0;191,0;191,0;191,0;230,0;hde-OM3-1;41;0;-1;-1;-1;normal;RF+B
192;192,0;192,0;192,0;192,0;438,0;mde-OM1-4;56;1;-1;-1;-1;normal;RF+B
193;193,0;193,0;193,0;193,0;583,0;mde-OM3-6;50;1;-1;-1;-1;normal;RF+B
194;194,0;194,0;194,0;194,0;637,0;mde-OM3-8;65;1;-1;-1;-1;normal;RF+B
195;195,0;195,0;195,0;195,0;740,0;mde-OM3-12;77;2;-1;-1;-1;normal;RF+B
196;196,0;196,0;196,0;196,0;868,0;mde-OM3-13;48;2;-1;-1;-1;normal;RF+B
197;197,0;197,0;197,0;197,0;104,0;hde-OM2-1;11;10;-1;-1;-1;normal;RF+B
198;198,0;198,0;198,0;198,0;72,0;hde-OM1-5;21;5;-1;-1;-1;normal;RF+B
199;199,0;199,0;199,0;199,0;906,0;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
200;200,0;200,0;200,0;200,0;819,0;mde-OM3-13;48;5;-1;-1;-1;normal;RF+B
201;201,0;201,0;201,0;201,0;536,0;mde-OM3-4;32;0;-1;-1;-1;normal;RF+B
202;202,0;202,0;202,0;202,0;774,0;mde-OM3-13;47;1;-1;-1;-1;normal;RF+B
203;203,0;203,0;203,0;203,0;835,0;mde-OM3-13;47;3;-1;-1;-1;normal;RF+B
204;204,0;204,0;204,0;204,0;294,0;mde-OM1-2;32;0;-1;-1;-1;normal;RF+B
205;205,0;205,0;205,0;205,0;730,0;mde-OM3-12;72;2;-1;-1;-1;normal;RF+B
206;206,0;206,0;206,0;206,0;842,0;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
207;207,0;207,0;207,0;207,0;413,0;mde-OM1-4;54;1;-1;-1;-1;normal;RF+B
208;208,0;208,0;208,0;208,0;884,0;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
209;209,0;209,0;209,0;209,0;330,0;mde-OM1-3;47;0;-1;-1;-1;normal;RF+B
210;210,0;210,0;210,0;210,0;525,0;mde-OM3-4;43;7;-1;-1;-1;normal;RF+B
211;211,0;211,0;211,0;211,0;647,0;mde-OM3-8;66;7;-1;-1;-1;normal;RF+B
212;212,0;212,0;212,0;212,0;614,0;mde-OM3-7;62;0;-1;-1;-1;normal;RF+B
213;213,0;213,0;213,0;213,0;648,0;mde-OM3-8;66;4;-1;-1;-1;normal;RF+B
214;214,0;214,0;214,0;214,0;1043,0;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
215;215,0;215,0;215,0;215,0;981,0;mde-OM3-13;60;3;-1;-1;-1;normal;RF+B
216;216,0;216,0;216,0;216,0;398,0;mde-OM1-4;57;0;-1;-1;-1;normal;RF+B
217;217,0;217,0;217,0;217,0;245,0;hde-OM3-3;48;10;-1;-1;-1;normal;RF+B
218;218,0;218,0;218,0;218,0;752,0;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
219;219,0;219,0;219,0;219,0;833,0;mde-OM3-13;46;5;-1;-1;-1;normal;RF+B
220;220,0;220,0;220,0;220,0;960,0;mde-OM3-13;48;6;-1;-1;-1;normal;RF+B
221;221,0;221,0;221,0;221,0;904,0;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
222;222,0;222,0;222,0;222,0;895,0;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
223;223,0;223,0;223,0;223,0;324,0;mde-OM1-3;36;0;-1;-1;-1;normal;RF+B
224;224,0;224,0;224,0;224,0;778,0;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
225;225,0;225,0;225,0;225,0;386,0;mde-OM1-4;54;2;-1;-1;-1;normal;RF+B
226;226,0;226,0;226,0;226,0;24,0;hde-OM1-3;9;4;-1;-1;-1;normal;RF+B
227;227,0;227,0;227,0;227,0;109,0;hde-OM2-1;9;7;-1;-1;-1;normal;RF+B
228;228,0;228,0;228,0;228,0;1028,0;mde-OM3-13;47;1;-1;-1;-1;normal;RF+B
229;229,0;229,0;229,0;229,0;656,0;mde-OM3-9;63;1;-1;-1;-1;normal;RF+B
230;230,0;230,0;230,0;230,0;65,0;hde-OM1-5;20;2;-1;-1;-1;normal;RF+B
231;231,0;231,0;231,0;231,0;489,0;mde-OM3-4;35;7;-1;-1;-1;normal;RF+B
232;232,0;232,0;232,0;232,0;42,0;hde-OM1-3;11;9;-1;-1;-1;normal;RF+B
233;233,0;233,0;233,0;233,0;58,0;hde-OM1-4;15;0;-1;-1;-1;normal;RF+B
234;234,0;234,0;234,0;234,0;262,0;hde-OM3-3;43;1;-1;-1;-1;normal;RF+B
235;235,0;235,0;235,0;235,0;403,0;mde-OM1-4;54;0;-1;-1;-1;normal;RF+B
236;236,0;236,0;236,0;236,0;585,0;mde-OM3-6;51;2;-1;-1;-1;normal;RF+B
237;237,0;237,0;237,0;237,0;401,0;mde-OM1-4;54;3;-1;-1;-1;normal;RF+B
238;238,0;238,0;238,0;238,0;463,0;mde-OM1-6;62;8;-1;-1;-1;normal;RF+B
239;239,0;239,0;239,0;239,0;359,0;mde-OM1-3;37;0;-1;-1;-1;normal;RF+B
240;240,0;240,0;240,0;240,0;1018,0;mde-OM3-13;60;1;-1;-1;-1;normal;RF+B
241;241,0;241,0;241,0;241,0;653,0;mde-OM3-9;63;1;-1;-1;-1;normal;RF+B
242;242,0;242,0;242,0;242,0;734,0;mde-OM3-12;73;5;-1;-1;-1;normal;RF+B
243;243,0;243,0;243,0;243,0;907,0;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
244;244,0;244,0;244,0;244,0;886,0;mde-OM3-13;45;2;-1;-1;-1;normal;RF+B
245;245,0;245,0;245,0;245,0;131,0;hde-OM2-1;7;5;-1;-1;-1;normal;RF+B
246;246,0;246,0;246,0;246,0;645,0;mde-OM3-8;65;1;-1;-1;-1;normal;RF+B
247;247,0;247,0;247,0;247,0;356,0;mde-OM1-3;37;10;-1;-1;-1;normal;RF+B
248;248,0;248,0;248,0;248,0;602,0;mde-OM3-6;50;1;-1;-1;-1;normal;RF+B
249;249,0;249,0;249,0;249,0;319,0;mde-OM1-3;51;9;-1;-1;-1;normal;RF+B
250;250,0;250,0;250,0;250,0;542,0;mde-OM3-4;31;3;-1;-1;-1;normal;RF+B
251;251,0;251,0;251,0;251,0;686,0;mde-OM3-9;63;1;-1;-1;-1;normal;RF+B
252;252,0;252,0;252,0;252,0;892,0;mde-OM3-13;60;3;-1;-1;-1;normal;RF+B
253;253,0;253,0;253,0;253,0;1038,0;mde-OM3-13;48;3;-1;-1;-1;normal;RF+B
254;254,0;254,0;254,0;254,0;501,0;mde-OM3-4;33;0;-1;-1;-1;normal;RF+B
255;255,0;255,0;255,0;255,0;321,0;mde-OM1-3;52;1;-1;-1;-1;normal;RF+B
256;256,0;256,0;256,0;256,0;171,0;hde-OM2-5;32;7;-1;-1;-1;normal;RF+B
257;257,0;257,0;257,0;257,0;888,0;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
258;258,0;258,0;258,0;258,0;56,0;hde-OM1-4;15;6;-1;-1;-1;normal;RF+B
259;259,0;259,0;259,0;259,0;626,0;mde-OM3-7;62;4;-1;-1;-1;normal;RF+B
260;260,0;260,0;260,0;260,0;754,0;mde-OM3-13;48;3;-1;-1;-1;normal;RF+B
261;261,0;261,0;261,0;261,0;190,0;hde-OM2-5;41;0;-1;-1;-1;normal;RF+B
262;262,0;262,0;262,0;262,0;305,0;mde-OM1-3;52;1;-1;-1;-1;normal;RF+B
263;263,0;263,0;263,0;263,0;6,0;hde-OM1-2;3;0;-1;-1;-1;normal;RF+B
264;264,0;264,0;264,0;264,0;805,0;mde-OM3-13;46;1;-1;-1;-1;normal;RF+B
