,Method,R_e,A@e,RA@e,Run,n_clusters,algorithm,n_components,max info loss,gini,p value
43,KMeans,4,0.6666666666666666,1.785,1,40.0,KMeans,,,,
44,KMeans,5,0.7333333333333333,2.077272727272727,1,40.0,KMeans,,,,
45,KMeans,6,0.76,2.2149122807017543,1,40.0,KMeans,,,,
46,KMeans,7,0.7866666666666666,2.3771186440677967,1,40.0,KMeans,,,,
47,KMeans,8,0.8233333333333334,2.6275303643724697,1,40.0,KMeans,,,,
48,KMeans,9,0.8466666666666667,2.8031496062992125,1,40.0,KMeans,,,,
49,KMeans,10,0.8633333333333333,2.942084942084942,1,40.0,KMeans,,,,
50,KMeans,1,0.3433333333333333,1.0,1,50.0,KMeans,,,,
51,KMeans,2,0.5166666666666667,1.335483870967742,1,50.0,KMeans,,,,
52,KMeans,3,0.58,1.5172413793103448,1,50.0,KMeans,,,,
53,KMeans,4,0.6766666666666666,1.8719211822660098,1,50.0,KMeans,,,,
54,KMeans,5,0.7366666666666667,2.1266968325791855,1,50.0,KMeans,,,,
55,KMeans,6,0.7733333333333333,2.310344827586207,1,50.0,KMeans,,,,
56,KMeans,7,0.8,2.466666666666667,1,50.0,KMeans,,,,
57,KMeans,8,0.82,2.6016260162601625,1,50.0,KMeans,,,,
58,KMeans,9,0.83,2.678714859437751,1,50.0,KMeans,,,,
59,KMeans,10,0.84,2.765873015873016,1,50.0,KMeans,,,,
60,Birch,1,0.34,1.0,1,10.0,Birch,,,,
61,Birch,2,0.49333333333333335,1.3108108108108107,1,10.0,Birch,,,,
62,Birch,3,0.5933333333333334,1.595505617977528,1,10.0,Birch,,,,
63,Birch,4,0.6433333333333333,1.782383419689119,1,10.0,Birch,,,,
64,Birch,5,0.6933333333333334,2.014423076923077,1,10.0,Birch,,,,
65,Birch,6,0.7166666666666667,2.144186046511628,1,10.0,Birch,,,,
66,Birch,7,0.73,2.232876712328767,1,10.0,Birch,,,,
67,Birch,8,0.7466666666666667,2.361607142857143,1,10.0,Birch,,,,
68,Birch,9,0.77,2.5627705627705626,1,10.0,Birch,,,,
69,Birch,10,0.7833333333333333,2.6893617021276595,1,10.0,Birch,,,,
70,Birch,1,0.3566666666666667,1.0,1,20.0,Birch,,,,
71,Birch,2,0.5333333333333333,1.33125,1,20.0,Birch,,,,
72,Birch,3,0.6233333333333333,1.572192513368984,1,20.0,Birch,,,,
73,Birch,4,0.6866666666666666,1.796116504854369,1,20.0,Birch,,,,
74,Birch,5,0.7266666666666667,1.9724770642201834,1,20.0,Birch,,,,
75,Birch,6,0.76,2.1491228070175437,1,20.0,Birch,,,,
76,Birch,7,0.7766666666666666,2.2532188841201717,1,20.0,Birch,,,,
77,Birch,8,0.81,2.4897119341563787,1,20.0,Birch,,,,
78,Birch,9,0.83,2.646586345381526,1,20.0,Birch,,,,
79,Birch,10,0.84,2.734126984126984,1,20.0,Birch,,,,
80,Birch,1,0.33666666666666667,1.0,1,30.0,Birch,,,,
81,Birch,2,0.5033333333333333,1.3311258278145695,1,30.0,Birch,,,,
82,Birch,3,0.6066666666666667,1.6153846153846154,1,30.0,Birch,,,,
83,Birch,4,0.6666666666666666,1.83,1,30.0,Birch,,,,
84,Birch,5,0.7233333333333334,2.078341013824885,1,30.0,Birch,,,,
85,Birch,6,0.7633333333333333,2.2838427947598254,1,30.0,Birch,,,,
86,Birch,7,0.79,2.4430379746835444,1,30.0,Birch,,,,
87,Birch,8,0.82,2.6463414634146343,1,30.0,Birch,,,,
88,Birch,9,0.8366666666666667,2.7729083665338647,1,30.0,Birch,,,,
89,Birch,10,0.8666666666666667,3.023076923076923,1,30.0,Birch,,,,
90,Birch,1,0.33666666666666667,1.0,1,40.0,Birch,,,,
91,Birch,2,0.51,1.3398692810457515,1,40.0,Birch,,,,
92,Birch,3,0.6,1.5888888888888888,1,40.0,Birch,,,,
93,Birch,4,0.6633333333333333,1.8190954773869348,1,40.0,Birch,,,,
94,Birch,5,0.7233333333333334,2.0829493087557602,1,40.0,Birch,,,,
95,Birch,6,0.7766666666666666,2.351931330472103,1,40.0,Birch,,,,
96,Birch,7,0.7933333333333333,2.4495798319327733,1,40.0,Birch,,,,
97,Birch,8,0.8133333333333334,2.5860655737704916,1,40.0,Birch,,,,
98,Birch,9,0.8333333333333334,2.74,1,40.0,Birch,,,,
99,Birch,10,0.85,2.8823529411764706,1,40.0,Birch,,,,
100,Birch,1,0.33666666666666667,1.0,1,50.0,Birch,,,,
101,Birch,2,0.51,1.3398692810457515,1,50.0,Birch,,,,
102,Birch,3,0.57,1.5146198830409356,1,50.0,Birch,,,,
103,Birch,4,0.6433333333333333,1.7979274611398963,1,50.0,Birch,,,,
104,Birch,5,0.7066666666666667,2.0849056603773586,1,50.0,Birch,,,,
105,Birch,6,0.77,2.406926406926407,1,50.0,Birch,,,,
106,Birch,7,0.7866666666666666,2.5042372881355934,1,50.0,Birch,,,,
107,Birch,8,0.8033333333333333,2.6182572614107884,1,50.0,Birch,,,,
108,Birch,9,0.82,2.747967479674797,1,50.0,Birch,,,,
109,Birch,10,0.8366666666666667,2.8924302788844622,1,50.0,Birch,,,,
110,GMM,1,0.27666666666666667,1.0,1,,GMM,10.0,,,
111,GMM,2,0.4166666666666667,1.336,1,,GMM,10.0,,,
112,GMM,3,0.49,1.5850340136054422,1,,GMM,10.0,,,
113,GMM,4,0.56,1.8869047619047619,1,,GMM,10.0,,,
114,GMM,5,0.58,1.9942528735632183,1,,GMM,10.0,,,
115,GMM,6,0.6066666666666667,2.17032967032967,1,,GMM,10.0,,,
116,GMM,7,0.6433333333333333,2.4455958549222796,1,,GMM,10.0,,,
117,GMM,8,0.6533333333333333,2.5306122448979593,1,,GMM,10.0,,,
118,GMM,9,0.6733333333333333,2.722772277227723,1,,GMM,10.0,,,
119,GMM,10,0.69,2.898550724637681,1,,GMM,10.0,,,
120,GMM,1,0.24666666666666667,1.0,1,,GMM,20.0,,,
121,GMM,2,0.38333333333333336,1.3565217391304347,1,,GMM,20.0,,,
122,GMM,3,0.4533333333333333,1.6102941176470589,1,,GMM,20.0,,,
123,GMM,4,0.5133333333333333,1.8896103896103895,1,,GMM,20.0,,,
124,GMM,5,0.5566666666666666,2.1317365269461077,1,,GMM,20.0,,,
125,GMM,6,0.5966666666666667,2.3910614525139664,1,,GMM,20.0,,,
126,GMM,7,0.62,2.564516129032258,1,,GMM,20.0,,,
127,GMM,8,0.6366666666666667,2.7068062827225132,1,,GMM,20.0,,,
128,GMM,9,0.6566666666666666,2.8984771573604062,1,,GMM,20.0,,,
129,GMM,10,0.6666666666666666,3.005,1,,GMM,20.0,,,
130,GMM,1,0.24,1.0,1,,GMM,30.0,,,
131,GMM,2,0.36666666666666664,1.3454545454545455,1,,GMM,30.0,,,
132,GMM,3,0.45666666666666667,1.6715328467153285,1,,GMM,30.0,,,
133,GMM,4,0.5166666666666667,1.9419354838709677,1,,GMM,30.0,,,
134,GMM,5,0.5533333333333333,2.144578313253012,1,,GMM,30.0,,,
135,GMM,6,0.5833333333333334,2.342857142857143,1,,GMM,30.0,,,
136,GMM,7,0.6166666666666667,2.5945945945945947,1,,GMM,30.0,,,
137,GMM,8,0.6466666666666666,2.845360824742268,1,,GMM,30.0,,,
138,GMM,9,0.6766666666666666,3.1182266009852215,1,,GMM,30.0,,,
139,GMM,10,0.69,3.251207729468599,1,,GMM,30.0,,,
140,GMM,1,0.24666666666666667,1.0,1,,GMM,40.0,,,
141,GMM,2,0.35333333333333333,1.3018867924528301,1,,GMM,40.0,,,
142,GMM,3,0.41333333333333333,1.5483870967741935,1,,GMM,40.0,,,
143,GMM,4,0.4766666666666667,1.8741258741258742,1,,GMM,40.0,,,
144,GMM,5,0.53,2.188679245283019,1,,GMM,40.0,,,
145,GMM,6,0.55,2.327272727272727,1,,GMM,40.0,,,
146,GMM,7,0.57,2.491228070175439,1,,GMM,40.0,,,
147,GMM,8,0.5933333333333334,2.707865168539326,1,,GMM,40.0,,,
148,GMM,9,0.6133333333333333,2.9130434782608696,1,,GMM,40.0,,,
149,GMM,10,0.6333333333333333,3.136842105263158,1,,GMM,40.0,,,
150,GMM,1,0.21333333333333335,1.0,1,,GMM,50.0,,,
151,GMM,2,0.32,1.3333333333333333,1,,GMM,50.0,,,
152,GMM,3,0.41,1.6991869918699187,1,,GMM,50.0,,,
153,GMM,4,0.45666666666666667,1.9343065693430657,1,,GMM,50.0,,,
154,GMM,5,0.51,2.2549019607843137,1,,GMM,50.0,,,
155,GMM,6,0.5233333333333333,2.3503184713375798,1,,GMM,50.0,,,
156,GMM,7,0.54,2.493827160493827,1,,GMM,50.0,,,
157,GMM,8,0.5633333333333334,2.7218934911242605,1,,GMM,50.0,,,
158,GMM,9,0.5666666666666667,2.7588235294117647,1,,GMM,50.0,,,
159,GMM,10,0.5766666666666667,2.884393063583815,1,,GMM,50.0,,,
160,SPH,1,0.33,1.0,1,,,,0.25,,
161,SPH,2,0.5,1.34,1,,,,0.25,,
162,SPH,3,0.6133333333333333,1.6467391304347827,1,,,,0.25,,
163,SPH,4,0.6866666666666666,1.8980582524271845,1,,,,0.25,,
164,SPH,5,0.7333333333333333,2.0954545454545452,1,,,,0.25,,
165,SPH,6,0.75,2.1822222222222223,1,,,,0.25,,
166,SPH,7,0.77,2.3073593073593073,1,,,,0.25,,
167,SPH,8,0.7833333333333333,2.404255319148936,1,,,,0.25,,
168,SPH,9,0.8,2.5416666666666665,1,,,,0.25,,
169,SPH,10,0.81,2.633744855967078,1,,,,0.25,,
170,SPH,1,0.36,1.0,1,,,,0.3,,
171,SPH,2,0.54,1.3333333333333333,1,,,,0.3,,
172,SPH,3,0.6466666666666666,1.6082474226804124,1,,,,0.3,,
173,SPH,4,0.7133333333333334,1.8317757009345794,1,,,,0.3,,
174,SPH,5,0.75,1.9866666666666666,1,,,,0.3,,
175,SPH,6,0.76,2.039473684210526,1,,,,0.3,,
176,SPH,7,0.7766666666666666,2.1459227467811157,1,,,,0.3,,
177,SPH,8,0.7866666666666666,2.2203389830508473,1,,,,0.3,,
178,SPH,9,0.8033333333333333,2.3609958506224067,1,,,,0.3,,
179,SPH,10,0.8133333333333334,2.4549180327868854,1,,,,0.3,,
180,SPH,1,0.36666666666666664,1.0,1,,,,0.35,,
181,SPH,2,0.55,1.3333333333333333,1,,,,0.35,,
182,SPH,3,0.6533333333333333,1.596938775510204,1,,,,0.35,,
183,SPH,4,0.72,1.8194444444444444,1,,,,0.35,,
184,SPH,5,0.7566666666666667,1.973568281938326,1,,,,0.35,,
185,SPH,6,0.7666666666666667,2.026086956521739,1,,,,0.35,,
186,SPH,7,0.7833333333333333,2.1319148936170214,1,,,,0.35,,
187,SPH,8,0.7933333333333333,2.2058823529411766,1,,,,0.35,,
188,SPH,9,0.8066666666666666,2.3181818181818183,1,,,,0.35,,
189,SPH,10,0.8166666666666667,2.4122448979591837,1,,,,0.35,,
190,SPH,1,0.36666666666666664,1.0,1,,,,0.4,,
191,SPH,2,0.55,1.3333333333333333,1,,,,0.4,,
192,SPH,3,0.6533333333333333,1.596938775510204,1,,,,0.4,,
193,SPH,4,0.72,1.8194444444444444,1,,,,0.4,,
194,SPH,5,0.7566666666666667,1.973568281938326,1,,,,0.4,,
195,SPH,6,0.7666666666666667,2.026086956521739,1,,,,0.4,,
196,SPH,7,0.7833333333333333,2.1319148936170214,1,,,,0.4,,
197,SPH,8,0.7933333333333333,2.2058823529411766,1,,,,0.4,,
198,SPH,9,0.8066666666666666,2.3181818181818183,1,,,,0.4,,
199,SPH,10,0.8166666666666667,2.4122448979591837,1,,,,0.4,,
200,SPH+CPI,1,0.2966666666666667,1.0,1,,,,0.25,0.3,0.7
201,SPH+CPI,2,0.43333333333333335,1.3153846153846154,1,,,,0.25,0.3,0.7
202,SPH+CPI,3,0.5833333333333334,1.7485714285714287,1,,,,0.25,0.3,0.7
203,SPH+CPI,4,0.6733333333333333,2.0495049504950495,1,,,,0.25,0.3,0.7
204,SPH+CPI,5,0.7166666666666667,2.227906976744186,1,,,,0.25,0.3,0.7
205,SPH+CPI,6,0.74,2.3468468468468466,1,,,,0.25,0.3,0.7
206,SPH+CPI,7,0.77,2.5281385281385282,1,,,,0.25,0.3,0.7
207,SPH+CPI,8,0.7866666666666666,2.6440677966101696,1,,,,0.25,0.3,0.7
208,SPH+CPI,9,0.8,2.75,1,,,,0.25,0.3,0.7
209,SPH+CPI,10,0.8066666666666666,2.809917355371901,1,,,,0.25,0.3,0.7
210,SPH+CPI,1,0.33666666666666667,1.0,1,,,,0.25,0.3,0.75
211,SPH+CPI,2,0.46,1.2681159420289856,1,,,,0.25,0.3,0.75
212,SPH+CPI,3,0.57,1.6023391812865497,1,,,,0.25,0.3,0.75
213,SPH+CPI,4,0.66,1.9292929292929293,1,,,,0.25,0.3,0.75
214,SPH+CPI,5,0.72,2.185185185185185,1,,,,0.25,0.3,0.75
215,SPH+CPI,6,0.7466666666666667,2.3214285714285716,1,,,,0.25,0.3,0.75
216,SPH+CPI,7,0.7666666666666667,2.4434782608695653,1,,,,0.25,0.3,0.75
217,SPH+CPI,8,0.78,2.5384615384615383,1,,,,0.25,0.3,0.75
218,SPH+CPI,9,0.7966666666666666,2.6736401673640167,1,,,,0.25,0.3,0.75
219,SPH+CPI,10,0.8033333333333333,2.7344398340248963,1,,,,0.25,0.3,0.75
220,SPH+CPI,1,0.3233333333333333,1.0,1,,,,0.25,0.3,0.8
221,SPH+CPI,2,0.45,1.2814814814814814,1,,,,0.25,0.3,0.8
222,SPH+CPI,3,0.5566666666666666,1.6107784431137724,1,,,,0.25,0.3,0.8
223,SPH+CPI,4,0.6433333333333333,1.932642487046632,1,,,,0.25,0.3,0.8
224,SPH+CPI,5,0.7066666666666667,2.207547169811321,1,,,,0.25,0.3,0.8
225,SPH+CPI,6,0.7333333333333333,2.3454545454545452,1,,,,0.25,0.3,0.8
226,SPH+CPI,7,0.7633333333333333,2.5283842794759823,1,,,,0.25,0.3,0.8
227,SPH+CPI,8,0.78,2.6452991452991452,1,,,,0.25,0.3,0.8
228,SPH+CPI,9,0.7933333333333333,2.7521008403361344,1,,,,0.25,0.3,0.8
229,SPH+CPI,10,0.8033333333333333,2.8423236514522823,1,,,,0.25,0.3,0.8
230,SPH+CPI,1,0.3433333333333333,1.0,1,,,,0.25,0.3,0.85
231,SPH+CPI,2,0.49,1.2993197278911566,1,,,,0.25,0.3,0.85
232,SPH+CPI,3,0.61,1.633879781420765,1,,,,0.25,0.3,0.85
233,SPH+CPI,4,0.6866666666666666,1.8980582524271845,1,,,,0.25,0.3,0.85
234,SPH+CPI,5,0.7233333333333334,2.055299539170507,1,,,,0.25,0.3,0.85
235,SPH+CPI,6,0.7466666666666667,2.1785714285714284,1,,,,0.25,0.3,0.85
236,SPH+CPI,7,0.7666666666666667,2.3043478260869565,1,,,,0.25,0.3,0.85
237,SPH+CPI,8,0.7833333333333333,2.425531914893617,1,,,,0.25,0.3,0.85
238,SPH+CPI,9,0.8,2.5625,1,,,,0.25,0.3,0.85
239,SPH+CPI,10,0.8033333333333333,2.5933609958506225,1,,,,0.25,0.3,0.85
240,SPH+CPI,1,0.3433333333333333,1.0,1,,,,0.25,0.3,0.9
241,SPH+CPI,2,0.4866666666666667,1.2945205479452055,1,,,,0.25,0.3,0.9
242,SPH+CPI,3,0.6,1.6166666666666667,1,,,,0.25,0.3,0.9
243,SPH+CPI,4,0.67,1.8656716417910448,1,,,,0.25,0.3,0.9
244,SPH+CPI,5,0.71,2.0422535211267605,1,,,,0.25,0.3,0.9
245,SPH+CPI,6,0.73,2.1506849315068495,1,,,,0.25,0.3,0.9
246,SPH+CPI,7,0.7733333333333333,2.4224137931034484,1,,,,0.25,0.3,0.9
247,SPH+CPI,8,0.79,2.540084388185654,1,,,,0.25,0.3,0.9
248,SPH+CPI,9,0.8033333333333333,2.6473029045643153,1,,,,0.25,0.3,0.9
249,SPH+CPI,10,0.8133333333333334,2.737704918032787,1,,,,0.25,0.3,0.9
250,SPH+CPI,1,0.29333333333333333,1.0,1,,,,0.25,0.35,0.7
251,SPH+CPI,2,0.43666666666666665,1.3282442748091603,1,,,,0.25,0.35,0.7
252,SPH+CPI,3,0.5833333333333334,1.7485714285714287,1,,,,0.25,0.35,0.7
253,SPH+CPI,4,0.67,2.0398009950248754,1,,,,0.25,0.35,0.7
254,SPH+CPI,5,0.72,2.2453703703703702,1,,,,0.25,0.35,0.7
255,SPH+CPI,6,0.74,2.3468468468468466,1,,,,0.25,0.35,0.7
256,SPH+CPI,7,0.77,2.5281385281385282,1,,,,0.25,0.35,0.7
257,SPH+CPI,8,0.7866666666666666,2.6440677966101696,1,,,,0.25,0.35,0.7
258,SPH+CPI,9,0.8,2.75,1,,,,0.25,0.35,0.7
259,SPH+CPI,10,0.8066666666666666,2.809917355371901,1,,,,0.25,0.35,0.7
260,SPH+CPI,1,0.3333333333333333,1.0,1,,,,0.25,0.35,0.75
261,SPH+CPI,2,0.4633333333333333,1.2805755395683454,1,,,,0.25,0.35,0.75
262,SPH+CPI,3,0.57,1.6023391812865497,1,,,,0.25,0.35,0.75
263,SPH+CPI,4,0.6566666666666666,1.9187817258883249,1,,,,0.25,0.35,0.75
264,SPH+CPI,5,0.7233333333333334,2.2027649769585254,1,,,,0.25,0.35,0.75
265,SPH+CPI,6,0.7466666666666667,2.3214285714285716,1,,,,0.25,0.35,0.75
266,SPH+CPI,7,0.7666666666666667,2.4434782608695653,1,,,,0.25,0.35,0.75
267,SPH+CPI,8,0.78,2.5384615384615383,1,,,,0.25,0.35,0.75
268,SPH+CPI,9,0.7966666666666666,2.6736401673640167,1,,,,0.25,0.35,0.75
269,SPH+CPI,10,0.8033333333333333,2.7344398340248963,1,,,,0.25,0.35,0.75
270,SPH+CPI,1,0.32666666666666666,1.0,1,,,,0.25,0.35,0.8
271,SPH+CPI,2,0.46,1.289855072463768,1,,,,0.25,0.35,0.8
272,SPH+CPI,3,0.5566666666666666,1.5868263473053892,1,,,,0.25,0.35,0.8
273,SPH+CPI,4,0.64,1.9010416666666667,1,,,,0.25,0.35,0.8
274,SPH+CPI,5,0.71,2.2065727699530515,1,,,,0.25,0.35,0.8
275,SPH+CPI,6,0.7333333333333333,2.327272727272727,1,,,,0.25,0.35,0.8
276,SPH+CPI,7,0.7633333333333333,2.510917030567686,1,,,,0.25,0.35,0.8
277,SPH+CPI,8,0.78,2.628205128205128,1,,,,0.25,0.35,0.8
278,SPH+CPI,9,0.7933333333333333,2.735294117647059,1,,,,0.25,0.35,0.8
279,SPH+CPI,10,0.8033333333333333,2.8257261410788383,1,,,,0.25,0.35,0.8
280,SPH+CPI,1,0.3466666666666667,1.0,1,,,,0.25,0.35,0.85
281,SPH+CPI,2,0.5,1.3066666666666666,1,,,,0.25,0.35,0.85
282,SPH+CPI,3,0.61,1.6120218579234973,1,,,,0.25,0.35,0.85
283,SPH+CPI,4,0.6833333333333333,1.8682926829268294,1,,,,0.25,0.35,0.85
284,SPH+CPI,5,0.7266666666666667,2.055045871559633,1,,,,0.25,0.35,0.85
285,SPH+CPI,6,0.7466666666666667,2.1607142857142856,1,,,,0.25,0.35,0.85
286,SPH+CPI,7,0.7666666666666667,2.2869565217391306,1,,,,0.25,0.35,0.85
287,SPH+CPI,8,0.7833333333333333,2.4085106382978725,1,,,,0.25,0.35,0.85
288,SPH+CPI,9,0.8,2.5458333333333334,1,,,,0.25,0.35,0.85
289,SPH+CPI,10,0.8033333333333333,2.5767634854771786,1,,,,0.25,0.35,0.85
290,SPH+CPI,1,0.3433333333333333,1.0,1,,,,0.25,0.35,0.9
291,SPH+CPI,2,0.4866666666666667,1.2945205479452055,1,,,,0.25,0.35,0.9
292,SPH+CPI,3,0.6,1.6166666666666667,1,,,,0.25,0.35,0.9
293,SPH+CPI,4,0.6666666666666666,1.855,1,,,,0.25,0.35,0.9
294,SPH+CPI,5,0.71,2.0469483568075115,1,,,,0.25,0.35,0.9
295,SPH+CPI,6,0.73,2.1552511415525113,1,,,,0.25,0.35,0.9
296,SPH+CPI,7,0.7733333333333333,2.4267241379310347,1,,,,0.25,0.35,0.9
297,SPH+CPI,8,0.79,2.5443037974683542,1,,,,0.25,0.35,0.9
298,SPH+CPI,9,0.8033333333333333,2.6514522821576763,1,,,,0.25,0.35,0.9
299,SPH+CPI,10,0.8133333333333334,2.7418032786885247,1,,,,0.25,0.35,0.9
300,SPH+CPI,1,0.3,1.0,1,,,,0.25,0.4,0.7
301,SPH+CPI,2,0.44333333333333336,1.3233082706766917,1,,,,0.25,0.4,0.7
302,SPH+CPI,3,0.59,1.7401129943502824,1,,,,0.25,0.4,0.7
303,SPH+CPI,4,0.6733333333333333,2.01980198019802,1,,,,0.25,0.4,0.7
304,SPH+CPI,5,0.7233333333333334,2.225806451612903,1,,,,0.25,0.4,0.7
305,SPH+CPI,6,0.7433333333333333,2.327354260089686,1,,,,0.25,0.4,0.7
306,SPH+CPI,7,0.7733333333333333,2.5086206896551726,1,,,,0.25,0.4,0.7
307,SPH+CPI,8,0.79,2.6244725738396624,1,,,,0.25,0.4,0.7
308,SPH+CPI,9,0.8033333333333333,2.7302904564315353,1,,,,0.25,0.4,0.7
309,SPH+CPI,10,0.8066666666666666,2.760330578512397,1,,,,0.25,0.4,0.7
310,SPH+CPI,1,0.34,1.0,1,,,,0.25,0.4,0.75
311,SPH+CPI,2,0.47,1.2765957446808511,1,,,,0.25,0.4,0.75
312,SPH+CPI,3,0.5766666666666667,1.5953757225433527,1,,,,0.25,0.4,0.75
313,SPH+CPI,4,0.66,1.898989898989899,1,,,,0.25,0.4,0.75
314,SPH+CPI,5,0.7266666666666667,2.18348623853211,1,,,,0.25,0.4,0.75
315,SPH+CPI,6,0.75,2.3022222222222224,1,,,,0.25,0.4,0.75
316,SPH+CPI,7,0.77,2.4242424242424243,1,,,,0.25,0.4,0.75
317,SPH+CPI,8,0.7833333333333333,2.519148936170213,1,,,,0.25,0.4,0.75
318,SPH+CPI,9,0.8,2.654166666666667,1,,,,0.25,0.4,0.75
319,SPH+CPI,10,0.8033333333333333,2.684647302904564,1,,,,0.25,0.4,0.75
320,SPH+CPI,1,0.3333333333333333,1.0,1,,,,0.25,0.4,0.8
321,SPH+CPI,2,0.4633333333333333,1.2805755395683454,1,,,,0.25,0.4,0.8
322,SPH+CPI,3,0.5633333333333334,1.5857988165680474,1,,,,0.25,0.4,0.8
323,SPH+CPI,4,0.6466666666666666,1.8969072164948453,1,,,,0.25,0.4,0.8
324,SPH+CPI,5,0.7133333333333334,2.1869158878504673,1,,,,0.25,0.4,0.8
325,SPH+CPI,6,0.7366666666666667,2.3076923076923075,1,,,,0.25,0.4,0.8
326,SPH+CPI,7,0.7666666666666667,2.491304347826087,1,,,,0.25,0.4,0.8
327,SPH+CPI,8,0.7833333333333333,2.608510638297872,1,,,,0.25,0.4,0.8
328,SPH+CPI,9,0.7966666666666666,2.715481171548117,1,,,,0.25,0.4,0.8
329,SPH+CPI,10,0.8066666666666666,2.8057851239669422,1,,,,0.25,0.4,0.8
330,SPH+CPI,1,0.35333333333333333,1.0,1,,,,0.25,0.4,0.85
331,SPH+CPI,2,0.5033333333333333,1.2980132450331126,1,,,,0.25,0.4,0.85
332,SPH+CPI,3,0.6166666666666667,1.6108108108108108,1,,,,0.25,0.4,0.85
333,SPH+CPI,4,0.69,1.8647342995169083,1,,,,0.25,0.4,0.85
334,SPH+CPI,5,0.73,2.036529680365297,1,,,,0.25,0.4,0.85
335,SPH+CPI,6,0.75,2.1422222222222222,1,,,,0.25,0.4,0.85
336,SPH+CPI,7,0.77,2.2683982683982684,1,,,,0.25,0.4,0.85
337,SPH+CPI,8,0.7866666666666666,2.389830508474576,1,,,,0.25,0.4,0.85
338,SPH+CPI,9,0.8033333333333333,2.5269709543568464,1,,,,0.25,0.4,0.85
339,SPH+CPI,10,0.8066666666666666,2.5578512396694215,1,,,,0.25,0.4,0.85
340,SPH+CPI,1,0.35,1.0,1,,,,0.25,0.4,0.9
341,SPH+CPI,2,0.49333333333333335,1.2905405405405406,1,,,,0.25,0.4,0.9
342,SPH+CPI,3,0.6033333333333334,1.6022099447513811,1,,,,0.25,0.4,0.9
343,SPH+CPI,4,0.6666666666666666,1.83,1,,,,0.25,0.4,0.9
344,SPH+CPI,5,0.71,2.023474178403756,1,,,,0.25,0.4,0.9
345,SPH+CPI,6,0.73,2.132420091324201,1,,,,0.25,0.4,0.9
