R_e,A@e,Method,gini,p value,Run,SPH Executed,info loss,SPH A@1,RF+B A@1,CPI A@1,Avg Acc SPH+CPI
5,0.65,CPI,0.3,0.8,,,,,,,
6,0.6666666666666666,CPI,0.3,0.8,,,,,,,
7,0.6766666666666666,CPI,0.3,0.8,,,,,,,
8,0.7,CPI,0.3,0.8,,,,,,,
9,0.7233333333333334,CPI,0.3,0.8,,,,,,,
10,0.7333333333333333,CPI,0.3,0.8,,,,,,,
1,0.56,Tailored Approach,0.3,0.8,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5033333333333333,0.7159999999999999
2,0.6233333333333333,Tailored Approach,0.3,0.8,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5033333333333333,0.7159999999999999
3,0.6533333333333333,Tailored Approach,0.3,0.8,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5033333333333333,0.7159999999999999
4,0.6966666666666667,Tailored Approach,0.3,0.8,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5033333333333333,0.7159999999999999
5,0.72,Tailored Approach,0.3,0.8,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5033333333333333,0.7159999999999999
6,0.7533333333333333,Tailored Approach,0.3,0.8,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5033333333333333,0.7159999999999999
7,0.7766666666666666,Tailored Approach,0.3,0.8,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5033333333333333,0.7159999999999999
8,0.7833333333333333,Tailored Approach,0.3,0.8,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5033333333333333,0.7159999999999999
9,0.7933333333333333,Tailored Approach,0.3,0.8,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5033333333333333,0.7159999999999999
10,0.8,Tailored Approach,0.3,0.8,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5033333333333333,0.7159999999999999
1,0.48333333333333334,CPI,0.3,0.9,,,,,,,
2,0.5466666666666666,CPI,0.3,0.9,,,,,,,
3,0.59,CPI,0.3,0.9,,,,,,,
4,0.61,CPI,0.3,0.9,,,,,,,
5,0.6366666666666667,CPI,0.3,0.9,,,,,,,
6,0.6533333333333333,CPI,0.3,0.9,,,,,,,
7,0.6733333333333333,CPI,0.3,0.9,,,,,,,
8,0.7,CPI,0.3,0.9,,,,,,,
9,0.7133333333333334,CPI,0.3,0.9,,,,,,,
10,0.7366666666666667,CPI,0.3,0.9,,,,,,,
1,0.5466666666666666,Tailored Approach,0.3,0.9,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.48333333333333334,0.7066666666666668
2,0.6033333333333334,Tailored Approach,0.3,0.9,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.48333333333333334,0.7066666666666668
3,0.65,Tailored Approach,0.3,0.9,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.48333333333333334,0.7066666666666668
4,0.6933333333333334,Tailored Approach,0.3,0.9,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.48333333333333334,0.7066666666666668
5,0.7166666666666667,Tailored Approach,0.3,0.9,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.48333333333333334,0.7066666666666668
6,0.7466666666666667,Tailored Approach,0.3,0.9,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.48333333333333334,0.7066666666666668
7,0.76,Tailored Approach,0.3,0.9,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.48333333333333334,0.7066666666666668
8,0.7733333333333333,Tailored Approach,0.3,0.9,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.48333333333333334,0.7066666666666668
9,0.7866666666666666,Tailored Approach,0.3,0.9,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.48333333333333334,0.7066666666666668
10,0.79,Tailored Approach,0.3,0.9,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.48333333333333334,0.7066666666666668
1,0.5166666666666667,CPI,0.35,0.7,,,,,,,
2,0.58,CPI,0.35,0.7,,,,,,,
3,0.6266666666666667,CPI,0.35,0.7,,,,,,,
4,0.6633333333333333,CPI,0.35,0.7,,,,,,,
5,0.6833333333333333,CPI,0.35,0.7,,,,,,,
6,0.7133333333333334,CPI,0.35,0.7,,,,,,,
7,0.7333333333333333,CPI,0.35,0.7,,,,,,,
8,0.7433333333333333,CPI,0.35,0.7,,,,,,,
9,0.75,CPI,0.35,0.7,,,,,,,
10,0.76,CPI,0.35,0.7,,,,,,,
1,0.56,Tailored Approach,0.35,0.7,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5166666666666667,0.717
2,0.6333333333333333,Tailored Approach,0.35,0.7,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5166666666666667,0.717
3,0.6566666666666666,Tailored Approach,0.35,0.7,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5166666666666667,0.717
4,0.6966666666666667,Tailored Approach,0.35,0.7,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5166666666666667,0.717
5,0.72,Tailored Approach,0.35,0.7,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5166666666666667,0.717
6,0.7433333333333333,Tailored Approach,0.35,0.7,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5166666666666667,0.717
7,0.7733333333333333,Tailored Approach,0.35,0.7,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5166666666666667,0.717
8,0.7833333333333333,Tailored Approach,0.35,0.7,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5166666666666667,0.717
9,0.7966666666666666,Tailored Approach,0.35,0.7,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5166666666666667,0.717
10,0.8066666666666666,Tailored Approach,0.35,0.7,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5166666666666667,0.717
1,0.5033333333333333,CPI,0.35,0.8,,,,,,,
2,0.57,CPI,0.35,0.8,,,,,,,
3,0.6,CPI,0.35,0.8,,,,,,,
4,0.6333333333333333,CPI,0.35,0.8,,,,,,,
5,0.65,CPI,0.35,0.8,,,,,,,
6,0.6666666666666666,CPI,0.35,0.8,,,,,,,
7,0.6766666666666666,CPI,0.35,0.8,,,,,,,
8,0.7,CPI,0.35,0.8,,,,,,,
9,0.7233333333333334,CPI,0.35,0.8,,,,,,,
10,0.7333333333333333,CPI,0.35,0.8,,,,,,,
1,0.56,Tailored Approach,0.35,0.8,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5033333333333333,0.723
2,0.6333333333333333,Tailored Approach,0.35,0.8,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5033333333333333,0.723
3,0.6633333333333333,Tailored Approach,0.35,0.8,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5033333333333333,0.723
4,0.7033333333333334,Tailored Approach,0.35,0.8,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5033333333333333,0.723
5,0.73,Tailored Approach,0.35,0.8,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5033333333333333,0.723
6,0.76,Tailored Approach,0.35,0.8,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5033333333333333,0.723
7,0.7833333333333333,Tailored Approach,0.35,0.8,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5033333333333333,0.723
8,0.79,Tailored Approach,0.35,0.8,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5033333333333333,0.723
9,0.8,Tailored Approach,0.35,0.8,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5033333333333333,0.723
10,0.8066666666666666,Tailored Approach,0.35,0.8,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5033333333333333,0.723
1,0.48333333333333334,CPI,0.35,0.9,,,,,,,
2,0.5466666666666666,CPI,0.35,0.9,,,,,,,
3,0.59,CPI,0.35,0.9,,,,,,,
4,0.61,CPI,0.35,0.9,,,,,,,
5,0.6366666666666667,CPI,0.35,0.9,,,,,,,
6,0.6533333333333333,CPI,0.35,0.9,,,,,,,
7,0.6733333333333333,CPI,0.35,0.9,,,,,,,
8,0.7,CPI,0.35,0.9,,,,,,,
9,0.7133333333333334,CPI,0.35,0.9,,,,,,,
10,0.7366666666666667,CPI,0.35,0.9,,,,,,,
1,0.5466666666666666,Tailored Approach,0.35,0.9,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.48333333333333334,0.7136666666666664
2,0.6133333333333333,Tailored Approach,0.35,0.9,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.48333333333333334,0.7136666666666664
3,0.6633333333333333,Tailored Approach,0.35,0.9,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.48333333333333334,0.7136666666666664
4,0.7033333333333334,Tailored Approach,0.35,0.9,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.48333333333333334,0.7136666666666664
5,0.73,Tailored Approach,0.35,0.9,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.48333333333333334,0.7136666666666664
6,0.7533333333333333,Tailored Approach,0.35,0.9,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.48333333333333334,0.7136666666666664
7,0.77,Tailored Approach,0.35,0.9,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.48333333333333334,0.7136666666666664
8,0.7766666666666666,Tailored Approach,0.35,0.9,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.48333333333333334,0.7136666666666664
9,0.7866666666666666,Tailored Approach,0.35,0.9,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.48333333333333334,0.7136666666666664
10,0.7933333333333333,Tailored Approach,0.35,0.9,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.48333333333333334,0.7136666666666664
1,0.5166666666666667,CPI,0.4,0.7,,,,,,,
2,0.58,CPI,0.4,0.7,,,,,,,
3,0.6266666666666667,CPI,0.4,0.7,,,,,,,
4,0.6633333333333333,CPI,0.4,0.7,,,,,,,
5,0.6833333333333333,CPI,0.4,0.7,,,,,,,
6,0.7133333333333334,CPI,0.4,0.7,,,,,,,
7,0.7333333333333333,CPI,0.4,0.7,,,,,,,
8,0.7433333333333333,CPI,0.4,0.7,,,,,,,
9,0.75,CPI,0.4,0.7,,,,,,,
10,0.76,CPI,0.4,0.7,,,,,,,
1,0.56,Tailored Approach,0.4,0.7,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5166666666666667,0.717
2,0.63,Tailored Approach,0.4,0.7,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5166666666666667,0.717
3,0.6533333333333333,Tailored Approach,0.4,0.7,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5166666666666667,0.717
4,0.7,Tailored Approach,0.4,0.7,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5166666666666667,0.717
5,0.7233333333333334,Tailored Approach,0.4,0.7,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5166666666666667,0.717
6,0.7466666666666667,Tailored Approach,0.4,0.7,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5166666666666667,0.717
7,0.7766666666666666,Tailored Approach,0.4,0.7,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5166666666666667,0.717
8,0.7833333333333333,Tailored Approach,0.4,0.7,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5166666666666667,0.717
9,0.7966666666666666,Tailored Approach,0.4,0.7,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5166666666666667,0.717
10,0.8,Tailored Approach,0.4,0.7,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5166666666666667,0.717
1,0.5033333333333333,CPI,0.4,0.8,,,,,,,
2,0.57,CPI,0.4,0.8,,,,,,,
3,0.6,CPI,0.4,0.8,,,,,,,
4,0.6333333333333333,CPI,0.4,0.8,,,,,,,
5,0.65,CPI,0.4,0.8,,,,,,,
6,0.6666666666666666,CPI,0.4,0.8,,,,,,,
7,0.6766666666666666,CPI,0.4,0.8,,,,,,,
8,0.7,CPI,0.4,0.8,,,,,,,
9,0.7233333333333334,CPI,0.4,0.8,,,,,,,
10,0.7333333333333333,CPI,0.4,0.8,,,,,,,
1,0.56,Tailored Approach,0.4,0.8,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5033333333333333,0.724
2,0.6333333333333333,Tailored Approach,0.4,0.8,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5033333333333333,0.724
3,0.6566666666666666,Tailored Approach,0.4,0.8,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5033333333333333,0.724
4,0.7066666666666667,Tailored Approach,0.4,0.8,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5033333333333333,0.724
5,0.7333333333333333,Tailored Approach,0.4,0.8,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5033333333333333,0.724
6,0.7633333333333333,Tailored Approach,0.4,0.8,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5033333333333333,0.724
7,0.7833333333333333,Tailored Approach,0.4,0.8,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5033333333333333,0.724
8,0.7933333333333333,Tailored Approach,0.4,0.8,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5033333333333333,0.724
9,0.8033333333333333,Tailored Approach,0.4,0.8,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5033333333333333,0.724
10,0.8066666666666666,Tailored Approach,0.4,0.8,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.5033333333333333,0.724
1,0.48333333333333334,CPI,0.4,0.9,,,,,,,
2,0.5466666666666666,CPI,0.4,0.9,,,,,,,
3,0.59,CPI,0.4,0.9,,,,,,,
4,0.61,CPI,0.4,0.9,,,,,,,
5,0.6366666666666667,CPI,0.4,0.9,,,,,,,
6,0.6533333333333333,CPI,0.4,0.9,,,,,,,
7,0.6733333333333333,CPI,0.4,0.9,,,,,,,
8,0.7,CPI,0.4,0.9,,,,,,,
9,0.7133333333333334,CPI,0.4,0.9,,,,,,,
10,0.7366666666666667,CPI,0.4,0.9,,,,,,,
1,0.5466666666666666,Tailored Approach,0.4,0.9,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.48333333333333334,0.7146666666666667
2,0.6133333333333333,Tailored Approach,0.4,0.9,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.48333333333333334,0.7146666666666667
3,0.6566666666666666,Tailored Approach,0.4,0.9,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.48333333333333334,0.7146666666666667
4,0.7066666666666667,Tailored Approach,0.4,0.9,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.48333333333333334,0.7146666666666667
5,0.7333333333333333,Tailored Approach,0.4,0.9,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.48333333333333334,0.7146666666666667
6,0.7566666666666667,Tailored Approach,0.4,0.9,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.48333333333333334,0.7146666666666667
7,0.77,Tailored Approach,0.4,0.9,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.48333333333333334,0.7146666666666667
8,0.78,Tailored Approach,0.4,0.9,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.48333333333333334,0.7146666666666667
9,0.79,Tailored Approach,0.4,0.9,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.48333333333333334,0.7146666666666667
10,0.7933333333333333,Tailored Approach,0.4,0.9,1.0,18.0,0.25,0.5633333333333334,0.5333333333333333,0.48333333333333334,0.7146666666666667
