R_e,A@e,Method,gini,p value,Run,SPH Executed,info loss,SPH A@1,RF+B A@1,CPI A@1,Avg Acc SPH+CPI
9,0.7533333333333333,Tailored Approach,0.3,0.7,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5166666666666667,0.6646666666666667
10,0.7633333333333333,Tailored Approach,0.3,0.7,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5166666666666667,0.6646666666666667
1,0.5033333333333333,CPI,0.3,0.8,,,,,,,
2,0.57,CPI,0.3,0.8,,,,,,,
3,0.6,CPI,0.3,0.8,,,,,,,
4,0.6333333333333333,CPI,0.3,0.8,,,,,,,
5,0.65,CPI,0.3,0.8,,,,,,,
6,0.6666666666666666,CPI,0.3,0.8,,,,,,,
7,0.6766666666666666,CPI,0.3,0.8,,,,,,,
8,0.7,CPI,0.3,0.8,,,,,,,
9,0.7233333333333334,CPI,0.3,0.8,,,,,,,
10,0.7333333333333333,CPI,0.3,0.8,,,,,,,
1,0.5266666666666666,Tailored Approach,0.3,0.8,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5033333333333333,0.661
2,0.5833333333333334,Tailored Approach,0.3,0.8,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5033333333333333,0.661
3,0.62,Tailored Approach,0.3,0.8,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5033333333333333,0.661
4,0.6433333333333333,Tailored Approach,0.3,0.8,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5033333333333333,0.661
5,0.66,Tailored Approach,0.3,0.8,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5033333333333333,0.661
6,0.69,Tailored Approach,0.3,0.8,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5033333333333333,0.661
7,0.7033333333333334,Tailored Approach,0.3,0.8,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5033333333333333,0.661
8,0.7166666666666667,Tailored Approach,0.3,0.8,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5033333333333333,0.661
9,0.7233333333333334,Tailored Approach,0.3,0.8,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5033333333333333,0.661
10,0.7433333333333333,Tailored Approach,0.3,0.8,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5033333333333333,0.661
1,0.48333333333333334,CPI,0.3,0.9,,,,,,,
2,0.5466666666666666,CPI,0.3,0.9,,,,,,,
3,0.59,CPI,0.3,0.9,,,,,,,
4,0.61,CPI,0.3,0.9,,,,,,,
5,0.6366666666666667,CPI,0.3,0.9,,,,,,,
6,0.6533333333333333,CPI,0.3,0.9,,,,,,,
7,0.6733333333333333,CPI,0.3,0.9,,,,,,,
8,0.7,CPI,0.3,0.9,,,,,,,
9,0.7133333333333334,CPI,0.3,0.9,,,,,,,
10,0.7366666666666667,CPI,0.3,0.9,,,,,,,
1,0.49,Tailored Approach,0.3,0.9,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.48333333333333334,0.6483333333333332
2,0.5366666666666666,Tailored Approach,0.3,0.9,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.48333333333333334,0.6483333333333332
3,0.6,Tailored Approach,0.3,0.9,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.48333333333333334,0.6483333333333332
4,0.6266666666666667,Tailored Approach,0.3,0.9,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.48333333333333334,0.6483333333333332
5,0.6433333333333333,Tailored Approach,0.3,0.9,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.48333333333333334,0.6483333333333332
6,0.6766666666666666,Tailored Approach,0.3,0.9,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.48333333333333334,0.6483333333333332
7,0.7,Tailored Approach,0.3,0.9,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.48333333333333334,0.6483333333333332
8,0.72,Tailored Approach,0.3,0.9,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.48333333333333334,0.6483333333333332
9,0.7366666666666667,Tailored Approach,0.3,0.9,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.48333333333333334,0.6483333333333332
10,0.7533333333333333,Tailored Approach,0.3,0.9,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.48333333333333334,0.6483333333333332
1,0.5166666666666667,CPI,0.35,0.7,,,,,,,
2,0.58,CPI,0.35,0.7,,,,,,,
3,0.6266666666666667,CPI,0.35,0.7,,,,,,,
4,0.6633333333333333,CPI,0.35,0.7,,,,,,,
5,0.6833333333333333,CPI,0.35,0.7,,,,,,,
6,0.7133333333333334,CPI,0.35,0.7,,,,,,,
7,0.7333333333333333,CPI,0.35,0.7,,,,,,,
8,0.7433333333333333,CPI,0.35,0.7,,,,,,,
9,0.75,CPI,0.35,0.7,,,,,,,
10,0.76,CPI,0.35,0.7,,,,,,,
1,0.5233333333333333,Tailored Approach,0.35,0.7,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5166666666666667,0.6599999999999999
2,0.59,Tailored Approach,0.35,0.7,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5166666666666667,0.6599999999999999
3,0.61,Tailored Approach,0.35,0.7,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5166666666666667,0.6599999999999999
4,0.63,Tailored Approach,0.35,0.7,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5166666666666667,0.6599999999999999
5,0.65,Tailored Approach,0.35,0.7,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5166666666666667,0.6599999999999999
6,0.67,Tailored Approach,0.35,0.7,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5166666666666667,0.6599999999999999
7,0.7033333333333334,Tailored Approach,0.35,0.7,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5166666666666667,0.6599999999999999
8,0.72,Tailored Approach,0.35,0.7,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5166666666666667,0.6599999999999999
9,0.7433333333333333,Tailored Approach,0.35,0.7,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5166666666666667,0.6599999999999999
10,0.76,Tailored Approach,0.35,0.7,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5166666666666667,0.6599999999999999
1,0.5033333333333333,CPI,0.35,0.8,,,,,,,
2,0.57,CPI,0.35,0.8,,,,,,,
3,0.6,CPI,0.35,0.8,,,,,,,
4,0.6333333333333333,CPI,0.35,0.8,,,,,,,
5,0.65,CPI,0.35,0.8,,,,,,,
6,0.6666666666666666,CPI,0.35,0.8,,,,,,,
7,0.6766666666666666,CPI,0.35,0.8,,,,,,,
8,0.7,CPI,0.35,0.8,,,,,,,
9,0.7233333333333334,CPI,0.35,0.8,,,,,,,
10,0.7333333333333333,CPI,0.35,0.8,,,,,,,
1,0.52,Tailored Approach,0.35,0.8,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5033333333333333,0.6663333333333334
2,0.5866666666666667,Tailored Approach,0.35,0.8,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5033333333333333,0.6663333333333334
3,0.6133333333333333,Tailored Approach,0.35,0.8,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5033333333333333,0.6663333333333334
4,0.64,Tailored Approach,0.35,0.8,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5033333333333333,0.6663333333333334
5,0.6666666666666666,Tailored Approach,0.35,0.8,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5033333333333333,0.6663333333333334
6,0.6933333333333334,Tailored Approach,0.35,0.8,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5033333333333333,0.6663333333333334
7,0.7133333333333334,Tailored Approach,0.35,0.8,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5033333333333333,0.6663333333333334
8,0.7266666666666667,Tailored Approach,0.35,0.8,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5033333333333333,0.6663333333333334
9,0.74,Tailored Approach,0.35,0.8,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5033333333333333,0.6663333333333334
10,0.7633333333333333,Tailored Approach,0.35,0.8,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5033333333333333,0.6663333333333334
1,0.48333333333333334,CPI,0.35,0.9,,,,,,,
2,0.5466666666666666,CPI,0.35,0.9,,,,,,,
3,0.59,CPI,0.35,0.9,,,,,,,
4,0.61,CPI,0.35,0.9,,,,,,,
5,0.6366666666666667,CPI,0.35,0.9,,,,,,,
6,0.6533333333333333,CPI,0.35,0.9,,,,,,,
7,0.6733333333333333,CPI,0.35,0.9,,,,,,,
8,0.7,CPI,0.35,0.9,,,,,,,
9,0.7133333333333334,CPI,0.35,0.9,,,,,,,
10,0.7366666666666667,CPI,0.35,0.9,,,,,,,
1,0.5033333333333333,Tailored Approach,0.35,0.9,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.48333333333333334,0.6603333333333333
2,0.5566666666666666,Tailored Approach,0.35,0.9,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.48333333333333334,0.6603333333333333
3,0.61,Tailored Approach,0.35,0.9,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.48333333333333334,0.6603333333333333
4,0.64,Tailored Approach,0.35,0.9,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.48333333333333334,0.6603333333333333
5,0.6666666666666666,Tailored Approach,0.35,0.9,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.48333333333333334,0.6603333333333333
6,0.6833333333333333,Tailored Approach,0.35,0.9,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.48333333333333334,0.6603333333333333
7,0.7133333333333334,Tailored Approach,0.35,0.9,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.48333333333333334,0.6603333333333333
8,0.7233333333333334,Tailored Approach,0.35,0.9,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.48333333333333334,0.6603333333333333
9,0.7433333333333333,Tailored Approach,0.35,0.9,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.48333333333333334,0.6603333333333333
10,0.7633333333333333,Tailored Approach,0.35,0.9,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.48333333333333334,0.6603333333333333
1,0.5166666666666667,CPI,0.4,0.7,,,,,,,
2,0.58,CPI,0.4,0.7,,,,,,,
3,0.6266666666666667,CPI,0.4,0.7,,,,,,,
4,0.6633333333333333,CPI,0.4,0.7,,,,,,,
5,0.6833333333333333,CPI,0.4,0.7,,,,,,,
6,0.7133333333333334,CPI,0.4,0.7,,,,,,,
7,0.7333333333333333,CPI,0.4,0.7,,,,,,,
8,0.7433333333333333,CPI,0.4,0.7,,,,,,,
9,0.75,CPI,0.4,0.7,,,,,,,
10,0.76,CPI,0.4,0.7,,,,,,,
1,0.5233333333333333,Tailored Approach,0.4,0.7,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5166666666666667,0.6599999999999999
2,0.5866666666666667,Tailored Approach,0.4,0.7,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5166666666666667,0.6599999999999999
3,0.6066666666666667,Tailored Approach,0.4,0.7,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5166666666666667,0.6599999999999999
4,0.6333333333333333,Tailored Approach,0.4,0.7,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5166666666666667,0.6599999999999999
5,0.6533333333333333,Tailored Approach,0.4,0.7,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5166666666666667,0.6599999999999999
6,0.6733333333333333,Tailored Approach,0.4,0.7,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5166666666666667,0.6599999999999999
7,0.7066666666666667,Tailored Approach,0.4,0.7,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5166666666666667,0.6599999999999999
8,0.72,Tailored Approach,0.4,0.7,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5166666666666667,0.6599999999999999
9,0.7433333333333333,Tailored Approach,0.4,0.7,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5166666666666667,0.6599999999999999
10,0.7533333333333333,Tailored Approach,0.4,0.7,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5166666666666667,0.6599999999999999
1,0.5033333333333333,CPI,0.4,0.8,,,,,,,
2,0.57,CPI,0.4,0.8,,,,,,,
3,0.6,CPI,0.4,0.8,,,,,,,
4,0.6333333333333333,CPI,0.4,0.8,,,,,,,
5,0.65,CPI,0.4,0.8,,,,,,,
6,0.6666666666666666,CPI,0.4,0.8,,,,,,,
7,0.6766666666666666,CPI,0.4,0.8,,,,,,,
8,0.7,CPI,0.4,0.8,,,,,,,
9,0.7233333333333334,CPI,0.4,0.8,,,,,,,
10,0.7333333333333333,CPI,0.4,0.8,,,,,,,
1,0.52,Tailored Approach,0.4,0.8,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5033333333333333,0.6673333333333333
2,0.5866666666666667,Tailored Approach,0.4,0.8,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5033333333333333,0.6673333333333333
3,0.6066666666666667,Tailored Approach,0.4,0.8,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5033333333333333,0.6673333333333333
4,0.6433333333333333,Tailored Approach,0.4,0.8,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5033333333333333,0.6673333333333333
5,0.67,Tailored Approach,0.4,0.8,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5033333333333333,0.6673333333333333
6,0.6966666666666667,Tailored Approach,0.4,0.8,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5033333333333333,0.6673333333333333
7,0.7133333333333334,Tailored Approach,0.4,0.8,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5033333333333333,0.6673333333333333
8,0.73,Tailored Approach,0.4,0.8,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5033333333333333,0.6673333333333333
9,0.7433333333333333,Tailored Approach,0.4,0.8,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5033333333333333,0.6673333333333333
10,0.7633333333333333,Tailored Approach,0.4,0.8,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.5033333333333333,0.6673333333333333
1,0.48333333333333334,CPI,0.4,0.9,,,,,,,
2,0.5466666666666666,CPI,0.4,0.9,,,,,,,
3,0.59,CPI,0.4,0.9,,,,,,,
4,0.61,CPI,0.4,0.9,,,,,,,
5,0.6366666666666667,CPI,0.4,0.9,,,,,,,
6,0.6533333333333333,CPI,0.4,0.9,,,,,,,
7,0.6733333333333333,CPI,0.4,0.9,,,,,,,
8,0.7,CPI,0.4,0.9,,,,,,,
9,0.7133333333333334,CPI,0.4,0.9,,,,,,,
10,0.7366666666666667,CPI,0.4,0.9,,,,,,,
1,0.5033333333333333,Tailored Approach,0.4,0.9,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.48333333333333334,0.6613333333333334
2,0.5566666666666666,Tailored Approach,0.4,0.9,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.48333333333333334,0.6613333333333334
3,0.6033333333333334,Tailored Approach,0.4,0.9,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.48333333333333334,0.6613333333333334
4,0.6433333333333333,Tailored Approach,0.4,0.9,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.48333333333333334,0.6613333333333334
5,0.67,Tailored Approach,0.4,0.9,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.48333333333333334,0.6613333333333334
6,0.6866666666666666,Tailored Approach,0.4,0.9,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.48333333333333334,0.6613333333333334
7,0.7133333333333334,Tailored Approach,0.4,0.9,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.48333333333333334,0.6613333333333334
8,0.7266666666666667,Tailored Approach,0.4,0.9,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.48333333333333334,0.6613333333333334
9,0.7466666666666667,Tailored Approach,0.4,0.9,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.48333333333333334,0.6613333333333334
10,0.7633333333333333,Tailored Approach,0.4,0.9,1.0,34.0,0.1,0.5266666666666666,0.5333333333333333,0.48333333333333334,0.6613333333333334
1,0.59,SPH,-1.0,-1.0,1.0,18.0,0.25,,,,
2,0.6533333333333333,SPH,-1.0,-1.0,1.0,18.0,0.25,,,,
3,0.6833333333333333,SPH,-1.0,-1.0,1.0,18.0,0.25,,,,
4,0.7066666666666667,SPH,-1.0,-1.0,1.0,18.0,0.25,,,,
5,0.7366666666666667,SPH,-1.0,-1.0,1.0,18.0,0.25,,,,
6,0.7666666666666667,SPH,-1.0,-1.0,1.0,18.0,0.25,,,,
7,0.7966666666666666,SPH,-1.0,-1.0,1.0,18.0,0.25,,,,
8,0.8266666666666667,SPH,-1.0,-1.0,1.0,18.0,0.25,,,,
9,0.8433333333333334,SPH,-1.0,-1.0,1.0,18.0,0.25,,,,
10,0.85,SPH,-1.0,-1.0,1.0,18.0,0.25,,,,
1,0.5533333333333333,RF+B,-1.0,-1.0,1.0,18.0,,,,,
2,0.6066666666666667,RF+B,-1.0,-1.0,1.0,18.0,,,,,
3,0.6333333333333333,RF+B,-1.0,-1.0,1.0,18.0,,,,,
4,0.6733333333333333,RF+B,-1.0,-1.0,1.0,18.0,,,,,
5,0.69,RF+B,-1.0,-1.0,1.0,18.0,,,,,
6,0.72,RF+B,-1.0,-1.0,1.0,18.0,,,,,
7,0.7433333333333333,RF+B,-1.0,-1.0,1.0,18.0,,,,,
8,0.75,RF+B,-1.0,-1.0,1.0,18.0,,,,,
9,0.7633333333333333,RF+B,-1.0,-1.0,1.0,18.0,,,,,
10,0.7833333333333333,RF+B,-1.0,-1.0,1.0,18.0,,,,,
1,0.5566666666666666,CPI,0.3,0.7,,,,,,,
2,0.6,CPI,0.3,0.7,,,,,,,
3,0.6366666666666667,CPI,0.3,0.7,,,,,,,
4,0.66,CPI,0.3,0.7,,,,,,,
5,0.69,CPI,0.3,0.7,,,,,,,
6,0.7033333333333334,CPI,0.3,0.7,,,,,,,
7,0.7266666666666667,CPI,0.3,0.7,,,,,,,
8,0.7466666666666667,CPI,0.3,0.7,,,,,,,
9,0.7566666666666667,CPI,0.3,0.7,,,,,,,
10,0.77,CPI,0.3,0.7,,,,,,,
1,0.5933333333333334,Tailored Approach,0.3,0.7,1.0,18.0,0.25,0.59,0.5533333333333333,0.5566666666666666,0.7386666666666667
2,0.65,Tailored Approach,0.3,0.7,1.0,18.0,0.25,0.59,0.5533333333333333,0.5566666666666666,0.7386666666666667
3,0.6866666666666666,Tailored Approach,0.3,0.7,1.0,18.0,0.25,0.59,0.5533333333333333,0.5566666666666666,0.7386666666666667
4,0.7266666666666667,Tailored Approach,0.3,0.7,1.0,18.0,0.25,0.59,0.5533333333333333,0.5566666666666666,0.7386666666666667
5,0.74,Tailored Approach,0.3,0.7,1.0,18.0,0.25,0.59,0.5533333333333333,0.5566666666666666,0.7386666666666667
6,0.76,Tailored Approach,0.3,0.7,1.0,18.0,0.25,0.59,0.5533333333333333,0.5566666666666666,0.7386666666666667
7,0.79,Tailored Approach,0.3,0.7,1.0,18.0,0.25,0.59,0.5533333333333333,0.5566666666666666,0.7386666666666667
8,0.8066666666666666,Tailored Approach,0.3,0.7,1.0,18.0,0.25,0.59,0.5533333333333333,0.5566666666666666,0.7386666666666667
9,0.8133333333333334,Tailored Approach,0.3,0.7,1.0,18.0,0.25,0.59,0.5533333333333333,0.5566666666666666,0.7386666666666667
10,0.82,Tailored Approach,0.3,0.7,1.0,18.0,0.25,0.59,0.5533333333333333,0.5566666666666666,0.7386666666666667
1,0.5466666666666666,CPI,0.3,0.8,,,,,,,
2,0.6,CPI,0.3,0.8,,,,,,,
3,0.6366666666666667,CPI,0.3,0.8,,,,,,,
4,0.6533333333333333,CPI,0.3,0.8,,,,,,,
5,0.67,CPI,0.3,0.8,,,,,,,
6,0.6966666666666667,CPI,0.3,0.8,,,,,,,
7,0.72,CPI,0.3,0.8,,,,,,,
8,0.7366666666666667,CPI,0.3,0.8,,,,,,,
9,0.7466666666666667,CPI,0.3,0.8,,,,,,,
10,0.7633333333333333,CPI,0.3,0.8,,,,,,,
1,0.5866666666666667,Tailored Approach,0.3,0.8,1.0,18.0,0.25,0.59,0.5533333333333333,0.5466666666666666,0.7350000000000001
2,0.65,Tailored Approach,0.3,0.8,1.0,18.0,0.25,0.59,0.5533333333333333,0.5466666666666666,0.7350000000000001
3,0.68,Tailored Approach,0.3,0.8,1.0,18.0,0.25,0.59,0.5533333333333333,0.5466666666666666,0.7350000000000001
4,0.72,Tailored Approach,0.3,0.8,1.0,18.0,0.25,0.59,0.5533333333333333,0.5466666666666666,0.7350000000000001
5,0.7233333333333334,Tailored Approach,0.3,0.8,1.0,18.0,0.25,0.59,0.5533333333333333,0.5466666666666666,0.7350000000000001
6,0.7466666666666667,Tailored Approach,0.3,0.8,1.0,18.0,0.25,0.59,0.5533333333333333,0.5466666666666666,0.7350000000000001
7,0.78,Tailored Approach,0.3,0.8,1.0,18.0,0.25,0.59,0.5533333333333333,0.5466666666666666,0.7350000000000001
8,0.8066666666666666,Tailored Approach,0.3,0.8,1.0,18.0,0.25,0.59,0.5533333333333333,0.5466666666666666,0.7350000000000001
9,0.8233333333333334,Tailored Approach,0.3,0.8,1.0,18.0,0.25,0.59,0.5533333333333333,0.5466666666666666,0.7350000000000001
10,0.8333333333333334,Tailored Approach,0.3,0.8,1.0,18.0,0.25,0.59,0.5533333333333333,0.5466666666666666,0.7350000000000001
1,0.5066666666666667,CPI,0.3,0.9,,,,,,,
2,0.59,CPI,0.3,0.9,,,,,,,
3,0.6,CPI,0.3,0.9,,,,,,,
4,0.6366666666666667,CPI,0.3,0.9,,,,,,,
5,0.66,CPI,0.3,0.9,,,,,,,
6,0.6733333333333333,CPI,0.3,0.9,,,,,,,
7,0.7066666666666667,CPI,0.3,0.9,,,,,,,
8,0.7233333333333334,CPI,0.3,0.9,,,,,,,
9,0.74,CPI,0.3,0.9,,,,,,,
10,0.7733333333333333,CPI,0.3,0.9,,,,,,,
1,0.5266666666666666,Tailored Approach,0.3,0.9,1.0,18.0,0.25,0.59,0.5533333333333333,0.5066666666666667,0.7223333333333334
2,0.5866666666666667,Tailored Approach,0.3,0.9,1.0,18.0,0.25,0.59,0.5533333333333333,0.5066666666666667,0.7223333333333334
3,0.66,Tailored Approach,0.3,0.9,1.0,18.0,0.25,0.59,0.5533333333333333,0.5066666666666667,0.7223333333333334
4,0.6866666666666666,Tailored Approach,0.3,0.9,1.0,18.0,0.25,0.59,0.5533333333333333,0.5066666666666667,0.7223333333333334
5,0.7366666666666667,Tailored Approach,0.3,0.9,1.0,18.0,0.25,0.59,0.5533333333333333,0.5066666666666667,0.7223333333333334
6,0.7633333333333333,Tailored Approach,0.3,0.9,1.0,18.0,0.25,0.59,0.5533333333333333,0.5066666666666667,0.7223333333333334
7,0.79,Tailored Approach,0.3,0.9,1.0,18.0,0.25,0.59,0.5533333333333333,0.5066666666666667,0.7223333333333334
8,0.8133333333333334,Tailored Approach,0.3,0.9,1.0,18.0,0.25,0.59,0.5533333333333333,0.5066666666666667,0.7223333333333334
9,0.8266666666666667,Tailored Approach,0.3,0.9,1.0,18.0,0.25,0.59,0.5533333333333333,0.5066666666666667,0.7223333333333334
10,0.8333333333333334,Tailored Approach,0.3,0.9,1.0,18.0,0.25,0.59,0.5533333333333333,0.5066666666666667,0.7223333333333334
1,0.5566666666666666,CPI,0.35,0.7,,,,,,,
2,0.6,CPI,0.35,0.7,,,,,,,
3,0.6366666666666667,CPI,0.35,0.7,,,,,,,
4,0.66,CPI,0.35,0.7,,,,,,,
5,0.69,CPI,0.35,0.7,,,,,,,
6,0.7033333333333334,CPI,0.35,0.7,,,,,,,
7,0.7266666666666667,CPI,0.35,0.7,,,,,,,
8,0.7466666666666667,CPI,0.35,0.7,,,,,,,
9,0.7566666666666667,CPI,0.35,0.7,,,,,,,
10,0.77,CPI,0.35,0.7,,,,,,,
