#Samples,missing,#Features,#Classes,Gini,#SPH,#CPI,CHI,SIL,DBI,Method,Run,n,f,max info loss,n_clusters,algorithm,n_components,gini,p value
119.30357142857143,0.1352340410805565,50.0,20.428571428571427,0.21414974942281365,35,27,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.1,,,,0.2,0.9
121.47272727272727,0.13839037801147674,50.0,20.8,0.2147011519037271,35,26,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.1,,,,0.25,0.7
121.47272727272727,0.13837489959169044,50.0,20.8,0.2195337174322994,35,26,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.1,,,,0.25,0.75
121.47272727272727,0.13834680770166252,50.0,20.8,0.21880136517572674,35,26,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.1,,,,0.25,0.8
121.47272727272727,0.13851230394562164,50.0,20.8,0.21690422196511547,35,26,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.1,,,,0.25,0.85
121.47272727272727,0.13673829637293025,50.0,20.8,0.2220837852709052,35,26,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.1,,,,0.25,0.9
121.47272727272727,0.13839037801147674,50.0,20.8,0.2147011519037271,35,26,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.1,,,,0.3,0.7
121.47272727272727,0.13837489959169044,50.0,20.8,0.2195337174322994,35,26,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.1,,,,0.3,0.75
121.47272727272727,0.13834680770166252,50.0,20.8,0.21880136517572674,35,26,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.1,,,,0.3,0.8
121.47272727272727,0.13851230394562164,50.0,20.8,0.21690422196511547,35,26,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.1,,,,0.3,0.85
121.47272727272727,0.13673829637293025,50.0,20.8,0.2220837852709052,35,26,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.1,,,,0.3,0.9
148.46666666666667,0.13065575270534174,50.0,25.42222222222222,0.25429136969911253,35,16,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.1,,,,0.35,0.7
148.46666666666667,0.13063683463671397,50.0,25.42222222222222,0.26019783867847873,35,16,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.1,,,,0.35,0.75
148.46666666666667,0.13057644381768,50.0,25.42222222222222,0.26034060276214854,35,16,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.1,,,,0.35,0.8
148.46666666666667,0.1307787170047411,50.0,25.42222222222222,0.25802187217140155,35,16,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.1,,,,0.35,0.85
148.46666666666667,0.12851740637673684,50.0,25.42222222222222,0.25507709942174434,35,16,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.1,,,,0.35,0.9
171.30769230769232,0.1343544314203788,50.0,29.333333333333332,0.29387972490478415,35,10,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.1,,,,0.4,0.7
171.30769230769232,0.13428497703846334,50.0,29.333333333333332,0.3003463983388966,35,10,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.1,,,,0.4,0.75
171.30769230769232,0.13421353550390341,50.0,29.333333333333332,0.29989607591679573,35,10,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.1,,,,0.4,0.8
171.30769230769232,0.13444692764282004,50.0,29.333333333333332,0.29722061754285695,35,10,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.1,,,,0.4,0.85
171.30769230769232,0.13446303540288057,50.0,29.333333333333332,0.2956952284737564,35,10,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.1,,,,0.4,0.9
96.41818181818182,0.11624845993413743,50.0,15.981818181818182,0.18777674430609362,26,26,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.15,,,,0.2,0.7
96.41818181818182,0.11623607719830834,50.0,15.981818181818182,0.1916427967289515,26,26,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.15,,,,0.2,0.75
96.41818181818182,0.11620933993026789,50.0,15.981818181818182,0.19122674677051743,26,26,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.15,,,,0.2,0.8
96.41818181818182,0.11392119648721856,50.0,15.981818181818182,0.18721482475654352,26,26,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.15,,,,0.2,0.85
96.41818181818182,0.1124521518573683,50.0,15.981818181818182,0.1882379753691762,26,26,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.15,,,,0.2,0.9
103.98039215686275,0.1214967705879424,50.0,17.235294117647058,0.2166876896877505,26,22,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.15,,,,0.25,0.7
103.98039215686275,0.12148341665714629,50.0,17.235294117647058,0.2208569619084796,26,22,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.15,,,,0.25,0.75
103.98039215686275,0.12145458234847524,50.0,17.235294117647058,0.2204082805807566,26,22,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.15,,,,0.25,0.8
103.98039215686275,0.1189869766745985,50.0,17.235294117647058,0.2160816980166671,26,22,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.15,,,,0.25,0.85
103.98039215686275,0.11744003460497392,50.0,17.235294117647058,0.21891351437635623,26,22,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.15,,,,0.25,0.9
103.98039215686275,0.1214967705879424,50.0,17.235294117647058,0.2166876896877505,26,22,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.15,,,,0.3,0.7
103.98039215686275,0.12148341665714629,50.0,17.235294117647058,0.2208569619084796,26,22,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.15,,,,0.3,0.75
103.98039215686275,0.12145458234847524,50.0,17.235294117647058,0.2204082805807566,26,22,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.15,,,,0.3,0.8
103.98039215686275,0.1189869766745985,50.0,17.235294117647058,0.2160816980166671,26,22,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.15,,,,0.3,0.85
103.98039215686275,0.11744003460497392,50.0,17.235294117647058,0.21891351437635623,26,22,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.15,,,,0.3,0.9
117.84444444444445,0.11460351441445683,50.0,19.533333333333335,0.2407066920695183,26,16,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.15,,,,0.35,0.7
117.84444444444445,0.1145883799595546,50.0,19.533333333333335,0.24543186725301117,26,16,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.15,,,,0.35,0.75
117.84444444444445,0.11454006730432743,50.0,19.533333333333335,0.24554607851994711,26,16,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.15,,,,0.35,0.8
117.84444444444445,0.11174344754060044,50.0,19.533333333333335,0.2406426182806456,26,16,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.15,,,,0.35,0.85
117.84444444444445,0.10993439903819703,50.0,19.533333333333335,0.2382868000809198,26,16,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.15,,,,0.35,0.9
139.55263157894737,0.1159820290891486,50.0,23.13157894736842,0.28962657369579176,26,9,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.15,,,,0.4,0.7
139.55263157894737,0.11592500338610218,50.0,23.13157894736842,0.29493605293643144,26,9,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.15,,,,0.4,0.75
139.55263157894737,0.1158663461261477,50.0,23.13157894736842,0.29456631452670656,26,9,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.15,,,,0.4,0.8
139.55263157894737,0.11605323801533926,50.0,23.13157894736842,0.2921313154071341,26,9,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.15,,,,0.4,0.85
139.55263157894737,0.11606646333412583,50.0,23.13157894736842,0.2908788906977673,26,9,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.15,,,,0.4,0.9
76.85185185185185,0.10222187388262756,50.0,12.87037037037037,0.16109562445416475,20,25,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.2,,,,0.2,0.7
76.85185185185185,0.1022055355601416,50.0,12.87037037037037,0.16399852249888086,20,25,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.2,,,,0.2,0.75
76.85185185185185,0.10219185503809687,50.0,12.87037037037037,0.1630195212230275,20,25,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.2,,,,0.2,0.8
76.85185185185185,0.09982762637048087,50.0,12.87037037037037,0.15931975945540094,20,25,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.2,,,,0.2,0.85
76.85185185185185,0.0990797175003803,50.0,12.87037037037037,0.16035016839788868,20,25,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.2,,,,0.2,0.9
88.29787234042553,0.10999643621256033,50.0,14.787234042553191,0.2051547327599495,20,18,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.2,,,,0.25,0.7
88.29787234042553,0.10997766452289563,50.0,14.787234042553191,0.20848997732196373,20,18,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.2,,,,0.25,0.75
88.29787234042553,0.1099551536237535,50.0,14.787234042553191,0.20797307008101376,20,18,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.2,,,,0.25,0.8
88.29787234042553,0.10723880579287554,50.0,14.787234042553191,0.20372227996501713,20,18,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.2,,,,0.25,0.85
88.29787234042553,0.10642000430575806,50.0,14.787234042553191,0.20678167216807436,20,18,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.2,,,,0.25,0.9
88.29787234042553,0.10999643621256033,50.0,14.787234042553191,0.2051547327599495,20,18,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.2,,,,0.3,0.7
88.29787234042553,0.10997766452289563,50.0,14.787234042553191,0.20848997732196373,20,18,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.2,,,,0.3,0.75
88.29787234042553,0.1099551536237535,50.0,14.787234042553191,0.20797307008101376,20,18,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.2,,,,0.3,0.8
88.29787234042553,0.10723880579287554,50.0,14.787234042553191,0.20372227996501713,20,18,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.2,,,,0.3,0.85
88.29787234042553,0.10642000430575806,50.0,14.787234042553191,0.20678167216807436,20,18,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.2,,,,0.3,0.9
98.80952380952381,0.10247265577487893,50.0,16.547619047619047,0.22522729953798015,20,13,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.2,,,,0.35,0.7
98.80952380952381,0.10245164936025415,50.0,16.547619047619047,0.2289595970240437,20,13,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.2,,,,0.35,0.75
98.80952380952381,0.10241249986710702,50.0,16.547619047619047,0.22893715032436907,20,13,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.2,,,,0.35,0.8
98.80952380952381,0.09937277729445781,50.0,16.547619047619047,0.22418031376599204,20,13,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.2,,,,0.35,0.85
98.80952380952381,0.09840663560932442,50.0,16.547619047619047,0.22263498176044877,20,13,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.2,,,,0.35,0.9
115.27777777777777,0.10373476057691841,50.0,19.305555555555557,0.2783636545742793,20,7,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.2,,,,0.4,0.7
115.27777777777777,0.10368961522867333,50.0,19.305555555555557,0.28256699230645244,20,7,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.2,,,,0.4,0.75
115.27777777777777,0.10364317823120935,50.0,19.305555555555557,0.2822742827320869,20,7,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.2,,,,0.4,0.8
115.27777777777777,0.10378988470636846,50.0,19.305555555555557,0.2802836885313362,20,7,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.2,,,,0.4,0.85
115.27777777777777,0.10380035475040786,50.0,19.305555555555557,0.2792921856364208,20,7,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.2,,,,0.4,0.9
50.01851851851852,0.08051720471104379,50.0,8.407407407407407,0.13333987627187824,11,25,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.25,,,,0.2,0.7
50.01851851851852,0.08055286096971347,50.0,8.407407407407407,0.133930833303801,11,25,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.25,,,,0.2,0.75
50.01851851851852,0.07977419517238439,50.0,8.407407407407407,0.133095987931808,11,25,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.25,,,,0.2,0.8
50.01851851851852,0.07860727079911926,50.0,8.407407407407407,0.13096903074620225,11,25,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.25,,,,0.2,0.85
50.01851851851852,0.07781825227328622,50.0,8.407407407407407,0.12835504444725446,11,25,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.25,,,,0.2,0.9
58.71739130434783,0.08510702660581891,50.0,9.869565217391305,0.1816901685252145,11,17,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.25,,,,0.25,0.7
58.71739130434783,0.08514888395295288,50.0,9.869565217391305,0.18238390069312385,11,17,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.25,,,,0.25,0.75
58.71739130434783,0.084227857493713,50.0,9.869565217391305,0.18202498283407617,11,17,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.25,,,,0.25,0.8
58.71739130434783,0.08285798975118433,50.0,9.869565217391305,0.17952812005097385,11,17,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.25,,,,0.25,0.85
58.71739130434783,0.08197312907066094,50.0,9.869565217391305,0.17837581767067312,11,17,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.25,,,,0.25,0.9
65.8780487804878,0.08324547334186,50.0,11.073170731707316,0.20839441019023414,11,12,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.25,,,,0.3,0.7
65.8780487804878,0.08329243524352252,50.0,11.073170731707316,0.20917274384203488,11,12,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.25,,,,0.3,0.75
65.8780487804878,0.08326592220101979,50.0,11.073170731707316,0.2092354207568167,11,12,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.25,,,,0.3,0.8
65.8780487804878,0.08172899741671932,50.0,11.073170731707316,0.20643406251236043,11,12,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.25,,,,0.3,0.85
65.8780487804878,0.08073622689710772,50.0,11.073170731707316,0.2051412354515352,11,12,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.25,,,,0.3,0.9
67.525,0.08413391398271032,50.0,11.35,0.2149931593338789,11,11,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.25,,,,0.35,0.7
67.525,0.08418204993191439,50.0,11.35,0.2157909513269746,11,11,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.25,,,,0.35,0.75
67.525,0.0841548740633491,50.0,11.35,0.21585519516462598,11,11,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.25,,,,0.35,0.8
67.525,0.08257952615944111,50.0,11.35,0.21298380296405828,11,11,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.25,,,,0.35,0.85
67.525,0.08156193637683923,50.0,11.35,0.2116586552267125,11,11,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.25,,,,0.35,0.9
79.44117647058823,0.08427884262926949,50.0,13.352941176470589,0.2703610199557327,11,5,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.25,,,,0.4,0.7
79.44117647058823,0.08424697532462588,50.0,13.352941176470589,0.2733280818843255,11,5,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.25,,,,0.4,0.75
79.44117647058823,0.08421419626759248,50.0,13.352941176470589,0.2731214633612439,11,5,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.25,,,,0.4,0.8
79.44117647058823,0.0843159896329507,50.0,13.352941176470589,0.27162755701094077,11,5,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.25,,,,0.4,0.85
79.44117647058823,0.08432338025227262,50.0,13.352941176470589,0.2709276726145299,11,5,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.25,,,,0.4,0.9
42.79245283018868,0.07504008242330404,50.0,7.39622641509434,0.1263770976240043,9,24,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.3,,,,0.2,0.7
42.79245283018868,0.07508152223571221,50.0,7.39622641509434,0.12650335523401923,9,24,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.3,,,,0.2,0.75
42.79245283018868,0.0747385906052611,50.0,7.39622641509434,0.12483597079652088,9,24,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.3,,,,0.2,0.8
42.79245283018868,0.07353247465246687,50.0,7.39622641509434,0.12286575569530672,9,24,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.3,,,,0.2,0.85
42.79245283018868,0.07272738369663252,50.0,7.39622641509434,0.12031469451089746,9,24,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.3,,,,0.2,0.9
50.4,0.07875818973125372,50.0,8.71111111111111,0.17456401350112608,9,16,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.3,,,,0.25,0.7
50.4,0.07880699662142335,50.0,8.71111111111111,0.17471271690847692,9,16,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.3,,,,0.25,0.75
50.4,0.07839600461068617,50.0,8.71111111111111,0.17338382920589954,9,16,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.3,,,,0.25,0.8
50.4,0.07697546804406188,50.0,8.71111111111111,0.17106335364224734,9,16,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.3,,,,0.25,0.85
50.4,0.07606954778698828,50.0,8.71111111111111,0.17001764492837312,9,16,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.3,,,,0.25,0.9
55.31707317073171,0.0770171414026926,50.0,9.560975609756097,0.19489686074488718,9,12,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.3,,,,0.3,0.7
55.31707317073171,0.07707070994068366,50.0,9.560975609756097,0.19506007180173573,9,12,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.3,,,,0.3,0.75
55.31707317073171,0.07705099255634637,50.0,9.560975609756097,0.19516558426398573,9,12,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.3,,,,0.3,0.8
55.31707317073171,0.07549186705639288,50.0,9.560975609756097,0.192618720840465,9,12,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.3,,,,0.3,0.85
55.31707317073171,0.07449756433521454,50.0,9.560975609756097,0.19147099176426158,9,12,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.3,,,,0.3,0.9
56.7,0.07774987374506373,50.0,9.8,0.20115817115239826,9,11,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.3,,,,0.35,0.7
56.7,0.07780478149650456,50.0,9.8,0.20132546248566802,9,11,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.3,,,,0.35,0.75
56.7,0.07778457117755885,50.0,9.8,0.20143361275947425,9,11,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.3,,,,0.35,0.8
56.7,0.07618646754010652,50.0,9.8,0.1988230777503655,9,11,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.3,,,,0.35,0.85
56.7,0.07516730725089872,50.0,9.8,0.197646655447257,9,11,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.3,,,,0.35,0.9
68.72727272727273,0.07781084632661174,50.0,11.878787878787879,0.2679569349981632,9,4,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.3,,,,0.4,0.7
68.72727272727273,0.07778622159120532,50.0,11.878787878787879,0.2702496646702576,9,4,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.3,,,,0.4,0.75
68.72727272727273,0.07776089231986133,50.0,11.878787878787879,0.27009000490242185,9,4,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.3,,,,0.4,0.8
68.72727272727273,0.07783818762532814,50.0,11.878787878787879,0.26886701919781764,9,4,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.3,,,,0.4,0.85
68.72727272727273,0.07784389855844052,50.0,11.878787878787879,0.2683261994369546,9,4,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.3,,,,0.4,0.9
40.11764705882353,0.06822105612616268,50.0,6.568627450980392,0.11912260350017607,6,22,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.35,,,,0.2,0.7
40.11764705882353,0.06825683707707136,50.0,6.568627450980392,0.11920051497669712,6,22,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.35,,,,0.2,0.75
40.11764705882353,0.06830489566881726,50.0,6.568627450980392,0.11756073498999708,6,22,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.35,,,,0.2,0.8
40.11764705882353,0.06705148105120759,50.0,6.568627450980392,0.1155132565514804,6,22,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.35,,,,0.2,0.85
40.11764705882353,0.06661633625750737,50.0,6.568627450980392,0.11314852473254394,6,22,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.35,,,,0.2,0.9
48.714285714285715,0.07130570143992927,50.0,7.976190476190476,0.17730792681602714,6,13,0.0,0.0,0.0,SPH+CPI,1,1050,50,0.35,,,,0.25,0.7
